icl_example_index,token_role,layer,k_act,k_fv,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,pca_train_mse,pca_test_mse,fv_recon_floor_test_mse,train_mean_squared_l2,test_mean_squared_l2
7,pre_label_token,0,16,16,16,16,0.01,91.58484649658203,True,3400,1190,0.3306625949635225,0.33284623282296316,82.65532542509192,39.63892504267332,0.1780068725347519,1354.3939889705882,1363.3382221638656
7,pre_label_token,1,16,16,16,16,316.22776601683796,73.35787200927734,False,3400,1190,0.08299100889879114,0.3063112371108111,19.251392499138326,32.8459603958771,0.1780068725347519,339.931171875,1254.6508140756303
7,pre_label_token,2,16,16,16,16,1000.0,71.91641998291016,False,3400,1190,0.10318710972281063,0.2964639022570698,24.421599946863513,30.325052521008402,0.1780068725347519,422.65440487132355,1214.3161239495798
7,pre_label_token,3,16,16,16,16,1000.0,69.54900360107422,False,3400,1190,0.09564969483543845,0.29296108534356124,22.492023494944853,29.428330365349264,0.1780068725347519,391.78115119485295,1199.9686055672269
7,pre_label_token,4,16,16,16,16,316.22776601683796,60.346275329589844,False,3400,1190,0.05554420863880831,0.27603014777688417,12.22501366110409,25.093988601299895,0.1780068725347519,227.5090754250919,1130.6194984243698
7,pre_label_token,5,16,16,16,16,316.22776601683796,59.002262115478516,False,3400,1190,0.04446266602067386,0.2526896516815955,9.388138014849494,19.11880970161502,0.1780068725347519,182.11908088235293,1035.0168264180672
7,pre_label_token,6,16,16,16,16,316.22776601683796,57.30624771118164,False,3400,1190,0.04136334868038402,0.24546612971971016,8.59471264109892,17.269586950991336,0.1780068725347519,169.42427676930146,1005.4292870273109
7,pre_label_token,7,16,16,16,16,100.0,56.34199523925781,False,3400,1190,0.034687915444374086,0.2411238886729008,6.8858028456744025,16.157959086955096,0.1780068725347519,142.08170252182904,987.6434283088236
7,pre_label_token,8,16,16,16,16,100.0,55.66448211669922,False,3400,1190,0.0341149173414006,0.2354081562587193,6.7391156948313995,14.694717638031776,0.1780068725347519,139.73469819910386,964.2318113182773
7,pre_label_token,9,16,16,16,16,100.0,53.805747985839844,False,3400,1190,0.0290274276452906,0.20843945591389632,5.436716892018038,7.79072378463104,0.1780068725347519,118.89634492761948,853.7680376838235
7,pre_label_token,10,16,16,16,16,100.0,54.42176818847656,False,3400,1190,0.02815650480635026,0.20381321386128914,5.213760896570542,6.606410537847951,0.1780068725347519,115.32904203527114,834.8189305409663
