task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
antonym,pcasub_matched_k0_zero,cue1,0,zero,0,-2.885805130004883,0.12913907656866386,170,-2.853001594543457,0.2479880988072787,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,1,-2.0969154834747314,0.11630043903965641,170,-2.171632766723633,0.2386090891158666,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,2,-1.338922142982483,0.08038433834643965,170,-1.294434905052185,0.12582218877669482,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,3,-1.646781325340271,0.08991412021836037,170,-1.5193891525268555,0.1412961807014019,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,4,-1.130776047706604,0.07821287296408744,170,-1.0352277755737305,0.13478777231803452,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,5,-1.1958534717559814,0.06572983161159987,170,-1.18888258934021,0.12377423652125837,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,6,-0.7073379755020142,0.04635108800191344,170,-0.7149088382720947,0.10182933558974859,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,7,-0.3915419280529022,0.03743474450621643,170,-0.383950412273407,0.0662159213247451,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,8,-0.42030617594718933,0.03134973716521949,170,-0.43339285254478455,0.05689110619602085,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,9,-0.22257143259048462,0.02272097555151298,170,-0.2320462167263031,0.035557659977052625,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,10,-0.09884785115718842,0.017878355952433707,170,-0.09126508235931396,0.03176080569043341,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,11,-0.006766934879124165,0.012110147885543873,170,-0.002445484744384885,0.023618629859609382,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,12,-0.017313631251454353,0.015036842568052497,170,-0.0011805661488324404,0.02932584837117712,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,13,0.05440174415707588,0.01075228030130151,170,0.0546846017241478,0.02211530916277339,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,14,-0.025134475901722908,0.003317330872247642,170,-0.030317921191453934,0.006433557474286783,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,15,-0.015013833530247211,0.00583908010008488,170,-0.009900969453155994,0.012868923240324846,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,16,0.009170730598270893,0.0035181500140476925,170,0.015413468703627586,0.0069998844107617975,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,17,0.0015022661536931992,0.0025938015568159095,170,0.0017543114954605699,0.00385506243236677,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,18,0.010199573822319508,0.001854456106453538,170,0.008976033888757229,0.00259022802808927,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,19,-0.00011952905333600938,0.0019187813695110516,170,-0.003782628569751978,0.0036280290469131267,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,20,0.002722090110182762,0.0018673560736486184,170,0.003098884131759405,0.0029121825940023596,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,21,0.008728832937777042,0.0021524136483894525,170,0.00866767019033432,0.004159966927537702,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,22,0.011143886484205723,0.001388606989343574,170,0.01086436491459608,0.0025616499501776753,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,23,0.0008477819501422346,0.0017135531900966117,170,-0.0020927302539348602,0.0039040759741281704,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,24,0.0009984237840399146,0.0010909278069252577,170,0.0019309178460389376,0.0020720263910431053,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,25,0.002450299449265003,0.0009437398369492707,170,0.0033706403337419033,0.0019036850313610106,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,26,-0.0018099151784554124,0.0010453389894264278,170,-0.0016323275631293654,0.0020602652791633846,40
antonym,pcasub_matched_k0_zero,cue1,0,zero,27,0.0,0.0,170,0.0,0.0,40
antonym,pcasub_matched_k0_zero,target1,0,zero,0,-1.9868191480636597,0.10801592493422343,170,-2.00325083732605,0.2053103401262714,40
antonym,pcasub_matched_k0_zero,target1,0,zero,1,-1.6286829710006714,0.08981586109437767,170,-1.5479198694229126,0.12694138354003026,40
antonym,pcasub_matched_k0_zero,target1,0,zero,2,-1.4280987977981567,0.08405296850140664,170,-1.373970866203308,0.12330549902636113,40
antonym,pcasub_matched_k0_zero,target1,0,zero,3,-1.1343389749526978,0.07049435683015451,170,-1.0683480501174927,0.11270178928871805,40
antonym,pcasub_matched_k0_zero,target1,0,zero,4,-1.2225056886672974,0.07051554101088103,170,-1.2173579931259155,0.12287033096582513,40
antonym,pcasub_matched_k0_zero,target1,0,zero,5,-1.1468623876571655,0.0640582790655335,170,-1.027406096458435,0.09392124577671826,40
antonym,pcasub_matched_k0_zero,target1,0,zero,6,-0.8847595453262329,0.05402935693534652,170,-0.8444512486457825,0.09641582606803693,40
antonym,pcasub_matched_k0_zero,target1,0,zero,7,-0.8600751161575317,0.048358305125887756,170,-0.80401611328125,0.07747513034300588,40
antonym,pcasub_matched_k0_zero,target1,0,zero,8,-0.5382689237594604,0.036203785433227616,170,-0.5626245737075806,0.06396800380870328,40
antonym,pcasub_matched_k0_zero,target1,0,zero,9,-0.4397762417793274,0.03345762943378807,170,-0.47449368238449097,0.0641102262494515,40
antonym,pcasub_matched_k0_zero,target1,0,zero,10,-0.4010571539402008,0.033816485066686455,170,-0.43991518020629883,0.06687262220639621,40
antonym,pcasub_matched_k0_zero,target1,0,zero,11,-0.1484379917383194,0.020430466867864056,170,-0.1465277373790741,0.04008698433676193,40
antonym,pcasub_matched_k0_zero,target1,0,zero,12,-0.06511221081018448,0.01665430550981238,170,-0.051133036613464355,0.03408424265338568,40
antonym,pcasub_matched_k0_zero,target1,0,zero,13,-0.006991673726588488,0.01305733768049686,170,0.009684068150818348,0.023980479052382427,40
antonym,pcasub_matched_k0_zero,target1,0,zero,14,0.008606533519923687,0.01302997401848051,170,0.021057218313217163,0.021846847931101948,40
antonym,pcasub_matched_k0_zero,target1,0,zero,15,0.03561051934957504,0.009487536368658667,170,0.03008773922920227,0.01748028632157104,40
antonym,pcasub_matched_k0_zero,target1,0,zero,16,0.043324582278728485,0.007845050927712507,170,0.047278713434934616,0.014638489275161818,40
antonym,pcasub_matched_k0_zero,target1,0,zero,17,0.040031809359788895,0.007391976776731214,170,0.044141508638858795,0.013265665984676333,40
antonym,pcasub_matched_k0_zero,target1,0,zero,18,0.029854226857423782,0.0063375763528570024,170,0.035230763256549835,0.0113957427027439,40
antonym,pcasub_matched_k0_zero,target1,0,zero,19,0.025912446901202202,0.005473571267569559,170,0.035126831382513046,0.012045573253780377,40
antonym,pcasub_matched_k0_zero,target1,0,zero,20,0.021684933453798294,0.004704658136387908,170,0.02216748334467411,0.010198653563396637,40
antonym,pcasub_matched_k0_zero,target1,0,zero,21,0.017305422574281693,0.003943381070351069,170,0.01584109105169773,0.007647179230205682,40
antonym,pcasub_matched_k0_zero,target1,0,zero,22,0.012978938408195972,0.004321977157373541,170,0.005252552684396505,0.008465302252254758,40
antonym,pcasub_matched_k0_zero,target1,0,zero,23,0.01637544482946396,0.0050621969009089695,170,0.01643252745270729,0.009814370361525548,40
antonym,pcasub_matched_k0_zero,target1,0,zero,24,0.0033835452049970627,0.0023422925539989974,170,-0.001215275377035141,0.004265601205838281,40
antonym,pcasub_matched_k0_zero,target1,0,zero,25,-0.002036701887845993,0.002017101351155798,170,-0.003472938435152173,0.0036192514691679887,40
antonym,pcasub_matched_k0_zero,target1,0,zero,26,-0.001646604621782899,0.0006393015968680695,170,0.00017646998458076268,0.0012774625537656516,40
antonym,pcasub_matched_k0_zero,target1,0,zero,27,0.0,0.0,170,0.0,0.0,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,0,-10.583775520324707,0.29967553487817344,170,-11.035240173339844,0.6013652220759733,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,1,-9.748501777648926,0.2851433880443535,170,-9.64245319366455,0.6298659922755903,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,2,-11.717832565307617,0.27124316431588286,170,-12.21267318725586,0.5896938403424437,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,3,-10.022214889526367,0.2567573538773681,170,-10.633291244506836,0.4608075312332309,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,4,-10.366426467895508,0.27649234281196955,170,-10.427752494812012,0.4724734468600988,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,5,-8.662674903869629,0.263056872762692,170,-9.092897415161133,0.4896607333720315,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,6,-8.581330299377441,0.24232126272016136,170,-9.004402160644531,0.5464286259844368,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,7,-9.863204002380371,0.26132565799334945,170,-10.226079940795898,0.6222056019132381,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,8,-8.295166015625,0.23859961268429963,170,-8.456771850585938,0.47822741000794716,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,9,-8.262916564941406,0.25360172467034425,170,-8.343539237976074,0.4620902191316867,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,10,-8.473397254943848,0.24025393536908887,170,-8.60723876953125,0.46856755552597795,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,11,-6.705503940582275,0.23226489349867485,170,-6.9275641441345215,0.4445620737477785,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,12,-5.486715316772461,0.2063845538511321,170,-5.7437663078308105,0.4480699948196294,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,13,-4.746480464935303,0.19573667329762875,170,-5.0393476486206055,0.4111832745685527,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,14,-4.086618900299072,0.1956381673143972,170,-4.608412742614746,0.4199890970062171,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,15,-3.671381711959839,0.186501339651991,170,-4.05117130279541,0.3991168629611642,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,16,-3.0414321422576904,0.1714328499568076,170,-3.6171889305114746,0.36812871265210734,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,17,-2.112619638442993,0.14685950203090353,170,-2.5668423175811768,0.3680727321804325,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,18,-2.0352187156677246,0.14392045067154904,170,-2.566628932952881,0.3603152713032235,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,19,-1.8605701923370361,0.14274796066880024,170,-2.3423523902893066,0.3693671439352457,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,20,-1.7375261783599854,0.13661074716813632,170,-2.1043221950531006,0.32516028903719524,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,21,-1.5880179405212402,0.12920962345622788,170,-1.831883430480957,0.30007457264210874,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,22,-1.5016416311264038,0.1305215432199087,170,-1.6233866214752197,0.31764529711204836,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,23,-1.44134521484375,0.12392268463800027,170,-1.5755620002746582,0.286344523199221,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,24,-1.30061674118042,0.12338313260640157,170,-1.4883806705474854,0.27257928333861714,40
antonym,pcasub_matched_k0_zero,final_cue,0,zero,25,-1.3390039205551147,0.12152121043625354,170,-1.5403683185577393,0.2821813855764074,40
