Some weights of the model checkpoint at /root/hf/hub/models--EleutherAI--gpt-j-6b/snapshots/47e169305d2e8376be1d31e765533382721b2cc1 were not used when initializing GPTJForCausalLM: ['transformer.h.0.attn.bias', 'transformer.h.0.attn.masked_bias', 'transformer.h.1.attn.bias', 'transformer.h.1.attn.masked_bias', 'transformer.h.10.attn.bias', 'transformer.h.10.attn.masked_bias', 'transformer.h.11.attn.bias', 'transformer.h.11.attn.masked_bias', 'transformer.h.12.attn.bias', 'transformer.h.12.attn.masked_bias', 'transformer.h.13.attn.bias', 'transformer.h.13.attn.masked_bias', 'transformer.h.14.attn.bias', 'transformer.h.14.attn.masked_bias', 'transformer.h.15.attn.bias', 'transformer.h.15.attn.masked_bias', 'transformer.h.16.attn.bias', 'transformer.h.16.attn.masked_bias', 'transformer.h.17.attn.bias', 'transformer.h.17.attn.masked_bias', 'transformer.h.18.attn.bias', 'transformer.h.18.attn.masked_bias', 'transformer.h.19.attn.bias', 'transformer.h.19.attn.masked_bias', 'transformer.h.2.attn.bias', 'transformer.h.2.attn.masked_bias', 'transformer.h.20.attn.bias', 'transformer.h.20.attn.masked_bias', 'transformer.h.21.attn.bias', 'transformer.h.21.attn.masked_bias', 'transformer.h.22.attn.bias', 'transformer.h.22.attn.masked_bias', 'transformer.h.23.attn.bias', 'transformer.h.23.attn.masked_bias', 'transformer.h.24.attn.bias', 'transformer.h.24.attn.masked_bias', 'transformer.h.25.attn.bias', 'transformer.h.25.attn.masked_bias', 'transformer.h.26.attn.bias', 'transformer.h.26.attn.masked_bias', 'transformer.h.27.attn.bias', 'transformer.h.27.attn.masked_bias', 'transformer.h.3.attn.bias', 'transformer.h.3.attn.masked_bias', 'transformer.h.4.attn.bias', 'transformer.h.4.attn.masked_bias', 'transformer.h.5.attn.bias', 'transformer.h.5.attn.masked_bias', 'transformer.h.6.attn.bias', 'transformer.h.6.attn.masked_bias', 'transformer.h.7.attn.bias', 'transformer.h.7.attn.masked_bias', 'transformer.h.8.attn.bias', 'transformer.h.8.attn.masked_bias', 'transformer.h.9.attn.bias', 'transformer.h.9.attn.masked_bias']
- This IS expected if you are initializing GPTJForCausalLM from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing GPTJForCausalLM from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
agent_noun_to_verb | dummy6_baseline: acc=0.000
iso_date_to_month | dummy6_twoknob_c8_u4: acc=0.267
iso_date_to_month | dummy6_twoknob_c8_u8: acc=0.500
landmark-country | dummy6_baseline: acc=0.000
landmark-country | dummy6_twoknob_c0_u0: acc=0.000
landmark-country | dummy6_twoknob_c0_u1: acc=0.000
landmark-country | dummy6_twoknob_c0_u2: acc=0.053
landmark-country | dummy6_twoknob_c0_u4: acc=0.080
landmark-country | dummy6_twoknob_c0_u8: acc=0.013
landmark-country | dummy6_twoknob_c1_u0: acc=0.000
landmark-country | dummy6_twoknob_c1_u1: acc=0.020
landmark-country | dummy6_twoknob_c1_u2: acc=0.407
landmark-country | dummy6_twoknob_c1_u4: acc=0.360
landmark-country | dummy6_twoknob_c1_u8: acc=0.140
landmark-country | dummy6_twoknob_c2_u0: acc=0.000
landmark-country | dummy6_twoknob_c2_u1: acc=0.027
landmark-country | dummy6_twoknob_c2_u2: acc=0.460
landmark-country | dummy6_twoknob_c2_u4: acc=0.460
landmark-country | dummy6_twoknob_c2_u8: acc=0.253
landmark-country | dummy6_twoknob_c4_u0: acc=0.007
landmark-country | dummy6_twoknob_c4_u1: acc=0.133
landmark-country | dummy6_twoknob_c4_u2: acc=0.407
landmark-country | dummy6_twoknob_c4_u4: acc=0.487
landmark-country | dummy6_twoknob_c4_u8: acc=0.440
landmark-country | dummy6_twoknob_c8_u0: acc=0.000
landmark-country | dummy6_twoknob_c8_u1: acc=0.033
landmark-country | dummy6_twoknob_c8_u2: acc=0.133
landmark-country | dummy6_twoknob_c8_u4: acc=0.400
landmark-country | dummy6_twoknob_c8_u8: acc=0.513
larger_of_pair | dummy6_baseline: acc=0.000
larger_of_pair | dummy6_twoknob_c0_u0: acc=0.000
larger_of_pair | dummy6_twoknob_c0_u1: acc=0.000
larger_of_pair | dummy6_twoknob_c0_u2: acc=0.033
larger_of_pair | dummy6_twoknob_c0_u4: acc=0.080
larger_of_pair | dummy6_twoknob_c0_u8: acc=0.033
larger_of_pair | dummy6_twoknob_c1_u0: acc=0.000
larger_of_pair | dummy6_twoknob_c1_u1: acc=0.000
larger_of_pair | dummy6_twoknob_c1_u2: acc=0.273
larger_of_pair | dummy6_twoknob_c1_u4: acc=0.247
larger_of_pair | dummy6_twoknob_c1_u8: acc=0.200
larger_of_pair | dummy6_twoknob_c2_u0: acc=0.000
larger_of_pair | dummy6_twoknob_c2_u1: acc=0.013
larger_of_pair | dummy6_twoknob_c2_u2: acc=0.347
larger_of_pair | dummy6_twoknob_c2_u4: acc=0.367
larger_of_pair | dummy6_twoknob_c2_u8: acc=0.320
larger_of_pair | dummy6_twoknob_c4_u0: acc=0.013
larger_of_pair | dummy6_twoknob_c4_u1: acc=0.080
larger_of_pair | dummy6_twoknob_c4_u2: acc=0.273
larger_of_pair | dummy6_twoknob_c4_u4: acc=0.400
larger_of_pair | dummy6_twoknob_c4_u8: acc=0.393
larger_of_pair | dummy6_twoknob_c8_u0: acc=0.033
larger_of_pair | dummy6_twoknob_c8_u1: acc=0.080
larger_of_pair | dummy6_twoknob_c8_u2: acc=0.180
larger_of_pair | dummy6_twoknob_c8_u4: acc=0.360
larger_of_pair | dummy6_twoknob_c8_u8: acc=0.400
lowercase_first_letter | dummy6_baseline: acc=0.000
lowercase_first_letter | dummy6_twoknob_c0_u0: acc=0.000
lowercase_first_letter | dummy6_twoknob_c0_u1: acc=0.000
lowercase_first_letter | dummy6_twoknob_c0_u2: acc=0.000
lowercase_first_letter | dummy6_twoknob_c0_u4: acc=0.053
lowercase_first_letter | dummy6_twoknob_c0_u8: acc=0.007
lowercase_first_letter | dummy6_twoknob_c1_u0: acc=0.000
lowercase_first_letter | dummy6_twoknob_c1_u1: acc=0.013
lowercase_first_letter | dummy6_twoknob_c1_u2: acc=0.240
lowercase_first_letter | dummy6_twoknob_c1_u4: acc=0.413
lowercase_first_letter | dummy6_twoknob_c1_u8: acc=0.087
lowercase_first_letter | dummy6_twoknob_c2_u0: acc=0.000
lowercase_first_letter | dummy6_twoknob_c2_u1: acc=0.000
lowercase_first_letter | dummy6_twoknob_c2_u2: acc=0.473
lowercase_first_letter | dummy6_twoknob_c2_u4: acc=0.633
lowercase_first_letter | dummy6_twoknob_c2_u8: acc=0.333
lowercase_first_letter | dummy6_twoknob_c4_u0: acc=0.000
lowercase_first_letter | dummy6_twoknob_c4_u1: acc=0.113
lowercase_first_letter | dummy6_twoknob_c4_u2: acc=0.433
lowercase_first_letter | dummy6_twoknob_c4_u4: acc=0.693
lowercase_first_letter | dummy6_twoknob_c4_u8: acc=0.667
lowercase_first_letter | dummy6_twoknob_c8_u0: acc=0.020
lowercase_first_letter | dummy6_twoknob_c8_u1: acc=0.027
lowercase_first_letter | dummy6_twoknob_c8_u2: acc=0.187
lowercase_first_letter | dummy6_twoknob_c8_u4: acc=0.460
lowercase_first_letter | dummy6_twoknob_c8_u8: acc=0.793
national_parks | dummy6_baseline: acc=0.000
national_parks | dummy6_twoknob_c0_u0: acc=0.000
national_parks | dummy6_twoknob_c0_u1: acc=0.000
national_parks | dummy6_twoknob_c0_u2: acc=0.120
national_parks | dummy6_twoknob_c0_u4: acc=0.100
national_parks | dummy6_twoknob_c0_u8: acc=0.007
national_parks | dummy6_twoknob_c1_u0: acc=0.000
national_parks | dummy6_twoknob_c1_u1: acc=0.053
national_parks | dummy6_twoknob_c1_u2: acc=0.447
national_parks | dummy6_twoknob_c1_u4: acc=0.313
national_parks | dummy6_twoknob_c1_u8: acc=0.053
national_parks | dummy6_twoknob_c2_u0: acc=0.000
national_parks | dummy6_twoknob_c2_u1: acc=0.033
national_parks | dummy6_twoknob_c2_u2: acc=0.420
national_parks | dummy6_twoknob_c2_u4: acc=0.440
national_parks | dummy6_twoknob_c2_u8: acc=0.120
national_parks | dummy6_twoknob_c4_u0: acc=0.000
national_parks | dummy6_twoknob_c4_u1: acc=0.160
national_parks | dummy6_twoknob_c4_u2: acc=0.300
national_parks | dummy6_twoknob_c4_u4: acc=0.487
national_parks | dummy6_twoknob_c4_u8: acc=0.413
national_parks | dummy6_twoknob_c8_u0: acc=0.020
national_parks | dummy6_twoknob_c8_u1: acc=0.040
national_parks | dummy6_twoknob_c8_u2: acc=0.207
national_parks | dummy6_twoknob_c8_u4: acc=0.353
national_parks | dummy6_twoknob_c8_u8: acc=0.407
next_item | dummy6_baseline: acc=0.000
next_item | dummy6_twoknob_c0_u0: acc=0.000
next_item | dummy6_twoknob_c0_u1: acc=0.000
next_item | dummy6_twoknob_c0_u2: acc=0.013
next_item | dummy6_twoknob_c0_u4: acc=0.147
next_item | dummy6_twoknob_c0_u8: acc=0.227
next_item | dummy6_twoknob_c1_u0: acc=0.000
next_item | dummy6_twoknob_c1_u1: acc=0.000
next_item | dummy6_twoknob_c1_u2: acc=0.013
next_item | dummy6_twoknob_c1_u4: acc=0.287
next_item | dummy6_twoknob_c1_u8: acc=0.293
next_item | dummy6_twoknob_c2_u0: acc=0.000
next_item | dummy6_twoknob_c2_u1: acc=0.000
next_item | dummy6_twoknob_c2_u2: acc=0.040
next_item | dummy6_twoknob_c2_u4: acc=0.533
next_item | dummy6_twoknob_c2_u8: acc=0.433
next_item | dummy6_twoknob_c4_u0: acc=0.000
next_item | dummy6_twoknob_c4_u1: acc=0.007
next_item | dummy6_twoknob_c4_u2: acc=0.013
next_item | dummy6_twoknob_c4_u4: acc=0.427
next_item | dummy6_twoknob_c4_u8: acc=0.647
next_item | dummy6_twoknob_c8_u0: acc=0.000
next_item | dummy6_twoknob_c8_u1: acc=0.007
next_item | dummy6_twoknob_c8_u2: acc=0.007
next_item | dummy6_twoknob_c8_u4: acc=0.020
next_item | dummy6_twoknob_c8_u8: acc=0.487
next_number_digits | dummy6_baseline: acc=0.000
next_number_digits | dummy6_twoknob_c0_u0: acc=0.000
next_number_digits | dummy6_twoknob_c0_u1: acc=0.000
next_number_digits | dummy6_twoknob_c0_u2: acc=0.113
next_number_digits | dummy6_twoknob_c0_u4: acc=0.413
next_number_digits | dummy6_twoknob_c0_u8: acc=0.233
next_number_digits | dummy6_twoknob_c1_u0: acc=0.000
next_number_digits | dummy6_twoknob_c1_u1: acc=0.000
next_number_digits | dummy6_twoknob_c1_u2: acc=0.240
next_number_digits | dummy6_twoknob_c1_u4: acc=0.620
next_number_digits | dummy6_twoknob_c1_u8: acc=0.567
next_number_digits | dummy6_twoknob_c2_u0: acc=0.000
next_number_digits | dummy6_twoknob_c2_u1: acc=0.007
next_number_digits | dummy6_twoknob_c2_u2: acc=0.287
next_number_digits | dummy6_twoknob_c2_u4: acc=0.773
next_number_digits | dummy6_twoknob_c2_u8: acc=0.747
next_number_digits | dummy6_twoknob_c4_u0: acc=0.007
next_number_digits | dummy6_twoknob_c4_u1: acc=0.013
next_number_digits | dummy6_twoknob_c4_u2: acc=0.367
next_number_digits | dummy6_twoknob_c4_u4: acc=0.900
next_number_digits | dummy6_twoknob_c4_u8: acc=0.880
next_number_digits | dummy6_twoknob_c8_u0: acc=0.000
next_number_digits | dummy6_twoknob_c8_u1: acc=0.033
next_number_digits | dummy6_twoknob_c8_u2: acc=0.073
next_number_digits | dummy6_twoknob_c8_u4: acc=0.593
next_number_digits | dummy6_twoknob_c8_u8: acc=0.933
park-country | dummy6_baseline: acc=0.000
park-country | dummy6_twoknob_c0_u0: acc=0.000
park-country | dummy6_twoknob_c0_u1: acc=0.007
park-country | dummy6_twoknob_c0_u2: acc=0.127
park-country | dummy6_twoknob_c0_u4: acc=0.167
park-country | dummy6_twoknob_c0_u8: acc=0.000
park-country | dummy6_twoknob_c1_u0: acc=0.000
park-country | dummy6_twoknob_c1_u1: acc=0.013
park-country | dummy6_twoknob_c1_u2: acc=0.380
park-country | dummy6_twoknob_c1_u4: acc=0.287
park-country | dummy6_twoknob_c1_u8: acc=0.047
park-country | dummy6_twoknob_c2_u0: acc=0.000
park-country | dummy6_twoknob_c2_u1: acc=0.027
park-country | dummy6_twoknob_c2_u2: acc=0.420
park-country | dummy6_twoknob_c2_u4: acc=0.453
park-country | dummy6_twoknob_c2_u8: acc=0.093
park-country | dummy6_twoknob_c4_u0: acc=0.007
park-country | dummy6_twoknob_c4_u1: acc=0.220
park-country | dummy6_twoknob_c4_u2: acc=0.380
park-country | dummy6_twoknob_c4_u4: acc=0.447
park-country | dummy6_twoknob_c4_u8: acc=0.413
park-country | dummy6_twoknob_c8_u0: acc=0.007
park-country | dummy6_twoknob_c8_u1: acc=0.113
park-country | dummy6_twoknob_c8_u2: acc=0.253
park-country | dummy6_twoknob_c8_u4: acc=0.433
park-country | dummy6_twoknob_c8_u8: acc=0.420
person-instrument | dummy6_baseline: acc=0.000
person-instrument | dummy6_twoknob_c0_u0: acc=0.000
person-instrument | dummy6_twoknob_c0_u1: acc=0.000
person-instrument | dummy6_twoknob_c0_u2: acc=0.007
person-instrument | dummy6_twoknob_c0_u4: acc=0.007
person-instrument | dummy6_twoknob_c0_u8: acc=0.000
person-instrument | dummy6_twoknob_c1_u0: acc=0.000
person-instrument | dummy6_twoknob_c1_u1: acc=0.007
person-instrument | dummy6_twoknob_c1_u2: acc=0.087
person-instrument | dummy6_twoknob_c1_u4: acc=0.113
person-instrument | dummy6_twoknob_c1_u8: acc=0.000
person-instrument | dummy6_twoknob_c2_u0: acc=0.000
person-instrument | dummy6_twoknob_c2_u1: acc=0.027
person-instrument | dummy6_twoknob_c2_u2: acc=0.127
person-instrument | dummy6_twoknob_c2_u4: acc=0.107
person-instrument | dummy6_twoknob_c2_u8: acc=0.013
person-instrument | dummy6_twoknob_c4_u0: acc=0.007
person-instrument | dummy6_twoknob_c4_u1: acc=0.080
person-instrument | dummy6_twoknob_c4_u2: acc=0.167
person-instrument | dummy6_twoknob_c4_u4: acc=0.173
person-instrument | dummy6_twoknob_c4_u8: acc=0.120
person-instrument | dummy6_twoknob_c8_u0: acc=0.000
person-instrument | dummy6_twoknob_c8_u1: acc=0.027
person-instrument | dummy6_twoknob_c8_u2: acc=0.093
person-instrument | dummy6_twoknob_c8_u4: acc=0.180
person-instrument | dummy6_twoknob_c8_u8: acc=0.147
person_place_thing | dummy6_baseline: acc=0.000
person_place_thing | dummy6_twoknob_c0_u0: acc=0.000
person_place_thing | dummy6_twoknob_c0_u1: acc=0.000
person_place_thing | dummy6_twoknob_c0_u2: acc=0.013
person_place_thing | dummy6_twoknob_c0_u4: acc=0.113
person_place_thing | dummy6_twoknob_c0_u8: acc=0.120
person_place_thing | dummy6_twoknob_c1_u0: acc=0.000
person_place_thing | dummy6_twoknob_c1_u1: acc=0.000
person_place_thing | dummy6_twoknob_c1_u2: acc=0.053
person_place_thing | dummy6_twoknob_c1_u4: acc=0.320
person_place_thing | dummy6_twoknob_c1_u8: acc=0.267
person_place_thing | dummy6_twoknob_c2_u0: acc=0.000
person_place_thing | dummy6_twoknob_c2_u1: acc=0.000
person_place_thing | dummy6_twoknob_c2_u2: acc=0.067
person_place_thing | dummy6_twoknob_c2_u4: acc=0.347
person_place_thing | dummy6_twoknob_c2_u8: acc=0.273
person_place_thing | dummy6_twoknob_c4_u0: acc=0.000
person_place_thing | dummy6_twoknob_c4_u1: acc=0.000
person_place_thing | dummy6_twoknob_c4_u2: acc=0.033
person_place_thing | dummy6_twoknob_c4_u4: acc=0.320
person_place_thing | dummy6_twoknob_c4_u8: acc=0.360
person_place_thing | dummy6_twoknob_c8_u0: acc=0.000
person_place_thing | dummy6_twoknob_c8_u1: acc=0.000
person_place_thing | dummy6_twoknob_c8_u2: acc=0.000
person_place_thing | dummy6_twoknob_c8_u4: acc=0.047
person_place_thing | dummy6_twoknob_c8_u8: acc=0.307
pos_label | dummy6_baseline: acc=0.000
pos_label | dummy6_twoknob_c0_u0: acc=0.000
pos_label | dummy6_twoknob_c0_u1: acc=0.000
pos_label | dummy6_twoknob_c0_u2: acc=0.020
pos_label | dummy6_twoknob_c0_u4: acc=0.040
pos_label | dummy6_twoknob_c0_u8: acc=0.027
pos_label | dummy6_twoknob_c1_u0: acc=0.000
pos_label | dummy6_twoknob_c1_u1: acc=0.000
pos_label | dummy6_twoknob_c1_u2: acc=0.147
pos_label | dummy6_twoknob_c1_u4: acc=0.273
pos_label | dummy6_twoknob_c1_u8: acc=0.060
pos_label | dummy6_twoknob_c2_u0: acc=0.000
pos_label | dummy6_twoknob_c2_u1: acc=0.000
pos_label | dummy6_twoknob_c2_u2: acc=0.233
pos_label | dummy6_twoknob_c2_u4: acc=0.340
pos_label | dummy6_twoknob_c2_u8: acc=0.120
pos_label | dummy6_twoknob_c4_u0: acc=0.000
pos_label | dummy6_twoknob_c4_u1: acc=0.007
pos_label | dummy6_twoknob_c4_u2: acc=0.187
pos_label | dummy6_twoknob_c4_u4: acc=0.253
pos_label | dummy6_twoknob_c4_u8: acc=0.207
pos_label | dummy6_twoknob_c8_u0: acc=0.000
pos_label | dummy6_twoknob_c8_u1: acc=0.000
pos_label | dummy6_twoknob_c8_u2: acc=0.000
pos_label | dummy6_twoknob_c8_u4: acc=0.193
pos_label | dummy6_twoknob_c8_u8: acc=0.280
prev_number_digits | dummy6_baseline: acc=0.000
prev_number_digits | dummy6_twoknob_c0_u0: acc=0.000
prev_number_digits | dummy6_twoknob_c0_u1: acc=0.000
prev_number_digits | dummy6_twoknob_c0_u2: acc=0.080
prev_number_digits | dummy6_twoknob_c0_u4: acc=0.433
prev_number_digits | dummy6_twoknob_c0_u8: acc=0.433
prev_number_digits | dummy6_twoknob_c1_u0: acc=0.000
prev_number_digits | dummy6_twoknob_c1_u1: acc=0.000
prev_number_digits | dummy6_twoknob_c1_u2: acc=0.367
prev_number_digits | dummy6_twoknob_c1_u4: acc=0.760
prev_number_digits | dummy6_twoknob_c1_u8: acc=0.773
prev_number_digits | dummy6_twoknob_c2_u0: acc=0.000
prev_number_digits | dummy6_twoknob_c2_u1: acc=0.000
prev_number_digits | dummy6_twoknob_c2_u2: acc=0.420
prev_number_digits | dummy6_twoknob_c2_u4: acc=0.813
prev_number_digits | dummy6_twoknob_c2_u8: acc=0.873
prev_number_digits | dummy6_twoknob_c4_u0: acc=0.000
prev_number_digits | dummy6_twoknob_c4_u1: acc=0.013
prev_number_digits | dummy6_twoknob_c4_u2: acc=0.133
prev_number_digits | dummy6_twoknob_c4_u4: acc=0.767
prev_number_digits | dummy6_twoknob_c4_u8: acc=0.927
prev_number_digits | dummy6_twoknob_c8_u0: acc=0.000
prev_number_digits | dummy6_twoknob_c8_u1: acc=0.007
prev_number_digits | dummy6_twoknob_c8_u2: acc=0.047
prev_number_digits | dummy6_twoknob_c8_u4: acc=0.180
prev_number_digits | dummy6_twoknob_c8_u8: acc=0.813
sentiment | dummy6_baseline: acc=0.000
sentiment | dummy6_twoknob_c0_u0: acc=0.000
sentiment | dummy6_twoknob_c0_u1: acc=0.000
sentiment | dummy6_twoknob_c0_u2: acc=0.053
sentiment | dummy6_twoknob_c0_u4: acc=0.407
sentiment | dummy6_twoknob_c0_u8: acc=0.420
sentiment | dummy6_twoknob_c1_u0: acc=0.000
sentiment | dummy6_twoknob_c1_u1: acc=0.000
sentiment | dummy6_twoknob_c1_u2: acc=0.147
sentiment | dummy6_twoknob_c1_u4: acc=0.553
sentiment | dummy6_twoknob_c1_u8: acc=0.480
sentiment | dummy6_twoknob_c2_u0: acc=0.000
sentiment | dummy6_twoknob_c2_u1: acc=0.000
sentiment | dummy6_twoknob_c2_u2: acc=0.313
sentiment | dummy6_twoknob_c2_u4: acc=0.547
sentiment | dummy6_twoknob_c2_u8: acc=0.513
sentiment | dummy6_twoknob_c4_u0: acc=0.000
sentiment | dummy6_twoknob_c4_u1: acc=0.007
sentiment | dummy6_twoknob_c4_u2: acc=0.320
sentiment | dummy6_twoknob_c4_u4: acc=0.507
sentiment | dummy6_twoknob_c4_u8: acc=0.560
sentiment | dummy6_twoknob_c8_u0: acc=0.000
sentiment | dummy6_twoknob_c8_u1: acc=0.000
sentiment | dummy6_twoknob_c8_u2: acc=0.000
sentiment | dummy6_twoknob_c8_u4: acc=0.280
sentiment | dummy6_twoknob_c8_u8: acc=0.540
singular_or_plural | dummy6_baseline: acc=0.000
singular_or_plural | dummy6_twoknob_c0_u0: acc=0.000
singular_or_plural | dummy6_twoknob_c0_u1: acc=0.000
singular_or_plural | dummy6_twoknob_c0_u2: acc=0.053
singular_or_plural | dummy6_twoknob_c0_u4: acc=0.173
singular_or_plural | dummy6_twoknob_c0_u8: acc=0.060
singular_or_plural | dummy6_twoknob_c1_u0: acc=0.000
singular_or_plural | dummy6_twoknob_c1_u1: acc=0.000
singular_or_plural | dummy6_twoknob_c1_u2: acc=0.193
singular_or_plural | dummy6_twoknob_c1_u4: acc=0.293
singular_or_plural | dummy6_twoknob_c1_u8: acc=0.093
singular_or_plural | dummy6_twoknob_c2_u0: acc=0.000
singular_or_plural | dummy6_twoknob_c2_u1: acc=0.007
singular_or_plural | dummy6_twoknob_c2_u2: acc=0.240
singular_or_plural | dummy6_twoknob_c2_u4: acc=0.300
singular_or_plural | dummy6_twoknob_c2_u8: acc=0.127
singular_or_plural | dummy6_twoknob_c4_u0: acc=0.000
singular_or_plural | dummy6_twoknob_c4_u1: acc=0.000
singular_or_plural | dummy6_twoknob_c4_u2: acc=0.147
singular_or_plural | dummy6_twoknob_c4_u4: acc=0.393
singular_or_plural | dummy6_twoknob_c4_u8: acc=0.227
singular_or_plural | dummy6_twoknob_c8_u0: acc=0.000
singular_or_plural | dummy6_twoknob_c8_u1: acc=0.000
singular_or_plural | dummy6_twoknob_c8_u2: acc=0.007
singular_or_plural | dummy6_twoknob_c8_u4: acc=0.200
singular_or_plural | dummy6_twoknob_c8_u8: acc=0.260
spanish-english | dummy6_baseline: acc=0.000
spanish-english | dummy6_twoknob_c0_u0: acc=0.000
spanish-english | dummy6_twoknob_c0_u1: acc=0.000
spanish-english | dummy6_twoknob_c0_u2: acc=0.007
spanish-english | dummy6_twoknob_c0_u4: acc=0.007
spanish-english | dummy6_twoknob_c0_u8: acc=0.027
spanish-english | dummy6_twoknob_c1_u0: acc=0.000
spanish-english | dummy6_twoknob_c1_u1: acc=0.007
spanish-english | dummy6_twoknob_c1_u2: acc=0.027
spanish-english | dummy6_twoknob_c1_u4: acc=0.213
spanish-english | dummy6_twoknob_c1_u8: acc=0.653
spanish-english | dummy6_twoknob_c2_u0: acc=0.013
spanish-english | dummy6_twoknob_c2_u1: acc=0.040
spanish-english | dummy6_twoknob_c2_u2: acc=0.133
spanish-english | dummy6_twoknob_c2_u4: acc=0.573
spanish-english | dummy6_twoknob_c2_u8: acc=0.720
spanish-english | dummy6_twoknob_c4_u0: acc=0.260
spanish-english | dummy6_twoknob_c4_u1: acc=0.520
spanish-english | dummy6_twoknob_c4_u2: acc=0.647
spanish-english | dummy6_twoknob_c4_u4: acc=0.767
spanish-english | dummy6_twoknob_c4_u8: acc=0.767
spanish-english | dummy6_twoknob_c8_u0: acc=0.307
spanish-english | dummy6_twoknob_c8_u1: acc=0.527
spanish-english | dummy6_twoknob_c8_u2: acc=0.567
spanish-english | dummy6_twoknob_c8_u4: acc=0.733
spanish-english | dummy6_twoknob_c8_u8: acc=0.780
starts_with_vowel | dummy6_baseline: acc=0.000
starts_with_vowel | dummy6_twoknob_c0_u0: acc=0.000
starts_with_vowel | dummy6_twoknob_c0_u1: acc=0.000
starts_with_vowel | dummy6_twoknob_c0_u2: acc=0.000
starts_with_vowel | dummy6_twoknob_c0_u4: acc=0.000
starts_with_vowel | dummy6_twoknob_c0_u8: acc=0.000
starts_with_vowel | dummy6_twoknob_c1_u0: acc=0.000
starts_with_vowel | dummy6_twoknob_c1_u1: acc=0.000
starts_with_vowel | dummy6_twoknob_c1_u2: acc=0.000
starts_with_vowel | dummy6_twoknob_c1_u4: acc=0.027
starts_with_vowel | dummy6_twoknob_c1_u8: acc=0.007
starts_with_vowel | dummy6_twoknob_c2_u0: acc=0.000
starts_with_vowel | dummy6_twoknob_c2_u1: acc=0.000
starts_with_vowel | dummy6_twoknob_c2_u2: acc=0.020
starts_with_vowel | dummy6_twoknob_c2_u4: acc=0.047
starts_with_vowel | dummy6_twoknob_c2_u8: acc=0.013
starts_with_vowel | dummy6_twoknob_c4_u0: acc=0.000
starts_with_vowel | dummy6_twoknob_c4_u1: acc=0.000
starts_with_vowel | dummy6_twoknob_c4_u2: acc=0.040
starts_with_vowel | dummy6_twoknob_c4_u4: acc=0.107
starts_with_vowel | dummy6_twoknob_c4_u8: acc=0.047
starts_with_vowel | dummy6_twoknob_c8_u0: acc=0.000
starts_with_vowel | dummy6_twoknob_c8_u1: acc=0.000
starts_with_vowel | dummy6_twoknob_c8_u2: acc=0.000
starts_with_vowel | dummy6_twoknob_c8_u4: acc=0.027
starts_with_vowel | dummy6_twoknob_c8_u8: acc=0.053
titlecase_phrase | dummy6_baseline: acc=0.000
titlecase_phrase | dummy6_twoknob_c0_u0: acc=0.000
titlecase_phrase | dummy6_twoknob_c0_u1: acc=0.000
titlecase_phrase | dummy6_twoknob_c0_u2: acc=0.000
titlecase_phrase | dummy6_twoknob_c0_u4: acc=0.000
titlecase_phrase | dummy6_twoknob_c0_u8: acc=0.000
titlecase_phrase | dummy6_twoknob_c1_u0: acc=0.000
titlecase_phrase | dummy6_twoknob_c1_u1: acc=0.000
titlecase_phrase | dummy6_twoknob_c1_u2: acc=0.053
titlecase_phrase | dummy6_twoknob_c1_u4: acc=0.027
titlecase_phrase | dummy6_twoknob_c1_u8: acc=0.007
titlecase_phrase | dummy6_twoknob_c2_u0: acc=0.000
titlecase_phrase | dummy6_twoknob_c2_u1: acc=0.007
titlecase_phrase | dummy6_twoknob_c2_u2: acc=0.453
titlecase_phrase | dummy6_twoknob_c2_u4: acc=0.253
titlecase_phrase | dummy6_twoknob_c2_u8: acc=0.020
titlecase_phrase | dummy6_twoknob_c4_u0: acc=0.000
titlecase_phrase | dummy6_twoknob_c4_u1: acc=0.013
titlecase_phrase | dummy6_twoknob_c4_u2: acc=0.373
titlecase_phrase | dummy6_twoknob_c4_u4: acc=0.787
titlecase_phrase | dummy6_twoknob_c4_u8: acc=0.167
titlecase_phrase | dummy6_twoknob_c8_u0: acc=0.000
titlecase_phrase | dummy6_twoknob_c8_u1: acc=0.000
titlecase_phrase | dummy6_twoknob_c8_u2: acc=0.007
titlecase_phrase | dummy6_twoknob_c8_u4: acc=0.440
titlecase_phrase | dummy6_twoknob_c8_u8: acc=0.740
us-city-state | dummy6_baseline: acc=0.000
us-city-state | dummy6_twoknob_c0_u0: acc=0.000
us-city-state | dummy6_twoknob_c0_u1: acc=0.000
us-city-state | dummy6_twoknob_c0_u2: acc=0.180
us-city-state | dummy6_twoknob_c0_u4: acc=0.107
us-city-state | dummy6_twoknob_c0_u8: acc=0.020
us-city-state | dummy6_twoknob_c1_u0: acc=0.000
us-city-state | dummy6_twoknob_c1_u1: acc=0.140
us-city-state | dummy6_twoknob_c1_u2: acc=0.613
us-city-state | dummy6_twoknob_c1_u4: acc=0.500
us-city-state | dummy6_twoknob_c1_u8: acc=0.087
us-city-state | dummy6_twoknob_c2_u0: acc=0.000
us-city-state | dummy6_twoknob_c2_u1: acc=0.073
us-city-state | dummy6_twoknob_c2_u2: acc=0.593
us-city-state | dummy6_twoknob_c2_u4: acc=0.587
