lam,lofo_r2,lofo_r2_per_dim
0.0001,-1.058168596143791,-1.2394254207611084
0.001,-1.0103146380462489,-1.186072587966919
0.01,-0.7185142379175757,-0.8610023856163025
0.1,-0.21504084154614267,-0.3023684024810791
1.0,0.028071588400116476,-0.03441017493605614
10.0,0.07924748535635051,0.026304135099053383
100.0,0.06948183438102418,0.025749873369932175
1000.0,0.029730836337786393,0.007389395032078028
