layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.505524,0.052674,0.002289,0.479837,0.041825,0.001105,0.482756
2,-1.507812,0.478733,-1.492543,0.052569,0.015270,0.490846,0.041757,0.012113,0.793281
3,-1.507812,0.478733,-1.488676,0.052507,0.019137,0.490688,0.041706,0.011955,0.624742
4,-1.507812,0.478733,1.579940,0.052425,3.087753,1.279593,0.041532,0.800860,0.259367
5,-1.507812,0.478733,1.982757,0.053265,3.490570,1.517677,0.043925,1.038944,0.297643
6,-1.507812,0.478733,1.797348,0.052852,3.305161,1.395478,0.041548,0.916746,0.277368
7,-1.507812,0.478733,1.877644,0.054465,3.385456,1.391138,0.040942,0.912405,0.269507
8,-1.507812,0.478733,2.047270,0.060045,3.555082,1.484257,0.044222,1.005524,0.282841
9,-1.507812,0.478733,1.393663,0.063387,2.901476,1.348840,0.045452,0.870107,0.299884
10,-1.507812,0.478733,1.427636,0.066489,2.935448,1.390901,0.046124,0.912169,0.310743
11,-1.507812,0.478733,0.941998,0.073636,2.449811,1.229719,0.046562,0.750986,0.306549
12,-1.507812,0.478733,0.705058,0.070639,2.212871,1.229561,0.045355,0.750829,0.339301
13,-1.507812,0.478733,-0.817866,0.047367,0.689946,0.888613,0.042685,0.409880,0.594075
14,-1.507812,0.478733,-1.288589,0.050899,0.219223,0.573785,0.040822,0.095052,0.433585
15,-1.507812,0.478733,-1.353930,0.051855,0.153883,0.558357,0.041547,0.079624,0.517436
16,-1.507812,0.478733,-1.403449,0.051516,0.104364,0.530934,0.041603,0.052202,0.500189
17,-1.507812,0.478733,-1.453007,0.052030,0.054806,0.489426,0.041664,0.010693,0.195104
18,-1.507812,0.478733,-1.469736,0.052245,0.038076,0.487334,0.041753,0.008602,0.225907
19,-1.507812,0.478733,-1.498658,0.052565,0.009154,0.479680,0.041954,0.000947,0.103448
20,-1.507812,0.478733,-1.498974,0.052577,0.008838,0.480074,0.041936,0.001342,0.151785
21,-1.507812,0.478733,-1.506313,0.052729,0.001499,0.480114,0.041869,0.001381,0.921048
22,-1.507812,0.478733,-1.507063,0.052720,0.000750,0.479403,0.041868,0.000671,0.894728
23,-1.507812,0.478733,-1.507891,0.052698,-0.000079,0.479364,0.041882,0.000631,-7.999916
24,-1.507812,0.478733,-1.507181,0.052715,0.000631,0.480271,0.041830,0.001539,2.437490
25,-1.507812,0.478733,-1.506984,0.052704,0.000829,0.479285,0.041818,0.000552,0.666659
26,-1.507812,0.478733,-1.506984,0.052749,0.000829,0.478614,0.041845,-0.000118,-0.142865
27,-1.507812,0.478733,-1.507497,0.052715,0.000316,0.479009,0.041821,0.000276,0.874979
28,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
