layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.501263,0.052656,0.006550,-1.462240,0.046663,0.006471,0.987952
2,-1.507812,-1.468711,-1.448074,0.052183,0.059738,-1.420573,0.046523,0.048138,0.805812
3,-1.507812,-1.468711,-1.428425,0.051847,0.079388,-1.405264,0.046341,0.063447,0.799205
4,-1.507812,-1.468711,0.360440,0.038995,1.868253,-0.180003,0.030058,1.288707,0.689793
5,-1.507812,-1.468711,0.121252,0.042380,1.629064,-0.375434,0.033514,1.093277,0.671107
6,-1.507812,-1.468711,-0.593868,0.042755,0.913944,-0.688960,0.037383,0.779751,0.853171
7,-1.507812,-1.468711,-0.505997,0.042624,1.001815,-0.611585,0.036845,0.857126,0.855573
8,-1.507812,-1.468711,-0.332939,0.043397,1.174874,-0.535788,0.036156,0.932923,0.794062
9,-1.507812,-1.468711,-0.568774,0.043386,0.939039,-0.659920,0.036213,0.808791,0.861297
10,-1.507812,-1.468711,-0.814354,0.043381,0.693458,-0.795415,0.037134,0.673295,0.970925
11,-1.507812,-1.468711,-0.917929,0.042708,0.589883,-0.871133,0.037136,0.597577,1.013043
12,-1.507812,-1.468711,-1.040325,0.044205,0.467487,-0.981218,0.038372,0.487492,1.042792
13,-1.507812,-1.468711,-1.298414,0.045640,0.209399,-1.205887,0.040128,0.262824,1.255135
14,-1.507812,-1.468711,-1.389441,0.050385,0.118371,-1.354443,0.044560,0.114268,0.965333
15,-1.507812,-1.468711,-1.305398,0.048232,0.202415,-1.255524,0.042548,0.213187,1.053216
16,-1.507812,-1.468711,-1.384312,0.051073,0.123501,-1.342724,0.045195,0.125986,1.020128
17,-1.507812,-1.468711,-1.439591,0.051374,0.068221,-1.404790,0.045571,0.063920,0.936958
18,-1.507812,-1.468711,-1.439039,0.051221,0.068774,-1.404711,0.045334,0.063999,0.930579
19,-1.507812,-1.468711,-1.493450,0.051956,0.014362,-1.455098,0.046051,0.013613,0.947802
20,-1.507812,-1.468711,-1.488991,0.052033,0.018821,-1.450284,0.046057,0.018426,0.979036
21,-1.507812,-1.468711,-1.506076,0.052549,0.001736,-1.467487,0.046548,0.001223,0.704545
22,-1.507812,-1.468711,-1.506826,0.052803,0.000986,-1.466461,0.046794,0.002249,2.279999
23,-1.507812,-1.468711,-1.508602,0.052804,-0.000789,-1.470170,0.046804,-0.001460,1.850002
24,-1.507812,-1.468711,-1.508168,0.052760,-0.000355,-1.468947,0.046711,-0.000237,0.666670
25,-1.507812,-1.468711,-1.505761,0.052636,0.002052,-1.467211,0.046600,0.001499,0.730769
26,-1.507812,-1.468711,-1.507378,0.052724,0.000434,-1.468829,0.046669,-0.000118,-0.272730
27,-1.507812,-1.468711,-1.507655,0.052712,0.000158,-1.468947,0.046718,-0.000237,-1.500008
28,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
