layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.508799,0.052713,-0.000986,0.479167,0.041841,0.000434,-0.439993
2,-1.507812,0.478733,-1.510062,0.052728,-0.002249,0.478338,0.041838,-0.000395,0.175442
3,-1.507812,0.478733,-1.507655,0.052726,0.000158,0.480350,0.041866,0.001618,10.249958
4,-1.507812,0.478733,-1.501184,0.052771,0.006629,0.482047,0.041874,0.003314,0.499999
5,-1.507812,0.478733,-0.763652,0.052686,0.744160,0.742266,0.044021,0.263534,0.354136
6,-1.507812,0.478733,-0.836095,0.052864,0.671717,0.643190,0.043775,0.164457,0.244831
7,-1.507812,0.478733,-0.477628,0.053682,1.030185,0.869792,0.044615,0.391059,0.379601
8,-1.507812,0.478733,-0.422940,0.051751,1.084872,0.848564,0.043086,0.369831,0.340898
9,-1.507812,0.478733,2.492819,0.044098,4.000631,0.983349,0.040613,0.504616,0.126134
10,-1.507812,0.478733,2.982323,0.044945,4.490136,1.129498,0.042039,0.650765,0.144932
11,-1.507812,0.478733,2.858625,0.041336,4.366438,1.221551,0.041577,0.742819,0.170120
12,-1.507812,0.478733,3.192748,0.049475,4.700560,1.000908,0.045055,0.522175,0.111088
13,-1.507812,0.478733,4.411932,0.061166,5.919744,2.858428,0.046299,2.379695,0.401993
14,-1.507812,0.478733,4.710898,0.066231,6.218711,3.332386,0.057994,2.853654,0.458882
15,-1.507812,0.478733,2.128393,0.072229,3.636206,1.653054,0.078425,1.174321,0.322952
16,-1.507812,0.478733,1.496015,0.074033,3.003827,1.241004,0.072852,0.762271,0.253767
17,-1.507812,0.478733,0.831676,0.067223,2.339489,1.141098,0.060547,0.662366,0.283124
18,-1.507812,0.478733,0.265073,0.061334,1.772885,0.931818,0.057826,0.453086,0.255564
19,-1.507812,0.478733,-0.298887,0.059888,1.208925,0.764717,0.057469,0.285985,0.236561
20,-1.507812,0.478733,-0.654119,0.063206,0.853693,0.735914,0.061015,0.257181,0.301257
21,-1.507812,0.478733,-0.861190,0.063928,0.646622,0.679609,0.061472,0.200876,0.310654
22,-1.507812,0.478733,-0.979561,0.065448,0.528251,0.673295,0.061741,0.194563,0.368315
23,-1.507812,0.478733,-1.100537,0.064435,0.407276,0.642637,0.061038,0.163905,0.402441
24,-1.507812,0.478733,-1.217211,0.064127,0.290601,0.632734,0.060308,0.154001,0.529939
25,-1.507812,0.478733,-1.277423,0.065598,0.230390,0.652738,0.062535,0.174006,0.755266
26,-1.507812,0.478733,-1.385338,0.068006,0.122475,0.638179,0.064027,0.159446,1.301869
27,-1.507812,0.478733,-1.500947,0.070224,0.006866,0.646859,0.065241,0.168127,24.488505
28,-1.507812,0.478733,-1.547368,0.071286,-0.039556,0.631806,0.065416,0.153074,-3.869825
