layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.226405,0.057430,0.000040,-2.105469,0.053676,0.000276,6.976753
2,-3.226444,-2.105745,-3.231100,0.057321,-0.004656,-2.104246,0.053672,0.001499,-0.322018
3,-3.226444,-2.105745,-3.236861,0.057332,-0.010417,-2.105350,0.053582,0.000394,-0.037869
4,-3.226444,-2.105745,0.184422,0.057468,3.410867,-0.808594,0.040472,1.297151,0.380300
5,-3.226444,-2.105745,0.123422,0.050624,3.349866,-0.711214,0.038785,1.394531,0.416295
6,-3.226444,-2.105745,0.075245,0.053026,3.301689,-0.822404,0.038742,1.283341,0.388692
7,-3.226444,-2.105745,-0.229324,0.049696,2.997120,-0.886324,0.040967,1.219421,0.406864
8,-3.226444,-2.105745,-0.446812,0.053573,2.779632,-1.130997,0.043118,0.974747,0.350675
9,-3.226444,-2.105745,-1.507260,0.052297,1.719184,-1.291193,0.044080,0.814552,0.473801
10,-3.226444,-2.105745,-1.634470,0.053531,1.591975,-1.310054,0.045130,0.795691,0.499814
11,-3.226444,-2.105745,-1.923453,0.050159,1.302991,-1.409407,0.044654,0.696338,0.534415
12,-3.226444,-2.105745,-2.088936,0.050967,1.137508,-1.424203,0.045257,0.681542,0.599153
13,-3.226444,-2.105745,-2.349708,0.047746,0.876736,-1.458097,0.045953,0.647648,0.738704
14,-3.226444,-2.105745,-3.114070,0.049077,0.112374,-1.997554,0.048691,0.108191,0.962779
15,-3.226444,-2.105745,-3.004301,0.054432,0.222143,-1.937263,0.050738,0.168482,0.758436
16,-3.226444,-2.105745,-3.167693,0.054868,0.058752,-2.057410,0.051342,0.048335,0.822696
17,-3.226444,-2.105745,-3.158381,0.056659,0.068064,-2.055674,0.052923,0.050071,0.735649
18,-3.226444,-2.105745,-3.199811,0.057204,0.026634,-2.084438,0.053508,0.021307,0.799992
19,-3.226444,-2.105745,-3.226957,0.057412,-0.000513,-2.104995,0.053823,0.000750,-1.461652
20,-3.226444,-2.105745,-3.225971,0.057409,0.000474,-2.104837,0.053717,0.000907,1.915965
21,-3.226444,-2.105745,-3.225813,0.057474,0.000631,-2.105153,0.053830,0.000592,0.937153
22,-3.226444,-2.105745,-3.227273,0.057423,-0.000828,-2.105666,0.053749,0.000079,-0.095118
23,-3.226444,-2.105745,-3.226799,0.057381,-0.000355,-2.105548,0.053709,0.000197,-0.555424
24,-3.226444,-2.105745,-3.223051,0.057353,0.003393,-2.102786,0.053690,0.002959,0.872031
25,-3.226444,-2.105745,-3.223445,0.057351,0.002999,-2.103654,0.053653,0.002091,0.697305
26,-3.226444,-2.105745,-3.225852,0.057366,0.000592,-2.105745,0.053648,-0.000000,-0.000187
27,-3.226444,-2.105745,-3.226484,0.057337,-0.000039,-2.105705,0.053644,0.000039,-1.000122
28,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
