layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.510338,0.052703,-0.002525,-1.473643,0.046714,-0.004932,1.953125
2,-1.507812,-1.468711,-1.511285,0.052726,-0.003472,-1.473051,0.046709,-0.004340,1.250000
3,-1.507812,-1.468711,-1.508759,0.052781,-0.000947,-1.470565,0.046751,-0.001854,1.958335
4,-1.507812,-1.468711,-1.494792,0.052768,0.013021,-1.461450,0.046768,0.007260,0.557576
5,-1.507812,-1.468711,0.231297,0.046985,1.739110,-0.546086,0.040444,0.922625,0.530515
6,-1.507812,-1.468711,0.228890,0.049030,1.736703,-0.581479,0.046257,0.887232,0.510871
7,-1.507812,-1.468711,0.915246,0.045315,2.423059,-0.184146,0.044543,1.284564,0.530142
8,-1.507812,-1.468711,0.446851,0.039898,1.954664,-0.169586,0.038876,1.299124,0.664628
9,-1.507812,-1.468711,3.747396,0.060192,5.255208,0.174676,0.033413,1.643387,0.312716
10,-1.507812,-1.468711,3.835760,0.059576,5.343572,0.211214,0.031962,1.679924,0.314382
11,-1.507812,-1.468711,3.164970,0.053792,4.672783,0.364741,0.033058,1.833452,0.392368
12,-1.507812,-1.468711,3.191505,0.059187,4.699317,0.151574,0.043270,1.620285,0.344792
13,-1.507812,-1.468711,3.490096,0.092806,4.997909,1.371686,0.054030,2.840396,0.568317
14,-1.507812,-1.468711,3.348485,0.106197,4.856297,1.901239,0.093639,3.369949,0.693934
15,-1.507812,-1.468711,0.979719,0.095256,2.487532,0.312480,0.103312,1.781191,0.716048
16,-1.507812,-1.468711,0.607856,0.090184,2.115668,0.129636,0.086709,1.598347,0.755481
17,-1.507812,-1.468711,0.385752,0.079236,1.893565,0.149661,0.077860,1.618371,0.854669
18,-1.507812,-1.468711,0.219539,0.077330,1.727352,-0.012074,0.081326,1.456637,0.843277
19,-1.507812,-1.468711,-0.053622,0.075112,1.454190,-0.162839,0.082318,1.305871,0.898006
20,-1.507812,-1.468711,-0.323015,0.080516,1.184797,-0.398280,0.085940,1.070431,0.903472
21,-1.507812,-1.468711,-0.483842,0.080992,1.023970,-0.497376,0.085479,0.971334,0.948596
22,-1.507812,-1.468711,-0.593730,0.085711,0.914082,-0.566110,0.089141,0.902600,0.987439
23,-1.507812,-1.468711,-0.740037,0.085301,0.767775,-0.690854,0.089540,0.777857,1.013131
24,-1.507812,-1.468711,-0.907177,0.087614,0.600635,-0.853496,0.090321,0.615215,1.024273
25,-1.507812,-1.468711,-0.920869,0.090239,0.586944,-0.906289,0.094753,0.562421,0.958220
26,-1.507812,-1.468711,-1.079999,0.093536,0.427813,-1.069326,0.096612,0.399384,0.933549
27,-1.507812,-1.468711,-1.212279,0.091313,0.295533,-1.198173,0.093756,0.270537,0.915421
28,-1.507812,-1.468711,-1.330922,0.097279,0.176891,-1.296046,0.098935,0.172664,0.976105
