layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.226878,0.057370,-0.000434,-2.106218,0.053631,-0.000474,1.091455
2,-3.226444,-2.105745,-3.226957,0.057340,-0.000513,-2.107008,0.053659,-0.001263,2.462309
3,-3.226444,-2.105745,-3.225813,0.057195,0.000631,-2.102904,0.053572,0.002841,4.499001
4,-3.226444,-2.105745,-3.233941,0.057152,-0.007497,-2.104127,0.053511,0.001618,-0.215778
5,-3.226444,-2.105745,-2.272135,0.061189,0.954309,-2.041272,0.058169,0.064473,0.067560
6,-3.226444,-2.105745,-2.399897,0.060942,0.826547,-1.918403,0.057835,0.187342,0.226656
7,-3.226444,-2.105745,-0.066761,0.057590,3.159683,-0.834438,0.054752,1.271307,0.402353
8,-3.226444,-2.105745,-0.944563,0.062235,2.281881,-1.025529,0.055671,1.080216,0.473388
9,-3.226444,-2.105745,3.064039,0.054244,6.290483,-0.070391,0.061807,2.035353,0.323561
10,-3.226444,-2.105745,2.859178,0.059473,6.085622,0.338621,0.055466,2.444365,0.401662
11,-3.226444,-2.105745,2.268308,0.057441,5.494752,-0.196220,0.058967,1.909525,0.347518
12,-3.226444,-2.105745,2.345328,0.054811,5.571773,-0.471354,0.062692,1.634391,0.293334
13,-3.226444,-2.105745,2.443892,0.085998,5.670336,0.547822,0.056703,2.653567,0.467973
14,-3.226444,-2.105745,1.125848,0.090096,4.352293,0.421697,0.050372,2.527442,0.580715
15,-3.226444,-2.105745,-0.180634,0.088400,3.045810,-0.125355,0.070798,1.980390,0.650201
16,-3.226444,-2.105745,-0.493499,0.110551,2.732945,-0.271968,0.093884,1.833777,0.670989
17,-3.226444,-2.105745,-0.842369,0.077156,2.384075,-0.491872,0.088658,1.613873,0.676939
18,-3.226444,-2.105745,-1.736111,0.098896,1.490333,-1.064739,0.092512,1.041006,0.698505
19,-3.226444,-2.105745,-1.747830,0.085267,1.478614,-1.061849,0.081050,1.043896,0.705996
20,-3.226444,-2.105745,-2.229916,0.095838,0.996528,-1.248836,0.085485,0.856909,0.859894
21,-3.226444,-2.105745,-2.444622,0.095613,0.781822,-1.357876,0.087431,0.747869,0.956572
22,-3.226444,-2.105745,-2.526397,0.083718,0.700047,-1.404001,0.078674,0.701744,1.002423
23,-3.226444,-2.105745,-2.737453,0.084838,0.488992,-1.600103,0.081289,0.505642,1.034051
24,-3.226444,-2.105745,-2.931325,0.081740,0.295119,-1.770518,0.079146,0.335227,1.135904
25,-3.226444,-2.105745,-2.346492,0.071720,0.879952,-1.464311,0.069245,0.641434,0.728942
26,-3.226444,-2.105745,-2.527206,0.071983,0.699239,-1.565854,0.071569,0.539891,0.772113
27,-3.226444,-2.105745,-2.418857,0.072273,0.807588,-1.527896,0.073316,0.577849,0.715524
28,-3.226444,-2.105745,-2.051906,0.062357,1.174538,-1.316031,0.064348,0.789713,0.672361
