layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.503867,0.052691,0.003946,0.480784,0.041776,0.002052,0.519998
2,-1.507812,0.478733,-1.478141,0.052444,0.029672,0.502486,0.041670,0.023753,0.800532
3,-1.507812,0.478733,-1.469066,0.052268,0.038747,0.504616,0.041611,0.025884,0.668024
4,-1.507812,0.478733,1.283539,0.041171,2.791351,1.176018,0.037271,0.697285,0.249802
5,-1.507812,0.478733,1.384667,0.046921,2.892479,1.282631,0.045402,0.803898,0.277927
6,-1.507812,0.478733,1.144807,0.053714,2.652620,1.264402,0.039907,0.785669,0.296186
7,-1.507812,0.478733,1.183278,0.055713,2.691091,1.171441,0.038846,0.692708,0.257408
8,-1.507812,0.478733,0.976997,0.063305,2.484809,1.140309,0.040659,0.661577,0.266249
9,-1.507812,0.478733,0.338621,0.056676,1.846433,0.968868,0.040268,0.490136,0.265450
10,-1.507812,0.478733,0.055832,0.059957,1.563644,0.937461,0.041618,0.458728,0.293371
11,-1.507812,0.478733,-0.398398,0.049596,1.109414,0.710780,0.038837,0.232047,0.209162
12,-1.507812,0.478733,-0.538865,0.049864,0.968947,0.752565,0.038841,0.273832,0.282608
13,-1.507812,0.478733,-1.005051,0.044704,0.502762,0.709122,0.039556,0.230390,0.458248
14,-1.507812,0.478733,-1.279080,0.049419,0.228733,0.549795,0.040022,0.071062,0.310678
15,-1.507812,0.478733,-1.293048,0.049258,0.214765,0.518308,0.039583,0.039575,0.184273
16,-1.507812,0.478733,-1.371765,0.050882,0.136048,0.535590,0.040818,0.056858,0.417923
17,-1.507812,0.478733,-1.438289,0.051432,0.069523,0.488834,0.041281,0.010101,0.145289
18,-1.507812,0.478733,-1.447443,0.051566,0.060369,0.484848,0.041233,0.006116,0.101307
19,-1.507812,0.478733,-1.494200,0.052236,0.013613,0.479995,0.041741,0.001263,0.092753
20,-1.507812,0.478733,-1.493490,0.052252,0.014323,0.479403,0.041714,0.000671,0.046831
21,-1.507812,0.478733,-1.506589,0.052689,0.001223,0.480271,0.041847,0.001539,1.258059
22,-1.507812,0.478733,-1.507536,0.052744,0.000276,0.480035,0.041903,0.001302,4.714262
23,-1.507812,0.478733,-1.508207,0.052767,-0.000395,0.479916,0.041939,0.001184,-2.999983
24,-1.507812,0.478733,-1.507497,0.052686,0.000316,0.480705,0.041889,0.001973,6.249979
25,-1.507812,0.478733,-1.506510,0.052663,0.001302,0.479995,0.041783,0.001263,0.969692
26,-1.507812,0.478733,-1.507063,0.052695,0.000750,0.479246,0.041865,0.000513,0.684202
27,-1.507812,0.478733,-1.507497,0.052705,0.000316,0.478772,0.041809,0.000039,0.124979
28,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
