layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.504893,0.052682,0.002920,-1.464370,0.046626,0.004340,1.486486
2,-1.507812,-1.468711,-1.454979,0.051746,0.052833,-1.416706,0.045816,0.052004,0.984317
3,-1.507812,-1.468711,-1.434856,0.051171,0.072956,-1.399029,0.045523,0.069681,0.955111
4,-1.507812,-1.468711,-0.841422,0.044613,0.666390,-0.877131,0.037904,0.591580,0.887738
5,-1.507812,-1.468711,-0.858112,0.046688,0.649700,-0.857718,0.039090,0.610993,0.940423
6,-1.507812,-1.468711,-0.868884,0.049495,0.638928,-0.940223,0.041506,0.528488,0.827148
7,-1.507812,-1.468711,-0.816643,0.051824,0.691170,-0.955769,0.042724,0.512942,0.742136
8,-1.507812,-1.468711,-0.752486,0.049683,0.755327,-0.874171,0.040524,0.594539,0.787128
9,-1.507812,-1.468711,-1.162011,0.055712,0.345802,-1.222064,0.045535,0.246646,0.713259
10,-1.507812,-1.468711,-1.293561,0.054845,0.214252,-1.267874,0.045692,0.200836,0.937385
11,-1.507812,-1.468711,-1.265546,0.056509,0.242266,-1.304806,0.046927,0.163905,0.676547
12,-1.507812,-1.468711,-1.247751,0.057002,0.260062,-1.323627,0.047386,0.145084,0.557882
13,-1.507812,-1.468711,-1.527462,0.056221,-0.019650,-1.497080,0.049369,-0.028370,1.443775
14,-1.507812,-1.468711,-1.569010,0.056283,-0.061198,-1.553583,0.050020,-0.084872,1.386847
15,-1.507812,-1.468711,-1.516098,0.053787,-0.008286,-1.477470,0.047757,-0.008759,1.057143
16,-1.507812,-1.468711,-1.517006,0.053637,-0.009193,-1.470210,0.047766,-0.001499,0.163090
17,-1.507812,-1.468711,-1.557923,0.054748,-0.050110,-1.522214,0.048714,-0.053504,1.067717
18,-1.507812,-1.468711,-1.534564,0.054357,-0.026752,-1.497120,0.048267,-0.028409,1.061947
19,-1.507812,-1.468711,-1.532355,0.053639,-0.024542,-1.494989,0.047677,-0.026278,1.070740
20,-1.507812,-1.468711,-1.525410,0.053533,-0.017598,-1.486979,0.047421,-0.018269,1.038117
21,-1.507812,-1.468711,-1.513968,0.053125,-0.006155,-1.476286,0.047130,-0.007576,1.230769
22,-1.507812,-1.468711,-1.524503,0.053704,-0.016690,-1.486032,0.047609,-0.017322,1.037825
23,-1.507812,-1.468711,-1.511758,0.052947,-0.003946,-1.472301,0.046882,-0.003591,0.910000
24,-1.507812,-1.468711,-1.518032,0.053149,-0.010219,-1.478575,0.047080,-0.009864,0.965251
25,-1.507812,-1.468711,-1.513731,0.052991,-0.005919,-1.474826,0.046988,-0.006116,1.033334
26,-1.507812,-1.468711,-1.514205,0.052848,-0.006392,-1.476760,0.046838,-0.008049,1.259259
27,-1.507812,-1.468711,-1.507576,0.052743,0.000237,-1.469184,0.046736,-0.000473,-2.000005
28,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
