layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.229719,0.057652,-0.003275,-2.108310,0.053863,-0.002565,0.783194
2,-3.226444,-2.105745,-3.211174,0.056650,0.015270,-2.080650,0.053350,0.025095,1.643391
3,-3.226444,-2.105745,-3.241043,0.057379,-0.014599,-2.088818,0.053927,0.016927,-1.159461
4,-3.226444,-2.105745,-2.385811,0.056747,0.840633,-1.552596,0.050044,0.553149,0.658014
5,-3.226444,-2.105745,-2.194129,0.049619,1.032315,-1.423295,0.044361,0.682449,0.661086
6,-3.226444,-2.105745,-2.353614,0.051376,0.872830,-1.489938,0.046082,0.615806,0.705528
7,-3.226444,-2.105745,-2.442748,0.052704,0.783696,-1.593987,0.047465,0.511758,0.653006
8,-3.226444,-2.105745,-2.659998,0.055184,0.566446,-1.702691,0.050228,0.403054,0.711549
9,-3.226444,-2.105745,-2.786774,0.053323,0.439670,-1.771386,0.049238,0.334359,0.760477
10,-3.226444,-2.105745,-2.797783,0.052796,0.428662,-1.755090,0.049133,0.350655,0.818022
11,-3.226444,-2.105745,-2.802557,0.053036,0.423887,-1.781645,0.049461,0.324100,0.764590
12,-3.226444,-2.105745,-2.925229,0.053485,0.301215,-1.854601,0.050014,0.251144,0.833769
13,-3.226444,-2.105745,-2.788234,0.053040,0.438210,-1.766020,0.050485,0.339725,0.775256
14,-3.226444,-2.105745,-3.107481,0.055638,0.118963,-2.012113,0.051509,0.093632,0.787063
15,-3.226444,-2.105745,-3.056384,0.055449,0.170060,-1.986861,0.051627,0.118884,0.699071
16,-3.226444,-2.105745,-3.116241,0.056085,0.110204,-2.039260,0.052443,0.066485,0.603292
17,-3.226444,-2.105745,-3.222064,0.057320,0.004380,-2.103220,0.053435,0.002525,0.576536
18,-3.226444,-2.105745,-3.211016,0.057358,0.015428,-2.096512,0.053499,0.009233,0.598454
19,-3.226444,-2.105745,-3.219618,0.057186,0.006826,-2.101365,0.053413,0.004380,0.641591
20,-3.226444,-2.105745,-3.212792,0.057003,0.013652,-2.097143,0.053305,0.008602,0.630044
21,-3.226444,-2.105745,-3.219460,0.057192,0.006984,-2.100971,0.053558,0.004774,0.683589
22,-3.226444,-2.105745,-3.217645,0.057157,0.008799,-2.099708,0.053532,0.006037,0.686077
23,-3.226444,-2.105745,-3.217961,0.057123,0.008483,-2.099945,0.053447,0.005800,0.683699
24,-3.226444,-2.105745,-3.201981,0.056967,0.024463,-2.088739,0.053279,0.017006,0.695153
25,-3.226444,-2.105745,-3.192945,0.056842,0.033499,-2.082939,0.053204,0.022806,0.680795
26,-3.226444,-2.105745,-3.226365,0.057360,0.000079,-2.106140,0.053668,-0.000395,-4.994088
27,-3.226444,-2.105745,-3.225616,0.057372,0.000829,-2.104798,0.053658,0.000947,1.142564
28,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
