layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.226405,0.057331,0.000040,-2.105784,0.053677,-0.000040,-0.999878
2,-3.226444,-2.105745,-3.227115,0.057336,-0.000671,-2.106061,0.053641,-0.000316,0.470835
3,-3.226444,-2.105745,-3.226207,0.057278,0.000237,-2.104403,0.053618,0.001341,5.663433
4,-3.226444,-2.105745,-3.230114,0.057242,-0.003669,-2.104324,0.053575,0.001420,-0.387079
5,-3.226444,-2.105745,-3.024740,0.056933,0.201705,-2.144768,0.054509,-0.039023,-0.193467
6,-3.226444,-2.105745,-3.022964,0.054665,0.203480,-2.125986,0.053901,-0.020242,-0.099477
7,-3.226444,-2.105745,-2.742700,0.062227,0.483744,-1.905342,0.058729,0.200402,0.414274
8,-3.226444,-2.105745,-2.701862,0.058693,0.524582,-1.743213,0.055057,0.362531,0.691087
9,-3.226444,-2.105745,1.667693,0.048532,4.894137,-1.251420,0.059941,0.854324,0.174561
10,-3.226444,-2.105745,1.571023,0.046118,4.797467,-1.188131,0.056526,0.917614,0.191270
11,-3.226444,-2.105745,0.946023,0.044486,4.172467,-1.041982,0.051903,1.063763,0.254948
12,-3.226444,-2.105745,1.224905,0.044849,4.451350,-1.403804,0.052732,0.701941,0.157692
13,-3.226444,-2.105745,3.173098,0.055406,6.399542,0.282749,0.045423,2.388494,0.373229
14,-3.226444,-2.105745,2.265664,0.065768,5.492109,0.677754,0.042440,2.783499,0.506818
15,-3.226444,-2.105745,0.538707,0.061353,3.765152,-0.107994,0.052532,1.997751,0.530590
16,-3.226444,-2.105745,0.050742,0.086638,3.277186,-0.207110,0.065141,1.898635,0.579349
17,-3.226444,-2.105745,-0.566012,0.084576,2.660433,-0.395084,0.078552,1.710661,0.643001
18,-3.226444,-2.105745,-2.453007,0.089867,0.773438,-1.393584,0.078204,0.712161,0.920773
19,-3.226444,-2.105745,-2.351760,0.066183,0.874684,-1.396583,0.058774,0.709162,0.810763
20,-3.226444,-2.105745,-2.740451,0.077847,0.485993,-1.626420,0.065602,0.479324,0.986279
21,-3.226444,-2.105745,-2.892914,0.073268,0.333531,-1.719618,0.064193,0.386127,1.157695
22,-3.226444,-2.105745,-2.934343,0.069167,0.292101,-1.754143,0.061618,0.351602,1.203700
23,-3.226444,-2.105745,-3.134943,0.067720,0.091501,-1.860559,0.062463,0.245186,2.679599
24,-3.226444,-2.105745,-3.343198,0.069114,-0.116753,-2.028646,0.063254,0.077099,-0.660358
25,-3.226444,-2.105745,-2.688210,0.058520,0.538234,-1.709241,0.054876,0.396504,0.736676
26,-3.226444,-2.105745,-2.796678,0.058557,0.429767,-1.763100,0.055597,0.342645,0.797282
27,-3.226444,-2.105745,-2.764717,0.057581,0.461727,-1.758957,0.056041,0.346788,0.751068
28,-3.226444,-2.105745,-2.618450,0.053676,0.607994,-1.690144,0.053258,0.415601,0.683561
