layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.227509,0.057453,-0.001065,-2.106100,0.053719,-0.000355,0.333474
2,-3.226444,-2.105745,-3.225182,0.057268,0.001263,-2.100260,0.053622,0.005484,4.343265
3,-3.226444,-2.105745,-3.232284,0.057427,-0.005840,-2.102470,0.053807,0.003275,-0.560803
4,-3.226444,-2.105745,-1.165522,0.062154,2.060922,-1.223169,0.044938,0.882576,0.428243
5,-3.226444,-2.105745,-1.189946,0.060376,2.036498,-1.190972,0.043442,0.914773,0.449189
6,-3.226444,-2.105745,-1.234414,0.061223,1.992030,-1.205690,0.044352,0.900055,0.451828
7,-3.226444,-2.105745,-1.247554,0.062756,1.978891,-1.229956,0.045253,0.875789,0.442566
8,-3.226444,-2.105745,-1.460346,0.063496,1.766099,-1.358507,0.047089,0.747238,0.423101
9,-3.226444,-2.105745,-1.582623,0.067959,1.643821,-1.449692,0.048067,0.656053,0.399102
10,-3.226444,-2.105745,-1.788234,0.064329,1.438210,-1.502999,0.048441,0.602746,0.419095
11,-3.226444,-2.105745,-1.929135,0.060646,1.297309,-1.543521,0.048365,0.562224,0.433377
12,-3.226444,-2.105745,-1.947206,0.060744,1.279238,-1.575876,0.048794,0.529869,0.414207
13,-3.226444,-2.105745,-2.720131,0.052703,0.506313,-1.769610,0.049927,0.336135,0.663887
14,-3.226444,-2.105745,-3.094894,0.055805,0.131550,-1.999014,0.051879,0.106731,0.811336
15,-3.226444,-2.105745,-3.060764,0.055577,0.165680,-1.982086,0.051695,0.123658,0.746367
16,-3.226444,-2.105745,-3.180240,0.056562,0.046204,-2.073469,0.052796,0.032276,0.698544
17,-3.226444,-2.105745,-3.192156,0.056822,0.034288,-2.082465,0.053052,0.023280,0.678936
18,-3.226444,-2.105745,-3.192945,0.056893,0.033499,-2.082307,0.053143,0.023437,0.699641
19,-3.226444,-2.105745,-3.210622,0.057021,0.015822,-2.094658,0.053296,0.011087,0.700736
20,-3.226444,-2.105745,-3.210977,0.057009,0.015467,-2.094815,0.053267,0.010929,0.706620
21,-3.226444,-2.105745,-3.216304,0.057135,0.010141,-2.098643,0.053451,0.007102,0.700370
22,-3.226444,-2.105745,-3.215870,0.057180,0.010575,-2.098445,0.053488,0.007299,0.690280
23,-3.226444,-2.105745,-3.215830,0.057157,0.010614,-2.098288,0.053482,0.007457,0.702584
24,-3.226444,-2.105745,-3.214291,0.057143,0.012153,-2.096828,0.053456,0.008917,0.733750
25,-3.226444,-2.105745,-3.214883,0.057204,0.011561,-2.097577,0.053510,0.008168,0.706468
26,-3.226444,-2.105745,-3.226444,0.057321,0.000000,-2.105390,0.053652,0.000355,3071.041670
27,-3.226444,-2.105745,-3.226010,0.057341,0.000434,-2.105271,0.053639,0.000473,1.090363
28,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
