icl_example_index,token_role,layer,k_act,k_fv,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,pca_train_mse,pca_test_mse,fv_recon_floor_test_mse,train_mean_squared_l2,test_mean_squared_l2
6,pre_label_token,0,16,16,16,16,0.01,55.73133850097656,True,3400,1190,0.19782810098984663,0.21711736246317376,50.29753934972427,30.189668953518908,0.09918887168169022,810.3039039522059,889.312762605042
6,pre_label_token,1,16,16,16,16,1000.0,47.00660705566406,False,3400,1190,0.06100569584790398,0.19692045740720604,15.271025641946231,25.01927151720063,0.09918887168169022,249.87932329963235,806.5862132352942
6,pre_label_token,2,16,16,16,16,1000.0,46.5693244934082,False,3400,1190,0.06530650826061474,0.1964516054682371,16.372034229951748,24.899243779543067,0.09918887168169022,267.495458984375,804.6657759978991
6,pre_label_token,3,16,16,16,16,1000.0,44.608680725097656,False,3400,1190,0.060262607826906095,0.1981598669741334,15.080795647116268,25.336559032792806,0.09918887168169022,246.83563993566176,811.6628282563025
6,pre_label_token,4,16,16,16,16,316.22776601683796,37.998165130615234,False,3400,1190,0.03135525521110086,0.18435902154746175,7.680525853774127,21.803549476431197,0.09918887168169022,128.43112706801472,755.1345785189076
6,pre_label_token,5,16,16,16,16,316.22776601683796,35.423763275146484,False,3400,1190,0.022797749883988323,0.16584776710061466,5.489806482651654,17.06467459542411,0.09918887168169022,93.37958251953125,679.3124540441177
6,pre_label_token,6,16,16,16,16,316.22776601683796,34.557369232177734,False,3400,1190,0.020594783600638895,0.15971521329479058,4.925847957835478,15.494737743730305,0.09918887168169022,84.35623463350184,654.1935136554622
6,pre_label_token,7,16,16,16,16,100.0,34.08999252319336,False,3400,1190,0.016356868147850038,0.15335615622897109,3.8409470143037683,13.866819647780988,0.09918887168169022,66.99773035386029,628.1467995010504
6,pre_label_token,8,16,16,16,16,100.0,33.592159271240234,False,3400,1190,0.015871414261705734,0.14764854206758388,3.7166713535084446,12.405670832786239,0.09918887168169022,65.00931382123161,604.7684315913865
6,pre_label_token,9,16,16,16,16,100.0,32.05693817138672,False,3400,1190,0.01214007153230555,0.128695294035583,2.7614476776123045,7.553642157546612,0.09918887168169022,49.72573357077206,527.1359276523109
6,pre_label_token,10,16,16,16,16,100.0,32.297332763671875,False,3400,1190,0.011634127567796146,0.12310913630894252,2.631926206700942,6.123584292115283,0.09918887168169022,47.653386158662684,504.2550157563025
6,pre_label_token,11,16,16,16,16,100.0,31.787717819213867,False,3400,1190,0.011472570142325233,0.12316326253554401,2.5905675820743337,6.137441272895877,0.09918887168169022,46.99164794921875,504.47672334558825
