icl_example_index,token_role,layer,target_mode,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,train_r2,test_mse_fv,test_r2_fv,test_r2_fv_testmean_baseline,test_mse_pp,test_r2_pp,test_r2_pp_testmean_baseline
10,last_prompt_token,13,fv_broadcast,31622.776601683792,0.1963798850774765,False,3400,1190,0.010145007632672787,0.969319154034697,0.19543680303237018,0.41283149316875156,0.3008363051514684,0.5657718081434234,0.23297224662244032,0.1482130760512782
