layer,position,r2_heldout_mean,r2_train_mean,best_alpha,alpha_pinned
16,d10_first,0.6163,0.9302,10000.0,False
16,d10_last,0.6181,0.9367,10000.0,False
16,query_cue,0.5049,0.7549,1000.0,False
17,d1_pre,-0.0895,0.3249,316227.7660168379,False
17,d1_first,0.4316,0.8415,100000.0,False
17,d1_last,0.5014,0.904,100000.0,False
17,d2_pre,0.4478,0.8607,31622.776601683792,False
17,d2_first,0.5439,0.9173,31622.776601683792,False
17,d2_last,0.5674,0.9349,31622.776601683792,False
17,d3_pre,0.5858,0.9167,31622.776601683792,False
17,d3_first,0.59,0.9299,31622.776601683792,False
17,d3_last,0.6022,0.9418,31622.776601683792,False
17,d4_pre,0.6211,0.938,10000.0,False
17,d4_first,0.601,0.9345,31622.776601683792,False
17,d4_last,0.6089,0.9443,31622.776601683792,False
17,d5_pre,0.6418,0.9435,10000.0,False
17,d5_first,0.6142,0.9374,31622.776601683792,False
17,d5_last,0.6205,0.9465,31622.776601683792,False
17,d6_pre,0.6518,0.9464,10000.0,False
17,d6_first,0.6196,0.9395,31622.776601683792,False
17,d6_last,0.6242,0.9476,31622.776601683792,False
17,d7_pre,0.6608,0.9484,10000.0,False
17,d7_first,0.6195,0.9404,31622.776601683792,False
17,d7_last,0.6226,0.9476,31622.776601683792,False
17,d8_pre,0.6662,0.95,10000.0,False
17,d8_first,0.6195,0.9429,31622.776601683792,False
17,d8_last,0.626,0.9494,31622.776601683792,False
17,d9_pre,0.6707,0.9509,10000.0,False
17,d9_first,0.625,0.9428,31622.776601683792,False
17,d9_last,0.6138,0.9381,10000.0,False
17,d10_pre,0.6546,0.9258,3162.2776601683795,False
17,d10_first,0.6112,0.9278,10000.0,False
17,d10_last,0.6149,0.9347,10000.0,False
17,query_cue,0.4782,0.7432,1000.0,False
18,d1_pre,-0.1335,0.3472,316227.7660168379,False
18,d1_first,0.4298,0.8458,100000.0,False
18,d1_last,0.4999,0.9069,100000.0,False
18,d2_pre,0.4444,0.8661,31622.776601683792,False
18,d2_first,0.5321,0.8944,100000.0,False
18,d2_last,0.5648,0.9352,31622.776601683792,False
18,d3_pre,0.582,0.9193,31622.776601683792,False
18,d3_first,0.5859,0.9296,31622.776601683792,False
18,d3_last,0.5997,0.9418,31622.776601683792,False
18,d4_pre,0.6153,0.9355,31622.776601683792,False
18,d4_first,0.5971,0.934,31622.776601683792,False
18,d4_last,0.6064,0.9442,31622.776601683792,False
18,d5_pre,0.6325,0.9407,10000.0,False
18,d5_first,0.6106,0.9368,31622.776601683792,False
18,d5_last,0.6178,0.9464,31622.776601683792,False
18,d6_pre,0.6427,0.9434,10000.0,False
18,d6_first,0.6158,0.9389,31622.776601683792,False
18,d6_last,0.6217,0.9475,31622.776601683792,False
18,d7_pre,0.6533,0.9451,10000.0,False
18,d7_first,0.6159,0.9399,31622.776601683792,False
18,d7_last,0.6205,0.9475,31622.776601683792,False
18,d8_pre,0.6577,0.9464,10000.0,False
18,d8_first,0.6165,0.9422,31622.776601683792,False
18,d8_last,0.624,0.9492,31622.776601683792,False
18,d9_pre,0.661,0.9472,10000.0,False
18,d9_first,0.6212,0.942,31622.776601683792,False
18,d9_last,0.6264,0.9489,31622.776601683792,False
18,d10_pre,0.667,0.9443,10000.0,False
18,d10_first,0.6045,0.9248,10000.0,False
18,d10_last,0.6095,0.9329,10000.0,False
18,query_cue,0.453,0.7293,1000.0,False
19,d1_pre,-0.1027,0.278,1000000.0,False
19,d1_first,0.4298,0.8495,100000.0,False
19,d1_last,0.4997,0.9094,100000.0,False
19,d2_pre,0.4328,0.8688,31622.776601683792,False
19,d2_first,0.5332,0.898,100000.0,False
19,d2_last,0.5577,0.9201,100000.0,False
19,d3_pre,0.5747,0.9196,31622.776601683792,False
19,d3_first,0.5832,0.9295,31622.776601683792,False
19,d3_last,0.598,0.9418,31622.776601683792,False
19,d4_pre,0.6112,0.9355,31622.776601683792,False
19,d4_first,0.5939,0.9338,31622.776601683792,False
19,d4_last,0.6043,0.9442,31622.776601683792,False
19,d5_pre,0.6313,0.9427,31622.776601683792,False
19,d5_first,0.607,0.9365,31622.776601683792,False
19,d5_last,0.6158,0.9465,31622.776601683792,False
19,d6_pre,0.6414,0.9469,31622.776601683792,False
19,d6_first,0.6125,0.9384,31622.776601683792,False
19,d6_last,0.6193,0.9475,31622.776601683792,False
19,d7_pre,0.6418,0.9394,10000.0,False
19,d7_first,0.6127,0.9395,31622.776601683792,False
19,d7_last,0.619,0.9477,31622.776601683792,False
19,d8_pre,0.6459,0.9405,10000.0,False
19,d8_first,0.613,0.9418,31622.776601683792,False
19,d8_last,0.6226,0.9493,31622.776601683792,False
19,d9_pre,0.6478,0.9411,10000.0,False
19,d9_first,0.618,0.9415,31622.776601683792,False
19,d9_last,0.6249,0.949,31622.776601683792,False
19,d10_pre,0.6532,0.938,10000.0,False
19,d10_first,0.6182,0.9392,31622.776601683792,False
19,d10_last,0.624,0.9468,31622.776601683792,False
19,query_cue,0.4831,0.7571,3162.2776601683795,False
20,d1_pre,-0.1253,0.297,1000000.0,False
20,d1_first,0.4037,0.7889,316227.7660168379,False
20,d1_last,0.4983,0.9119,100000.0,False
20,d2_pre,0.4256,0.8714,31622.776601683792,False
20,d2_first,0.5359,0.9021,100000.0,False
20,d2_last,0.5594,0.9227,100000.0,False
20,d3_pre,0.5719,0.9198,31622.776601683792,False
20,d3_first,0.5824,0.9301,31622.776601683792,False
20,d3_last,0.5982,0.9417,31622.776601683792,False
20,d4_pre,0.6102,0.9351,31622.776601683792,False
20,d4_first,0.5941,0.9343,31622.776601683792,False
20,d4_last,0.6056,0.9442,31622.776601683792,False
20,d5_pre,0.6309,0.9421,31622.776601683792,False
20,d5_first,0.6083,0.9371,31622.776601683792,False
20,d5_last,0.6182,0.9466,31622.776601683792,False
20,d6_pre,0.6413,0.9461,31622.776601683792,False
20,d6_first,0.6145,0.9388,31622.776601683792,False
20,d6_last,0.623,0.9476,31622.776601683792,False
20,d7_pre,0.6488,0.9487,31622.776601683792,False
20,d7_first,0.6154,0.9399,31622.776601683792,False
20,d7_last,0.6233,0.948,31622.776601683792,False
20,d8_pre,0.6385,0.9352,10000.0,False
20,d8_first,0.6164,0.9421,31622.776601683792,False
20,d8_last,0.6275,0.9494,31622.776601683792,False
20,d9_pre,0.6409,0.9358,10000.0,False
20,d9_first,0.6212,0.9419,31622.776601683792,False
20,d9_last,0.6296,0.9493,31622.776601683792,False
20,d10_pre,0.6465,0.9325,10000.0,False
20,d10_first,0.6223,0.9392,31622.776601683792,False
20,d10_last,0.6301,0.9469,31622.776601683792,False
20,query_cue,0.4791,0.7491,3162.2776601683795,False
21,d1_pre,-0.1489,0.3072,1000000.0,False
21,d1_first,0.4038,0.7933,316227.7660168379,False
21,d1_last,0.4952,0.9133,100000.0,False
21,d2_pre,0.4112,0.8369,100000.0,False
21,d2_first,0.5319,0.9041,100000.0,False
21,d2_last,0.555,0.9241,100000.0,False
21,d3_pre,0.5638,0.9187,31622.776601683792,False
21,d3_first,0.5727,0.9189,100000.0,False
21,d3_last,0.5925,0.9412,31622.776601683792,False
21,d4_pre,0.6008,0.9335,31622.776601683792,False
21,d4_first,0.5866,0.9337,31622.776601683792,False
21,d4_last,0.5989,0.9437,31622.776601683792,False
21,d5_pre,0.6222,0.9403,31622.776601683792,False
21,d5_first,0.6017,0.9363,31622.776601683792,False
21,d5_last,0.6131,0.9461,31622.776601683792,False
21,d6_pre,0.632,0.9442,31622.776601683792,False
21,d6_first,0.6079,0.9379,31622.776601683792,False
21,d6_last,0.6173,0.9471,31622.776601683792,False
21,d7_pre,0.6396,0.9467,31622.776601683792,False
21,d7_first,0.6093,0.939,31622.776601683792,False
21,d7_last,0.6176,0.9475,31622.776601683792,False
21,d8_pre,0.6439,0.9485,31622.776601683792,False
21,d8_first,0.6109,0.9411,31622.776601683792,False
21,d8_last,0.6224,0.9489,31622.776601683792,False
21,d9_pre,0.6447,0.9499,31622.776601683792,False
21,d9_first,0.6147,0.9409,31622.776601683792,False
21,d9_last,0.6239,0.9487,31622.776601683792,False
21,d10_pre,0.6285,0.9268,10000.0,False
21,d10_first,0.6167,0.9381,31622.776601683792,False
21,d10_last,0.6252,0.9463,31622.776601683792,False
21,query_cue,0.4539,0.7433,3162.2776601683795,False
22,d1_pre,-0.1616,0.3153,1000000.0,False
22,d1_first,0.4039,0.7969,316227.7660168379,False
22,d1_last,0.4933,0.9147,100000.0,False
22,d2_pre,0.4108,0.8421,100000.0,False
22,d2_first,0.5293,0.9054,100000.0,False
22,d2_last,0.5528,0.9253,100000.0,False
22,d3_pre,0.5562,0.9036,100000.0,False
22,d3_first,0.5702,0.92,100000.0,False
22,d3_last,0.5889,0.9407,31622.776601683792,False
22,d4_pre,0.5955,0.9323,31622.776601683792,False
22,d4_first,0.5819,0.9329,31622.776601683792,False
22,d4_last,0.5957,0.9433,31622.776601683792,False
22,d5_pre,0.6181,0.9388,31622.776601683792,False
22,d5_first,0.5968,0.9354,31622.776601683792,False
22,d5_last,0.6099,0.9456,31622.776601683792,False
22,d6_pre,0.6279,0.9425,31622.776601683792,False
22,d6_first,0.6039,0.937,31622.776601683792,False
22,d6_last,0.6144,0.9465,31622.776601683792,False
22,d7_pre,0.6348,0.9448,31622.776601683792,False
22,d7_first,0.6043,0.9379,31622.776601683792,False
22,d7_last,0.6143,0.9469,31622.776601683792,False
22,d8_pre,0.6389,0.9466,31622.776601683792,False
22,d8_first,0.607,0.94,31622.776601683792,False
22,d8_last,0.6192,0.9483,31622.776601683792,False
22,d9_pre,0.6398,0.9479,31622.776601683792,False
22,d9_first,0.6104,0.9397,31622.776601683792,False
22,d9_last,0.6209,0.948,31622.776601683792,False
22,d10_pre,0.6435,0.9458,31622.776601683792,False
22,d10_first,0.6121,0.937,31622.776601683792,False
22,d10_last,0.6222,0.9456,31622.776601683792,False
22,query_cue,0.4351,0.7385,3162.2776601683795,False
23,d1_pre,-0.1757,0.3237,1000000.0,False
23,d1_first,0.4046,0.7989,316227.7660168379,False
23,d1_last,0.4923,0.9153,100000.0,False
23,d2_pre,0.4077,0.846,100000.0,False
23,d2_first,0.528,0.9062,100000.0,False
23,d2_last,0.5511,0.9261,100000.0,False
23,d3_pre,0.5531,0.9059,100000.0,False
23,d3_first,0.5686,0.9207,100000.0,False
23,d3_last,0.5847,0.9339,100000.0,False
23,d4_pre,0.5886,0.9308,31622.776601683792,False
23,d4_first,0.5789,0.932,31622.776601683792,False
23,d4_last,0.5935,0.9427,31622.776601683792,False
23,d5_pre,0.6113,0.937,31622.776601683792,False
23,d5_first,0.5931,0.9345,31622.776601683792,False
23,d5_last,0.6069,0.9449,31622.776601683792,False
23,d6_pre,0.6216,0.9406,31622.776601683792,False
23,d6_first,0.6003,0.936,31622.776601683792,False
23,d6_last,0.6124,0.946,31622.776601683792,False
23,d7_pre,0.6286,0.9428,31622.776601683792,False
23,d7_first,0.6008,0.937,31622.776601683792,False
23,d7_last,0.6118,0.9463,31622.776601683792,False
23,d8_pre,0.633,0.9446,31622.776601683792,False
23,d8_first,0.6029,0.939,31622.776601683792,False
23,d8_last,0.6165,0.9477,31622.776601683792,False
23,d9_pre,0.6335,0.9458,31622.776601683792,False
23,d9_first,0.6078,0.9386,31622.776601683792,False
23,d9_last,0.6194,0.9474,31622.776601683792,False
23,d10_pre,0.6382,0.9435,31622.776601683792,False
23,d10_first,0.6094,0.9359,31622.776601683792,False
23,d10_last,0.6201,0.945,31622.776601683792,False
23,query_cue,0.4155,0.734,3162.2776601683795,False
24,d1_pre,-0.1862,0.3298,1000000.0,False
24,d1_first,0.4055,0.8017,316227.7660168379,False
24,d1_last,0.492,0.9162,100000.0,False
24,d2_pre,0.4035,0.8488,100000.0,False
24,d2_first,0.5257,0.9076,100000.0,False
24,d2_last,0.5483,0.9271,100000.0,False
24,d3_pre,0.5503,0.9073,100000.0,False
24,d3_first,0.5668,0.922,100000.0,False
24,d3_last,0.5832,0.9351,100000.0,False
24,d4_pre,0.5828,0.926,100000.0,False
24,d4_first,0.5744,0.9311,31622.776601683792,False
24,d4_last,0.5895,0.942,31622.776601683792,False
24,d5_pre,0.6038,0.935,31622.776601683792,False
24,d5_first,0.5901,0.9335,31622.776601683792,False
24,d5_last,0.6033,0.9443,31622.776601683792,False
24,d6_pre,0.6149,0.9385,31622.776601683792,False
24,d6_first,0.5965,0.935,31622.776601683792,False
24,d6_last,0.6088,0.9453,31622.776601683792,False
24,d7_pre,0.6205,0.9404,31622.776601683792,False
24,d7_first,0.5976,0.936,31622.776601683792,False
24,d7_last,0.6084,0.9457,31622.776601683792,False
24,d8_pre,0.6256,0.9423,31622.776601683792,False
24,d8_first,0.5993,0.938,31622.776601683792,False
24,d8_last,0.6134,0.9471,31622.776601683792,False
24,d9_pre,0.6261,0.9434,31622.776601683792,False
24,d9_first,0.6036,0.9376,31622.776601683792,False
24,d9_last,0.6155,0.9468,31622.776601683792,False
24,d10_pre,0.6311,0.941,31622.776601683792,False
24,d10_first,0.6052,0.935,31622.776601683792,False
24,d10_last,0.6166,0.9444,31622.776601683792,False
24,query_cue,0.4774,0.7768,10000.0,False
25,d1_pre,-0.195,0.3349,1000000.0,False
25,d1_first,0.4046,0.8032,316227.7660168379,False
25,d1_last,0.489,0.9166,100000.0,False
25,d2_pre,0.3979,0.851,100000.0,False
25,d2_first,0.5231,0.908,100000.0,False
25,d2_last,0.5461,0.9276,100000.0,False
25,d3_pre,0.5471,0.9086,100000.0,False
25,d3_first,0.5649,0.9225,100000.0,False
25,d3_last,0.581,0.9357,100000.0,False
25,d4_pre,0.5795,0.9272,100000.0,False
25,d4_first,0.576,0.9281,100000.0,False
25,d4_last,0.5859,0.9412,31622.776601683792,False
25,d5_pre,0.6018,0.9359,100000.0,False
25,d5_first,0.5855,0.9323,31622.776601683792,False
25,d5_last,0.6001,0.9435,31622.776601683792,False
25,d6_pre,0.6086,0.937,31622.776601683792,False
25,d6_first,0.5922,0.9339,31622.776601683792,False
25,d6_last,0.6049,0.9446,31622.776601683792,False
25,d7_pre,0.6146,0.9389,31622.776601683792,False
25,d7_first,0.5938,0.9348,31622.776601683792,False
25,d7_last,0.6055,0.9449,31622.776601683792,False
25,d8_pre,0.6193,0.9407,31622.776601683792,False
25,d8_first,0.5958,0.9368,31622.776601683792,False
25,d8_last,0.6105,0.9463,31622.776601683792,False
25,d9_pre,0.6207,0.9417,31622.776601683792,False
25,d9_first,0.6002,0.9365,31622.776601683792,False
25,d9_last,0.6131,0.9461,31622.776601683792,False
25,d10_pre,0.6272,0.9393,31622.776601683792,False
25,d10_first,0.6012,0.9338,31622.776601683792,False
25,d10_last,0.6142,0.9437,31622.776601683792,False
25,query_cue,0.472,0.7744,10000.0,False
26,d1_pre,-0.2097,0.3419,1000000.0,False
26,d1_first,0.402,0.8044,316227.7660168379,False
26,d1_last,0.4851,0.9166,100000.0,False
26,d2_pre,0.3875,0.8521,100000.0,False
26,d2_first,0.5188,0.9081,100000.0,False
26,d2_last,0.5415,0.9276,100000.0,False
26,d3_pre,0.5394,0.9084,100000.0,False
26,d3_first,0.5606,0.9224,100000.0,False
26,d3_last,0.5776,0.9358,100000.0,False
26,d4_pre,0.5732,0.9268,100000.0,False
26,d4_first,0.5716,0.9279,100000.0,False
26,d4_last,0.5801,0.9401,31622.776601683792,False
26,d5_pre,0.5953,0.9353,100000.0,False
26,d5_first,0.5834,0.931,100000.0,False
26,d5_last,0.5954,0.9423,31622.776601683792,False
26,d6_pre,0.5982,0.9341,31622.776601683792,False
26,d6_first,0.5867,0.9323,31622.776601683792,False
26,d6_last,0.6002,0.9435,31622.776601683792,False
26,d7_pre,0.6049,0.9359,31622.776601683792,False
26,d7_first,0.5878,0.9333,31622.776601683792,False
26,d7_last,0.6011,0.9439,31622.776601683792,False
26,d8_pre,0.6099,0.9376,31622.776601683792,False
26,d8_first,0.5905,0.9352,31622.776601683792,False
26,d8_last,0.6058,0.9452,31622.776601683792,False
26,d9_pre,0.6118,0.9385,31622.776601683792,False
26,d9_first,0.5956,0.935,31622.776601683792,False
26,d9_last,0.6086,0.945,31622.776601683792,False
26,d10_pre,0.6177,0.936,31622.776601683792,False
26,d10_first,0.597,0.9323,31622.776601683792,False
26,d10_last,0.6103,0.9426,31622.776601683792,False
26,query_cue,0.4584,0.7702,10000.0,False
27,d1_pre,-0.2249,0.3426,1000000.0,False
27,d1_first,0.3963,0.8017,316227.7660168379,False
27,d1_last,0.4801,0.9154,100000.0,False
27,d2_pre,0.3763,0.8497,100000.0,False
27,d2_first,0.5144,0.9067,100000.0,False
27,d2_last,0.5362,0.927,100000.0,False
27,d3_pre,0.5285,0.9062,100000.0,False
27,d3_first,0.5564,0.9211,100000.0,False
27,d3_last,0.5733,0.9354,100000.0,False
27,d4_pre,0.5639,0.9248,100000.0,False
27,d4_first,0.5675,0.9266,100000.0,False
27,d4_last,0.5749,0.9393,31622.776601683792,False
27,d5_pre,0.5868,0.9334,100000.0,False
27,d5_first,0.5791,0.9299,100000.0,False
27,d5_last,0.5903,0.9416,31622.776601683792,False
27,d6_pre,0.5998,0.9384,100000.0,False
27,d6_first,0.5809,0.9308,31622.776601683792,False
27,d6_last,0.5947,0.9427,31622.776601683792,False
27,d7_pre,0.5941,0.9332,31622.776601683792,False
27,d7_first,0.582,0.9319,31622.776601683792,False
27,d7_last,0.5965,0.9431,31622.776601683792,False
27,d8_pre,0.5983,0.9349,31622.776601683792,False
27,d8_first,0.5844,0.9338,31622.776601683792,False
27,d8_last,0.6012,0.9445,31622.776601683792,False
27,d9_pre,0.5998,0.9358,31622.776601683792,False
27,d9_first,0.5896,0.9335,31622.776601683792,False
27,d9_last,0.6051,0.9443,31622.776601683792,False
27,d10_pre,0.6066,0.9332,31622.776601683792,False
27,d10_first,0.5915,0.9309,31622.776601683792,False
27,d10_last,0.6067,0.9418,31622.776601683792,False
27,query_cue,0.4446,0.7682,10000.0,False
