icl_example_index,token_role,layer,k_act,k_fv,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,pca_train_mse,pca_test_mse,fv_recon_floor_test_mse,train_mean_squared_l2,test_mean_squared_l2
2,pre_label_token,0,16,16,16,16,0.01,79.02757263183594,True,3400,1190,0.2853406255385455,0.26293344417539966,71.32238037109374,30.62033219537815,0.1433226764202118,1168.7551999080883,1076.9753676470589
2,pre_label_token,1,16,16,16,16,316.22776601683796,63.0833740234375,False,3400,1190,0.12177389278131373,0.23715864389884372,29.44931802188649,24.021993787749476,0.1433226764202118,498.7858682789522,971.401825105042
2,pre_label_token,2,16,16,16,16,1000.0,63.58500671386719,False,3400,1190,0.12306655701468973,0.23020098710260473,29.780235021254594,22.24082985244879,0.1433226764202118,504.0806192555147,942.903243172269
2,pre_label_token,3,16,16,16,16,316.22776601683796,59.79096221923828,False,3400,1190,0.09889003122554106,0.22991577436944016,23.591055226045498,22.167821650144433,0.1433226764202118,405.05357479319855,941.735031512605
2,pre_label_token,4,16,16,16,16,316.22776601683796,55.597145080566406,False,3400,1190,0.07704966348760268,0.22014496426622407,17.999926309024588,19.666496315323005,0.1433226764202118,315.5954173368566,901.7137342436974
2,pre_label_token,5,16,16,16,16,316.22776601683796,56.4594841003418,False,3400,1190,0.07113329648971557,0.21520503949718314,16.485339175953584,18.401880293132876,0.1433226764202118,291.3619812729779,881.47982865021
2,pre_label_token,6,16,16,16,16,316.22776601683796,54.238441467285156,False,3400,1190,0.06571259351337658,0.2097621100289481,15.097641009162453,17.008494042148108,0.1433226764202118,269.1587833180147,859.1856059611345
2,pre_label_token,7,16,16,16,16,316.22776601683796,53.302032470703125,False,3400,1190,0.05965107412899242,0.20730245734463218,13.545894407384536,16.378821313681723,0.1433226764202118,244.3307973345588,849.1108390231093
2,pre_label_token,8,16,16,16,16,316.22776601683796,52.74427032470703,False,3400,1190,0.05725316384259392,0.20423736572265624,12.93203099867877,15.594157755875788,0.1433226764202118,234.50895967371324,836.5562303046219
2,pre_label_token,9,16,16,16,16,316.22776601683796,51.16794204711914,False,3400,1190,0.05166029782856212,0.19424385263138458,11.50025795431698,13.03581614774816,0.1433226764202118,211.6005776079963,795.6228203781512
2,pre_label_token,10,16,16,16,16,316.22776601683796,51.54875564575195,False,3400,1190,0.049880914898479685,0.19179992916203348,11.04473701028263,12.410173278295693,0.1433226764202118,204.31222799862132,785.6125131302521
2,pre_label_token,11,16,16,16,16,316.22776601683796,51.457847595214844,False,3400,1190,0.051052895293516275,0.191290284004532,11.344763533648322,12.27970534893645,0.1433226764202118,209.1126602711397,783.5250065651261
2,pre_label_token,12,16,16,16,16,316.22776601683796,51.40496063232422,False,3400,1190,0.04935216805514167,0.18901312210980584,10.909377638872932,11.696750365185137,0.1433226764202118,202.1464794921875,774.1977678571428
2,pre_label_token,13,16,16,16,16,316.22776601683796,51.71384048461914,False,3400,1190,0.047066768968806544,0.18814319642651983,10.32431531120749,11.47404990316439,0.1433226764202118,192.78548196231617,770.6345325630252
2,pre_label_token,14,16,16,16,16,316.22776601683796,51.87590026855469,False,3400,1190,0.04650557041168213,0.18821908886693106,10.180649566650391,11.49347693178834,0.1433226764202118,190.48681698069853,770.9453847163866
2,pre_label_token,15,16,16,16,16,316.22776601683796,52.426944732666016,False,3400,1190,0.046378017769140356,0.19026733686944017,10.147995964499081,12.017828215270484,0.1433226764202118,189.964357622932,779.3350413602941
2,pre_label_token,16,16,16,16,16,316.22776601683796,51.25228500366211,False,3400,1190,0.04536024815895978,0.1908597737801175,9.887446890438305,12.169493397945116,0.1433226764202118,185.79557732077205,781.7616465336134
2,pre_label_token,17,16,16,16,16,316.22776601683796,52.481266021728516,False,3400,1190,0.047142397971714246,0.19304456149830537,10.343677601533777,12.728797925420167,0.1433226764202118,193.0952653952206,790.710540309874
2,pre_label_token,18,16,16,16,16,100.0,52.31969451904297,False,3400,1190,0.04534636543077581,0.19711144551509568,9.883897785859949,13.769920438878676,0.1433226764202118,185.73871215820313,807.3684480042017
2,pre_label_token,19,16,16,16,16,100.0,52.75655746459961,False,3400,1190,0.045213299043038314,0.19823311076444738,9.849832655962775,14.057067358193278,0.1433226764202118,185.19367417279412,811.9628085609244
2,pre_label_token,20,16,16,16,16,100.0,52.25160598754883,False,3400,1190,0.04721473613206078,0.20265019761414088,10.36220043406767,15.187839847853203,0.1433226764202118,193.3915589096967,830.0551601890757
2,pre_label_token,21,16,16,16,16,100.0,53.831298828125,False,3400,1190,0.04795754320481244,0.20395477359034433,10.55235875746783,15.521813349363184,0.1433226764202118,196.43409940831802,835.3987559086135
2,pre_label_token,22,16,16,16,16,100.0,56.72590255737305,False,3400,1190,0.04868254142649033,0.2057507330630006,10.737958490708294,15.98157846146271,0.1433226764202118,199.40369126263786,842.7550059086135
2,pre_label_token,23,16,16,16,16,100.0,57.61762619018555,False,3400,1190,0.04860651773564956,0.20593281513502618,10.71849661434398,16.028191369321167,0.1433226764202118,199.0922957835478,843.500794380252
2,pre_label_token,24,16,16,16,16,100.0,58.47092056274414,False,3400,1190,0.048185694638420554,0.20567336763654437,10.610766098920037,15.961772194229255,0.1433226764202118,197.3686075367647,842.4381039915967
