doc_id,words_en,words_es,ratio,em_dash,double_space,curly,allcaps_sent,paras_en,paras_es
num002_0,335,403,1.203,0,0,0,0,2,2
num002_1,283,323,1.141,0,0,0,0,1,1
num002_2,346,398,1.15,0,0,0,0,2,2
num002_3,253,306,1.209,0,0,0,0,1,1
num003_0,267,309,1.157,0,0,0,0,2,2
num003_1,293,345,1.177,0,0,0,0,2,2
num003_2,289,345,1.194,0,0,0,0,1,1
num003_3,282,326,1.156,0,0,0,0,1,1
num004_0,324,361,1.114,0,0,0,0,1,1
num004_1,326,364,1.117,0,0,0,0,1,1
num004_2,375,430,1.147,0,0,0,0,1,1
num004_3,426,475,1.115,0,0,0,0,1,1
num005_0,328,378,1.152,0,0,0,0,1,1
num005_1,270,313,1.159,0,0,0,0,1,1
num005_2,282,326,1.156,0,0,0,0,1,1
num005_3,310,362,1.168,0,0,0,0,1,1
num006_0,321,395,1.231,0,0,0,0,1,1
num006_1,308,371,1.205,0,0,0,0,1,1
num006_2,291,354,1.216,0,0,0,0,2,2
num006_3,249,325,1.305,0,0,0,0,1,1
num007_0,348,421,1.21,0,0,0,0,1,1
num007_1,283,349,1.233,0,0,0,0,1,1
num007_2,365,424,1.162,0,0,0,0,1,1
num007_3,348,394,1.132,0,0,0,0,1,1
num008_0,278,336,1.209,0,0,0,0,1,1
num008_1,392,461,1.176,0,0,0,0,1,1
num008_2,318,378,1.189,0,0,0,0,1,1
num008_3,362,443,1.224,0,0,0,0,1,1
num009_0,302,369,1.222,0,0,0,0,1,1
num009_1,288,339,1.177,0,0,0,0,1,1
num009_2,319,396,1.241,0,0,0,0,1,1
num009_3,402,461,1.147,0,0,0,0,2,2
num010_0,351,407,1.16,0,0,0,0,2,2
num010_1,348,398,1.144,0,0,0,0,2,2
num010_2,324,387,1.194,0,0,0,0,2,2
num010_3,307,360,1.173,0,0,0,0,2,2
num011_0,307,360,1.173,0,0,0,0,1,1
num011_1,290,352,1.214,0,0,0,0,1,1
num011_2,374,435,1.163,0,0,0,0,1,1
num011_3,337,364,1.08,0,0,0,0,1,1
num012_0,392,445,1.135,0,0,0,0,2,2
num012_1,330,400,1.212,0,0,0,0,2,2
num012_2,328,390,1.189,0,0,0,0,1,1
num012_3,382,461,1.207,0,0,0,0,2,2
num013_0,321,390,1.215,0,0,0,0,2,2
num013_1,285,338,1.186,0,0,0,0,1,1
num013_2,287,353,1.23,0,0,0,0,2,2
num013_3,285,320,1.123,0,0,0,0,1,1
num014_0,288,355,1.233,0,0,0,0,1,1
num014_1,321,395,1.231,0,0,0,0,1,1
num014_2,329,417,1.267,0,0,0,0,1,1
num014_3,356,444,1.247,0,0,0,0,1,1
num015_0,323,386,1.195,0,0,0,0,2,2
num015_1,288,328,1.139,0,0,0,0,1,1
num015_2,353,420,1.19,0,0,0,0,2,2
num015_3,318,377,1.186,0,0,0,0,1,1
num016_0,257,303,1.179,0,0,0,0,2,2
num016_1,376,440,1.17,0,0,0,0,2,2
num016_2,315,365,1.159,0,0,0,0,2,2
num016_3,336,392,1.167,0,0,0,0,2,2
num017_0,291,347,1.192,0,0,0,0,1,1
num017_1,369,441,1.195,0,0,0,0,1,1
num017_2,285,323,1.133,0,0,0,0,1,1
num017_3,295,361,1.224,0,0,0,0,1,1
num018_0,401,467,1.165,0,0,0,0,1,1
num018_1,330,429,1.3,0,0,0,0,2,2
num018_2,313,381,1.217,0,0,0,0,1,1
num018_3,382,464,1.215,0,0,0,0,1,1
num019_0,353,442,1.252,0,0,0,0,1,1
num019_1,305,378,1.239,0,0,0,0,1,1
num019_2,344,425,1.235,0,0,0,0,1,1
num019_3,291,372,1.278,0,0,0,0,1,1
num020_0,344,401,1.166,0,0,0,0,1,1
num020_1,295,348,1.18,0,0,0,0,1,1
num020_2,283,341,1.205,0,0,0,0,1,1
num020_3,326,399,1.224,0,0,0,0,1,1
num021_0,283,322,1.138,0,0,0,0,1,1
num021_1,294,350,1.19,0,0,0,0,1,1
num021_2,320,367,1.147,0,0,0,0,1,1
num021_3,313,370,1.182,0,0,0,0,1,1
num022_0,288,343,1.191,0,0,0,0,1,1
num022_1,290,325,1.121,0,0,0,0,1,1
num022_2,317,362,1.142,0,0,0,0,1,1
num022_3,376,426,1.133,0,0,0,0,2,2
num023_0,273,343,1.256,0,0,0,0,2,2
num023_1,304,376,1.237,0,0,0,0,1,1
num023_2,386,456,1.181,0,0,0,0,2,2
num023_3,251,299,1.191,0,0,0,0,2,2
num024_0,263,303,1.152,0,0,0,0,1,1
num024_1,378,425,1.124,0,0,0,0,2,2
num024_2,366,432,1.18,0,0,0,0,1,1
num024_3,273,307,1.125,0,0,0,0,1,1
num025_0,325,392,1.206,0,0,0,0,1,1
num025_1,351,418,1.191,0,0,0,0,2,2
num025_2,306,372,1.216,0,0,0,0,1,1
num025_3,267,310,1.161,0,0,0,0,1,1
num026_0,326,384,1.178,0,0,0,0,1,1
num026_1,302,361,1.195,0,0,0,0,1,1
num026_2,320,385,1.203,0,0,0,0,1,1
num026_3,357,418,1.171,0,0,0,0,1,1
num027_0,272,340,1.25,0,0,0,0,1,1
num027_1,286,324,1.133,0,0,0,0,1,1
num027_2,306,372,1.216,0,0,0,0,1,1
num027_3,304,369,1.214,0,0,0,0,1,1
num028_0,310,366,1.181,0,0,0,0,1,1
num028_1,330,376,1.139,0,0,0,0,1,1
num028_2,318,367,1.154,0,0,0,0,1,1
num028_3,307,358,1.166,0,0,0,0,1,1
num029_0,367,434,1.183,0,0,0,0,2,2
num029_1,354,423,1.195,0,0,0,0,2,2
num029_2,335,395,1.179,0,0,0,0,1,1
num029_3,348,418,1.201,0,0,0,0,2,2
ord000_0,291,336,1.155,0,0,0,0,1,1
ord000_1,314,352,1.121,0,0,0,0,1,1
ord000_2,330,389,1.179,0,0,0,0,2,2
ord000_3,328,377,1.149,0,0,0,0,1,1
ord001_0,306,368,1.203,0,0,0,0,2,2
ord001_1,312,374,1.199,0,0,0,0,1,1
ord001_2,280,331,1.182,0,0,0,0,1,1
ord001_3,298,338,1.134,0,0,0,0,1,1
ord002_0,269,306,1.138,0,0,0,0,1,1
ord002_1,316,358,1.133,0,0,0,0,2,2
ord002_2,265,301,1.136,0,0,0,0,1,1
ord002_3,335,379,1.131,0,0,0,0,2,2
ord003_0,290,331,1.141,0,0,0,0,2,2
ord003_1,341,383,1.123,0,0,0,0,2,2
ord003_2,318,374,1.176,0,0,0,0,2,2
ord003_3,305,358,1.174,0,0,0,0,2,2
ord004_0,297,322,1.084,0,0,0,0,1,1
ord004_1,287,323,1.125,0,0,0,0,1,1
ord004_2,309,335,1.084,0,0,0,0,1,1
ord004_3,311,345,1.109,0,0,0,0,1,1
ord005_0,292,319,1.092,0,0,0,0,1,1
ord005_1,258,302,1.171,0,0,0,0,1,1
ord005_2,290,332,1.145,0,0,0,0,1,1
ord005_3,313,348,1.112,0,0,0,0,2,2
ord006_0,267,317,1.187,0,0,0,0,2,2
ord006_1,240,276,1.15,0,0,0,0,1,1
ord006_2,279,324,1.161,0,0,0,0,2,2
ord006_3,264,300,1.136,0,0,0,0,2,2
ord007_0,277,324,1.17,0,0,0,0,1,1
ord007_1,314,360,1.146,0,0,0,0,1,1
ord007_2,280,316,1.129,0,0,0,0,2,2
ord007_3,264,300,1.136,0,0,0,0,1,1
ord008_0,303,342,1.129,0,0,0,0,1,1
ord008_1,318,360,1.132,0,0,0,0,2,2
ord008_2,292,336,1.151,0,0,0,0,1,1
ord008_3,296,338,1.142,0,0,0,0,1,1
ord009_0,320,369,1.153,0,0,0,0,1,1
ord009_1,320,375,1.172,0,0,0,0,1,1
ord009_2,289,356,1.232,0,0,0,0,2,2
ord009_3,257,313,1.218,0,0,0,0,1,1
ord010_0,288,340,1.181,0,0,0,0,2,2
ord010_1,271,319,1.177,0,0,0,0,1,1
ord010_2,301,351,1.166,0,0,0,0,1,1
ord010_3,311,361,1.161,0,0,0,0,2,2
ord011_0,294,341,1.16,0,0,0,0,1,1
ord011_1,300,356,1.187,0,0,0,0,1,1
ord011_2,337,387,1.148,0,0,0,0,1,1
ord011_3,354,407,1.15,0,0,0,0,1,1
ord012_0,297,346,1.165,0,0,0,0,1,1
ord012_1,309,347,1.123,0,0,0,0,2,2
ord012_2,293,357,1.218,0,0,0,0,1,1
ord012_3,277,342,1.235,0,0,0,0,2,2
ord013_0,324,373,1.151,0,0,0,0,1,1
ord013_1,234,272,1.162,0,0,0,0,1,1
ord013_2,256,295,1.152,0,0,0,0,1,1
ord013_3,298,347,1.164,0,0,0,0,1,1
ord014_0,292,341,1.168,0,0,0,0,1,1
ord014_1,240,306,1.275,0,0,0,0,1,1
ord014_2,294,346,1.177,0,0,0,0,1,1
ord014_3,330,390,1.182,0,0,0,0,1,1
ord015_0,289,327,1.131,0,0,0,0,1,1
ord015_1,306,344,1.124,0,0,0,0,1,1
ord015_2,293,323,1.102,0,0,0,0,1,1
ord015_3,283,332,1.173,0,0,0,0,1,1
ord016_0,321,371,1.156,0,0,0,0,2,2
ord016_1,336,374,1.113,0,0,0,0,2,2
ord016_2,242,259,1.07,0,0,0,0,1,1
ord016_3,302,328,1.086,0,0,0,0,2,2
ord017_0,305,351,1.151,0,0,0,0,2,2
ord017_1,289,333,1.152,0,0,0,0,1,1
ord017_2,275,311,1.131,0,0,0,0,1,1
ord017_3,269,296,1.1,0,0,0,0,1,1
ord018_0,312,381,1.221,0,0,0,0,1,1
ord018_1,270,341,1.263,0,0,0,0,1,1
ord018_2,321,381,1.187,0,0,0,0,2,2
ord018_3,303,372,1.228,0,0,0,0,1,1
ord019_0,293,335,1.143,0,0,0,0,1,1
ord019_1,329,371,1.128,0,0,0,0,1,1
ord019_2,326,359,1.101,0,0,0,0,1,1
ord019_3,298,349,1.171,0,0,0,0,1,1
ord020_0,294,337,1.146,0,0,0,0,1,1
ord020_1,274,329,1.201,0,0,0,0,1,1
ord020_2,287,333,1.16,0,0,0,0,1,1
ord020_3,281,330,1.174,0,0,0,0,1,1
ord021_0,270,315,1.167,0,0,0,0,2,2
ord021_1,343,406,1.184,0,0,0,0,2,2
ord021_2,352,445,1.264,0,0,0,0,2,2
ord021_3,325,389,1.197,0,0,0,0,1,1
ord022_0,332,359,1.081,0,0,0,0,1,1
ord022_1,318,355,1.116,0,0,0,0,2,2
ord022_2,346,367,1.061,0,0,0,0,1,1
ord022_3,305,349,1.144,0,0,0,0,1,1
ord023_0,306,348,1.137,0,0,0,0,1,1
ord023_1,333,388,1.165,0,0,0,0,2,2
ord023_2,254,311,1.224,0,0,0,0,1,1
ord023_3,250,293,1.172,0,0,0,0,1,1
ord024_0,289,306,1.059,0,0,0,0,1,1
ord024_1,333,367,1.102,0,0,0,0,1,1
ord024_2,276,291,1.054,0,0,0,0,1,1
ord024_3,322,342,1.062,0,0,0,0,1,1
ord025_0,333,372,1.117,0,0,0,0,1,1
ord025_1,321,374,1.165,0,0,0,0,1,1
ord025_2,283,341,1.205,0,0,0,0,1,1
ord025_3,281,333,1.185,0,0,0,0,1,1
ord026_0,281,325,1.157,0,0,0,0,2,2
ord026_1,302,358,1.185,0,0,0,0,2,2
ord026_2,254,294,1.157,0,0,0,0,1,1
ord026_3,246,290,1.179,0,0,0,0,1,1
ord027_0,288,313,1.087,0,0,0,0,1,1
ord027_1,331,370,1.118,0,0,0,0,2,2
ord027_2,289,318,1.1,0,0,0,0,1,1
ord027_3,319,363,1.138,0,0,0,0,1,1
ord028_0,279,348,1.247,0,0,0,0,1,1
ord028_1,304,354,1.164,0,0,0,0,1,1
ord028_2,312,358,1.147,0,0,0,0,2,2
ord028_3,275,321,1.167,0,0,0,0,2,2
ord029_0,242,265,1.095,0,0,0,0,1,1
ord029_1,284,308,1.085,0,0,0,0,2,2
ord029_2,325,355,1.092,0,0,0,0,2,2
ord029_3,325,360,1.108,0,0,0,0,2,2
ukv000_0,315,374,1.187,0,0,0,0,1,1
ukv000_1,274,312,1.139,0,0,0,0,1,1
ukv000_2,261,296,1.134,0,0,0,0,1,1
ukv000_3,333,391,1.174,0,0,0,0,2,2
ukv001_0,308,370,1.201,0,0,0,0,1,1
ukv001_1,307,365,1.189,0,0,0,0,2,2
ukv001_2,335,376,1.122,0,0,0,0,1,1
ukv001_3,340,385,1.132,0,0,0,0,1,1
ukv002_0,291,339,1.165,0,0,0,0,1,1
ukv002_1,276,308,1.116,0,0,0,0,2,2
ukv002_2,282,299,1.06,0,0,0,0,1,1
ukv002_3,288,316,1.097,0,0,0,0,2,2
ukv003_0,333,384,1.153,0,0,0,0,2,2
ukv003_1,310,380,1.226,0,0,0,0,2,2
ukv003_2,277,318,1.148,0,0,0,0,2,2
ukv003_3,330,371,1.124,0,0,0,0,2,2
ukv004_0,322,340,1.056,0,0,0,0,1,1
ukv004_1,310,341,1.1,0,0,0,0,2,2
ukv004_2,357,373,1.045,0,0,0,0,2,2
ukv004_3,305,328,1.075,0,0,0,0,1,1
ukv005_0,276,323,1.17,0,0,0,0,1,1
ukv005_1,310,337,1.087,0,0,0,0,2,2
ukv005_2,282,317,1.124,0,0,0,0,2,2
ukv005_3,315,338,1.073,0,0,0,0,1,1
ukv006_0,298,380,1.275,0,0,0,0,2,2
ukv006_1,285,348,1.221,0,0,0,0,1,1
ukv006_2,314,385,1.226,0,0,0,0,2,2
ukv006_3,250,304,1.216,0,0,0,0,1,1
ukv007_0,278,324,1.165,0,0,0,0,1,1
ukv007_1,307,344,1.121,0,0,0,0,2,2
ukv007_2,323,368,1.139,0,0,0,0,2,2
ukv007_3,301,349,1.159,0,0,0,0,2,2
ukv008_0,315,354,1.124,0,0,0,0,2,2
ukv008_1,332,381,1.148,0,0,0,0,2,2
ukv008_2,348,396,1.138,0,0,0,0,2,2
ukv008_3,323,372,1.152,0,0,0,0,2,2
ukv009_0,340,395,1.162,0,0,0,0,2,2
ukv009_1,311,370,1.19,0,0,0,0,2,2
ukv009_2,379,444,1.172,0,0,0,0,2,2
ukv009_3,269,315,1.171,0,0,0,0,1,1
ukv010_0,371,424,1.143,0,0,0,0,2,2
ukv010_1,276,313,1.134,0,0,0,0,1,1
ukv010_2,293,330,1.126,0,0,0,0,2,2
ukv010_3,304,346,1.138,0,0,0,0,2,2
ukv011_0,357,415,1.162,0,0,0,0,1,1
ukv011_1,311,373,1.199,0,0,0,0,1,1
ukv011_2,325,377,1.16,0,0,0,0,2,2
ukv011_3,304,350,1.151,0,0,0,0,1,1
ukv012_0,300,350,1.167,0,0,0,0,1,1
ukv012_1,322,383,1.189,0,0,0,0,2,2
ukv012_2,324,395,1.219,0,0,0,0,2,2
ukv012_3,287,354,1.233,0,0,0,0,2,2
ukv013_0,349,403,1.155,0,0,0,0,1,1
ukv013_1,300,355,1.183,0,0,0,0,1,1
ukv013_2,300,349,1.163,0,0,0,0,1,1
ukv013_3,315,350,1.111,0,0,0,0,1,1
ukv014_0,290,358,1.234,0,0,0,0,1,1
ukv014_1,292,353,1.209,0,0,0,0,1,1
ukv014_2,287,362,1.261,0,0,0,0,1,1
ukv014_3,341,408,1.196,0,0,0,0,1,1
ukv015_0,340,359,1.056,0,0,0,0,2,2
ukv015_1,326,359,1.101,0,0,0,0,2,2
ukv015_2,339,390,1.15,0,0,0,0,2,2
ukv015_3,288,316,1.097,0,0,0,0,1,1
ukv016_0,303,343,1.132,0,0,0,0,2,2
ukv016_1,267,303,1.135,0,0,0,0,1,1
ukv016_2,312,342,1.096,0,0,0,0,2,2
ukv016_3,270,306,1.133,0,0,0,0,1,1
ukv017_0,297,333,1.121,0,0,0,0,1,1
ukv017_1,329,375,1.14,0,0,0,0,2,2
ukv017_2,270,299,1.107,0,0,0,0,1,1
ukv017_3,289,315,1.09,0,0,0,0,1,1
ukv018_0,300,347,1.157,0,0,0,0,2,2
ukv018_1,285,333,1.168,0,0,0,0,1,1
ukv018_2,363,427,1.176,0,0,0,0,2,2
ukv018_3,322,386,1.199,0,0,0,0,2,2
ukv019_0,303,338,1.116,0,0,0,0,1,1
ukv019_1,356,394,1.107,0,0,0,0,2,2
ukv019_2,283,338,1.194,0,0,0,0,1,1
ukv019_3,307,336,1.094,0,0,0,0,1,1
ukv020_0,309,356,1.152,0,0,0,0,2,2
ukv020_1,271,315,1.162,0,0,0,0,1,1
ukv020_2,252,296,1.175,0,0,0,0,1,1
ukv020_3,305,357,1.17,0,0,0,0,1,1
ukv021_0,321,401,1.249,0,0,0,0,2,2
ukv021_1,327,385,1.177,0,0,0,0,2,2
ukv021_2,326,396,1.215,0,0,0,0,1,1
ukv021_3,313,363,1.16,0,0,0,0,2,2
ukv022_0,328,371,1.131,0,0,0,0,2,2
ukv022_1,398,431,1.083,0,0,0,0,2,2
ukv022_2,264,285,1.08,0,0,0,0,2,2
ukv022_3,359,397,1.106,0,0,0,0,2,2
ukv023_0,394,465,1.18,0,0,0,0,2,2
ukv023_1,337,407,1.208,0,0,0,0,2,2
ukv023_2,294,360,1.224,0,0,0,0,2,2
ukv023_3,342,423,1.237,0,0,0,0,2,2
ukv024_0,290,314,1.083,0,0,0,0,2,2
ukv024_1,326,342,1.049,0,0,0,0,2,2
ukv024_2,320,338,1.056,0,0,0,0,2,2
ukv024_3,277,305,1.101,0,0,0,0,1,1
ukv025_0,281,316,1.125,0,0,0,0,1,1
ukv025_1,371,442,1.191,0,0,0,0,2,2
ukv025_2,274,313,1.142,0,0,0,0,1,1
ukv025_3,320,367,1.147,0,0,0,0,2,2
ukv026_0,273,334,1.223,0,0,0,0,1,1
ukv026_1,308,359,1.166,0,0,0,0,1,1
ukv026_2,288,331,1.149,0,0,0,0,1,1
ukv026_3,277,336,1.213,0,0,0,0,1,1
ukv027_0,309,341,1.104,0,0,0,0,1,1
ukv027_1,274,325,1.186,0,0,0,0,1,1
ukv027_2,286,312,1.091,0,0,0,0,1,1
ukv027_3,302,327,1.083,0,0,0,0,1,1
ukv028_0,320,394,1.231,0,0,0,0,2,2
ukv028_1,380,429,1.129,0,0,0,0,2,2
ukv028_2,358,414,1.156,0,0,0,0,2,2
ukv028_3,342,416,1.216,0,0,0,0,2,2
ukv029_0,293,319,1.089,0,0,0,0,1,1
ukv029_1,337,354,1.05,0,0,0,0,2,2
ukv029_2,336,364,1.083,0,0,0,0,2,2
ukv029_3,355,384,1.082,0,0,0,0,1,1
