family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
py_paren_if,alt,4,200,0.595,0.526,0.661,0.66,0.06,0.28,0.065,0.835,0.36,0
py_type_hints,nat,0,200,0.045,0.024,0.083,0.06,0.78,0.16,0.015,0.9,0.45,0
py_type_hints,nat,1,200,0.395,0.33,0.464,0.425,0.355,0.22,0.03,0.94,0.46,0
py_type_hints,nat,2,200,0.54,0.471,0.608,0.56,0.285,0.155,0.02,0.97,0.35,0
py_type_hints,nat,3,200,0.66,0.592,0.722,0.68,0.25,0.07,0.02,0.955,0.395,0
py_type_hints,nat,4,200,0.7,0.633,0.759,0.71,0.24,0.05,0.01,0.99,0.38,0
py_type_hints,alt,0,200,0.78,0.718,0.832,0.815,0.08,0.105,0.035,0.93,0.44,0
py_type_hints,alt,1,200,0.715,0.649,0.773,0.75,0.005,0.245,0.035,0.95,0.395,0
py_type_hints,alt,2,200,0.715,0.649,0.773,0.72,0.0,0.28,0.005,0.98,0.285,0
py_type_hints,alt,3,200,0.755,0.691,0.809,0.76,0.01,0.23,0.005,0.985,0.34,0
py_type_hints,alt,4,200,0.855,0.8,0.897,0.865,0.01,0.125,0.01,0.985,0.295,0
py_optional,nat,0,200,0.15,0.107,0.206,0.16,0.005,0.835,0.01,0.705,0.45,0
py_optional,nat,1,200,0.19,0.142,0.25,0.205,0.0,0.795,0.015,0.945,0.505,0
py_optional,nat,2,200,0.475,0.407,0.544,0.485,0.005,0.51,0.01,0.93,0.39,0
py_optional,nat,3,200,0.545,0.476,0.613,0.555,0.0,0.445,0.01,0.95,0.375,0
py_optional,nat,4,200,0.58,0.511,0.646,0.585,0.005,0.41,0.005,0.965,0.305,0
py_optional,alt,0,200,0.01,0.003,0.036,0.01,0.11,0.88,0.0,0.705,0.45,0
py_optional,alt,1,200,0.455,0.387,0.524,0.505,0.075,0.42,0.05,0.905,0.455,0
py_optional,alt,2,200,0.43,0.363,0.499,0.465,0.12,0.415,0.035,0.925,0.45,0
py_optional,alt,3,200,0.525,0.456,0.593,0.555,0.095,0.35,0.03,0.96,0.355,0
py_optional,alt,4,200,0.59,0.521,0.656,0.615,0.1,0.285,0.025,0.94,0.27,0
py_builtin_generics,nat,0,200,0.11,0.074,0.161,0.11,0.01,0.88,0.0,0.665,0.4,0
py_builtin_generics,nat,1,200,0.2,0.15,0.261,0.21,0.235,0.555,0.01,0.92,0.45,0
py_builtin_generics,nat,2,200,0.82,0.761,0.867,0.875,0.0,0.125,0.055,0.925,0.385,0
py_builtin_generics,nat,3,200,0.78,0.718,0.832,0.84,0.0,0.16,0.06,0.93,0.39,0
py_builtin_generics,nat,4,200,0.885,0.833,0.922,0.93,0.005,0.065,0.045,0.95,0.44,0
py_builtin_generics,alt,0,200,0.005,0.001,0.028,0.005,0.115,0.88,0.0,0.665,0.45,0
py_builtin_generics,alt,1,200,0.835,0.777,0.88,0.93,0.005,0.065,0.095,0.905,0.405,0
py_builtin_generics,alt,2,200,0.885,0.833,0.922,0.955,0.0,0.045,0.07,0.93,0.39,0
py_builtin_generics,alt,3,200,0.89,0.839,0.926,0.935,0.005,0.06,0.045,0.95,0.435,0
py_builtin_generics,alt,4,200,0.9,0.851,0.934,0.95,0.02,0.03,0.05,0.935,0.54,0
py_literal_ctor,nat,0,200,0.27,0.213,0.335,0.305,0.05,0.645,0.035,0.87,0.465,0
py_literal_ctor,nat,1,200,0.27,0.213,0.335,0.29,0.055,0.655,0.02,0.83,0.44,0
py_literal_ctor,nat,2,200,0.285,0.227,0.351,0.34,0.045,0.615,0.055,0.83,0.375,0
py_literal_ctor,nat,3,200,0.3,0.241,0.367,0.38,0.025,0.595,0.08,0.795,0.32,0
py_literal_ctor,nat,4,200,0.29,0.232,0.356,0.355,0.03,0.615,0.065,0.835,0.305,0
py_literal_ctor,alt,0,200,0.035,0.017,0.07,0.045,0.375,0.58,0.01,0.88,0.445,0
py_literal_ctor,alt,1,200,0.37,0.306,0.439,0.43,0.065,0.505,0.06,0.785,0.43,0
py_literal_ctor,alt,2,200,0.515,0.446,0.583,0.59,0.035,0.375,0.075,0.83,0.345,0
py_literal_ctor,alt,3,200,0.64,0.571,0.703,0.71,0.04,0.25,0.07,0.835,0.315,0
py_literal_ctor,alt,4,200,0.64,0.571,0.703,0.725,0.005,0.27,0.085,0.83,0.245,0
py_comprehension,nat,0,200,0.32,0.259,0.388,0.365,0.15,0.485,0.045,0.825,0.325,0
py_comprehension,nat,1,200,0.6,0.531,0.665,0.65,0.015,0.335,0.05,0.89,0.235,0
py_comprehension,nat,2,200,0.545,0.476,0.613,0.63,0.045,0.325,0.085,0.86,0.23,0
py_comprehension,nat,3,200,0.605,0.536,0.67,0.67,0.02,0.31,0.065,0.9,0.165,0
py_comprehension,nat,4,200,0.595,0.526,0.661,0.645,0.005,0.35,0.05,0.895,0.18,0
py_comprehension,alt,0,200,0.125,0.086,0.178,0.145,0.415,0.44,0.02,0.83,0.295,0
py_comprehension,alt,1,200,0.79,0.728,0.841,0.905,0.015,0.08,0.115,0.86,0.285,0
py_comprehension,alt,2,200,0.48,0.412,0.549,0.555,0.27,0.175,0.075,0.855,0.26,0
py_comprehension,alt,3,200,0.665,0.597,0.727,0.745,0.11,0.145,0.08,0.88,0.28,0
py_comprehension,alt,4,200,0.635,0.566,0.699,0.725,0.1,0.175,0.09,0.875,0.26,0
py_not_in,nat,0,200,0.345,0.283,0.413,0.375,0.015,0.61,0.03,0.875,0.365,0
py_not_in,nat,1,200,0.4,0.335,0.469,0.43,0.14,0.43,0.03,0.89,0.305,0
py_not_in,nat,2,200,0.465,0.397,0.534,0.535,0.025,0.44,0.07,0.82,0.31,0
py_not_in,nat,3,200,0.515,0.446,0.583,0.59,0.05,0.36,0.075,0.815,0.29,0
py_not_in,nat,4,200,0.49,0.422,0.559,0.6,0.045,0.355,0.11,0.795,0.3,0
py_not_in,alt,0,200,0.015,0.005,0.043,0.025,0.365,0.61,0.01,0.845,0.365,0
py_not_in,alt,1,200,0.325,0.264,0.393,0.35,0.125,0.525,0.025,0.835,0.285,0
py_not_in,alt,2,200,0.31,0.25,0.377,0.35,0.23,0.42,0.04,0.85,0.31,0
py_not_in,alt,3,200,0.435,0.368,0.504,0.49,0.11,0.4,0.055,0.87,0.37,0
py_not_in,alt,4,200,0.325,0.264,0.393,0.37,0.135,0.495,0.045,0.845,0.245,0
py_is_none,nat,0,200,0.21,0.159,0.272,0.22,0.025,0.755,0.01,0.885,0.5,0
py_is_none,nat,1,200,0.555,0.486,0.622,0.565,0.005,0.43,0.01,0.935,0.27,0
py_is_none,nat,2,200,0.54,0.471,0.608,0.58,0.01,0.41,0.04,0.89,0.21,0
py_is_none,nat,3,200,0.705,0.638,0.764,0.745,0.01,0.245,0.04,0.935,0.225,0
py_is_none,nat,4,200,0.685,0.618,0.745,0.74,0.01,0.25,0.055,0.895,0.26,0
py_is_none,alt,0,200,0.01,0.003,0.036,0.01,0.205,0.785,0.0,0.9,0.47,0
py_is_none,alt,1,200,0.455,0.387,0.524,0.485,0.08,0.435,0.03,0.895,0.33,0
py_is_none,alt,2,200,0.465,0.397,0.534,0.5,0.055,0.445,0.035,0.855,0.24,0
py_is_none,alt,3,200,0.615,0.546,0.68,0.655,0.085,0.26,0.04,0.91,0.255,0
py_is_none,alt,4,200,0.64,0.571,0.703,0.67,0.06,0.27,0.03,0.935,0.195,0
py_ternary,nat,0,200,0.09,0.058,0.138,0.095,0.25,0.655,0.005,0.885,0.38,0
py_ternary,nat,1,200,0.405,0.339,0.474,0.425,0.19,0.385,0.02,0.895,0.3,0
py_ternary,nat,2,200,0.375,0.311,0.444,0.41,0.215,0.375,0.035,0.86,0.265,0
py_ternary,nat,3,200,0.455,0.387,0.524,0.47,0.105,0.425,0.015,0.905,0.175,0
py_ternary,nat,4,200,0.46,0.392,0.529,0.495,0.13,0.375,0.035,0.9,0.135,0
py_ternary,alt,0,200,0.225,0.173,0.288,0.245,0.06,0.695,0.02,0.895,0.395,0
py_ternary,alt,1,200,0.53,0.461,0.598,0.55,0.065,0.385,0.02,0.915,0.335,0
py_ternary,alt,2,200,0.52,0.451,0.588,0.54,0.065,0.395,0.02,0.94,0.325,0
py_ternary,alt,3,200,0.465,0.397,0.534,0.505,0.07,0.425,0.04,0.87,0.355,0
py_ternary,alt,4,200,0.565,0.496,0.632,0.605,0.065,0.33,0.04,0.895,0.225,0
early_return,nat,0,200,0.345,0.283,0.413,0.36,0.075,0.565,0.015,0.89,0.54,0
early_return,nat,1,200,0.38,0.316,0.449,0.415,0.155,0.43,0.035,0.865,0.535,0
early_return,nat,2,200,0.43,0.363,0.499,0.445,0.16,0.395,0.015,0.905,0.45,0
early_return,nat,3,200,0.335,0.273,0.403,0.35,0.215,0.435,0.015,0.875,0.325,0
early_return,nat,4,200,0.285,0.227,0.351,0.295,0.36,0.345,0.01,0.855,0.23,0
early_return,alt,0,200,0.065,0.038,0.108,0.09,0.395,0.515,0.025,0.9,0.55,0
early_return,alt,1,200,0.715,0.649,0.773,0.78,0.1,0.12,0.065,0.89,0.61,0
early_return,alt,2,200,0.7,0.633,0.759,0.82,0.1,0.08,0.12,0.845,0.625,0
early_return,alt,3,200,0.725,0.659,0.782,0.825,0.095,0.08,0.1,0.855,0.48,0
early_return,alt,4,200,0.76,0.696,0.814,0.83,0.045,0.125,0.07,0.89,0.4,0
py_join_concat,nat,0,200,0.39,0.325,0.459,0.445,0.1,0.455,0.055,0.83,0.22,0
py_join_concat,nat,1,200,0.615,0.546,0.68,0.67,0.08,0.25,0.055,0.9,0.245,0
py_join_concat,nat,2,200,0.6,0.531,0.665,0.645,0.065,0.29,0.045,0.89,0.13,0
py_join_concat,nat,3,200,0.66,0.592,0.722,0.715,0.055,0.23,0.055,0.92,0.17,0
py_join_concat,nat,4,200,0.665,0.597,0.727,0.715,0.065,0.22,0.05,0.905,0.21,0
py_join_concat,alt,0,200,0.09,0.058,0.138,0.11,0.47,0.42,0.02,0.845,0.245,0
py_join_concat,alt,1,200,0.54,0.471,0.608,0.59,0.17,0.24,0.05,0.855,0.245,0
py_join_concat,alt,2,200,0.475,0.407,0.544,0.515,0.25,0.235,0.04,0.905,0.23,0
py_join_concat,alt,3,200,0.64,0.571,0.703,0.695,0.14,0.165,0.055,0.91,0.215,0
py_join_concat,alt,4,200,0.6,0.531,0.665,0.64,0.18,0.18,0.04,0.92,0.235,0
py_with_open,nat,0,200,0.07,0.042,0.114,0.07,0.01,0.92,0.0,0.925,0.35,0
py_with_open,nat,1,200,0.56,0.491,0.627,0.58,0.035,0.385,0.02,0.925,0.445,0
py_with_open,nat,2,200,0.47,0.402,0.539,0.495,0.03,0.475,0.025,0.935,0.245,0
py_with_open,nat,3,200,0.525,0.456,0.593,0.55,0.03,0.42,0.025,0.945,0.15,0
py_with_open,nat,4,200,0.415,0.349,0.484,0.44,0.04,0.52,0.025,0.875,0.195,0
py_with_open,alt,0,200,0.01,0.003,0.036,0.01,0.09,0.9,0.0,0.9,0.4,0
py_with_open,alt,1,200,0.635,0.566,0.699,0.665,0.075,0.26,0.03,0.95,0.36,0
py_with_open,alt,2,200,0.645,0.577,0.708,0.655,0.055,0.29,0.01,0.97,0.2,0
py_with_open,alt,3,200,0.845,0.788,0.889,0.85,0.025,0.125,0.005,0.99,0.225,0
py_with_open,alt,4,200,0.685,0.618,0.745,0.71,0.025,0.265,0.025,0.95,0.21,0
py_enumerate,nat,0,200,0.165,0.12,0.223,0.175,0.3,0.525,0.01,0.935,0.29,0
py_enumerate,nat,1,200,0.59,0.521,0.656,0.665,0.11,0.225,0.075,0.835,0.235,0
py_enumerate,nat,2,200,0.68,0.612,0.741,0.75,0.085,0.165,0.07,0.91,0.195,0
py_enumerate,nat,3,200,0.795,0.734,0.845,0.86,0.065,0.075,0.065,0.915,0.16,0
py_enumerate,nat,4,200,0.77,0.707,0.823,0.855,0.055,0.09,0.085,0.905,0.2,0
py_enumerate,alt,0,200,0.47,0.402,0.539,0.505,0.21,0.285,0.035,0.915,0.3,0
py_enumerate,alt,1,200,0.665,0.597,0.727,0.725,0.16,0.115,0.06,0.89,0.205,0
py_enumerate,alt,2,200,0.67,0.602,0.731,0.745,0.13,0.125,0.075,0.88,0.205,0
py_enumerate,alt,3,200,0.79,0.728,0.841,0.85,0.08,0.07,0.06,0.925,0.21,0
py_enumerate,alt,4,200,0.79,0.728,0.841,0.825,0.1,0.075,0.035,0.93,0.24,0
py_self_name,nat,0,200,0.94,0.898,0.965,0.995,0.0,0.005,0.055,0.94,0.18,0
py_self_name,nat,1,200,0.92,0.874,0.95,0.99,0.0,0.01,0.07,0.93,0.205,0
py_self_name,nat,2,200,0.975,0.943,0.989,1.0,0.0,0.0,0.025,0.975,0.095,0
py_self_name,nat,3,200,0.965,0.93,0.983,1.0,0.0,0.0,0.035,0.965,0.125,0
py_self_name,nat,4,200,0.955,0.917,0.976,1.0,0.0,0.0,0.045,0.955,0.11,0
py_self_name,alt,0,200,0.0,0.0,0.019,0.0,0.995,0.005,0.0,0.985,0.095,0
py_self_name,alt,1,200,0.96,0.923,0.98,0.98,0.01,0.01,0.02,0.975,0.14,0
py_self_name,alt,2,200,0.91,0.862,0.942,0.945,0.045,0.01,0.035,0.96,0.095,0
py_self_name,alt,3,200,0.9,0.851,0.934,0.94,0.055,0.005,0.04,0.96,0.11,0
py_self_name,alt,4,200,0.935,0.892,0.962,0.985,0.015,0.0,0.05,0.95,0.12,0
py_indent,nat,0,200,0.745,0.68,0.8,0.84,0.065,0.095,0.095,0.845,0.425,0
py_indent,nat,1,200,0.885,0.833,0.922,1.0,0.0,0.0,0.115,0.885,0.4,0
py_indent,nat,2,200,0.95,0.91,0.973,1.0,0.0,0.0,0.05,0.95,0.265,0
py_indent,nat,3,200,0.93,0.886,0.958,1.0,0.0,0.0,0.07,0.93,0.235,0
py_indent,nat,4,200,0.945,0.904,0.969,1.0,0.0,0.0,0.055,0.945,0.22,0
py_indent,alt,0,200,0.065,0.038,0.108,0.07,0.8,0.13,0.005,0.81,0.45,0
py_indent,alt,1,200,0.05,0.027,0.09,0.05,0.945,0.005,0.0,0.89,0.445,0
py_indent,alt,2,200,0.125,0.086,0.178,0.135,0.865,0.0,0.01,0.93,0.275,0
py_indent,alt,3,200,0.155,0.111,0.212,0.165,0.835,0.0,0.01,0.935,0.25,0
py_indent,alt,4,200,0.25,0.195,0.314,0.265,0.73,0.005,0.015,0.955,0.325,0
py_tabs,nat,0,200,0.715,0.649,0.773,0.845,0.02,0.135,0.13,0.805,0.435,0
py_tabs,nat,1,200,0.93,0.886,0.958,1.0,0.0,0.0,0.07,0.93,0.395,0
py_tabs,nat,2,200,0.9,0.851,0.934,0.99,0.005,0.005,0.09,0.9,0.265,0
py_tabs,nat,3,200,0.965,0.93,0.983,1.0,0.0,0.0,0.035,0.965,0.25,0
py_tabs,nat,4,200,0.925,0.88,0.954,1.0,0.0,0.0,0.075,0.925,0.27,0
py_tabs,alt,0,200,0.01,0.003,0.036,0.015,0.9,0.085,0.005,0.855,0.495,0
py_tabs,alt,1,200,0.875,0.822,0.914,0.98,0.02,0.0,0.105,0.895,0.455,0
py_tabs,alt,2,200,0.945,0.904,0.969,1.0,0.0,0.0,0.055,0.945,0.265,0
py_tabs,alt,3,200,0.905,0.856,0.938,0.98,0.02,0.0,0.075,0.925,0.295,0
py_tabs,alt,4,200,0.915,0.868,0.946,0.975,0.025,0.0,0.06,0.94,0.3,0
c_braces,nat,0,200,0.785,0.723,0.836,0.87,0.01,0.12,0.085,0.875,0.34,0
c_braces,nat,1,200,0.79,0.728,0.841,0.835,0.065,0.1,0.045,0.94,0.31,0
c_braces,nat,2,200,0.77,0.707,0.823,0.835,0.03,0.135,0.065,0.925,0.355,0
c_braces,nat,3,200,0.85,0.794,0.893,0.915,0.03,0.055,0.065,0.925,0.33,0
c_braces,nat,4,200,0.83,0.772,0.876,0.89,0.025,0.085,0.06,0.92,0.285,0
c_braces,alt,0,200,0.0,0.0,0.019,0.0,0.86,0.14,0.0,0.875,0.33,0
c_braces,alt,1,200,0.245,0.191,0.309,0.25,0.63,0.12,0.005,0.885,0.255,0
c_braces,alt,2,200,0.17,0.124,0.228,0.175,0.72,0.105,0.005,0.915,0.305,0
c_braces,alt,3,200,0.13,0.09,0.184,0.145,0.8,0.055,0.015,0.92,0.36,0
c_braces,alt,4,200,0.165,0.12,0.223,0.195,0.76,0.045,0.03,0.905,0.28,0
operator_spaces,nat,0,200,0.745,0.68,0.8,0.8,0.05,0.15,0.055,0.945,0.415,0
operator_spaces,nat,1,200,0.76,0.696,0.814,0.81,0.035,0.155,0.05,0.945,0.34,0
operator_spaces,nat,2,200,0.77,0.707,0.823,0.79,0.03,0.18,0.02,0.965,0.275,0
operator_spaces,nat,3,200,0.795,0.734,0.845,0.85,0.025,0.125,0.055,0.935,0.295,0
operator_spaces,nat,4,200,0.84,0.783,0.884,0.87,0.025,0.105,0.03,0.96,0.21,0
operator_spaces,alt,0,200,0.055,0.031,0.096,0.055,0.805,0.14,0.0,0.95,0.42,0
operator_spaces,alt,1,200,0.485,0.417,0.554,0.515,0.35,0.135,0.03,0.94,0.385,0
operator_spaces,alt,2,200,0.525,0.456,0.593,0.57,0.225,0.205,0.045,0.905,0.39,0
operator_spaces,alt,3,200,0.615,0.546,0.68,0.665,0.215,0.12,0.05,0.935,0.29,0
operator_spaces,alt,4,200,0.68,0.612,0.741,0.745,0.15,0.105,0.065,0.91,0.28,0
comma_space,nat,0,200,0.78,0.718,0.832,0.84,0.01,0.15,0.06,0.93,0.425,0
comma_space,nat,1,200,0.795,0.734,0.845,0.85,0.01,0.14,0.055,0.91,0.435,0
comma_space,nat,2,200,0.775,0.712,0.827,0.86,0.01,0.13,0.085,0.88,0.475,0
comma_space,nat,3,200,0.845,0.788,0.889,0.895,0.005,0.1,0.05,0.925,0.44,0
comma_space,nat,4,200,0.8,0.739,0.85,0.875,0.01,0.115,0.075,0.91,0.49,0
comma_space,alt,0,200,0.005,0.001,0.028,0.005,0.88,0.115,0.0,0.93,0.37,0
comma_space,alt,1,200,0.38,0.316,0.449,0.435,0.42,0.145,0.055,0.87,0.505,0
comma_space,alt,2,200,0.605,0.536,0.67,0.65,0.23,0.12,0.045,0.9,0.465,0
comma_space,alt,3,200,0.595,0.526,0.661,0.65,0.23,0.12,0.055,0.92,0.54,0
comma_space,alt,4,200,0.645,0.577,0.708,0.685,0.195,0.12,0.04,0.91,0.495,0
line_wrap,nat,0,200,0.0,0.0,0.019,0.0,0.875,0.125,0.0,0.89,0.44,0
line_wrap,nat,1,200,0.17,0.124,0.228,0.18,0.41,0.41,0.01,0.9,0.445,0
line_wrap,nat,2,200,0.585,0.516,0.651,0.64,0.165,0.195,0.055,0.91,0.475,0
line_wrap,nat,3,200,0.655,0.587,0.717,0.7,0.115,0.185,0.045,0.92,0.43,0
line_wrap,nat,4,200,0.675,0.607,0.736,0.72,0.095,0.185,0.045,0.935,0.445,0
line_wrap,alt,0,200,0.805,0.745,0.854,0.855,0.0,0.145,0.05,0.93,0.395,0
line_wrap,alt,1,200,0.525,0.456,0.593,0.575,0.015,0.41,0.05,0.93,0.4,0
line_wrap,alt,2,200,0.64,0.571,0.703,0.68,0.025,0.295,0.04,0.935,0.33,0
line_wrap,alt,3,200,0.57,0.501,0.637,0.62,0.015,0.365,0.05,0.925,0.365,0
line_wrap,alt,4,200,0.54,0.471,0.608,0.57,0.025,0.405,0.03,0.94,0.29,0
blank_lines,nat,0,200,0.055,0.031,0.096,0.075,0.7,0.225,0.02,0.765,0.99,0
blank_lines,nat,1,200,0.735,0.67,0.791,0.87,0.04,0.09,0.135,0.81,1.0,0
blank_lines,nat,2,200,0.74,0.675,0.796,0.86,0.03,0.11,0.12,0.815,1.0,0
blank_lines,nat,3,200,0.665,0.597,0.727,0.76,0.035,0.205,0.095,0.77,1.0,0
blank_lines,nat,4,200,0.495,0.426,0.564,0.58,0.025,0.395,0.085,0.7,1.0,0
blank_lines,alt,0,200,0.55,0.481,0.617,0.72,0.06,0.22,0.17,0.71,0.99,0
blank_lines,alt,1,200,0.705,0.638,0.764,0.865,0.01,0.125,0.16,0.78,0.995,0
blank_lines,alt,2,200,0.72,0.654,0.778,0.87,0.02,0.11,0.15,0.785,1.0,0
blank_lines,alt,3,200,0.635,0.566,0.699,0.78,0.015,0.205,0.145,0.745,0.995,0
blank_lines,alt,4,200,0.49,0.422,0.559,0.555,0.01,0.435,0.065,0.7,0.99,0
docstring_style,nat,0,200,0.735,0.67,0.791,0.735,0.03,0.235,0.0,0.91,0.15,0
docstring_style,nat,1,200,0.95,0.91,0.973,0.96,0.005,0.035,0.01,0.99,0.185,0
docstring_style,nat,2,200,0.975,0.943,0.989,0.975,0.0,0.025,0.0,0.985,0.1,0
docstring_style,nat,3,200,0.975,0.943,0.989,0.98,0.0,0.02,0.005,0.985,0.215,0
docstring_style,nat,4,200,0.97,0.936,0.986,0.98,0.0,0.02,0.01,0.975,0.125,0
docstring_style,alt,0,200,0.05,0.027,0.09,0.05,0.635,0.315,0.0,0.925,0.195,0
docstring_style,alt,1,200,0.95,0.91,0.973,0.96,0.03,0.01,0.01,0.99,0.21,0
docstring_style,alt,2,200,0.93,0.886,0.958,0.95,0.02,0.03,0.02,0.96,0.15,0
docstring_style,alt,3,200,0.945,0.904,0.969,0.96,0.02,0.02,0.015,0.975,0.225,0
docstring_style,alt,4,200,0.955,0.917,0.976,0.965,0.005,0.03,0.01,0.975,0.155,0
docstring_quotes,nat,0,200,0.07,0.042,0.114,0.075,0.01,0.915,0.005,0.79,0.465,0
docstring_quotes,nat,1,200,0.81,0.75,0.858,0.815,0.0,0.185,0.005,0.985,0.125,0
docstring_quotes,nat,2,200,0.86,0.805,0.901,0.865,0.0,0.135,0.005,0.995,0.075,0
docstring_quotes,nat,3,200,0.835,0.777,0.88,0.84,0.0,0.16,0.005,0.99,0.07,0
docstring_quotes,nat,4,200,0.815,0.755,0.863,0.82,0.0,0.18,0.005,0.99,0.17,0
docstring_quotes,alt,0,200,0.005,0.001,0.028,0.005,0.1,0.895,0.0,0.84,0.35,0
docstring_quotes,alt,1,200,0.535,0.466,0.603,0.545,0.205,0.25,0.01,0.98,0.12,0
docstring_quotes,alt,2,200,0.84,0.783,0.884,0.85,0.0,0.15,0.01,0.98,0.055,0
docstring_quotes,alt,3,200,0.85,0.794,0.893,0.855,0.01,0.135,0.005,0.98,0.065,0
docstring_quotes,alt,4,200,0.775,0.712,0.827,0.78,0.005,0.215,0.005,0.99,0.155,0
comment_case,nat,0,200,0.21,0.159,0.272,0.275,0.08,0.645,0.065,0.645,0.35,0
comment_case,nat,1,200,0.625,0.556,0.689,0.65,0.045,0.305,0.025,0.925,0.57,0
comment_case,nat,2,200,0.67,0.602,0.731,0.68,0.03,0.29,0.01,0.955,0.58,0
comment_case,nat,3,200,0.685,0.618,0.745,0.715,0.025,0.26,0.03,0.94,0.45,0
comment_case,nat,4,200,0.68,0.612,0.741,0.71,0.035,0.255,0.03,0.955,0.425,0
comment_case,alt,0,200,0.04,0.02,0.077,0.065,0.24,0.695,0.025,0.625,0.44,0
comment_case,alt,1,200,0.53,0.461,0.598,0.565,0.11,0.325,0.035,0.9,0.595,0
comment_case,alt,2,200,0.555,0.486,0.622,0.57,0.065,0.365,0.015,0.93,0.515,0
comment_case,alt,3,200,0.65,0.582,0.713,0.68,0.05,0.27,0.03,0.935,0.48,0
comment_case,alt,4,200,0.585,0.516,0.651,0.62,0.06,0.32,0.035,0.92,0.45,0
comment_language,nat,0,200,0.33,0.269,0.398,0.36,0.0,0.64,0.03,0.78,0.43,0
comment_language,nat,1,200,0.675,0.607,0.736,0.69,0.0,0.31,0.015,0.95,0.46,0
comment_language,nat,2,200,0.69,0.623,0.75,0.695,0.0,0.305,0.005,0.985,0.43,0
comment_language,nat,3,200,0.655,0.587,0.717,0.685,0.0,0.315,0.03,0.93,0.43,0
comment_language,nat,4,200,0.635,0.566,0.699,0.66,0.0,0.34,0.025,0.955,0.35,0
comment_language,alt,0,200,0.0,0.0,0.019,0.0,0.355,0.645,0.0,0.685,0.395,0
comment_language,alt,1,200,0.53,0.461,0.598,0.575,0.05,0.375,0.045,0.91,0.485,0
comment_language,alt,2,200,0.575,0.506,0.641,0.59,0.025,0.385,0.015,0.97,0.435,0
comment_language,alt,3,200,0.605,0.536,0.67,0.63,0.05,0.32,0.025,0.95,0.485,0
comment_language,alt,4,200,0.595,0.526,0.661,0.615,0.04,0.345,0.02,0.93,0.425,0
c_comment_style,nat,0,200,0.285,0.227,0.351,0.355,0.0,0.645,0.07,0.835,0.425,0
c_comment_style,nat,1,200,0.855,0.8,0.897,0.875,0.0,0.125,0.02,0.98,0.3,0
c_comment_style,nat,2,200,0.87,0.816,0.91,0.9,0.0,0.1,0.03,0.955,0.285,0
c_comment_style,nat,3,200,0.88,0.828,0.918,0.9,0.0,0.1,0.02,0.97,0.295,0
c_comment_style,nat,4,200,0.835,0.777,0.88,0.88,0.0,0.12,0.045,0.88,0.3,0
c_comment_style,alt,0,200,0.01,0.003,0.036,0.01,0.355,0.635,0.0,0.845,0.475,0
c_comment_style,alt,1,200,0.7,0.633,0.759,0.705,0.155,0.14,0.005,0.99,0.36,0
c_comment_style,alt,2,200,0.815,0.755,0.863,0.845,0.045,0.11,0.03,0.95,0.32,0
c_comment_style,alt,3,200,0.83,0.772,0.876,0.865,0.06,0.075,0.035,0.93,0.305,0
c_comment_style,alt,4,200,0.8,0.739,0.85,0.845,0.02,0.135,0.045,0.865,0.295,0
sql_keyword_case,nat,0,200,0.675,0.607,0.736,0.77,0.06,0.17,0.095,0.725,0.495,0
sql_keyword_case,nat,1,200,0.94,0.898,0.965,1.0,0.0,0.0,0.06,0.94,0.36,0
sql_keyword_case,nat,2,200,0.9,0.851,0.934,0.985,0.0,0.015,0.085,0.91,0.34,0
sql_keyword_case,nat,3,200,0.935,0.892,0.962,0.98,0.01,0.01,0.045,0.95,0.27,0
sql_keyword_case,nat,4,200,0.885,0.833,0.922,0.97,0.005,0.025,0.085,0.905,0.25,0
sql_keyword_case,alt,0,200,0.01,0.003,0.036,0.03,0.805,0.165,0.02,0.68,0.555,0
sql_keyword_case,alt,1,200,0.775,0.712,0.827,0.925,0.055,0.02,0.15,0.84,0.445,0
sql_keyword_case,alt,2,200,0.85,0.794,0.893,0.965,0.015,0.02,0.115,0.88,0.33,0
sql_keyword_case,alt,3,200,0.765,0.702,0.818,0.9,0.05,0.05,0.135,0.845,0.275,0
sql_keyword_case,alt,4,200,0.85,0.794,0.893,0.935,0.025,0.04,0.085,0.9,0.29,0
sql_join_style,nat,0,200,0.84,0.783,0.884,0.87,0.015,0.115,0.03,0.97,0.24,0
sql_join_style,nat,1,200,0.84,0.783,0.884,0.86,0.0,0.14,0.02,0.975,0.155,0
sql_join_style,nat,2,200,0.86,0.805,0.901,0.905,0.0,0.095,0.045,0.94,0.19,0
sql_join_style,nat,3,200,0.85,0.794,0.893,0.895,0.0,0.105,0.045,0.945,0.125,0
sql_join_style,nat,4,200,0.925,0.88,0.954,0.955,0.0,0.045,0.03,0.96,0.095,0
sql_join_style,alt,0,200,0.0,0.0,0.019,0.0,0.85,0.15,0.0,0.965,0.19,0
sql_join_style,alt,1,200,0.625,0.556,0.689,0.67,0.025,0.305,0.045,0.935,0.19,0
sql_join_style,alt,2,200,0.455,0.387,0.524,0.485,0.055,0.46,0.03,0.96,0.14,0
sql_join_style,alt,3,200,0.64,0.571,0.703,0.67,0.13,0.2,0.03,0.925,0.135,0
sql_join_style,alt,4,200,0.72,0.654,0.778,0.74,0.05,0.21,0.02,0.945,0.07,0
