icl_example_index,token_role,layer,target_mode,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,train_r2,test_mse_fv,test_r2_fv,test_r2_fv_testmean_baseline,test_mse_pp,test_r2_pp,test_r2_pp_testmean_baseline
9,pre_label_token,0,perprompt,0.1,0.604552149772644,True,3400,1190,0.5626044273376465,0.0,0.3455448278859884,-0.03815165559923428,-0.23616634560151195,0.726439096146271,-5.143666270690517e-08,-0.0936764862374746
9,pre_label_token,1,perprompt,100000.0,0.4990057647228241,False,3400,1190,0.24088823795318604,0.5718337321070934,0.30528559804964467,0.08280279874305607,-0.09214131322584307,0.6733794300496078,0.07304071565221604,-0.013793520844533003
9,pre_label_token,2,perprompt,10000.0,0.4853672981262207,False,3400,1190,0.1784389615058899,0.6828340609577181,0.3100370150654256,0.06852768581037783,-0.10913922879228499,0.6696086723263525,0.07823145763900363,-0.00811652867946333
9,pre_label_token,3,perprompt,10000.0,0.4666188061237335,False,3400,1190,0.17184031009674072,0.6945628193686237,0.3008756220841608,0.09605208937121867,-0.07636488298148314,0.657865604432691,0.09439670612298823,0.009563022572279478
9,pre_label_token,4,perprompt,10000.0,0.4282219707965851,False,3400,1190,0.1619039624929428,0.7122241585280376,0.2819296283882205,0.15297325599016387,-0.008586702262692869,0.629595665170365,0.13331248153541886,0.05212428889534382
9,pre_label_token,5,perprompt,10000.0,0.4083516001701355,False,3400,1190,0.1542407125234604,0.7258451853047844,0.24744369843426872,0.25658246205354307,0.1147846885541075,0.5826751003746226,0.19790229705896567,0.12276464775035878
9,pre_label_token,6,perprompt,10000.0,0.3965001702308655,False,3400,1190,0.15259486436843872,0.7287705944822594,0.24412540628128693,0.26655190802515694,0.12665568401795257,0.5763669855454389,0.20658590892280448,0.1322617093729549
9,pre_label_token,7,perprompt,10000.0,0.38269519805908203,False,3400,1190,0.14988592267036438,0.7335855969359258,0.234864544267414,0.29437515541912584,0.1597858744561853,0.560781962931657,0.22803990761051451,0.1557254420665769
9,pre_label_token,8,perprompt,10000.0,0.3725847601890564,False,3400,1190,0.14797155559062958,0.7369882844846072,0.22215641566685268,0.3325553383694946,0.20524845882678167,0.5455748870593159,0.2489736331426552,0.17862016427280014
9,pre_label_token,9,perprompt,3162.2776601683795,0.3355911672115326,False,3400,1190,0.11960550397634506,0.7874074604383375,0.18201572754803827,0.4531536470821034,0.3488494151638767,0.47630606418898125,0.3443275682498925,0.2829065156056578
9,pre_label_token,10,perprompt,3162.2776601683795,0.3253241181373596,False,3400,1190,0.11980168521404266,0.7870587585295631,0.1702916922689486,0.4883772292429298,0.39079146342233695,0.4587165351675338,0.3685409262856947,0.3093880945801397
9,pre_label_token,11,perprompt,3162.2776601683795,0.32582399249076843,False,3400,1190,0.11832605302333832,0.7896816177162341,0.16909236667536887,0.49198047186182425,0.3950819803583653,0.4571650497051848,0.3706766669835492,0.3117239038419374
9,pre_label_token,12,perprompt,3162.2776601683795,0.3283016085624695,False,3400,1190,0.11668527126312256,0.7925980216414223,0.16695123400006975,0.4984132708862472,0.40274175686512226,0.4569224045056255,0.37101068701816375,0.3120892136809372
9,pre_label_token,13,perprompt,3162.2776601683795,0.3258292078971863,False,3400,1190,0.11659277975559235,0.7927624204677307,0.16004718011166869,0.5191557459464,0.42744060452918464,0.45237377391142003,0.3772722316573526,0.3189373174681007
9,pre_label_token,14,perprompt,3162.2776601683795,0.33624503016471863,False,3400,1190,0.11585679650306702,0.7940705922786212,0.16757650695929005,0.49653470664383825,0.4005048795437872,0.464969328872296,0.3599334682626397,0.29997432061826157
9,pre_label_token,15,perprompt,3162.2776601683795,0.3408055305480957,False,3400,1190,0.1140153706073761,0.7973436306804071,0.17080582290136515,0.48683257996977203,0.3889521912534424,0.4702782286315405,0.3526253538446794,0.2919816081317237
9,pre_label_token,16,perprompt,3162.2776601683795,0.3373853266239166,False,3400,1190,0.11318660527467728,0.7988167177953108,0.15940371681662166,0.5210889610639791,0.4297425567095525,0.4538960368693376,0.37517671801513086,0.3166455035888963
9,pre_label_token,17,perprompt,3162.2776601683795,0.3462921380996704,False,3400,1190,0.11406125128269196,0.7972620801751384,0.16746487817844424,0.49687008311107295,0.4009042249570187,0.4683009989121381,0.3553471647047963,0.29495838851630385
9,pre_label_token,18,perprompt,3162.2776601683795,0.3515729606151581,False,3400,1190,0.11136993765830994,0.8020457496480535,0.17033094598465606,0.4882592957458509,0.39065103555775504,0.4743294771979837,0.3470484943442511,0.2858823283427818
9,pre_label_token,19,perprompt,3162.2776601683795,0.3590239882469177,False,3400,1190,0.11000716686248779,0.8044680035970155,0.17551456339219038,0.47268568399032984,0.3721069484508216,0.48311857015144927,0.33494962266708916,0.2726500775600882
9,pre_label_token,20,perprompt,3162.2776601683795,0.3688853979110718,False,3400,1190,0.10955991595983505,0.8052629687286788,0.18079424144841041,0.4568234685185235,0.35321921000993994,0.49221402977694984,0.32242901338051344,0.2589565822943415
9,pre_label_token,21,perprompt,3162.2776601683795,0.3738585412502289,False,3400,1190,0.10817167162895203,0.8077305005564186,0.1824641379989496,0.4518064469088303,0.34724525308793475,0.49626808807629497,0.31684828606368964,0.25285307236577215
9,pre_label_token,22,perprompt,3162.2776601683795,0.38178667426109314,False,3400,1190,0.10716535896062851,0.8095191687919062,0.18601562676309538,0.44113638721528303,0.33454001043135106,0.5025041836650431,0.30826381429916816,0.2434644379330656
9,pre_label_token,23,perprompt,3162.2776601683795,0.3876698315143585,False,3400,1190,0.10627718269824982,0.811097855732892,0.18834734924701083,0.4341309819488107,0.326198410067853,0.5071439678929434,0.30187678957656017,0.23647909953623425
9,pre_label_token,24,perprompt,3162.2776601683795,0.392557293176651,False,3400,1190,0.10525976121425629,0.8129062693083203,0.19278808802115818,0.42078926782543824,0.31031192768062443,0.513455722712669,0.2931881669819547,0.22697655779550163
9,pre_label_token,25,perprompt,10000.0,0.39563891291618347,False,3400,1190,0.13438235223293304,0.7611423840568471,0.19792131375865776,0.4053670523330156,0.2919481138163169,0.5300773652661749,0.2703071801289001,0.20195216177957853
9,pre_label_token,26,perprompt,10000.0,0.397407591342926,False,3400,1190,0.13390161097049713,0.7619968765547304,0.19968872230593898,0.4000570665904838,0.28562531344785536,0.5321571766829291,0.26744415756477047,0.19882094148268215
9,pre_label_token,27,perprompt,10000.0,0.39986249804496765,False,3400,1190,0.13398005068302155,0.7618574540605001,0.20316874480047145,0.3896017194902994,0.2731757371772574,0.5361709434445164,0.26191889469093144,0.19277809170810756
