family,arm,alpha,margin_unsteered,margin_cf,margin_steered,alt_top_unsteered,alt_top_cf,alt_top_steered
py_enumerate,ctrl_random,0.5,-3.9078125953674316,-4.5390625,-3.910937547683716,0.075,0.1,0.075
py_enumerate,ctrl_random,1.0,-3.9078125953674316,-4.5390625,-3.948437452316284,0.075,0.1,0.075
py_enumerate,ctrl_random,2.0,-3.9078125953674316,-4.5390625,-4.034375190734863,0.075,0.1,0.075
py_enumerate,ctrl_random,4.0,-3.9078125953674316,-4.5390625,-4.259375095367432,0.075,0.1,0.075
py_enumerate,ctrl_random,8.0,-3.9078125953674316,-4.5390625,-3.996875047683716,0.075,0.1,0.075
trailing_commas,read,0.5,-2.4000000953674316,-5.904687404632568,-1.6984374523162842,0.2,0.075,0.225
trailing_commas,read,1.0,-2.4000000953674316,-5.904687404632568,-0.0031250000465661287,0.2,0.075,0.3
trailing_commas,read,2.0,-2.4000000953674316,-5.904687404632568,1.9109375476837158,0.2,0.075,0.65
trailing_commas,read,4.0,-2.4000000953674316,-5.904687404632568,3.598437547683716,0.2,0.075,0.7
trailing_commas,read,8.0,-2.4000000953674316,-5.904687404632568,4.431250095367432,0.2,0.075,0.775
operator_spaces,read,0.5,-8.689062118530273,-1.822656273841858,-5.173437595367432,0.0,0.15,0.0
operator_spaces,read,1.0,-8.689062118530273,-1.822656273841858,1.064062476158142,0.0,0.15,0.775
operator_spaces,read,2.0,-8.689062118530273,-1.822656273841858,1.970312476158142,0.0,0.15,0.825
operator_spaces,read,4.0,-8.689062118530273,-1.822656273841858,1.9328124523162842,0.0,0.15,0.9
operator_spaces,read,8.0,-8.689062118530273,-1.822656273841858,1.533593773841858,0.0,0.15,0.8
operator_spaces,ctrl_family,0.5,-8.689062118530273,-1.822656273841858,-8.584375381469727,0.0,0.15,0.0
operator_spaces,ctrl_family,1.0,-8.689062118530273,-1.822656273841858,-8.240625381469727,0.0,0.15,0.0
operator_spaces,ctrl_family,2.0,-8.689062118530273,-1.822656273841858,-7.401562690734863,0.0,0.15,0.025
operator_spaces,ctrl_family,4.0,-8.689062118530273,-1.822656273841858,-7.595312595367432,0.0,0.15,0.025
operator_spaces,ctrl_family,8.0,-8.689062118530273,-1.822656273841858,-7.5625,0.0,0.15,0.025
operator_spaces,ctrl_random,0.5,-8.689062118530273,-1.822656273841858,-8.690625190734863,0.0,0.15,0.0
operator_spaces,ctrl_random,1.0,-8.689062118530273,-1.822656273841858,-8.675000190734863,0.0,0.15,0.0
operator_spaces,ctrl_random,2.0,-8.689062118530273,-1.822656273841858,-8.598437309265137,0.0,0.15,0.0
operator_spaces,ctrl_random,4.0,-8.689062118530273,-1.822656273841858,-8.359375,0.0,0.15,0.0
operator_spaces,ctrl_random,8.0,-8.689062118530273,-1.822656273841858,-7.879687309265137,0.0,0.15,0.025
num_separators,read,0.5,-7.860937595367432,-1.9375,-2.9234375953674316,0.025,0.4,0.075
num_separators,read,1.0,-7.860937595367432,-1.9375,1.7000000476837158,0.025,0.4,0.65
num_separators,read,2.0,-7.860937595367432,-1.9375,2.09375,0.025,0.4,0.675
num_separators,read,4.0,-7.860937595367432,-1.9375,1.91796875,0.025,0.4,0.675
num_separators,read,8.0,-7.860937595367432,-1.9375,1.2609374523162842,0.025,0.4,0.65
py2_print,read,0.5,-13.919530868530273,-9.478124618530273,-12.87109375,0.0,0.0,0.0
py2_print,read,1.0,-13.919530868530273,-9.478124618530273,-10.974218368530273,0.0,0.0,0.0
py2_print,read,2.0,-13.919530868530273,-9.478124618530273,-1.4578125476837158,0.0,0.0,0.2
py2_print,read,4.0,-13.919530868530273,-9.478124618530273,7.442187309265137,0.0,0.0,1.0
py2_print,read,8.0,-13.919530868530273,-9.478124618530273,9.921875,0.0,0.0,1.0
py2_print,ctrl_family,0.5,-13.919530868530273,-9.478124618530273,-14.139062881469727,0.0,0.0,0.0
py2_print,ctrl_family,1.0,-13.919530868530273,-9.478124618530273,-14.249608993530273,0.0,0.0,0.0
py2_print,ctrl_family,2.0,-13.919530868530273,-9.478124618530273,-14.049609184265137,0.0,0.0,0.0
py2_print,ctrl_family,4.0,-13.919530868530273,-9.478124618530273,-12.73046875,0.0,0.0,0.0
py2_print,ctrl_family,8.0,-13.919530868530273,-9.478124618530273,-9.380468368530273,0.0,0.0,0.0
py2_print,ctrl_random,0.5,-13.919530868530273,-9.478124618530273,-13.851171493530273,0.0,0.0,0.0
py2_print,ctrl_random,1.0,-13.919530868530273,-9.478124618530273,-13.723047256469727,0.0,0.0,0.0
py2_print,ctrl_random,2.0,-13.919530868530273,-9.478124618530273,-13.459765434265137,0.0,0.0,0.0
py2_print,ctrl_random,4.0,-13.919530868530273,-9.478124618530273,-12.716015815734863,0.0,0.0,0.0
py2_print,ctrl_random,8.0,-13.919530868530273,-9.478124618530273,-12.053906440734863,0.0,0.0,0.0
js_func_pascal,read,0.5,-8.245508193969727,-3.1675782203674316,-2.1380858421325684,0.0,0.1,0.2
js_func_pascal,read,1.0,-8.245508193969727,-3.1675782203674316,1.7062499523162842,0.0,0.1,0.75
js_func_pascal,read,2.0,-8.245508193969727,-3.1675782203674316,2.662890672683716,0.0,0.1,0.9
js_func_pascal,read,4.0,-8.245508193969727,-3.1675782203674316,2.4140625,0.0,0.1,0.875
js_func_pascal,read,8.0,-8.245508193969727,-3.1675782203674316,0.19804686307907104,0.0,0.1,0.5
py_loop_vars,read,0.5,-8.267969131469727,0.10312499850988388,-7.375,0.05,0.425,0.075
py_loop_vars,read,1.0,-8.267969131469727,0.10312499850988388,-3.8031249046325684,0.05,0.425,0.175
py_loop_vars,read,2.0,-8.267969131469727,0.10312499850988388,-0.5609375238418579,0.05,0.425,0.575
py_loop_vars,read,4.0,-8.267969131469727,0.10312499850988388,0.87109375,0.05,0.425,0.675
py_loop_vars,read,8.0,-8.267969131469727,0.10312499850988388,-0.93359375,0.05,0.425,0.5
py_loop_vars,ctrl_family,0.5,-8.267969131469727,0.10312499850988388,-8.235937118530273,0.05,0.425,0.05
