task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,0,0.09944304078817368,0.010885747725653325,170,0.07131016999483109,0.024262744559455495,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,1,0.03545583412051201,0.008420953555139745,170,0.00809699110686779,0.01624017397502606,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,2,0.03502694517374039,0.008567099373367783,170,0.008442321792244911,0.016485556220574165,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,3,0.029094789177179337,0.007361012512568828,170,0.008930492214858532,0.014289181498665078,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,4,0.023300308734178543,0.00763958803200994,170,-0.004513059742748737,0.01600666755302496,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,5,0.005703691393136978,0.005825088552148732,170,-0.01084057055413723,0.012009210686036562,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,6,0.0003334213688503951,0.005190686568508823,170,-0.019622668623924255,0.010877701868188972,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,7,-0.014397605322301388,0.0049100944604352145,170,-0.03299393132328987,0.010680100934322895,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,8,-0.011569751426577568,0.0042032541445235615,170,-0.025511976331472397,0.007775287570972086,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,9,-0.03415079042315483,0.0038595160691675353,170,-0.042813967913389206,0.008018772582731632,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,10,-0.013248513452708721,0.002476306554442335,170,-0.018496448174118996,0.006042558265071039,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,11,0.0001271601940970868,0.001667143508451967,170,-0.007148863282054663,0.003975565639925796,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,12,-0.0019511566497385502,0.0012072884424784627,170,-0.006521611008793116,0.0028423689849403255,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,13,0.0005175590631552041,0.0004924575583976602,170,-0.0005926586454734206,0.001026519295689762,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,14,0.000631101371254772,0.000481692073697995,170,-0.0008534424123354256,0.000942892428669356,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,15,0.0004899325431324542,0.0004570520063457512,170,-0.00029801129130646586,0.0009017745542867727,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,16,0.0005638340371660888,0.0004366771539523454,170,-0.0003873199166264385,0.0008912799829080909,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,17,3.0524151952704415e-05,0.0004659106176346374,170,0.00012575164146255702,0.0009803450517624252,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,18,-0.00030770464218221605,0.00045699897017900323,170,-0.0004628404858522117,0.0008425558709054153,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,19,-0.0022794236429035664,0.0004175248834176036,170,-0.0029013492166996002,0.0008533915585578625,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,20,0.0009721337119117379,0.00038737480477262734,170,0.0012740641832351685,0.0007710352079242679,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,21,-0.000987514154985547,0.00037306839700749014,170,-0.0016659445827826858,0.0007073697908165853,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,22,-0.0013164355186745524,0.0003406850135954545,170,-0.0013251013588160276,0.0005782921806381403,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,23,-0.0014890057500451803,0.00031684288162198696,170,-0.001609019935131073,0.0006913696484283879,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,24,0.00029801964410580695,0.0002689723482288069,170,-0.0001187860980280675,0.0006313040277500039,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,25,-0.0002776168694254011,0.0002354417050292665,170,-0.0005216971039772034,0.00047693010204123134,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,26,-0.0010012241546064615,0.00024863265684965256,170,-0.0011071711778640747,0.0004649853631408391,40
capitalize,pcasub_matched_k0_zero,cue1,0,zero,27,0.0,0.0,170,0.0,0.0,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,0,0.033280208706855774,0.00690465090497015,170,0.00021385103173088282,0.013876711917258486,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,1,0.002047208836302161,0.0045156216665367815,170,-0.013010281138122082,0.009093197105209993,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,2,0.01049419492483139,0.004180534807843173,170,0.0031783231534063816,0.008335175339556225,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,3,0.00668247789144516,0.003505373047901959,170,3.299489617347717e-05,0.006976383686236533,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,4,0.00954679399728775,0.0033618281090054053,170,0.0030267417896538973,0.006997412882361677,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,5,0.008025174029171467,0.003271339337027432,170,0.003194598015397787,0.006513925145759055,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,6,0.006312610115855932,0.0028760265359627276,170,0.0008410863811150193,0.006151773785667313,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,7,0.008712037466466427,0.003017611458137983,170,0.0020216561388224363,0.005698117561779779,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,8,-0.0027886643074452877,0.0024639387346442544,170,-0.007020582444965839,0.0048678819300977,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,9,-0.0001507657434558496,0.0018276803065952149,170,-0.002426646649837494,0.0034462350568377157,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,10,-0.0011752784484997392,0.0016866199603237937,170,-0.003651760518550873,0.003233659170092595,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,11,0.00732299592345953,0.001311708047588899,170,0.0070205009542405605,0.0020666867764508284,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,12,0.006632066331803799,0.0011277849070749021,170,0.004738268908113241,0.0018148901018566535,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,13,0.006804627366364002,0.0009312441589175485,170,0.00447178864851594,0.001407432492603691,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,14,0.0005051919724792242,0.0008400113091631261,170,-0.0010916211176663637,0.0012959499808420304,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,15,0.0019833326805382967,0.0005906487175148239,170,-0.0006624497473239899,0.0009248491963867667,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,16,0.0023262430913746357,0.0005173763424134064,170,0.00012622997746802866,0.000923173655043775,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,17,0.0021113099064677954,0.0005022856065284363,170,-0.000240294641116634,0.0008465750496561834,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,18,0.0018431523349136114,0.00042835151149603817,170,-0.00019022673950530589,0.0008450299762685365,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,19,0.0021080421283841133,0.0004248332314808814,170,0.00014692023978568614,0.0008627080897076975,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,20,0.00035518608638085425,0.00033523328851425914,170,-0.0016467571258544922,0.0005919165840223251,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,21,-0.00033133389661088586,0.0002903669593219799,170,-0.0010686874156817794,0.0006908210498193167,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,22,0.0002907296293415129,0.00023414410467346172,170,2.3724138372926973e-05,0.000578987261186917,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,23,-0.0001924102398334071,0.00023967138397065389,170,-0.0006989762187004089,0.00038503180962276323,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,24,-0.00022544123930856586,0.00018180271170990502,170,-0.00033230334520339966,0.0003260769336251532,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,25,4.12642075389158e-05,0.00016114641048683108,170,2.3651868104934692e-05,0.00037686018632033874,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,26,-2.2544754756381735e-05,6.635940987551622e-05,170,-2.269446895297733e-06,3.0146937588081157e-05,40
capitalize,pcasub_matched_k0_zero,target1,0,zero,27,0.0,0.0,170,0.0,0.0,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,0,-0.45707908272743225,0.030608933130985075,170,-0.5121043920516968,0.06755134301600493,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,1,-0.49881237745285034,0.030393052432120413,170,-0.5540002584457397,0.068201140581915,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,2,-0.4892469644546509,0.03028445721995846,170,-0.540315568447113,0.06758873872502943,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,3,-0.4933607280254364,0.03033051247000795,170,-0.5437301397323608,0.06790730907587511,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,4,-0.49312520027160645,0.030448083758746622,170,-0.5440117716789246,0.06790527813452057,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,5,-0.494081974029541,0.030389502687551112,170,-0.5476490259170532,0.06799395157862634,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,6,-0.4908219277858734,0.030384926648512,170,-0.5438807606697083,0.06787995026960038,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,7,-0.4918278455734253,0.030412705171210468,170,-0.5462766885757446,0.06781025269750088,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,8,-0.48618796467781067,0.03016673735852371,170,-0.5391042232513428,0.06713576340839418,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,9,-0.4939117431640625,0.03018886783303754,170,-0.5464823842048645,0.06706939262190095,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,10,-0.48303818702697754,0.03013827997289087,170,-0.5344173312187195,0.06689903858048787,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,11,-0.4839467704296112,0.030311399164091337,170,-0.5396089553833008,0.06580358839600506,40
capitalize,pcasub_matched_k0_zero,final_cue,0,zero,12,-0.48783060908317566,0.030316036917942664,170,-0.5418494939804077,0.06603144022490769,40
