icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
5,pre_label_token,0,4096,4096,0.1,0.19795136153697968,True,3400,1190,0.19782809913158417,0.2171173656688017,810.3038940429688,889.312762605042
5,pre_label_token,1,4096,4096,3162277.6601683795,0.19791004061698914,False,3400,1190,0.197362020611763,0.21711821836583756,808.394775390625,889.3162224264706
5,pre_label_token,2,4096,4096,3162277.6601683795,0.1978883445262909,False,3400,1190,0.19735516607761383,0.21723845505914768,808.3667602539062,889.8086987920168
5,pre_label_token,3,4096,4096,3162277.6601683795,0.19789427518844604,False,3400,1190,0.19736172258853912,0.21717690379679705,808.3937377929688,889.5566176470588
5,pre_label_token,4,4096,4096,3162277.6601683795,0.19791118800640106,False,3400,1190,0.19735749065876007,0.21708887885598577,808.376220703125,889.1960871848739
5,pre_label_token,5,4096,4096,10000000.0,0.19794319570064545,False,3400,1190,0.1976601481437683,0.21708546165658646,809.6160888671875,889.1820575105043
5,pre_label_token,6,4096,4096,10000000.0,0.19794131815433502,False,3400,1190,0.1976584792137146,0.21701256567690552,809.6092529296875,888.8834887079832
5,pre_label_token,7,4096,4096,10000000.0,0.19794198870658875,False,3400,1190,0.1976587176322937,0.2169548098780528,809.6100463867188,888.6469209558824
5,pre_label_token,8,4096,4096,10000000.0,0.19794192910194397,False,3400,1190,0.19765938818454742,0.21694815178879168,809.6128540039062,888.6196297268907
5,pre_label_token,9,4096,4096,10000000.0,0.19794496893882751,False,3400,1190,0.19766353070735931,0.21686188192928538,809.6298217773438,888.2662880777311
5,pre_label_token,10,4096,4096,10000000.0,0.19794687628746033,False,3400,1190,0.19766627252101898,0.21684118158677046,809.6410522460938,888.1814666491597
5,pre_label_token,11,4096,4096,10000000.0,0.19794486463069916,False,3400,1190,0.19766411185264587,0.2167962707391306,809.6322631835938,887.997524947479
5,pre_label_token,12,4096,4096,10000000.0,0.1979445219039917,False,3400,1190,0.19766263663768768,0.21678569537250936,809.6261596679688,887.9542016806722
5,pre_label_token,13,4096,4096,10000000.0,0.19794651865959167,False,3400,1190,0.1976643055677414,0.21680813316537553,809.6329956054688,888.0461397058823
5,pre_label_token,14,4096,4096,10000000.0,0.19794785976409912,False,3400,1190,0.19766435027122498,0.21686272661225134,809.6331787109375,888.2697085084034
5,pre_label_token,15,4096,4096,10000000.0,0.19795040786266327,False,3400,1190,0.19766582548618317,0.2168854176497259,809.6392211914062,888.3626772584033
5,pre_label_token,16,4096,4096,31622776.60168379,0.197951078414917,False,3400,1190,0.19777479767799377,0.2170474765681419,810.0855712890625,889.0264837184874
5,pre_label_token,17,4096,4096,100000000.0,0.19795134663581848,True,3400,1190,0.19781123101711273,0.21710181035915344,810.2347412109375,889.2490086659664
5,pre_label_token,18,4096,4096,100000000.0,0.19795140624046326,True,3400,1190,0.19781123101711273,0.2171063014439174,810.2348022460938,889.2674238445378
5,pre_label_token,19,4096,4096,100000000.0,0.1979515552520752,True,3400,1190,0.19781158864498138,0.2171090246248646,810.2362060546875,889.2785517331932
5,pre_label_token,20,4096,4096,100000000.0,0.19795167446136475,True,3400,1190,0.19781172275543213,0.21711259890003365,810.2368774414062,889.2931919642857
5,pre_label_token,21,4096,4096,100000000.0,0.19795171916484833,True,3400,1190,0.1978118121623993,0.2171144613698751,810.2371826171875,889.3008337710085
5,pre_label_token,22,4096,4096,100000000.0,0.1979518085718155,True,3400,1190,0.19781191647052765,0.21711501113506926,810.2376098632812,889.3030659138656
5,pre_label_token,23,4096,4096,100000000.0,0.19795183837413788,True,3400,1190,0.19781194627285004,0.21711517301928096,810.2377319335938,889.3037421218487
5,pre_label_token,24,4096,4096,100000000.0,0.19795186817646027,True,3400,1190,0.1978120058774948,0.21711571477040523,810.2379150390625,889.3059808298319
5,pre_label_token,25,4096,4096,100000000.0,0.19795192778110504,True,3400,1190,0.19781209528446198,0.21711641680292723,810.2383422851562,889.308862920168
5,pre_label_token,26,4096,4096,100000000.0,0.1979520320892334,True,3400,1190,0.19781219959259033,0.21711782567641313,810.23876953125,889.3146205357143
5,pre_label_token,27,4096,4096,100000000.0,0.19795219600200653,True,3400,1190,0.19781240820884705,0.2171191191472927,810.239501953125,889.319925157563
5,pre_label_token,28,4096,4096,100000000.0,0.19795233011245728,True,3400,1190,0.19781255722045898,0.2171210970197405,810.2401733398438,889.3280396533613
5,first_label_token,0,4096,4096,100000000.0,0.19795219600200653,True,3400,1190,0.1978129893541336,0.21711716050861263,810.2420043945312,889.3118763130252
5,first_label_token,1,4096,4096,100000000.0,0.19795246422290802,True,3400,1190,0.19781357049942017,0.21711739612226727,810.244384765625,889.3128676470589
