icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2,test_r2,test_r2_testmean_baseline,train_r2
1,pre_label_token,0,4096,4096,0.1,0.19794350862503052,True,3400,1190,0.19782809913158417,0.2171173656688017,810.3038940429688,889.3127494747899,8.478048341142852e-08,-0.1416727984516628,0.0
1,pre_label_token,1,4096,4096,3162277.6601683795,0.19793173670768738,False,3400,1190,0.1974259465932846,0.21630161189231553,808.6565551757812,885.9714088760504,0.0037572863512252974,-0.1373833032563816,0.002032838307929552
1,pre_label_token,2,4096,4096,3162277.6601683795,0.1979314535856247,False,3400,1190,0.19744911789894104,0.21614081759412748,808.7515869140625,885.3127888655462,0.004497873287053866,-0.13653779522517473,0.001915709822349565
1,pre_label_token,3,4096,4096,10000000.0,0.1979372501373291,False,3400,1190,0.19768694043159485,0.21669873309736493,809.7257080078125,887.5980304621849,0.001928224128781686,-0.13947149401945858,0.0007135422147256376
1,pre_label_token,4,4096,4096,10000000.0,0.19793881475925446,False,3400,1190,0.1976819485425949,0.2167754646108932,809.705322265625,887.9123030462185,0.0015748138578595139,-0.13987497294667128,0.000738775682680215
1,pre_label_token,5,4096,4096,3162277.6601683795,0.19792743027210236,False,3400,1190,0.19739702343940735,0.21622856364530676,808.5382080078125,885.6721901260504,0.004093732220447621,-0.13699919212677392,0.0021790417744957935
1,pre_label_token,6,4096,4096,3162277.6601683795,0.19793380796909332,False,3400,1190,0.19741059839725494,0.2162421490965771,808.5938720703125,885.7278492647059,0.0040311603019062,-0.13707062879017595,0.002110421806416518
1,pre_label_token,7,4096,4096,10000000.0,0.19793565571308136,False,3400,1190,0.19767796993255615,0.2167369329628824,809.68896484375,887.7544774159663,0.0017522830557993307,-0.13967236117364257,0.0007588871332588898
1,pre_label_token,8,4096,4096,10000000.0,0.1979362517595291,False,3400,1190,0.19767820835113525,0.2167369842529297,809.68994140625,887.7547334558824,0.0017520468239218268,-0.13967263087317439,0.0007576819526998735
1,pre_label_token,9,4096,4096,10000000.0,0.19793535768985748,False,3400,1190,0.1976768970489502,0.21672335552568195,809.6845092773438,887.6989036239496,0.001814818063109902,-0.13960096665079225,0.0007643104457744077
1,pre_label_token,10,4096,4096,10000000.0,0.1979355365037918,False,3400,1190,0.19767604768276215,0.21674683835326122,809.6810913085938,887.7950170693277,0.0017066607744653517,-0.13972444689566088,0.0007686039015160073
1,pre_label_token,11,4096,4096,3162277.6601683795,0.197934091091156,False,3400,1190,0.1974005401134491,0.21626487379314518,808.5526123046875,885.8209296218488,0.003926494815700288,-0.13719012253884477,0.0021612653612502752
1,pre_label_token,12,4096,4096,3162277.6601683795,0.19793114066123962,False,3400,1190,0.19739775359630585,0.21626994028812696,808.5411987304688,885.841675420168,0.0039031595355552007,-0.13721676379568915,0.0021753509090337575
1,pre_label_token,13,4096,4096,3162277.6601683795,0.19793343544006348,False,3400,1190,0.1973971128463745,0.21632314890372653,808.5385131835938,886.059637605042,0.003658091109431827,-0.1374965517752742,0.002178589831786204
1,pre_label_token,14,4096,4096,3162277.6601683795,0.197931170463562,False,3400,1190,0.19739165902137756,0.2163444294649012,808.5162353515625,886.1467699579832,0.0035600770270255433,-0.1376084517965097,0.002206158337073827
1,pre_label_token,15,4096,4096,3162277.6601683795,0.1979273110628128,False,3400,1190,0.19738775491714478,0.2163211245496734,808.500244140625,886.0513524159663,0.003667414886345144,-0.137485907071891,0.0022258931687277883
1,pre_label_token,16,4096,4096,3162277.6601683795,0.19792109727859497,False,3400,1190,0.19738230109214783,0.2163074220929827,808.4778442382812,885.9952665441176,0.003730525708857124,-0.13741385515643256,0.002253461674015411
1,pre_label_token,17,4096,4096,3162277.6601683795,0.197917640209198,False,3400,1190,0.1973748654127121,0.21633994318857913,808.4474487304688,886.1284138655462,0.0035807399340569424,-0.137584861515615,0.002291048242699878
1,pre_label_token,18,4096,4096,3162277.6601683795,0.19791686534881592,False,3400,1190,0.19737306237220764,0.21634413614994338,808.4400634765625,886.1456013655462,0.0035614279780746827,-0.13760690945231402,0.002300162420677432
1,pre_label_token,19,4096,4096,3162277.6601683795,0.1979123055934906,False,3400,1190,0.19736340641975403,0.21637894766671317,808.4005126953125,886.288163077731,0.0034010929734967776,-0.13778995958119933,0.0023489722333178698
1,pre_label_token,20,4096,4096,3162277.6601683795,0.1979137808084488,False,3400,1190,0.19735440611839294,0.21642943951262145,808.3636474609375,886.4950039390757,0.003168537454632525,-0.13805546191372575,0.002394467799420874
1,pre_label_token,21,4096,4096,3162277.6601683795,0.1979149430990219,False,3400,1190,0.1973523646593094,0.21641630445207868,808.3552856445312,886.441137079832,0.00322903496200011,-0.13798639354933462,0.0024047871579575553
1,pre_label_token,22,4096,4096,3162277.6601683795,0.19791917502880096,False,3400,1190,0.19735249876976013,0.2164387518618287,808.3558349609375,886.5331276260504,0.003125646604381749,-0.13810442923491117,0.0024041092438931155
1,pre_label_token,23,4096,4096,3162277.6601683795,0.1979197859764099,False,3400,1190,0.1973506212234497,0.2164550140124409,808.34814453125,886.599730829832,0.0030507463347354546,-0.1381899408426126,0.002413600040795383
1,pre_label_token,24,4096,4096,3162277.6601683795,0.19792208075523376,False,3400,1190,0.19735027849674225,0.21647387432451007,808.3467407226562,886.6769695378151,0.0029638794440467464,-0.13828911441720604,0.0024153324878489757
1,pre_label_token,25,4096,4096,3162277.6601683795,0.19792380928993225,False,3400,1190,0.1973526030778885,0.21647819551099248,808.3562622070312,886.6947019432773,0.0029439769083708933,-0.13831183660273383,0.002403581977398539
1,pre_label_token,26,4096,4096,3162277.6601683795,0.19792413711547852,False,3400,1190,0.1973528265953064,0.21646886072238955,808.357177734375,886.6564535189076,0.0029869711100680707,-0.13826275128800347,0.0024024521206243987
1,pre_label_token,27,4096,4096,3162277.6601683795,0.19792410731315613,False,3400,1190,0.1973516345024109,0.2164688911758551,808.352294921875,886.6565716911765,0.002986830847390931,-0.13826291142210012,0.0024084780234194803
1,pre_label_token,28,4096,4096,3162277.6601683795,0.19792504608631134,False,3400,1190,0.19735346734523773,0.21645035623502332,808.3598022460938,886.5806591386555,0.0030721991421068795,-0.13816544875390968,0.0023992131978720632
1,first_label_token,0,4096,4096,100000000.0,0.19794370234012604,True,3400,1190,0.1978125274181366,0.2171131005808085,810.2400512695312,889.2952862394958,1.972893754320637e-05,-0.1416503712499977,7.871335526110634e-05
1,first_label_token,1,4096,4096,31622776.60168379,0.19794346392154694,False,3400,1190,0.1977798491716385,0.21709349656305393,810.106201171875,889.2149619222689,0.0001100211904550008,-0.14154728703219788,0.00024389841563199344
1,first_label_token,2,4096,4096,100000000.0,0.1979435682296753,True,3400,1190,0.1978127807378769,0.21710815109124704,810.2411499023438,889.2749868697479,4.252531371784496e-05,-0.1416243452452095,7.743285091710295e-05
1,first_label_token,3,4096,4096,100000000.0,0.19794364273548126,True,3400,1190,0.19781281054019928,0.21710830976983078,810.2412719726562,889.2756368172269,4.179447134688985e-05,-0.14162517962813492,7.728220334723979e-05
1,first_label_token,4,4096,4096,100000000.0,0.19794371724128723,True,3400,1190,0.19781287014484406,0.2171069185272986,810.241455078125,889.2699711134454,4.82022610229782e-05,-0.14161786402834342,7.698090820751347e-05
1,first_label_token,5,4096,4096,100000000.0,0.19794364273548126,True,3400,1190,0.19781284034252167,0.21710720863662847,810.2412719726562,889.2711265756302,4.686607446613422e-05,-0.14161938951631847,7.713155577737663e-05
1,first_label_token,6,4096,4096,10000000.0,0.19794318079948425,False,3400,1190,0.19767753779888153,0.21701333663042854,809.6871948242188,888.8866465336134,0.0004792220859359819,-0.1411257803769277,0.0007610715230220721
1,first_label_token,7,4096,4096,3162277.6601683795,0.19793716073036194,False,3400,1190,0.1973639875650406,0.21680301057190454,808.4028930664062,888.0251116071429,0.0014479425751726671,-0.14001981845129952,0.0023460346057052606
1,first_label_token,8,4096,4096,3162277.6601683795,0.19793520867824554,False,3400,1190,0.19736416637897491,0.2167807747335995,808.4036254882812,887.9340139180672,0.0015503564762965327,-0.13990289527629018,0.0023451307202859706
1,first_label_token,9,4096,4096,1000000.0,0.19792583584785461,False,3400,1190,0.1965111494064331,0.2162131269438928,804.90966796875,885.6089613970588,0.0041648306333160745,-0.1369180209959071,0.0066570407891100025
1,first_label_token,10,4096,4096,1000000.0,0.19793151319026947,False,3400,1190,0.19651611149311066,0.2163850495795242,804.9299926757812,886.3131630777311,0.0033729887623255017,-0.13782204539733556,0.006631957968725399
1,first_label_token,11,4096,4096,1000000.0,0.19791698455810547,False,3400,1190,0.19649875164031982,0.21630695086567342,804.85888671875,885.9932707457983,0.0037326960892312133,-0.13741137729198694,0.0067197101781791835
1,first_label_token,12,4096,4096,1000000.0,0.19792217016220093,False,3400,1190,0.1964913010597229,0.216435926100787,804.828369140625,886.5215533088235,0.003138661504380358,-0.1380895704763483,0.006757372070648637
1,first_label_token,13,4096,4096,1000000.0,0.1979108601808548,False,3400,1190,0.19648103415966034,0.21648728987749885,804.7863159179688,886.7319196428572,0.0029020900435992036,-0.1383596577009103,0.006809270158471437
1,first_label_token,14,4096,4096,1000000.0,0.1979231983423233,False,3400,1190,0.19648799300193787,0.2165013257194968,804.8147583007812,886.789449842437,0.002837443713883836,-0.13843346266332324,0.0067740939509050024
1,first_label_token,15,4096,4096,1000000.0,0.19793207943439484,False,3400,1190,0.1964866667985916,0.21646147495558282,804.8093872070312,886.6261882878151,0.003020988500421984,-0.13822391455546956,0.006780797767764524
1,first_label_token,16,4096,4096,3162277.6601683795,0.19793643057346344,False,3400,1190,0.19735810160636902,0.21686791171546743,808.3787841796875,888.2909532563025,0.0011490206632351896,-0.14036108949595283,0.002375787500756066
1,first_label_token,17,4096,4096,3162277.6601683795,0.1979386806488037,False,3400,1190,0.19736000895500183,0.21688188023927832,808.3865966796875,888.3481683298319,0.001084684387859025,-0.14043454047773074,0.0023661460562839354
1,first_label_token,18,4096,4096,3162277.6601683795,0.19794049859046936,False,3400,1190,0.19736045598983765,0.21688934294115594,808.3883666992188,888.3787289915966,0.0010503126496890225,-0.14047378175956182,0.002363886342735766
1,first_label_token,19,4096,4096,10000000.0,0.197942316532135,False,3400,1190,0.19767360389232635,0.21703719772210642,809.6710205078125,888.9843946953781,0.00036932258719524214,-0.1412512496558409,0.0007809570022458967
1,first_label_token,20,4096,4096,10000000.0,0.19794239103794098,False,3400,1190,0.19767358899116516,0.21704505952466435,809.6710815429688,889.0165703781513,0.0003331126697287967,-0.1412925895371513,0.0007810323260308838
1,first_label_token,21,4096,4096,10000000.0,0.19794246554374695,False,3400,1190,0.19767329096794128,0.21704178337289506,809.6697998046875,889.0031578256303,0.00034820198090124155,-0.14127536247957773,0.0007825388017296264
1,first_label_token,22,4096,4096,10000000.0,0.19794294238090515,False,3400,1190,0.19767387211322784,0.21705173043643727,809.6721801757812,889.0439009978992,0.00030238776116686683,-0.14132766733246527,0.0007796011741170172
1,first_label_token,23,4096,4096,10000000.0,0.19794249534606934,False,3400,1190,0.19767336547374725,0.21705712550828438,809.6701049804688,889.0659992121849,0.0002775391205568356,-0.14135603635193328,0.000782162182804913
1,first_label_token,24,4096,4096,3162277.6601683795,0.1979415863752365,False,3400,1190,0.19735687971115112,0.21695826875061547,808.3737182617188,888.6610819327731,0.0007328539176172377,-0.14083621578932637,0.0023819640511210105
1,first_label_token,25,4096,4096,3162277.6601683795,0.197941854596138,False,3400,1190,0.1973576694726944,0.21695879767922793,808.376953125,888.6632352941176,0.0007304177763809427,-0.14083899706574488,0.002377971890519248
1,first_label_token,26,4096,4096,3162277.6601683795,0.19794216752052307,False,3400,1190,0.19735856354236603,0.21695193122414982,808.3806762695312,888.6350774684873,0.0007620433189755582,-0.14080289104096733,0.0023734524634229093
1,first_label_token,27,4096,4096,3162277.6601683795,0.19793979823589325,False,3400,1190,0.1973572075366974,0.21693998545157808,808.3751220703125,888.5861475840336,0.0008170631996846645,-0.14074007633446217,0.0023803069278524047
1,first_label_token,28,4096,4096,3162277.6601683795,0.19794045388698578,False,3400,1190,0.19735899567604065,0.21692313506823627,808.3824462890625,888.5171875,0.0008946727536754961,-0.14065147161025893,0.002371268073659727
1,last_label_token,0,4096,4096,100000000.0,0.19794386625289917,True,3400,1190,0.19781284034252167,0.21711121567157135,810.241455078125,889.2875,2.8410459039784897e-05,-0.14164045979221562,7.713155577737663e-05
1,last_label_token,1,4096,4096,100000000.0,0.19794374704360962,True,3400,1190,0.1978129893541336,0.21710855820599725,810.2421264648438,889.2766609768908,4.065022319044154e-05,-0.14162648598524075,7.63783179279498e-05
1,last_label_token,2,4096,4096,3162277.6601683795,0.19794298708438873,False,3400,1190,0.19736337661743164,0.2168112778863987,808.400390625,888.058981092437,0.001409864949424966,-0.1400632906445307,0.002349122880887733
1,last_label_token,3,4096,4096,3162277.6601683795,0.19794020056724548,False,3400,1190,0.1973583698272705,0.21679089490105125,808.3798828125,887.9755120798319,0.0015037449739757625,-0.13995611036509636,0.0023744316726271864
