icl_example_index,token_role,layer,k_act,k_fv,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,pca_train_mse,pca_test_mse,fv_recon_floor_test_mse,train_mean_squared_l2,test_mean_squared_l2
5,pre_label_token,0,16,16,16,16,0.01,55.73133850097656,True,3400,1190,0.19782810098984663,0.21711736246317376,50.29753934972427,30.189668953518908,0.09918887168169022,810.3039039522059,889.312762605042
5,pre_label_token,1,16,16,16,16,1000.0,45.68846893310547,False,3400,1190,0.06249961067648495,0.19840528824750114,15.653468197093291,25.39938831489627,0.09918887168169022,255.99840303308824,812.6680344012605
5,pre_label_token,2,16,16,16,16,1000.0,45.000118255615234,False,3400,1190,0.0684545270134421,0.19742137203697396,17.177926707548252,25.147504431460085,0.09918887168169022,280.38974494485296,808.6379529936975
5,pre_label_token,3,16,16,16,16,1000.0,44.50442886352539,False,3400,1190,0.06285758144715253,0.1945912609581186,15.745108283547793,24.42299445657169,0.09918887168169022,257.46465130974264,797.0458114495798
5,pre_label_token,4,16,16,16,16,316.22776601683796,38.298797607421875,False,3400,1190,0.033811728814068964,0.18686901060473018,8.309382180606617,22.446106264771533,0.09918887168169022,138.49283835018383,765.415487132353
5,pre_label_token,5,16,16,16,16,316.22776601683796,35.67313003540039,False,3400,1190,0.025345164993230033,0.16918909249185515,6.141944364659927,17.920051741399686,0.09918887168169022,103.81379566865809,692.9985294117647
5,pre_label_token,6,16,16,16,16,100.0,34.42142105102539,False,3400,1190,0.021287943808471457,0.16454459118242024,5.1033008710075825,16.731061868106618,0.09918887168169022,87.19541776769302,673.9746750262605
5,pre_label_token,7,16,16,16,16,100.0,34.403133392333984,False,3400,1190,0.01824031915734796,0.15686484985992688,4.323109974580652,14.765046653426996,0.09918887168169022,74.71234769933363,642.5184151785714
5,pre_label_token,8,16,16,16,16,100.0,33.6834716796875,False,3400,1190,0.017557592637398662,0.1522239532791266,4.148332497091855,13.576976308101365,0.09918887168169022,71.91589850930606,623.5093290441176
5,pre_label_token,9,16,16,16,16,100.0,33.572113037109375,False,3400,1190,0.014332734714536105,0.1310501916067941,3.322768586102654,8.156495576746323,0.09918887168169022,58.706880672679226,536.7815651260504
