icl_example_index,token_role,layer,test_mse,test_mse_seed0,test_mse_seed1,test_mse_seed2,test_r2,test_r2_seed0,test_r2_seed1,test_r2_seed2,test_r2_testmean_baseline,test_r2_testmean_baseline_seed0,test_r2_testmean_baseline_seed1,test_r2_testmean_baseline_seed2,train_mse,train_mse_seed0,train_mse_seed1,train_mse_seed2,train_r2,train_r2_seed0,train_r2_seed1,train_r2_seed2
1,pre_label_token,0,0.2171173635317164,0.21711736246317376,0.2171173656688017,0.21711736246317376,9.462347827504658e-08,9.954497570685561e-08,8.478048341142852e-08,9.954497570685561e-08,-0.1416727872141824,-0.14167278159544217,-0.1416727984516628,-0.14167278159544217,0.19782808919747671,0.19782809913158417,0.19782806932926178,0.19782809913158417,5.021585662105347e-08,0.0,1.506475698631604e-07,0.0
1,pre_label_token,1,0.2177280960296716,0.21785998304351037,0.21732481307342272,0.2179994919720818,-0.0028128192321027847,-0.0034202648974968053,-0.000955377194630902,-0.004062815604180647,-0.14488421471975346,-0.1455777189712668,-0.1427636234910865,-0.1463113016969071,0.19515745341777802,0.19437193870544434,0.1967453509569168,0.1943550705909729,0.013499830031879267,0.01747052335493038,0.005473176861226281,0.017555789879481143
1,pre_label_token,2,0.21832816019779497,0.21741107652167313,0.2174030239842519,0.2201703800874598,-0.005576596857172822,-0.0013526896835294178,-0.0013156012787685079,-0.01406149960922054,-0.14803954472277572,-0.14321722439060358,-0.14317488156416025,-0.15772652821356337,0.19312327106793722,0.19653922319412231,0.1964392066001892,0.18639138340950012,0.023782405453522355,0.00651513077828525,0.007020704022794755,0.05781138155948706
1,pre_label_token,3,0.2179199159980154,0.21804975301277738,0.21745625503924715,0.21825373994202174,-0.0036963043070543655,-0.0042943080795962985,-0.0015607730563382827,-0.0052338317852285154,-0.14589286568317772,-0.146575590381542,-0.14345478753729024,-0.14764821913070092,0.19464227557182312,0.19377939403057098,0.19643057882785797,0.1937168538570404,0.016103999248569905,0.02046577366302349,0.007064316494274414,0.020781907588411808
1,pre_label_token,4,0.21836462902421713,0.21792574169255105,0.21738082661348232,0.21978731876661797,-0.0057445651042911106,-0.003723136311135633,-0.0012133645515528535,-0.012297194450184845,-0.14823130951777216,-0.14592349905496227,-0.14305816066379973,-0.15571226883455447,0.19278007249037424,0.1942215859889984,0.196586474776268,0.18753215670585632,0.025517237760305494,0.018230540344963297,0.006276279056244172,0.05204489387970901
1,pre_label_token,5,0.21853100004650297,0.21889829715760817,0.21731458551743452,0.21938011746446626,-0.006510837335295561,-0.00820253564249529,-0.0009082710818166806,-0.010421705281574711,-0.14910614175428752,-0.1510375078585462,-0.1427098437188863,-0.1535710736854301,0.1911633958419164,0.1886609047651291,0.19670474529266357,0.18812453746795654,0.03368936626760377,0.04633919249437657,0.0056784341751845435,0.0490504721332502
1,pre_label_token,6,0.21907003119546156,0.21768714359828403,0.21725782666887555,0.22226512331922516,-0.008993508869186298,-0.0026242003816967507,-0.0006468509804256062,-0.02370947524543654,-0.15194054055232256,-0.14466887369071313,-0.14241138747485627,-0.16874136049139832,0.18786306182543436,0.1944390833377838,0.19667038321495056,0.17247971892356873,0.050372203695500405,0.017131114379996037,0.005852130823253532,0.12813336588325164
1,pre_label_token,7,0.21898569913805366,0.21765720784163275,0.21724013641100973,0.22205975316151852,-0.008605091986923533,-0.0024863221699698013,-0.0005653731294414932,-0.022763580661359306,-0.15149709552578824,-0.1445114618735397,-0.14231836642082496,-0.16766145828300005,0.1878454883893331,0.19443893432617188,0.19670337438583374,0.17239415645599365,0.05046103554587156,0.017131867617845353,0.005685363963398915,0.1285658750563704
1,pre_label_token,8,0.2189507567248091,0.21764132235230518,0.21725001295073693,0.22196093487138507,-0.008444154098908271,-0.002413156728173549,-0.0006108625303442583,-0.022308443038207004,-0.15131335710122343,-0.14442793087177241,-0.1423703004368564,-0.1671418399950415,0.1878353257973989,0.1944834440946579,0.19671815633773804,0.17230437695980072,0.05051240636719989,0.01690687547223302,0.005610642768739682,0.12901970086062697
1,pre_label_token,9,0.218990233498795,0.21764881550764836,0.21723779630260306,0.22208408868613363,-0.008625976361339882,-0.002447668729020691,-0.0005545950500323027,-0.022875665304966653,-0.15152093864999347,-0.14446733228770015,-0.14230606137970092,-0.16778942228257931,0.1881646066904068,0.19460555911064148,0.19678249955177307,0.17310576140880585,0.04884792647554966,0.016289597054659266,0.005285394665373699,0.12496878770661601
1,pre_label_token,10,0.2189922113712428,0.21762499608913388,0.21723015248274602,0.22212148554184857,-0.008635086053114286,-0.002337961168680236,-0.0005193891180450549,-0.023047907872617568,-0.1515313389381764,-0.14434208213965638,-0.14226586772139926,-0.16798606695347362,0.18811781207720438,0.19474433362483978,0.19680266082286835,0.17280644178390503,0.04908446826818591,0.015588106645523792,0.005183481584351446,0.1264818165746825
1,pre_label_token,11,0.22094634454123444,0.21727761340742352,0.21722870995016658,0.2283327102661133,-0.017635439379527496,-0.0007379848094009045,-0.0005127450964914626,-0.05165558823269012,-0.16180679837855472,-0.14251543249723708,-0.14225828242207617,-0.2006466802163509,0.18063053985436758,0.1968599110841751,0.1968127340078354,0.14821897447109222,0.08693183300405542,0.004894087602616448,0.005132562705732813,0.250768848703817
1,pre_label_token,12,0.22093630772010953,0.21727565957718536,0.2172290529523577,0.22830421063078551,-0.017589211754007666,-0.0007289858513190861,-0.0005143248971721803,-0.05152432451353173,-0.16175402155148721,-0.14250515863070956,-0.14226008603769302,-0.20049681998605906,0.18062076965967813,0.19687412679195404,0.1967945098876953,0.14819367229938507,0.08698122029904694,0.004822228711784726,0.005224683694712962,0.25089674849064314
1,pre_label_token,13,0.22080581141453162,0.2172629380426487,0.21722271702870602,0.2279317791722402,-0.01698817141754098,-0.0006703929634634953,-0.0004851428780601186,-0.049808978411099325,-0.16106783009039524,-0.14243826471879095,-0.1422267697174442,-0.19853845583495056,0.18050908545653024,0.19690892100334167,0.19680914282798767,0.1478091925382614,0.08754577206716359,0.0046463476739525555,0.005150715737903044,0.2528402527896352
1,pre_label_token,14,0.22066574417242482,0.21725247166737788,0.2172151068679425,0.2275296539819541,-0.016343049228441098,-0.0006221868959699339,-0.00045009197324219485,-0.047956868816111164,-0.16033131157297995,-0.14238322915814705,-0.14218675304946005,-0.1964239525113327,0.18077571193377176,0.19695016741752625,0.19685067236423492,0.14852629601955414,0.08619800358325287,0.0044378514372418465,0.004940788349278469,0.24921537096323831
1,pre_label_token,15,0.2206204657461129,0.2172546050127815,0.2172073604679909,0.2273994317575663,-0.016134505695620877,-0.0006320126656229608,-0.00041441357750016117,-0.04735709084373951,-0.1600932230740809,-0.14239444697303494,-0.14214601999209542,-0.19573920225711228,0.1809619963169098,0.19697555899620056,0.1968580037355423,0.1490524262189865,0.08525635583980407,0.004309499707705999,0.004903729047088579,0.24655583876461762
1,pre_label_token,16,0.22058807982116188,0.21725724805302982,0.21720197501302768,0.22730501639742812,-0.015985342490247634,-0.0006441859895580659,-0.0003896092303670162,-0.04692223225081782,-0.1599229274855387,-0.14240834492701682,-0.14211770154128955,-0.19524273598830977,0.18086321651935577,0.1969742327928543,0.1968551129102707,0.14876030385494232,0.08575567721016371,0.004316203524565632,0.0049183418613667484,0.24803248624455876
1,pre_label_token,17,0.22055450567678245,0.21725216072146633,0.21720126015799388,0.2272100961508871,-0.015830706579713416,-0.0006207547402128366,-0.000386316748575144,-0.04648504825035227,-0.15974638385785042,-0.1423815941047375,-0.1421139426040694,-0.19474361486474434,0.1810553918282191,0.197005495429039,0.19689048826694489,0.1492701917886734,0.08478425146373574,0.004158174223763966,0.0047395231959218576,0.24545505697152137
1,pre_label_token,18,0.22059862473431754,0.21724985266933922,0.21719898736777427,0.22734703416583918,-0.016033910287803693,-0.0006101243057272665,-0.00037584872350526766,-0.04711575783417854,-0.1599783760235899,-0.14236945762582054,-0.14210199154358039,-0.19546367890136884,0.1811008503039678,0.19701291620731354,0.1968967318534851,0.14939290285110474,0.08455446370381565,0.004120662978864376,0.004707962530032583,0.24483476560255002
1,pre_label_token,19,0.22043902560108516,0.21723914907759978,0.21719123135093882,0.22688669637471687,-0.015298828046869625,-0.0005608256658002908,-0.0003401260342859036,-0.04499553244052268,-0.159139152553341,-0.14231317470484384,-0.1420612079175536,-0.19304307503762552,0.18144906560579935,0.1970502734184265,0.19693954288959503,0.15035738050937653,0.08279427238943642,0.003931826250022641,0.004491557295903226,0.23995943362238337
1,pre_label_token,20,0.21999955003668947,0.2172253632745823,0.2171840972259265,0.22558918960955965,-0.013274689969369499,-0.0004973309664875192,-0.0003072676565807342,-0.03901947128504024,-0.15682824897402936,-0.1422406845276467,-0.14202369439834595,-0.18622036799609543,0.18180346488952637,0.1971239447593689,0.1970212459564209,0.1512652039527893,0.08100282170430761,0.003559425457285048,0.00407855698308357,0.23537048267255423
1,pre_label_token,21,0.21992671603248234,0.21721660549901112,0.217183361534311,0.22538018106412486,-0.012939230860385361,-0.0004569943734116233,-0.0003038792055887196,-0.03805681900215574,-0.15644526440183962,-0.1421946333326456,-0.1420198258956913,-0.185121333977182,0.1817199488480886,0.1971307247877121,0.19704215228557587,0.15098696947097778,0.08142498641096152,0.003525153135137904,0.003972877712814404,0.23677692838493225
1,pre_label_token,22,0.2198102790768407,0.21721435675100118,0.21717821329581638,0.22503826718370454,-0.012402945126577839,-0.0004466370820344068,-0.00028016743088876694,-0.036482030866810344,-0.15583300151544596,-0.14218280869381195,-0.14199275480521845,-0.18332344104730747,0.18205766379833221,0.197160005569458,0.19707603752613068,0.15193694829940796,0.07971787325703587,0.0033771418977330825,0.0038015914258634487,0.23197488644751108
