layer,train_accuracy,test_accuracy,train_log_loss,test_log_loss
0,1.0,0.5117328519855595,0.0015617489737792594,0.8205766123428172
1,1.0,0.5424187725631769,0.0016634959212619143,0.8252567272442383
2,1.0,0.5568592057761733,0.001577529406538528,0.7999574224331802
3,1.0,0.5595667870036101,0.0015694508132369574,0.7769620008778286
4,1.0,0.5794223826714802,0.0015770592587644925,0.7457914908060511
5,1.0,0.6389891696750902,0.0015509124359802625,0.6594654805499719
6,1.0,0.7229241877256317,0.00147649253299563,0.5746586298987426
7,1.0,0.7689530685920578,0.0014390913200954128,0.49972426988421065
8,1.0,0.9088447653429603,0.0012665098154232598,0.26710382321552306
9,1.0,0.9259927797833934,0.0011548093995546098,0.22768691070610814
10,1.0,0.924187725631769,0.0011523116637127012,0.22151580400886314
11,1.0,0.9287003610108303,0.0011545023693416072,0.21633543354670318
12,1.0,0.9043321299638989,0.0011733437495460067,0.23923932390295863
13,1.0,0.898014440433213,0.0011540923714049873,0.25892983392819946
14,1.0,0.8790613718411552,0.001154406280984269,0.28441151074840254
15,1.0,0.8637184115523465,0.0011738407784176673,0.31349681556524656
16,1.0,0.8700361010830325,0.0011838210988723535,0.3201221861668499
17,1.0,0.8655234657039711,0.0011986179886272013,0.32904742193404396
18,1.0,0.8546931407942239,0.0012147513816567097,0.33969294189753957
19,1.0,0.8438628158844765,0.0012275966889234561,0.350785490604466
20,1.0,0.8393501805054152,0.0012498246731813354,0.3667393826062989
21,1.0,0.822202166064982,0.0012400285118199913,0.40095651354703965
22,1.0,0.8122743682310469,0.0012603912126208671,0.4128314432366084
23,1.0,0.8077617328519856,0.0012637216109318142,0.41759280684628336
24,1.0,0.8068592057761733,0.0012807871455585765,0.42956991378644904
25,1.0,0.796028880866426,0.0012880210967412843,0.44675820326009724
26,1.0,0.7888086642599278,0.001295238438720085,0.4505481682671243
27,1.0,0.7888086642599278,0.0013108173211959936,0.46362011625892496
28,1.0,0.7824909747292419,0.0013172951583626951,0.46987077679354927
