layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.504893,0.052682,0.002920,0.481218,0.041755,0.002486,0.851349
2,-1.507812,0.478733,-1.454979,0.051746,0.052833,0.511561,0.041641,0.032828,0.621359
3,-1.507812,0.478733,-1.434856,0.051171,0.072956,0.525055,0.041267,0.046323,0.634938
4,-1.507812,0.478733,-0.841422,0.044613,0.666390,0.529711,0.037130,0.050979,0.076499
5,-1.507812,0.478733,-0.858112,0.046688,0.649700,0.594697,0.039543,0.115964,0.178489
6,-1.507812,0.478733,-0.868884,0.049495,0.638928,0.480587,0.040551,0.001854,0.002902
7,-1.507812,0.478733,-0.816643,0.051824,0.691170,0.545139,0.041912,0.066406,0.096078
8,-1.507812,0.478733,-0.752486,0.049683,0.755327,0.479601,0.039981,0.000868,0.001149
9,-1.507812,0.478733,-1.162011,0.055712,0.345802,0.465593,0.041133,-0.013139,-0.037996
10,-1.507812,0.478733,-1.293561,0.054845,0.214252,0.407947,0.039990,-0.070786,-0.330387
11,-1.507812,0.478733,-1.265546,0.056509,0.242266,0.469894,0.041059,-0.008838,-0.036482
12,-1.507812,0.478733,-1.247751,0.057002,0.260062,0.530895,0.041569,0.052162,0.200577
13,-1.507812,0.478733,-1.527462,0.056221,-0.019650,0.649424,0.044014,0.170691,-8.686747
14,-1.507812,0.478733,-1.569010,0.056283,-0.061198,0.494437,0.044393,0.015704,-0.256609
15,-1.507812,0.478733,-1.516098,0.053787,-0.008286,0.501342,0.042534,0.022609,-2.728571
16,-1.507812,0.478733,-1.517006,0.053637,-0.009193,0.495541,0.042395,0.016809,-1.828325
17,-1.507812,0.478733,-1.557923,0.054748,-0.050110,0.497869,0.043482,0.019137,-0.381890
18,-1.507812,0.478733,-1.534564,0.054357,-0.026752,0.507063,0.043465,0.028330,-1.058997
19,-1.507812,0.478733,-1.532355,0.053639,-0.024542,0.489228,0.042785,0.010496,-0.427652
20,-1.507812,0.478733,-1.525410,0.053533,-0.017598,0.487216,0.042461,0.008483,-0.482062
21,-1.507812,0.478733,-1.513968,0.053125,-0.006155,0.486427,0.042514,0.007694,-1.249999
22,-1.507812,0.478733,-1.524503,0.053704,-0.016690,0.486308,0.042592,0.007576,-0.453900
23,-1.507812,0.478733,-1.511758,0.052947,-0.003946,0.484809,0.041958,0.006076,-1.539998
24,-1.507812,0.478733,-1.518032,0.053149,-0.010219,0.486703,0.042127,0.007970,-0.779922
25,-1.507812,0.478733,-1.513731,0.052991,-0.005919,0.482244,0.041937,0.003512,-0.593332
26,-1.507812,0.478733,-1.514205,0.052848,-0.006392,0.482086,0.042131,0.003354,-0.524690
27,-1.507812,0.478733,-1.507576,0.052743,0.000237,0.479206,0.041864,0.000473,1.999972
28,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
