layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.506313,0.052687,0.001499,0.479680,0.041793,0.000947,0.631575
2,-1.507812,0.478733,-1.486782,0.052420,0.021031,0.496173,0.041845,0.017440,0.829268
3,-1.507812,0.478733,-1.476128,0.052089,0.031684,0.502328,0.041640,0.023595,0.744707
4,-1.507812,0.478733,-0.273595,0.052041,1.234217,0.753433,0.037860,0.274700,0.222570
5,-1.507812,0.478733,-0.426768,0.051821,1.081045,0.810093,0.040907,0.331360,0.306519
6,-1.507812,0.478733,-0.011798,0.058198,1.496015,0.797861,0.040589,0.319129,0.213319
7,-1.507812,0.478733,0.280579,0.059810,1.788392,0.917890,0.042218,0.439157,0.245560
8,-1.507812,0.478733,-0.271544,0.054487,1.236269,0.686750,0.041552,0.208018,0.168262
9,-1.507812,0.478733,-0.664536,0.059899,0.843277,0.667653,0.042312,0.188920,0.224031
10,-1.507812,0.478733,-0.967014,0.058380,0.540799,0.567787,0.041725,0.089055,0.164672
11,-1.507812,0.478733,-1.016138,0.058394,0.491675,0.540088,0.041777,0.061356,0.124789
12,-1.507812,0.478733,-1.022688,0.058780,0.485125,0.576665,0.042009,0.097932,0.201871
13,-1.507812,0.478733,-1.421757,0.055558,0.086056,0.619121,0.044145,0.140388,1.631362
14,-1.507812,0.478733,-1.534328,0.056265,-0.026515,0.531447,0.044130,0.052715,-1.988095
15,-1.507812,0.478733,-1.517519,0.054443,-0.009706,0.519452,0.042966,0.040720,-4.195121
16,-1.507812,0.478733,-1.514796,0.053692,-0.006984,0.500355,0.042503,0.021622,-3.096044
17,-1.507812,0.478733,-1.538826,0.054255,-0.031013,0.498540,0.043023,0.019807,-0.638677
18,-1.507812,0.478733,-1.540404,0.054325,-0.032592,0.503157,0.043147,0.024424,-0.749394
19,-1.507812,0.478733,-1.525923,0.053359,-0.018111,0.485243,0.042365,0.006510,-0.359477
20,-1.507812,0.478733,-1.520991,0.053313,-0.013179,0.484927,0.042301,0.006195,-0.470059
21,-1.507812,0.478733,-1.510890,0.052869,-0.003078,0.482205,0.042143,0.003472,-1.128203
22,-1.507812,0.478733,-1.514086,0.053024,-0.006274,0.481850,0.042040,0.003117,-0.496854
23,-1.507812,0.478733,-1.512271,0.052893,-0.004459,0.481850,0.042012,0.003117,-0.699114
24,-1.507812,0.478733,-1.511837,0.052940,-0.004025,0.482718,0.042038,0.003985,-0.990194
25,-1.507812,0.478733,-1.511166,0.052886,-0.003354,0.480824,0.041926,0.002091,-0.623527
26,-1.507812,0.478733,-1.508049,0.052689,-0.000237,0.479364,0.041918,0.000631,-2.666639
27,-1.507812,0.478733,-1.508089,0.052750,-0.000276,0.478851,0.041839,0.000118,-0.428547
28,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
