layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.508799,0.052713,-0.000986,-1.471315,0.046726,-0.002604,2.640001
2,-1.507812,-1.468711,-1.510062,0.052728,-0.002249,-1.471039,0.046723,-0.002328,1.035088
3,-1.507812,-1.468711,-1.507655,0.052726,0.000158,-1.469815,0.046740,-0.001105,-7.000008
4,-1.507812,-1.468711,-1.501184,0.052771,0.006629,-1.465120,0.046761,0.003591,0.541666
5,-1.507812,-1.468711,-0.763652,0.052686,0.744160,-1.071930,0.047944,0.396780,0.533192
6,-1.507812,-1.468711,-0.836095,0.052864,0.671717,-1.167693,0.049389,0.301018,0.448132
7,-1.507812,-1.468711,-0.477628,0.053682,1.030185,-1.001657,0.051367,0.467053,0.453369
8,-1.507812,-1.468711,-0.422940,0.051751,1.084872,-0.919823,0.049848,0.548887,0.505947
9,-1.507812,-1.468711,2.492819,0.044098,4.000631,-0.357481,0.039236,1.111229,0.277764
10,-1.507812,-1.468711,2.982323,0.044945,4.490136,-0.224195,0.038933,1.244515,0.277167
11,-1.507812,-1.468711,2.858625,0.041336,4.366438,-0.154593,0.036611,1.314118,0.300959
12,-1.507812,-1.468711,3.192748,0.049475,4.700560,-0.016454,0.037666,1.452257,0.308954
13,-1.507812,-1.468711,4.411932,0.061166,5.919744,1.409032,0.039233,2.877742,0.486126
14,-1.507812,-1.468711,4.710898,0.066231,6.218711,2.282513,0.056075,3.751223,0.603216
15,-1.507812,-1.468711,2.128393,0.072229,3.636206,0.505149,0.064261,1.973860,0.542835
16,-1.507812,-1.468711,1.496015,0.074033,3.003827,0.231968,0.061326,1.700679,0.566171
17,-1.507812,-1.468711,0.831676,0.067223,2.339489,0.214351,0.055905,1.683061,0.719414
18,-1.507812,-1.468711,0.265073,0.061334,1.772885,-0.166193,0.057460,1.302517,0.734688
19,-1.507812,-1.468711,-0.298887,0.059888,1.208925,-0.475813,0.057130,0.992898,0.821306
20,-1.507812,-1.468711,-0.654119,0.063206,0.853693,-0.740057,0.059802,0.728654,0.853531
21,-1.507812,-1.468711,-0.861190,0.063928,0.646622,-0.855311,0.060888,0.613400,0.948621
22,-1.507812,-1.468711,-0.979561,0.065448,0.528251,-0.931976,0.061733,0.536735,1.016059
23,-1.507812,-1.468711,-1.100537,0.064435,0.407276,-1.027975,0.061213,0.440735,1.082155
24,-1.507812,-1.468711,-1.217211,0.064127,0.290601,-1.121252,0.059514,0.347459,1.195655
25,-1.507812,-1.468711,-1.277423,0.065598,0.230390,-1.261403,0.063216,0.207307,0.899812
26,-1.507812,-1.468711,-1.385338,0.068006,0.122475,-1.359059,0.064391,0.109651,0.895296
27,-1.507812,-1.468711,-1.500947,0.070224,0.006866,-1.469500,0.066578,-0.000789,-0.114943
28,-1.507812,-1.468711,-1.547368,0.071286,-0.039556,-1.496745,0.066906,-0.028034,0.708728
