layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.505524,0.052674,0.002289,-1.467211,0.046710,0.001499,0.655172
2,-1.507812,-1.468711,-1.492543,0.052569,0.015270,-1.457623,0.046639,0.011087,0.726098
3,-1.507812,-1.468711,-1.488676,0.052507,0.019137,-1.453993,0.046590,0.014717,0.769072
4,-1.507812,-1.468711,1.579940,0.052425,3.087753,-0.145320,0.034452,1.323390,0.428593
5,-1.507812,-1.468711,1.982757,0.053265,3.490570,0.089725,0.035810,1.558436,0.446470
6,-1.507812,-1.468711,1.797348,0.052852,3.305161,0.052794,0.034706,1.521504,0.460342
7,-1.507812,-1.468711,1.877644,0.054465,3.385456,0.097893,0.035401,1.566604,0.462745
8,-1.507812,-1.468711,2.047270,0.060045,3.555082,0.079624,0.039029,1.548335,0.435527
9,-1.507812,-1.468711,1.393663,0.063387,2.901476,-0.180871,0.042072,1.287839,0.443857
10,-1.507812,-1.468711,1.427636,0.066489,2.935448,-0.169744,0.042592,1.298966,0.442510
11,-1.507812,-1.468711,0.941998,0.073636,2.449811,-0.394768,0.042724,1.073943,0.438378
12,-1.507812,-1.468711,0.705058,0.070639,2.212871,-0.480271,0.041847,0.988439,0.446677
13,-1.507812,-1.468711,-0.817866,0.047367,0.689946,-0.965436,0.040496,0.503275,0.729441
14,-1.507812,-1.468711,-1.288589,0.050899,0.219223,-1.285235,0.044828,0.183475,0.836933
15,-1.507812,-1.468711,-1.353930,0.051855,0.153883,-1.336411,0.045744,0.132300,0.859744
16,-1.507812,-1.468711,-1.403449,0.051516,0.104364,-1.372159,0.045565,0.096551,0.925142
17,-1.507812,-1.468711,-1.453007,0.052030,0.054806,-1.420494,0.046117,0.048217,0.879770
18,-1.507812,-1.468711,-1.469736,0.052245,0.038076,-1.436514,0.046328,0.032197,0.845596
19,-1.507812,-1.468711,-1.498658,0.052565,0.009154,-1.460543,0.046603,0.008168,0.892241
20,-1.507812,-1.468711,-1.498974,0.052577,0.008838,-1.460582,0.046597,0.008128,0.919643
21,-1.507812,-1.468711,-1.506313,0.052729,0.001499,-1.467487,0.046713,0.001223,0.815789
22,-1.507812,-1.468711,-1.507063,0.052720,0.000750,-1.468355,0.046725,0.000355,0.473683
23,-1.507812,-1.468711,-1.507891,0.052698,-0.000079,-1.468513,0.046722,0.000197,-2.499985
24,-1.507812,-1.468711,-1.507181,0.052715,0.000631,-1.468395,0.046704,0.000316,0.499998
25,-1.507812,-1.468711,-1.506984,0.052704,0.000829,-1.468079,0.046651,0.000631,0.761903
26,-1.507812,-1.468711,-1.506984,0.052749,0.000829,-1.469026,0.046702,-0.000316,-0.380954
27,-1.507812,-1.468711,-1.507497,0.052715,0.000316,-1.468908,0.046708,-0.000197,-0.625004
28,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
