layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
1,-3.226444,-2.105745,-3.228259,0.057503,-0.001815,-2.106613,0.053782,-0.000868,0.478352
2,-3.226444,-2.105745,-3.222932,0.057119,0.003512,-2.094894,0.053561,0.010851,3.089754
3,-3.226444,-2.105745,-3.236032,0.057476,-0.009588,-2.098485,0.053882,0.007260,-0.757199
4,-3.226444,-2.105745,-1.685606,0.059365,1.540838,-1.329901,0.047276,0.775844,0.503521
5,-3.226444,-2.105745,-1.706795,0.055234,1.519650,-1.266493,0.043885,0.839252,0.552267
6,-3.226444,-2.105745,-1.785827,0.052238,1.440617,-1.254972,0.043973,0.850773,0.590562
7,-3.226444,-2.105745,-1.846512,0.053768,1.379932,-1.352391,0.045251,0.753354,0.545935
8,-3.226444,-2.105745,-2.328164,0.052717,0.898280,-1.568537,0.048345,0.537208,0.598041
9,-3.226444,-2.105745,-2.544586,0.051805,0.681858,-1.673019,0.048408,0.432726,0.634627
10,-3.226444,-2.105745,-2.631944,0.051916,0.594500,-1.703677,0.048585,0.402067,0.676312
11,-3.226444,-2.105745,-2.624842,0.051747,0.601602,-1.710425,0.048602,0.395320,0.657113
12,-3.226444,-2.105745,-2.757339,0.051876,0.469105,-1.793758,0.049182,0.311987,0.665068
13,-3.226444,-2.105745,-2.735677,0.052782,0.490767,-1.752565,0.050127,0.353180,0.719649
14,-3.226444,-2.105745,-3.085306,0.055490,0.141138,-1.994160,0.051475,0.111584,0.790605
15,-3.226444,-2.105745,-3.039970,0.055255,0.186474,-1.969302,0.051396,0.136442,0.731696
16,-3.226444,-2.105745,-3.152580,0.056321,0.073864,-2.059343,0.052605,0.046401,0.628203
17,-3.226444,-2.105745,-3.202336,0.057045,0.024108,-2.089804,0.053219,0.015941,0.661203
18,-3.226444,-2.105745,-3.198587,0.057079,0.027857,-2.087634,0.053249,0.018111,0.650135
19,-3.226444,-2.105745,-3.211924,0.057009,0.014520,-2.095683,0.053276,0.010061,0.692922
20,-3.226444,-2.105745,-3.208767,0.056917,0.017677,-2.094066,0.053229,0.011679,0.660704
21,-3.226444,-2.105745,-3.214725,0.057117,0.011719,-2.097735,0.053437,0.008010,0.683485
22,-3.226444,-2.105745,-3.213897,0.057101,0.012547,-2.096946,0.053456,0.008799,0.701243
23,-3.226444,-2.105745,-3.213621,0.057078,0.012824,-2.097104,0.053380,0.008641,0.673831
24,-3.226444,-2.105745,-3.205611,0.057017,0.020833,-2.091343,0.053322,0.014402,0.691279
25,-3.226444,-2.105745,-3.203007,0.057004,0.023438,-2.089331,0.053326,0.016414,0.700329
26,-3.226444,-2.105745,-3.225379,0.057326,0.001065,-2.105271,0.053663,0.000473,0.444292
27,-3.226444,-2.105745,-3.225576,0.057345,0.000868,-2.105311,0.053623,0.000434,0.499806
28,-3.226444,-2.105745,-3.226444,0.057368,0.000000,-2.105745,0.053662,-0.000000,-0.958333
