layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.510338,0.052703,-0.002525,0.480153,0.041858,0.001420,-0.562497
2,-1.507812,0.478733,-1.511285,0.052726,-0.003472,0.477983,0.041833,-0.000750,0.215911
3,-1.507812,0.478733,-1.508759,0.052781,-0.000947,0.482284,0.041855,0.003551,-3.749993
4,-1.507812,0.478733,-1.494792,0.052768,0.013021,0.485993,0.041896,0.007260,0.557575
5,-1.507812,0.478733,0.231297,0.046985,1.739110,1.060646,0.042166,0.581913,0.334604
6,-1.507812,0.478733,0.228890,0.049030,1.736703,0.997475,0.043241,0.518742,0.298694
7,-1.507812,0.478733,0.915246,0.045315,2.423059,1.176570,0.042221,0.697838,0.287999
8,-1.507812,0.478733,0.446851,0.039898,1.954664,0.702336,0.039103,0.223603,0.114395
9,-1.507812,0.478733,3.747396,0.060192,5.255208,0.660788,0.036376,0.182055,0.034643
10,-1.507812,0.478733,3.835760,0.059576,5.343572,0.842527,0.038849,0.363794,0.068081
11,-1.507812,0.478733,3.164970,0.053792,4.672783,1.103812,0.039920,0.625079,0.133770
12,-1.507812,0.478733,3.191505,0.059187,4.699317,0.430200,0.044672,-0.048532,-0.010328
13,-1.507812,0.478733,3.490096,0.092806,4.997909,2.721749,0.058188,2.243016,0.448791
14,-1.507812,0.478733,3.348485,0.106197,4.856297,3.199396,0.097350,2.720664,0.560234
15,-1.507812,0.478733,0.979719,0.095256,2.487532,1.351523,0.118960,0.872790,0.350866
16,-1.507812,0.478733,0.607856,0.090184,2.115668,0.860361,0.095430,0.381629,0.180382
17,-1.507812,0.478733,0.385752,0.079236,1.893565,0.796342,0.082738,0.317610,0.167731
18,-1.507812,0.478733,0.219539,0.077330,1.727352,0.756747,0.079828,0.278015,0.160948
19,-1.507812,0.478733,-0.053622,0.075112,1.454190,0.718730,0.080938,0.239998,0.165039
20,-1.507812,0.478733,-0.323015,0.080516,1.184797,0.735519,0.085389,0.256787,0.216735
21,-1.507812,0.478733,-0.483842,0.080992,1.023970,0.691998,0.084892,0.213265,0.208273
22,-1.507812,0.478733,-0.593730,0.085711,0.914082,0.710523,0.088195,0.231791,0.253577
23,-1.507812,0.478733,-0.740037,0.085301,0.767775,0.695707,0.088567,0.216974,0.282601
24,-1.507812,0.478733,-0.907177,0.087614,0.600635,0.697345,0.089796,0.218612,0.363968
25,-1.507812,0.478733,-0.920869,0.090239,0.586944,0.713877,0.094032,0.235144,0.400625
26,-1.507812,0.478733,-1.079999,0.093536,0.427813,0.692491,0.096254,0.213759,0.499654
27,-1.507812,0.478733,-1.212279,0.091313,0.295533,0.687441,0.092667,0.208708,0.706208
28,-1.507812,0.478733,-1.330922,0.097279,0.176891,0.701586,0.096663,0.222854,1.259835
