layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
1,-1.507812,-1.468711,-1.506313,0.052687,0.001499,-1.466738,0.046691,0.001973,1.315789
2,-1.507812,-1.468711,-1.486782,0.052420,0.021031,-1.448390,0.046412,0.020320,0.966229
3,-1.507812,-1.468711,-1.476128,0.052089,0.031684,-1.438763,0.046221,0.029948,0.945205
4,-1.507812,-1.468711,-0.273595,0.052041,1.234217,-0.623619,0.037952,0.845092,0.684719
5,-1.507812,-1.468711,-0.426768,0.051821,1.081045,-0.759115,0.040337,0.709596,0.656398
6,-1.507812,-1.468711,-0.011798,0.058198,1.496015,-0.625000,0.040746,0.843711,0.563972
7,-1.507812,-1.468711,0.280579,0.059810,1.788392,-0.495502,0.041325,0.973209,0.544181
8,-1.507812,-1.468711,-0.271544,0.054487,1.236269,-0.683594,0.041301,0.785117,0.635070
9,-1.507812,-1.468711,-0.664536,0.059899,0.843277,-1.021780,0.046005,0.446930,0.529993
10,-1.507812,-1.468711,-0.967014,0.058380,0.540799,-1.153449,0.046541,0.315262,0.582956
11,-1.507812,-1.468711,-1.016138,0.058394,0.491675,-1.201034,0.046999,0.267677,0.544419
12,-1.507812,-1.468711,-1.022688,0.058780,0.485125,-1.234257,0.047252,0.234454,0.483286
13,-1.507812,-1.468711,-1.421757,0.055558,0.086056,-1.438881,0.048791,0.029830,0.346630
14,-1.507812,-1.468711,-1.534328,0.056265,-0.026515,-1.520833,0.049883,-0.052123,1.965774
15,-1.507812,-1.468711,-1.517519,0.054443,-0.009706,-1.483902,0.048274,-0.015191,1.565041
16,-1.507812,-1.468711,-1.514796,0.053692,-0.006984,-1.472183,0.047714,-0.003472,0.497175
17,-1.507812,-1.468711,-1.538826,0.054255,-0.031013,-1.501065,0.048152,-0.032355,1.043257
18,-1.507812,-1.468711,-1.540404,0.054325,-0.032592,-1.500829,0.048187,-0.032118,0.985472
19,-1.507812,-1.468711,-1.525923,0.053359,-0.018111,-1.486861,0.047336,-0.018150,1.002179
20,-1.507812,-1.468711,-1.520991,0.053313,-0.013179,-1.481416,0.047207,-0.012705,0.964072
21,-1.507812,-1.468711,-1.510890,0.052869,-0.003078,-1.472341,0.046783,-0.003630,1.179488
22,-1.507812,-1.468711,-1.514086,0.053024,-0.006274,-1.475300,0.046954,-0.006589,1.050315
23,-1.507812,-1.468711,-1.512271,0.052893,-0.004459,-1.473288,0.046857,-0.004577,1.026549
24,-1.507812,-1.468711,-1.511837,0.052940,-0.004025,-1.472341,0.046926,-0.003630,0.901961
25,-1.507812,-1.468711,-1.511166,0.052886,-0.003354,-1.472617,0.046851,-0.003906,1.164706
26,-1.507812,-1.468711,-1.508049,0.052689,-0.000237,-1.469815,0.046724,-0.001105,4.666672
27,-1.507812,-1.468711,-1.508089,0.052750,-0.000276,-1.469263,0.046718,-0.000552,2.000004
28,-1.507812,-1.468711,-1.507812,0.052718,0.000000,-1.468711,0.046700,-0.000000,nan
