layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.508207,0.052741,-0.000395,0.479088,0.041844,0.000355,-0.899983
2,-1.507812,0.478733,-1.508325,0.052718,-0.000513,0.478259,0.041831,-0.000473,0.923090
3,-1.507812,0.478733,-1.507931,0.052707,-0.000118,0.479877,0.041817,0.001144,-9.666611
4,-1.507812,0.478733,-1.504182,0.052710,0.003630,0.480705,0.041821,0.001973,0.543476
5,-1.507812,0.478733,-1.164931,0.053856,0.342882,0.572601,0.043032,0.093868,0.273763
6,-1.507812,0.478733,-1.187973,0.053625,0.319839,0.548453,0.042921,0.069721,0.217987
7,-1.507812,0.478733,-1.055122,0.054894,0.452691,0.661379,0.043325,0.182647,0.403469
8,-1.507812,0.478733,-0.995936,0.054768,0.511877,0.697798,0.042939,0.219066,0.427966
9,-1.507812,0.478733,0.474866,0.052042,1.982678,0.839607,0.041575,0.360874,0.182014
10,-1.507812,0.478733,0.741398,0.055905,2.249211,0.891177,0.042166,0.412445,0.183373
11,-1.507812,0.478733,0.744871,0.052050,2.252683,0.909841,0.041727,0.431108,0.191375
12,-1.507812,0.478733,1.266848,0.050425,2.774661,0.782789,0.042988,0.304056,0.109583
13,-1.507812,0.478733,3.925268,0.044257,5.433081,2.174795,0.044912,1.696062,0.312173
14,-1.507812,0.478733,4.045691,0.042732,5.553504,2.493845,0.047773,2.015112,0.362854
15,-1.507812,0.478733,2.151436,0.056092,3.659249,1.637468,0.055281,1.158736,0.316659
16,-1.507812,0.478733,1.399700,0.055693,2.907513,1.255642,0.055026,0.776910,0.267208
17,-1.507812,0.478733,0.690301,0.055885,2.198114,1.187421,0.048759,0.708688,0.322408
18,-1.507812,0.478733,-0.030066,0.051052,1.477746,0.924795,0.045915,0.446062,0.301853
19,-1.507812,0.478733,-0.672072,0.052092,0.835740,0.711963,0.045575,0.233231,0.279071
20,-1.507812,0.478733,-0.946378,0.053568,0.561435,0.657118,0.047817,0.178385,0.317731
21,-1.507812,0.478733,-1.128946,0.055302,0.378867,0.607165,0.048634,0.128433,0.338992
22,-1.507812,0.478733,-1.215080,0.055532,0.292732,0.594697,0.048155,0.115964,0.396145
23,-1.507812,0.478733,-1.289181,0.055501,0.218632,0.575284,0.048119,0.096551,0.441617
24,-1.507812,0.478733,-1.326862,0.054536,0.180950,0.565578,0.047554,0.086845,0.479939
25,-1.507812,0.478733,-1.437421,0.056780,0.070391,0.576823,0.048656,0.098090,1.393498
26,-1.507812,0.478733,-1.472735,0.057430,0.035077,0.566564,0.049064,0.087831,2.503937
27,-1.507812,0.478733,-1.537484,0.058831,-0.029672,0.570589,0.050040,0.091856,-3.095744
28,-1.507812,0.478733,-1.558436,0.059209,-0.050623,0.561277,0.050440,0.082544,-1.630553
