layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
1,-1.507812,0.478733,-1.506944,0.052690,0.000868,0.479285,0.041820,0.000552,0.636356
2,-1.507812,0.478733,-1.498067,0.052655,0.009746,0.488045,0.041835,0.009312,0.955465
3,-1.507812,0.478733,-1.492700,0.052429,0.015112,0.489978,0.041720,0.011245,0.744125
4,-1.507812,0.478733,0.120936,0.056735,1.628748,0.943774,0.040078,0.465041,0.285520
5,-1.507812,0.478733,0.435369,0.059217,1.943182,1.082663,0.041748,0.603930,0.310794
6,-1.507812,0.478733,0.562816,0.062587,2.070628,1.058120,0.042218,0.579388,0.279812
7,-1.507812,0.478733,0.712358,0.062173,2.220170,1.101010,0.043380,0.622277,0.280284
8,-1.507812,0.478733,0.607323,0.062334,2.115136,1.035354,0.043454,0.556621,0.263161
9,-1.507812,0.478733,0.447088,0.069638,1.954901,1.078677,0.044548,0.599945,0.306893
10,-1.507812,0.478733,0.282592,0.069213,1.790404,1.019689,0.044191,0.540956,0.302142
11,-1.507812,0.478733,0.009036,0.068016,1.516848,0.913826,0.044017,0.435093,0.286840
12,-1.507812,0.478733,-0.063526,0.068758,1.444287,0.903330,0.044404,0.424598,0.293984
13,-1.507812,0.478733,-1.369081,0.055977,0.138731,0.631471,0.044629,0.152738,1.100967
14,-1.507812,0.478733,-1.534604,0.056325,-0.026791,0.541548,0.043909,0.062816,-2.344624
15,-1.507812,0.478733,-1.529001,0.055101,-0.021188,0.535275,0.043369,0.056542,-2.668529
16,-1.507812,0.478733,-1.520636,0.053945,-0.012824,0.502170,0.042546,0.023437,-1.827692
17,-1.507812,0.478733,-1.528567,0.054001,-0.020754,0.494673,0.042666,0.015941,-0.768061
18,-1.507812,0.478733,-1.533973,0.053985,-0.026160,0.493687,0.042628,0.014954,-0.571644
19,-1.507812,0.478733,-1.519255,0.053210,-0.011443,0.482639,0.042156,0.003906,-0.341379
20,-1.507812,0.478733,-1.517874,0.053208,-0.010062,0.482284,0.042148,0.003551,-0.352941
21,-1.507812,0.478733,-1.511285,0.052886,-0.003472,0.480429,0.042004,0.001697,-0.488634
22,-1.507812,0.478733,-1.511403,0.052888,-0.003591,0.481021,0.041926,0.002289,-0.637361
23,-1.507812,0.478733,-1.511403,0.052925,-0.003591,0.480666,0.041978,0.001933,-0.538460
24,-1.507812,0.478733,-1.510456,0.052910,-0.002644,0.480863,0.041977,0.002131,-0.805968
25,-1.507812,0.478733,-1.510851,0.052867,-0.003038,0.480271,0.041943,0.001539,-0.506491
26,-1.507812,0.478733,-1.507536,0.052720,0.000276,0.478693,0.041856,-0.000039,-0.142881
27,-1.507812,0.478733,-1.507694,0.052736,0.000118,0.478930,0.041857,0.000197,1.666611
28,-1.507812,0.478733,-1.507812,0.052718,0.000000,0.478733,0.041872,-0.000000,nan
