layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.794994,0.179062,0.037202,-0.915917,0.178858,0.015011,0.403511
2,-2.832196,-0.930928,-2.637009,0.176935,0.195187,-0.830751,0.177725,0.100177,0.513235
3,-2.832196,-0.930928,-2.630579,0.177508,0.201617,-0.848125,0.177663,0.082803,0.410695
4,-2.832196,-0.930928,-1.394416,0.187190,1.437780,-0.360441,0.174499,0.570487,0.396783
5,-2.832196,-0.930928,1.805169,0.177816,4.637365,0.747149,0.161347,1.678077,0.361860
6,-2.832196,-0.930928,1.224840,0.176824,4.057037,0.517030,0.160653,1.447958,0.356901
7,-2.832196,-0.930928,1.991119,0.171930,4.823315,0.736229,0.154370,1.667157,0.345646
8,-2.832196,-0.930928,3.272148,0.177535,6.104344,1.625534,0.157784,2.556462,0.418794
9,-2.832196,-0.930928,1.701947,0.170168,4.534143,0.799791,0.155468,1.730719,0.381708
10,-2.832196,-0.930928,0.933571,0.186698,3.765767,0.372321,0.169495,1.303249,0.346078
11,-2.832196,-0.930928,1.216767,0.185961,4.048963,0.319814,0.168889,1.250742,0.308904
12,-2.832196,-0.930928,-0.510722,0.198898,2.321474,0.064981,0.177752,0.995909,0.428999
13,-2.832196,-0.930928,-0.555532,0.199787,2.276664,0.490505,0.178959,1.421433,0.624349
14,-2.832196,-0.930928,-2.319890,0.171631,0.512306,-0.764774,0.169586,0.166154,0.324326
15,-2.832196,-0.930928,-2.201700,0.174623,0.630496,-0.669123,0.170481,0.261805,0.415235
16,-2.832196,-0.930928,-2.694646,0.177037,0.137550,-0.771062,0.177170,0.159866,1.162237
17,-2.832196,-0.930928,-2.774407,0.177857,0.057789,-0.882582,0.178093,0.048346,0.836606
18,-2.832196,-0.930928,-2.782438,0.178218,0.049759,-0.883439,0.178628,0.047489,0.954382
19,-2.832196,-0.930928,-2.804100,0.178766,0.028096,-0.904396,0.179254,0.026532,0.944339
20,-2.832196,-0.930928,-2.820844,0.179001,0.011353,-0.919783,0.179287,0.011145,0.981689
21,-2.832196,-0.930928,-2.834687,0.179085,-0.002491,-0.929991,0.179323,0.000937,-0.376160
22,-2.832196,-0.930928,-2.834773,0.178986,-0.002577,-0.930407,0.179272,0.000521,-0.202304
23,-2.832196,-0.930928,-2.831375,0.178821,0.000822,-0.928170,0.179189,0.002758,3.357317
24,-2.832196,-0.930928,-2.831342,0.178706,0.000855,-0.928414,0.179078,0.002514,2.941989
25,-2.832196,-0.930928,-2.832265,0.178772,-0.000069,-0.929694,0.179105,0.001234,-17.816059
26,-2.832196,-0.930928,-2.831619,0.178663,0.000577,-0.930222,0.178974,0.000706,1.222791
27,-2.832196,-0.930928,-2.831134,0.178624,0.001062,-0.930163,0.178910,0.000765,0.720473
28,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
