layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.856686,0.178440,-0.024490,-0.952214,0.178880,-0.021286,0.869192
2,-2.832196,-0.930928,-2.857960,0.178328,-0.025763,-0.949126,0.178789,-0.018198,0.706365
3,-2.832196,-0.930928,-2.871054,0.178370,-0.038858,-0.962152,0.179018,-0.031224,0.803533
4,-2.832196,-0.930928,-2.868448,0.178351,-0.036252,-0.971706,0.178838,-0.040778,1.124864
5,-2.832196,-0.930928,-2.910658,0.178264,-0.078461,-1.093097,0.177526,-0.162169,2.066858
6,-2.832196,-0.930928,-2.871476,0.178979,-0.039280,-1.060032,0.177747,-0.129104,3.286748
7,-2.832196,-0.930928,-2.393251,0.190709,0.438945,-0.811919,0.179040,0.119009,0.271124
8,-2.832196,-0.930928,-1.409193,0.192399,1.423003,-0.268410,0.177390,0.662518,0.465578
9,-2.832196,-0.930928,4.401697,0.176504,7.233893,2.656362,0.161743,3.587290,0.495900
10,-2.832196,-0.930928,5.087699,0.179474,7.919896,2.377296,0.150303,3.308224,0.417711
11,-2.832196,-0.930928,4.672726,0.173726,7.504922,2.767545,0.157528,3.698473,0.492806
12,-2.832196,-0.930928,3.880292,0.164583,6.712488,2.115343,0.149078,3.046271,0.453821
13,-2.832196,-0.930928,4.499433,0.171816,7.331629,2.707820,0.150295,3.638748,0.496308
14,-2.832196,-0.930928,3.499004,0.163760,6.331200,1.997869,0.148657,2.928797,0.462597
15,-2.832196,-0.930928,3.030343,0.157166,5.862539,1.664755,0.137621,2.595683,0.442758
16,-2.832196,-0.930928,2.541418,0.152078,5.373614,1.508947,0.131300,2.439875,0.454047
17,-2.832196,-0.930928,1.211479,0.159247,4.043675,1.066070,0.149370,1.996998,0.493857
18,-2.832196,-0.930928,0.892862,0.163253,3.725058,0.857329,0.157513,1.788257,0.480062
19,-2.832196,-0.930928,0.470927,0.162003,3.303124,0.598702,0.154112,1.529630,0.463086
20,-2.832196,-0.930928,0.186807,0.161862,3.019003,0.522382,0.155115,1.453310,0.481387
21,-2.832196,-0.930928,-0.000290,0.163444,2.831906,0.440126,0.156467,1.371054,0.484145
22,-2.832196,-0.930928,-0.225312,0.161112,2.606884,0.309428,0.154235,1.240356,0.475800
23,-2.832196,-0.930928,-0.509373,0.160727,2.322823,0.131879,0.154940,1.062807,0.457550
24,-2.832196,-0.930928,-0.629906,0.160024,2.202290,0.093397,0.154268,1.024325,0.465118
25,-2.832196,-0.930928,-0.843506,0.160450,1.988690,0.013507,0.155075,0.944435,0.474903
26,-2.832196,-0.930928,-1.148705,0.164752,1.683492,-0.148246,0.159402,0.782682,0.464916
27,-2.832196,-0.930928,-1.436368,0.159960,1.395828,-0.312233,0.155704,0.618695,0.443246
28,-2.832196,-0.930928,-1.838164,0.181110,0.994032,-0.474571,0.176625,0.456357,0.459097
