layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.819560,0.178948,0.012636,-0.930097,0.178960,0.000831,0.065796
2,-2.832196,-0.930928,-2.745120,0.178548,0.087076,-0.876320,0.179062,0.054608,0.627136
3,-2.832196,-0.930928,-2.705705,0.178887,0.126491,-0.858775,0.178770,0.072153,0.570422
4,-2.832196,-0.930928,-2.442462,0.182902,0.389734,-0.749202,0.178658,0.181726,0.466283
5,-2.832196,-0.930928,-0.911826,0.190253,1.920371,-0.026898,0.173621,0.904030,0.470758
6,-2.832196,-0.930928,-1.136079,0.187675,1.696118,-0.125119,0.172750,0.805809,0.475090
7,-2.832196,-0.930928,-0.659879,0.188950,2.172317,0.102526,0.172033,1.033454,0.475738
8,-2.832196,-0.930928,0.528855,0.197432,3.361051,0.522111,0.174246,1.453039,0.432317
9,-2.832196,-0.930928,-0.832190,0.192349,2.000007,-0.058498,0.174734,0.872430,0.436214
10,-2.832196,-0.930928,-0.978641,0.198961,1.853555,-0.204511,0.180091,0.726417,0.391905
11,-2.832196,-0.930928,-0.648662,0.201766,2.183534,-0.111849,0.179394,0.819079,0.375116
12,-2.832196,-0.930928,-1.551223,0.196694,1.280973,-0.402397,0.181730,0.528531,0.412602
13,-2.832196,-0.930928,-2.081451,0.190821,0.750746,-0.344529,0.181813,0.586399,0.781089
14,-2.832196,-0.930928,-2.731597,0.179600,0.100599,-0.919269,0.178927,0.011659,0.115899
15,-2.832196,-0.930928,-2.678605,0.180201,0.153591,-0.876755,0.178680,0.054173,0.352709
16,-2.832196,-0.930928,-2.803345,0.178794,0.028852,-0.895145,0.179358,0.035783,1.240250
17,-2.832196,-0.930928,-2.819105,0.178934,0.013091,-0.916590,0.179233,0.014338,1.095259
18,-2.832196,-0.930928,-2.825713,0.179265,0.006483,-0.917124,0.179662,0.013804,2.129253
19,-2.832196,-0.930928,-2.830213,0.179324,0.001983,-0.924330,0.179732,0.006598,3.327741
20,-2.832196,-0.930928,-2.835060,0.179058,-0.002864,-0.930585,0.179452,0.000343,-0.119814
21,-2.832196,-0.930928,-2.836743,0.179027,-0.004546,-0.932617,0.179350,-0.001689,0.371556
22,-2.832196,-0.930928,-2.836907,0.178987,-0.004711,-0.933099,0.179309,-0.002171,0.460788
23,-2.832196,-0.930928,-2.834671,0.178856,-0.002474,-0.931997,0.179178,-0.001069,0.432007
24,-2.832196,-0.930928,-2.834459,0.178800,-0.002263,-0.931746,0.179125,-0.000818,0.361523
25,-2.832196,-0.930928,-2.834681,0.178824,-0.002484,-0.932855,0.179110,-0.001927,0.775575
26,-2.832196,-0.930928,-2.832886,0.178693,-0.000690,-0.931225,0.178996,-0.000297,0.430647
27,-2.832196,-0.930928,-2.832421,0.178678,-0.000224,-0.930941,0.178952,-0.000013,0.058859
28,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
