layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.839530,0.178607,-0.007334,-0.936088,0.178937,-0.005160,0.703557
2,-2.832196,-0.930928,-2.838907,0.178549,-0.006711,-0.935837,0.178883,-0.004909,0.731567
3,-2.832196,-0.930928,-2.842470,0.178579,-0.010274,-0.938806,0.178975,-0.007878,0.766862
4,-2.832196,-0.930928,-2.841355,0.178570,-0.009159,-0.941149,0.178958,-0.010221,1.115998
5,-2.832196,-0.930928,-2.852018,0.178612,-0.019822,-0.971092,0.178688,-0.040164,2.026301
6,-2.832196,-0.930928,-2.843905,0.178820,-0.011709,-0.966282,0.178755,-0.035354,3.019449
7,-2.832196,-0.930928,-2.748403,0.181636,0.083793,-0.924587,0.179088,0.006341,0.075675
8,-2.832196,-0.930928,-2.524784,0.183603,0.307413,-0.839547,0.178985,0.091381,0.297259
9,-2.832196,-0.930928,0.073381,0.198633,2.905577,0.264787,0.177667,1.195715,0.411524
10,-2.832196,-0.930928,0.824041,0.190586,3.656237,0.528274,0.173091,1.459202,0.399099
11,-2.832196,-0.930928,0.723646,0.189324,3.555842,0.692726,0.170783,1.623654,0.456616
12,-2.832196,-0.930928,2.466916,0.170840,5.299112,0.722406,0.165018,1.653334,0.312002
13,-2.832196,-0.930928,3.006288,0.167470,5.838485,1.210037,0.160990,2.140965,0.366699
14,-2.832196,-0.930928,2.353450,0.162439,5.185646,1.025503,0.157811,1.956431,0.377278
15,-2.832196,-0.930928,1.937104,0.157547,4.769300,0.976747,0.153811,1.907675,0.399991
16,-2.832196,-0.930928,1.853615,0.152100,4.685811,0.966526,0.148264,1.897454,0.404936
17,-2.832196,-0.930928,-0.314677,0.163606,2.517519,0.271590,0.161366,1.202518,0.477660
18,-2.832196,-0.930928,-0.724537,0.164891,2.107659,0.062883,0.163699,0.993811,0.471523
19,-2.832196,-0.930928,-1.156854,0.162341,1.675342,-0.119243,0.162646,0.811685,0.484489
20,-2.832196,-0.930928,-1.343776,0.163491,1.488420,-0.145062,0.162991,0.785866,0.527986
21,-2.832196,-0.930928,-1.541177,0.166312,1.291019,-0.237381,0.164382,0.693547,0.537209
22,-2.832196,-0.930928,-1.613862,0.165974,1.218334,-0.271184,0.164103,0.659744,0.541513
23,-2.832196,-0.930928,-1.711515,0.165788,1.120681,-0.335429,0.165051,0.595499,0.531372
24,-2.832196,-0.930928,-1.833278,0.165988,0.998918,-0.409127,0.165565,0.521801,0.522366
25,-2.832196,-0.930928,-2.036826,0.168623,0.795371,-0.509696,0.167192,0.421232,0.529604
26,-2.832196,-0.930928,-2.249096,0.170559,0.583100,-0.624597,0.169222,0.306330,0.525348
27,-2.832196,-0.930928,-2.412776,0.171265,0.419420,-0.713603,0.170730,0.217325,0.518155
28,-2.832196,-0.930928,-2.643673,0.176417,0.188523,-0.828448,0.176050,0.102480,0.543593
