layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.814450,0.178887,0.017746,-3.707605,0.157531,0.006922,0.390041
2,-2.832196,-3.714527,-2.741696,0.177785,0.090500,-3.633746,0.156383,0.080781,0.892604
3,-2.832196,-3.714527,-2.735299,0.178113,0.096897,-3.631991,0.156641,0.082536,0.851788
4,-2.832196,-3.714527,-2.319719,0.184327,0.512478,-3.522540,0.157831,0.191987,0.374625
5,-2.832196,-3.714527,0.216401,0.184781,3.048597,-2.719548,0.151006,0.994979,0.326373
6,-2.832196,-3.714527,0.015625,0.185644,2.847821,-2.734751,0.151980,0.979776,0.344044
7,-2.832196,-3.714527,0.644195,0.183433,3.476391,-2.523635,0.150456,1.190892,0.342566
8,-2.832196,-3.714527,2.126102,0.186237,4.958298,-2.225856,0.150600,1.488671,0.300238
9,-2.832196,-3.714527,0.867768,0.179213,3.699964,-2.218460,0.148496,1.496067,0.404346
10,-2.832196,-3.714527,0.297482,0.189720,3.129678,-2.745678,0.152072,0.968849,0.309568
11,-2.832196,-3.714527,0.375772,0.193781,3.207968,-2.870728,0.152143,0.843800,0.263032
12,-2.832196,-3.714527,-1.202129,0.190861,1.630068,-3.133109,0.153144,0.581418,0.356683
13,-2.832196,-3.714527,-1.709097,0.186121,1.123100,-3.202267,0.152490,0.512260,0.456113
14,-2.832196,-3.714527,-2.258314,0.173635,0.573882,-3.341817,0.150617,0.372710,0.649455
15,-2.832196,-3.714527,-2.194184,0.174913,0.638012,-3.319999,0.150662,0.394528,0.618371
16,-2.832196,-3.714527,-2.747621,0.177446,0.084575,-3.635105,0.156196,0.079422,0.939069
17,-2.832196,-3.714527,-2.787565,0.177753,0.044632,-3.664752,0.156631,0.049775,1.115244
18,-2.832196,-3.714527,-2.799930,0.178222,0.032266,-3.682073,0.157044,0.032454,1.005831
19,-2.832196,-3.714527,-2.810356,0.178476,0.021841,-3.691492,0.157293,0.023035,1.054686
20,-2.832196,-3.714527,-2.824420,0.178712,0.007776,-3.706243,0.157549,0.008284,1.065347
21,-2.832196,-3.714527,-2.833753,0.178819,-0.001557,-3.717249,0.157647,-0.002722,1.747844
22,-2.832196,-3.714527,-2.833268,0.178785,-0.001072,-3.716912,0.157611,-0.002385,2.224573
23,-2.832196,-3.714527,-2.831325,0.178749,0.000871,-3.714194,0.157547,0.000333,0.382683
24,-2.832196,-3.714527,-2.831451,0.178673,0.000746,-3.714369,0.157501,0.000158,0.212520
25,-2.832196,-3.714527,-2.832097,0.178701,0.000099,-3.714969,0.157533,-0.000442,-4.464462
26,-2.832196,-3.714527,-2.831850,0.178635,0.000346,-3.714346,0.157481,0.000182,0.524068
27,-2.832196,-3.714527,-2.832048,0.178638,0.000148,-3.713831,0.157468,0.000696,4.688769
28,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
