layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.826050,0.178784,0.006146,-0.930565,0.178952,0.000363,0.059043
2,-2.832196,-0.930928,-2.791801,0.178651,0.040395,-0.904468,0.179032,0.026460,0.655014
3,-2.832196,-0.930928,-2.770636,0.178819,0.061560,-0.894940,0.178888,0.035988,0.584597
4,-2.832196,-0.930928,-2.659939,0.180753,0.172258,-0.850368,0.178909,0.080560,0.467670
5,-2.832196,-0.930928,-1.667936,0.188775,1.164260,-0.334103,0.177515,0.596825,0.512621
6,-2.832196,-0.930928,-1.696817,0.187661,1.135379,-0.357204,0.176555,0.573724,0.505315
7,-2.832196,-0.930928,-1.543081,0.187197,1.289115,-0.282174,0.175514,0.648754,0.503255
8,-2.832196,-0.930928,-0.759733,0.194534,2.072464,0.006288,0.176256,0.937216,0.452223
9,-2.832196,-0.930928,-1.508499,0.188550,1.323698,-0.319686,0.176270,0.611242,0.461769
10,-2.832196,-0.930928,-1.666662,0.193248,1.165534,-0.434280,0.179988,0.496648,0.426112
11,-2.832196,-0.930928,-1.613011,0.194348,1.219186,-0.408738,0.180116,0.522190,0.428311
12,-2.832196,-0.930928,-2.069343,0.189630,0.762854,-0.575796,0.180663,0.355132,0.465531
13,-2.832196,-0.930928,-2.536139,0.183086,0.296057,-0.734712,0.179767,0.196216,0.662766
14,-2.832196,-0.930928,-2.718598,0.179678,0.113598,-0.903723,0.179029,0.027205,0.239486
15,-2.832196,-0.930928,-2.697899,0.179773,0.134297,-0.885056,0.178885,0.045872,0.341571
16,-2.832196,-0.930928,-2.815093,0.178839,0.017103,-0.906521,0.179270,0.024407,1.427081
17,-2.832196,-0.930928,-2.824087,0.178913,0.008109,-0.922423,0.179199,0.008505,1.048816
18,-2.832196,-0.930928,-2.828303,0.179075,0.003893,-0.923657,0.179432,0.007271,1.867783
19,-2.832196,-0.930928,-2.830118,0.179080,0.002079,-0.926560,0.179394,0.004368,2.101558
20,-2.832196,-0.930928,-2.833354,0.178867,-0.001158,-0.930704,0.179186,0.000224,-0.193731
21,-2.832196,-0.930928,-2.835314,0.178863,-0.003118,-0.932056,0.179169,-0.001128,0.361910
22,-2.832196,-0.930928,-2.834463,0.178846,-0.002267,-0.932004,0.179127,-0.001076,0.474535
23,-2.832196,-0.930928,-2.833737,0.178800,-0.001541,-0.931588,0.179089,-0.000660,0.428277
24,-2.832196,-0.930928,-2.833777,0.178776,-0.001580,-0.931680,0.179068,-0.000752,0.476003
25,-2.832196,-0.930928,-2.833843,0.178771,-0.001646,-0.931462,0.179045,-0.000534,0.324658
26,-2.832196,-0.930928,-2.832417,0.178676,-0.000221,-0.931001,0.178969,-0.000073,0.328426
27,-2.832196,-0.930928,-2.832553,0.178666,-0.000356,-0.931119,0.178959,-0.000191,0.537094
28,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
