family,n_nat,n_alt,tokens_per_prompt_nat,tokens_per_prompt_alt,layer,rel_norm,split_half_cos,cos_read_write,cos_read_write_L24
py_paren_if,199,199,4.01,4.17,12,0.5958,0.987,0.13,-0.014
py_paren_if,199,199,4.01,4.17,13,0.5687,0.986,0.125,-0.017
py_paren_if,199,199,4.01,4.17,14,0.5312,0.986,0.117,-0.015
py_paren_if,199,199,4.01,4.17,15,0.5295,0.986,0.103,-0.024
py_paren_if,199,199,4.01,4.17,16,0.4899,0.985,0.091,-0.021
py_paren_if,199,199,4.01,4.17,17,0.4773,0.984,0.089,-0.006
py_paren_if,199,199,4.01,4.17,18,0.4781,0.984,0.059,0.012
py_paren_if,199,199,4.01,4.17,19,0.4798,0.984,0.039,0.021
py_paren_if,199,199,4.01,4.17,20,0.434,0.984,0.219,0.053
py_paren_if,199,199,4.01,4.17,21,0.4232,0.982,0.176,0.068
py_paren_if,199,199,4.01,4.17,22,0.4056,0.983,0.138,0.072
py_paren_if,199,199,4.01,4.17,23,0.4274,0.983,0.076,0.076
py_paren_if,199,199,4.01,4.17,24,0.3549,0.979,0.093,0.093
py_paren_if,199,199,4.01,4.17,25,0.3212,0.98,0.101,0.104
py_paren_if,199,199,4.01,4.17,26,0.3135,0.981,0.067,0.079
py_paren_if,199,199,4.01,4.17,27,0.3421,0.984,0.079,0.073
py_paren_if,199,199,4.01,4.17,28,0.7447,0.995,-0.072,0.045
py_type_hints,192,192,15.41,4.01,0,1.3194,,,-0.017
py_type_hints,192,192,15.41,4.01,1,0.6695,0.993,0.034,-0.021
py_type_hints,192,192,15.41,4.01,2,0.6201,0.994,-0.0,-0.002
py_type_hints,192,192,15.41,4.01,3,0.6234,0.995,-0.022,0.013
py_type_hints,192,192,15.41,4.01,4,0.6413,0.994,0.007,-0.008
py_type_hints,192,192,15.41,4.01,5,0.7646,0.996,0.021,0.014
py_type_hints,192,192,15.41,4.01,6,0.7945,0.996,-0.009,0.023
py_type_hints,192,192,15.41,4.01,7,0.7538,0.996,-0.036,0.018
py_type_hints,192,192,15.41,4.01,8,0.7637,0.996,0.011,0.021
py_type_hints,192,192,15.41,4.01,9,0.7202,0.995,0.062,0.023
py_type_hints,192,192,15.41,4.01,10,0.6475,0.995,0.092,0.023
py_type_hints,192,192,15.41,4.01,11,0.6558,0.995,0.1,0.02
py_type_hints,192,192,15.41,4.01,12,0.6706,0.995,0.086,0.028
py_type_hints,192,192,15.41,4.01,13,0.6641,0.995,0.121,0.023
py_type_hints,192,192,15.41,4.01,14,0.6503,0.995,0.106,0.02
py_type_hints,192,192,15.41,4.01,15,0.6569,0.995,0.114,0.029
py_type_hints,192,192,15.41,4.01,16,0.6239,0.995,0.134,0.024
py_type_hints,192,192,15.41,4.01,17,0.6338,0.995,0.123,0.029
py_type_hints,192,192,15.41,4.01,18,0.6674,0.995,0.122,0.051
py_type_hints,192,192,15.41,4.01,19,0.6132,0.994,0.136,0.059
py_type_hints,192,192,15.41,4.01,20,0.6238,0.995,0.156,0.06
py_type_hints,192,192,15.41,4.01,21,0.629,0.994,0.161,0.089
py_type_hints,192,192,15.41,4.01,22,0.5819,0.993,0.118,0.077
py_type_hints,192,192,15.41,4.01,23,0.644,0.993,0.171,0.141
py_type_hints,192,192,15.41,4.01,24,0.6138,0.994,0.166,0.166
py_type_hints,192,192,15.41,4.01,25,0.5523,0.994,0.165,0.14
py_type_hints,192,192,15.41,4.01,26,0.502,0.993,0.121,0.126
py_type_hints,192,192,15.41,4.01,27,0.4537,0.992,0.118,0.12
py_type_hints,192,192,15.41,4.01,28,0.6071,0.992,-0.077,0.032
py_optional,191,191,9.03,12.7,0,1.0277,,,0.019
py_optional,191,191,9.03,12.7,1,0.6242,0.998,0.112,-0.029
py_optional,191,191,9.03,12.7,2,0.5522,0.998,0.075,-0.037
py_optional,191,191,9.03,12.7,3,0.566,0.998,0.081,-0.051
py_optional,191,191,9.03,12.7,4,0.752,0.999,0.124,-0.047
py_optional,191,191,9.03,12.7,5,0.7063,0.999,0.059,-0.048
py_optional,191,191,9.03,12.7,6,0.6767,0.998,0.047,-0.041
py_optional,191,191,9.03,12.7,7,0.6549,0.998,0.046,-0.032
py_optional,191,191,9.03,12.7,8,0.649,0.998,0.062,-0.032
py_optional,191,191,9.03,12.7,9,0.5638,0.997,0.076,-0.032
py_optional,191,191,9.03,12.7,10,0.5039,0.997,0.107,-0.036
py_optional,191,191,9.03,12.7,11,0.4703,0.997,0.085,-0.036
py_optional,191,191,9.03,12.7,12,0.4842,0.996,0.098,-0.04
py_optional,191,191,9.03,12.7,13,0.4808,0.996,0.106,-0.038
py_optional,191,191,9.03,12.7,14,0.45,0.996,0.094,-0.035
py_optional,191,191,9.03,12.7,15,0.4442,0.996,0.068,-0.033
py_optional,191,191,9.03,12.7,16,0.4273,0.995,0.088,-0.046
py_optional,191,191,9.03,12.7,17,0.434,0.995,0.062,-0.045
py_optional,191,191,9.03,12.7,18,0.438,0.995,-0.04,-0.038
py_optional,191,191,9.03,12.7,19,0.4179,0.995,0.006,-0.031
py_optional,191,191,9.03,12.7,20,0.423,0.995,0.048,-0.002
py_optional,191,191,9.03,12.7,21,0.4243,0.995,0.052,-0.003
py_optional,191,191,9.03,12.7,22,0.4005,0.995,0.062,-0.019
py_optional,191,191,9.03,12.7,23,0.4053,0.995,0.023,-0.005
py_optional,191,191,9.03,12.7,24,0.3806,0.995,0.001,0.001
py_optional,191,191,9.03,12.7,25,0.3596,0.995,0.075,0.0
py_optional,191,191,9.03,12.7,26,0.3389,0.994,0.101,-0.01
py_optional,191,191,9.03,12.7,27,0.3185,0.992,0.186,0.016
py_optional,191,191,9.03,12.7,28,0.4422,0.994,0.646,0.017
py_builtin_generics,113,113,4.73,11.33,0,0.9818,,,-0.02
py_builtin_generics,113,113,4.73,11.33,1,0.4645,0.996,0.097,-0.014
py_builtin_generics,113,113,4.73,11.33,2,0.4791,0.998,0.03,-0.032
py_builtin_generics,113,113,4.73,11.33,3,0.491,0.997,0.032,-0.024
py_builtin_generics,113,113,4.73,11.33,4,0.7524,0.999,0.103,-0.019
py_builtin_generics,113,113,4.73,11.33,5,0.7311,0.998,0.058,-0.037
py_builtin_generics,113,113,4.73,11.33,6,0.6884,0.998,0.049,-0.043
py_builtin_generics,113,113,4.73,11.33,7,0.6461,0.998,-0.006,-0.032
py_builtin_generics,113,113,4.73,11.33,8,0.6466,0.998,0.08,-0.015
py_builtin_generics,113,113,4.73,11.33,9,0.6191,0.997,0.06,-0.012
py_builtin_generics,113,113,4.73,11.33,10,0.5846,0.997,0.021,-0.018
py_builtin_generics,113,113,4.73,11.33,11,0.5696,0.997,0.004,-0.022
py_builtin_generics,113,113,4.73,11.33,12,0.6009,0.998,-0.031,-0.026
py_builtin_generics,113,113,4.73,11.33,13,0.6054,0.997,-0.031,-0.015
py_builtin_generics,113,113,4.73,11.33,14,0.5831,0.997,-0.038,-0.019
py_builtin_generics,113,113,4.73,11.33,15,0.5497,0.997,-0.048,-0.012
py_builtin_generics,113,113,4.73,11.33,16,0.5469,0.997,-0.043,-0.028
py_builtin_generics,113,113,4.73,11.33,17,0.5607,0.997,-0.008,-0.035
py_builtin_generics,113,113,4.73,11.33,18,0.5776,0.997,0.027,-0.044
py_builtin_generics,113,113,4.73,11.33,19,0.532,0.997,0.061,-0.033
py_builtin_generics,113,113,4.73,11.33,20,0.5111,0.996,0.1,-0.003
py_builtin_generics,113,113,4.73,11.33,21,0.5241,0.996,0.131,0.021
py_builtin_generics,113,113,4.73,11.33,22,0.4925,0.996,0.098,0.014
py_builtin_generics,113,113,4.73,11.33,23,0.4868,0.995,0.162,0.109
py_builtin_generics,113,113,4.73,11.33,24,0.4518,0.995,0.149,0.149
py_builtin_generics,113,113,4.73,11.33,25,0.4457,0.995,0.256,0.143
py_builtin_generics,113,113,4.73,11.33,26,0.4078,0.995,0.231,0.137
py_builtin_generics,113,113,4.73,11.33,27,0.3979,0.995,0.277,0.097
py_builtin_generics,113,113,4.73,11.33,28,0.5905,0.997,0.183,0.019
py_comprehension,194,194,10.41,19.17,0,0.7777,,,-0.02
py_comprehension,194,194,10.41,19.17,1,0.3803,0.993,0.097,-0.029
py_comprehension,194,194,10.41,19.17,2,0.3486,0.994,0.149,-0.005
py_comprehension,194,194,10.41,19.17,3,0.3457,0.994,0.146,0.017
py_comprehension,194,194,10.41,19.17,4,0.3789,0.993,0.135,0.025
py_comprehension,194,194,10.41,19.17,5,0.4367,0.994,0.192,0.056
py_comprehension,194,194,10.41,19.17,6,0.422,0.994,0.242,0.057
py_comprehension,194,194,10.41,19.17,7,0.4039,0.993,0.19,0.061
py_comprehension,194,194,10.41,19.17,8,0.4388,0.992,0.226,0.061
py_comprehension,194,194,10.41,19.17,9,0.4318,0.991,0.23,0.071
py_comprehension,194,194,10.41,19.17,10,0.3869,0.991,0.251,0.063
py_comprehension,194,194,10.41,19.17,11,0.4065,0.992,0.295,0.08
py_comprehension,194,194,10.41,19.17,12,0.4002,0.991,0.278,0.081
py_comprehension,194,194,10.41,19.17,13,0.3998,0.991,0.27,0.087
py_comprehension,194,194,10.41,19.17,14,0.3834,0.99,0.289,0.093
py_comprehension,194,194,10.41,19.17,15,0.3681,0.99,0.285,0.094
py_comprehension,194,194,10.41,19.17,16,0.3698,0.99,0.288,0.097
py_comprehension,194,194,10.41,19.17,17,0.3732,0.989,0.278,0.103
py_comprehension,194,194,10.41,19.17,18,0.3906,0.989,0.236,0.086
py_comprehension,194,194,10.41,19.17,19,0.3868,0.989,0.251,0.117
py_comprehension,194,194,10.41,19.17,20,0.3883,0.99,0.265,0.125
py_comprehension,194,194,10.41,19.17,21,0.4101,0.989,0.244,0.135
py_comprehension,194,194,10.41,19.17,22,0.3948,0.989,0.247,0.203
py_comprehension,194,194,10.41,19.17,23,0.3976,0.989,0.243,0.198
py_comprehension,194,194,10.41,19.17,24,0.3294,0.988,0.258,0.258
py_comprehension,194,194,10.41,19.17,25,0.2825,0.988,0.253,0.239
py_comprehension,194,194,10.41,19.17,26,0.277,0.989,0.251,0.223
py_comprehension,194,194,10.41,19.17,27,0.2739,0.989,0.259,0.178
py_comprehension,194,194,10.41,19.17,28,0.3556,0.994,0.28,0.094
py_not_in,164,164,4.05,4.23,0,0.436,,,-0.007
py_not_in,164,164,4.05,4.23,1,0.4201,0.934,0.066,-0.008
py_not_in,164,164,4.05,4.23,2,0.3844,0.932,0.032,-0.006
py_not_in,164,164,4.05,4.23,3,0.3523,0.914,0.011,-0.016
py_not_in,164,164,4.05,4.23,4,0.3702,0.923,0.156,-0.004
py_not_in,164,164,4.05,4.23,5,0.5571,0.964,0.082,-0.014
py_not_in,164,164,4.05,4.23,6,0.6389,0.97,-0.023,-0.006
py_not_in,164,164,4.05,4.23,7,0.6195,0.963,0.066,0.004
py_not_in,164,164,4.05,4.23,8,0.6425,0.958,0.125,-0.007
py_not_in,164,164,4.05,4.23,9,0.6235,0.957,0.124,-0.001
py_not_in,164,164,4.05,4.23,10,0.567,0.96,0.078,-0.008
py_not_in,164,164,4.05,4.23,11,0.5583,0.959,0.104,-0.009
py_not_in,164,164,4.05,4.23,12,0.5451,0.955,0.1,-0.009
py_not_in,164,164,4.05,4.23,13,0.5222,0.952,0.088,-0.014
py_not_in,164,164,4.05,4.23,14,0.5086,0.951,0.109,-0.007
py_not_in,164,164,4.05,4.23,15,0.478,0.95,0.015,-0.017
py_not_in,164,164,4.05,4.23,16,0.4563,0.95,0.032,-0.016
py_not_in,164,164,4.05,4.23,17,0.4433,0.948,0.035,-0.015
py_not_in,164,164,4.05,4.23,18,0.4421,0.947,0.008,-0.014
py_not_in,164,164,4.05,4.23,19,0.4554,0.95,0.005,-0.028
py_not_in,164,164,4.05,4.23,20,0.4584,0.956,0.118,-0.024
py_not_in,164,164,4.05,4.23,21,0.4733,0.96,0.084,-0.039
py_not_in,164,164,4.05,4.23,22,0.4472,0.961,0.043,-0.042
py_not_in,164,164,4.05,4.23,23,0.5161,0.968,-0.121,-0.121
py_not_in,164,164,4.05,4.23,24,0.4855,0.967,-0.158,-0.158
py_not_in,164,164,4.05,4.23,25,0.4392,0.973,-0.128,-0.15
py_not_in,164,164,4.05,4.23,26,0.4192,0.972,-0.174,-0.152
py_not_in,164,164,4.05,4.23,27,0.4029,0.973,-0.152,-0.144
py_not_in,164,164,4.05,4.23,28,0.5199,0.973,0.102,-0.051
py_is_none,114,114,7.54,4.0,0,1.4319,,,0.022
py_is_none,114,114,7.54,4.0,1,1.0851,0.999,0.018,-0.061
py_is_none,114,114,7.54,4.0,2,0.9843,0.999,-0.004,-0.055
py_is_none,114,114,7.54,4.0,3,0.8115,0.999,0.013,-0.049
py_is_none,114,114,7.54,4.0,4,0.7863,0.999,0.054,-0.049
py_is_none,114,114,7.54,4.0,5,0.8175,0.999,0.056,-0.055
py_is_none,114,114,7.54,4.0,6,0.8605,0.999,0.02,-0.05
py_is_none,114,114,7.54,4.0,7,0.8291,0.999,0.027,-0.04
py_is_none,114,114,7.54,4.0,8,0.8995,0.999,0.064,-0.042
py_is_none,114,114,7.54,4.0,9,0.8901,0.999,0.046,-0.061
py_is_none,114,114,7.54,4.0,10,0.8225,0.998,0.078,-0.073
py_is_none,114,114,7.54,4.0,11,0.8301,0.998,0.058,-0.068
py_is_none,114,114,7.54,4.0,12,0.8182,0.998,0.067,-0.07
py_is_none,114,114,7.54,4.0,13,0.7947,0.998,0.057,-0.067
py_is_none,114,114,7.54,4.0,14,0.7706,0.997,0.057,-0.069
py_is_none,114,114,7.54,4.0,15,0.7397,0.997,0.048,-0.071
py_is_none,114,114,7.54,4.0,16,0.7119,0.997,0.046,-0.068
py_is_none,114,114,7.54,4.0,17,0.6812,0.997,0.059,-0.064
py_is_none,114,114,7.54,4.0,18,0.6672,0.996,0.059,-0.065
py_is_none,114,114,7.54,4.0,19,0.6747,0.997,0.07,-0.07
py_is_none,114,114,7.54,4.0,20,0.6353,0.997,0.1,-0.071
py_is_none,114,114,7.54,4.0,21,0.6405,0.997,0.114,-0.065
py_is_none,114,114,7.54,4.0,22,0.5916,0.996,0.092,-0.082
py_is_none,114,114,7.54,4.0,23,0.5953,0.997,0.006,-0.016
py_is_none,114,114,7.54,4.0,24,0.5614,0.997,0.031,0.031
py_is_none,114,114,7.54,4.0,25,0.4597,0.996,0.069,0.047
py_is_none,114,114,7.54,4.0,26,0.4219,0.995,0.068,0.046
py_is_none,114,114,7.54,4.0,27,0.3663,0.993,0.111,0.049
py_is_none,114,114,7.54,4.0,28,0.2551,0.993,0.201,0.012
py_ternary,187,187,10.86,27.14,0,0.886,,,0.002
py_ternary,187,187,10.86,27.14,1,0.3296,0.984,0.086,-0.06
py_ternary,187,187,10.86,27.14,2,0.3003,0.983,0.251,-0.05
py_ternary,187,187,10.86,27.14,3,0.3298,0.983,0.165,-0.037
py_ternary,187,187,10.86,27.14,4,0.3301,0.981,0.187,-0.035
py_ternary,187,187,10.86,27.14,5,0.3688,0.979,0.213,-0.035
py_ternary,187,187,10.86,27.14,6,0.3312,0.98,0.194,-0.024
py_ternary,187,187,10.86,27.14,7,0.3439,0.982,0.233,-0.003
py_ternary,187,187,10.86,27.14,8,0.3842,0.981,0.29,0.002
py_ternary,187,187,10.86,27.14,9,0.3923,0.98,0.309,0.008
py_ternary,187,187,10.86,27.14,10,0.3357,0.98,0.36,0.011
py_ternary,187,187,10.86,27.14,11,0.3407,0.98,0.35,0.018
py_ternary,187,187,10.86,27.14,12,0.3407,0.978,0.353,0.02
py_ternary,187,187,10.86,27.14,13,0.3338,0.978,0.36,0.022
py_ternary,187,187,10.86,27.14,14,0.317,0.978,0.367,0.027
py_ternary,187,187,10.86,27.14,15,0.3077,0.978,0.37,0.023
py_ternary,187,187,10.86,27.14,16,0.3179,0.979,0.381,0.037
py_ternary,187,187,10.86,27.14,17,0.311,0.979,0.389,0.042
py_ternary,187,187,10.86,27.14,18,0.309,0.977,0.382,0.046
py_ternary,187,187,10.86,27.14,19,0.319,0.978,0.384,0.069
py_ternary,187,187,10.86,27.14,20,0.3138,0.98,0.417,0.088
py_ternary,187,187,10.86,27.14,21,0.3177,0.979,0.362,0.109
py_ternary,187,187,10.86,27.14,22,0.2885,0.979,0.318,0.195
py_ternary,187,187,10.86,27.14,23,0.3051,0.981,0.297,0.217
py_ternary,187,187,10.86,27.14,24,0.2467,0.98,0.283,0.283
py_ternary,187,187,10.86,27.14,25,0.2063,0.979,0.267,0.266
py_ternary,187,187,10.86,27.14,26,0.2016,0.98,0.279,0.244
py_ternary,187,187,10.86,27.14,27,0.1968,0.981,0.251,0.214
py_ternary,187,187,10.86,27.14,28,0.1905,0.967,-0.122,0.087
early_return,200,200,6.78,8.51,0,0.8368,,,-0.023
early_return,200,200,6.78,8.51,1,0.4349,0.99,0.103,-0.056
early_return,200,200,6.78,8.51,2,0.357,0.988,0.116,-0.056
early_return,200,200,6.78,8.51,3,0.3707,0.989,0.116,-0.043
early_return,200,200,6.78,8.51,4,0.4115,0.986,0.173,-0.032
early_return,200,200,6.78,8.51,5,0.4302,0.987,0.198,-0.021
early_return,200,200,6.78,8.51,6,0.3809,0.989,0.25,-0.017
early_return,200,200,6.78,8.51,7,0.3965,0.99,0.208,-0.004
early_return,200,200,6.78,8.51,8,0.4905,0.991,0.283,0.017
early_return,200,200,6.78,8.51,9,0.5387,0.992,0.296,-0.008
early_return,200,200,6.78,8.51,10,0.4533,0.992,0.34,0.017
early_return,200,200,6.78,8.51,11,0.4463,0.992,0.328,0.017
early_return,200,200,6.78,8.51,12,0.4553,0.992,0.366,0.024
early_return,200,200,6.78,8.51,13,0.4354,0.991,0.346,0.02
early_return,200,200,6.78,8.51,14,0.4055,0.99,0.339,0.016
early_return,200,200,6.78,8.51,15,0.4037,0.99,0.329,0.008
early_return,200,200,6.78,8.51,16,0.3876,0.989,0.32,0.013
early_return,200,200,6.78,8.51,17,0.3834,0.99,0.339,0.049
early_return,200,200,6.78,8.51,18,0.3849,0.989,0.333,0.051
early_return,200,200,6.78,8.51,19,0.3885,0.989,0.32,0.063
early_return,200,200,6.78,8.51,20,0.3775,0.989,0.357,0.093
early_return,200,200,6.78,8.51,21,0.4057,0.99,0.316,0.11
early_return,200,200,6.78,8.51,22,0.3672,0.989,0.283,0.127
early_return,200,200,6.78,8.51,23,0.419,0.991,0.189,0.152
early_return,200,200,6.78,8.51,24,0.3497,0.991,0.198,0.198
early_return,200,200,6.78,8.51,25,0.3111,0.991,0.202,0.199
early_return,200,200,6.78,8.51,26,0.2911,0.992,0.251,0.199
early_return,200,200,6.78,8.51,27,0.2908,0.993,0.21,0.144
early_return,200,200,6.78,8.51,28,0.3409,0.997,0.111,0.019
py_join_concat,176,176,9.62,34.27,0,1.0013,,,-0.023
py_join_concat,176,176,9.62,34.27,1,0.4536,0.994,0.267,0.05
py_join_concat,176,176,9.62,34.27,2,0.3808,0.993,0.295,0.057
py_join_concat,176,176,9.62,34.27,3,0.39,0.993,0.238,0.095
py_join_concat,176,176,9.62,34.27,4,0.5465,0.997,0.175,0.071
py_join_concat,176,176,9.62,34.27,5,0.554,0.996,0.206,0.086
py_join_concat,176,176,9.62,34.27,6,0.5443,0.995,0.274,0.09
py_join_concat,176,176,9.62,34.27,7,0.5141,0.994,0.269,0.093
py_join_concat,176,176,9.62,34.27,8,0.5936,0.994,0.299,0.09
py_join_concat,176,176,9.62,34.27,9,0.5795,0.992,0.341,0.088
py_join_concat,176,176,9.62,34.27,10,0.5029,0.992,0.364,0.085
py_join_concat,176,176,9.62,34.27,11,0.4851,0.991,0.384,0.088
py_join_concat,176,176,9.62,34.27,12,0.483,0.99,0.392,0.093
py_join_concat,176,176,9.62,34.27,13,0.489,0.99,0.393,0.098
py_join_concat,176,176,9.62,34.27,14,0.457,0.988,0.404,0.098
py_join_concat,176,176,9.62,34.27,15,0.4255,0.988,0.412,0.103
py_join_concat,176,176,9.62,34.27,16,0.4074,0.987,0.431,0.098
py_join_concat,176,176,9.62,34.27,17,0.4026,0.986,0.426,0.117
py_join_concat,176,176,9.62,34.27,18,0.4067,0.986,0.434,0.119
py_join_concat,176,176,9.62,34.27,19,0.4039,0.985,0.442,0.126
py_join_concat,176,176,9.62,34.27,20,0.3666,0.982,0.452,0.14
py_join_concat,176,176,9.62,34.27,21,0.3836,0.983,0.428,0.172
py_join_concat,176,176,9.62,34.27,22,0.3528,0.983,0.381,0.203
py_join_concat,176,176,9.62,34.27,23,0.3689,0.985,0.327,0.224
py_join_concat,176,176,9.62,34.27,24,0.3267,0.986,0.417,0.417
py_join_concat,176,176,9.62,34.27,25,0.3025,0.987,0.426,0.378
py_join_concat,176,176,9.62,34.27,26,0.288,0.986,0.38,0.344
py_join_concat,176,176,9.62,34.27,27,0.2932,0.987,0.365,0.271
py_join_concat,176,176,9.62,34.27,28,0.8129,0.998,0.68,0.087
py_with_open,200,200,8.88,14.14,0,1.0992,,,-0.005
py_with_open,200,200,8.88,14.14,1,0.4356,0.998,0.056,-0.012
py_with_open,200,200,8.88,14.14,2,0.3777,0.999,0.043,-0.032
py_with_open,200,200,8.88,14.14,3,0.4814,0.999,0.054,-0.004
py_with_open,200,200,8.88,14.14,4,0.5766,0.999,0.244,0.032
py_with_open,200,200,8.88,14.14,5,0.6141,0.999,0.143,0.034
py_with_open,200,200,8.88,14.14,6,0.5325,0.999,0.118,0.026
py_with_open,200,200,8.88,14.14,7,0.5264,0.998,0.104,0.019
py_with_open,200,200,8.88,14.14,8,0.5614,0.998,0.146,0.015
py_with_open,200,200,8.88,14.14,9,0.603,0.998,0.192,0.016
py_with_open,200,200,8.88,14.14,10,0.4898,0.998,0.24,0.012
py_with_open,200,200,8.88,14.14,11,0.4673,0.998,0.218,0.016
py_with_open,200,200,8.88,14.14,12,0.4512,0.997,0.213,0.017
py_with_open,200,200,8.88,14.14,13,0.4573,0.997,0.212,0.018
py_with_open,200,200,8.88,14.14,14,0.4301,0.997,0.191,0.02
py_with_open,200,200,8.88,14.14,15,0.4352,0.997,0.219,0.024
py_with_open,200,200,8.88,14.14,16,0.4251,0.997,0.205,0.015
py_with_open,200,200,8.88,14.14,17,0.4227,0.997,0.201,0.017
py_with_open,200,200,8.88,14.14,18,0.4252,0.997,0.221,0.041
py_with_open,200,200,8.88,14.14,19,0.4235,0.997,0.262,0.042
py_with_open,200,200,8.88,14.14,20,0.4036,0.997,0.316,0.075
py_with_open,200,200,8.88,14.14,21,0.4282,0.997,0.316,0.105
py_with_open,200,200,8.88,14.14,22,0.4034,0.997,0.268,0.162
py_with_open,200,200,8.88,14.14,23,0.4253,0.996,0.243,0.195
py_with_open,200,200,8.88,14.14,24,0.3788,0.997,0.25,0.25
py_with_open,200,200,8.88,14.14,25,0.3359,0.997,0.294,0.249
py_with_open,200,200,8.88,14.14,26,0.3037,0.996,0.248,0.228
py_with_open,200,200,8.88,14.14,27,0.282,0.996,0.222,0.209
py_with_open,200,200,8.88,14.14,28,0.3068,0.996,0.173,0.095
py_enumerate,198,198,7.66,14.92,0,0.9535,,,-0.015
py_enumerate,198,198,7.66,14.92,1,0.3603,0.995,0.187,0.032
py_enumerate,198,198,7.66,14.92,2,0.394,0.996,0.093,0.001
py_enumerate,198,198,7.66,14.92,3,0.435,0.996,0.042,0.019
py_enumerate,198,198,7.66,14.92,4,0.5813,0.998,0.072,0.057
py_enumerate,198,198,7.66,14.92,5,0.626,0.998,0.115,0.057
py_enumerate,198,198,7.66,14.92,6,0.6016,0.998,0.157,0.055
py_enumerate,198,198,7.66,14.92,7,0.5736,0.997,0.204,0.053
py_enumerate,198,198,7.66,14.92,8,0.5877,0.996,0.266,0.052
py_enumerate,198,198,7.66,14.92,9,0.5804,0.996,0.28,0.038
py_enumerate,198,198,7.66,14.92,10,0.4998,0.995,0.308,0.045
py_enumerate,198,198,7.66,14.92,11,0.4971,0.996,0.366,0.04
py_enumerate,198,198,7.66,14.92,12,0.5172,0.996,0.406,0.054
py_enumerate,198,198,7.66,14.92,13,0.5048,0.995,0.375,0.06
py_enumerate,198,198,7.66,14.92,14,0.4913,0.995,0.376,0.072
py_enumerate,198,198,7.66,14.92,15,0.4673,0.994,0.37,0.063
py_enumerate,198,198,7.66,14.92,16,0.4605,0.995,0.336,0.06
py_enumerate,198,198,7.66,14.92,17,0.4635,0.994,0.336,0.061
py_enumerate,198,198,7.66,14.92,18,0.4573,0.994,0.334,0.056
py_enumerate,198,198,7.66,14.92,19,0.4267,0.993,0.296,0.056
py_enumerate,198,198,7.66,14.92,20,0.4106,0.994,0.198,0.065
py_enumerate,198,198,7.66,14.92,21,0.4303,0.993,0.204,0.099
py_enumerate,198,198,7.66,14.92,22,0.3901,0.993,0.16,0.093
py_enumerate,198,198,7.66,14.92,23,0.3957,0.993,0.161,0.118
py_enumerate,198,198,7.66,14.92,24,0.3464,0.993,0.128,0.128
py_enumerate,198,198,7.66,14.92,25,0.3091,0.993,0.108,0.113
py_enumerate,198,198,7.66,14.92,26,0.2963,0.993,0.106,0.103
py_enumerate,198,198,7.66,14.92,27,0.2872,0.993,0.105,0.102
py_enumerate,198,198,7.66,14.92,28,0.3335,0.996,0.184,0.07
py_self_name,200,200,4.0,4.0,0,1.2146,,,0.016
py_self_name,200,200,4.0,4.0,1,0.8103,1.0,-0.022,-0.062
py_self_name,200,200,4.0,4.0,2,0.7597,1.0,-0.032,-0.07
py_self_name,200,200,4.0,4.0,3,0.8081,1.0,0.006,-0.063
py_self_name,200,200,4.0,4.0,4,1.03,1.0,0.065,-0.054
py_self_name,200,200,4.0,4.0,5,0.9966,1.0,0.064,-0.055
py_self_name,200,200,4.0,4.0,6,0.9618,1.0,0.085,-0.043
py_self_name,200,200,4.0,4.0,7,0.9663,1.0,0.057,-0.041
py_self_name,200,200,4.0,4.0,8,1.0984,0.999,0.183,-0.033
py_self_name,200,200,4.0,4.0,9,1.1212,0.999,0.178,-0.044
py_self_name,200,200,4.0,4.0,10,0.9929,0.999,0.173,-0.035
py_self_name,200,200,4.0,4.0,11,0.9576,0.999,0.132,-0.041
py_self_name,200,200,4.0,4.0,12,0.9573,0.999,0.103,-0.042
py_self_name,200,200,4.0,4.0,13,0.919,0.999,0.096,-0.048
py_self_name,200,200,4.0,4.0,14,0.8624,0.999,0.094,-0.043
py_self_name,200,200,4.0,4.0,15,0.8428,0.999,0.088,-0.036
py_self_name,200,200,4.0,4.0,16,0.7947,0.999,0.088,-0.038
py_self_name,200,200,4.0,4.0,17,0.7736,0.999,0.068,-0.038
py_self_name,200,200,4.0,4.0,18,0.7529,0.999,0.032,-0.031
py_self_name,200,200,4.0,4.0,19,0.6802,0.999,0.076,-0.015
py_self_name,200,200,4.0,4.0,20,0.6195,0.999,0.17,0.012
py_self_name,200,200,4.0,4.0,21,0.6047,0.999,0.139,0.018
py_self_name,200,200,4.0,4.0,22,0.5489,0.999,0.07,-0.002
py_self_name,200,200,4.0,4.0,23,0.6003,0.999,0.038,-0.015
py_self_name,200,200,4.0,4.0,24,0.5322,0.999,-0.004,-0.004
py_self_name,200,200,4.0,4.0,25,0.4372,0.999,-0.008,0.003
py_self_name,200,200,4.0,4.0,26,0.3934,0.999,0.023,0.017
py_self_name,200,200,4.0,4.0,27,0.3557,0.998,0.088,0.031
py_self_name,200,200,4.0,4.0,28,0.2817,0.999,-0.026,0.038
py_indent,200,200,4.25,4.25,0,0.731,,,-0.008
py_indent,200,200,4.25,4.25,1,0.4483,0.999,-0.057,-0.005
py_indent,200,200,4.25,4.25,2,0.349,0.999,-0.043,-0.003
py_indent,200,200,4.25,4.25,3,0.376,0.999,0.159,0.02
py_indent,200,200,4.25,4.25,4,0.4123,0.999,0.185,0.021
py_indent,200,200,4.25,4.25,5,0.4086,0.999,0.179,0.021
