lam,lofo_r2,lofo_r2_per_dim
0.0001,-2.547102746372988,-2.8675730228424072
0.001,-2.395171697902418,-2.6991336345672607
0.01,-1.5557610221535585,-1.7692527770996094
0.1,-0.4009751061307707,-0.49292391538619995
1.0,0.004504893271775834,-0.04772374778985977
10.0,0.0636783273034921,0.022114628925919533
100.0,0.046030067450731904,0.014140910468995571
1000.0,0.007888412465608452,-0.004015733487904072
