task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
capitalize,1,last_label_token,10,170,80,13.915933669393594,35,31.320221353832462,12,0.4577840268611908
capitalize_first_letter,1,last_label_token,10,170,80,18.4022404011196,34,31.783936478223648,12,0.3967008590698242
commonsense_qa,1,last_label_token,11,170,81,5.378528992875575,27,13.982211125784989,6,0.7621638178825378
national_parks,1,last_label_token,11,170,81,5.689096196475925,31,15.408982993968047,6,0.659964382648468
capitalize,1,last_label_token,11,170,81,13.914091677273696,36,31.525756469791425,12,0.4564533829689026
capitalize_first_letter,1,last_label_token,11,170,81,18.293900788151838,34,31.803395189117428,12,0.3876805007457733
commonsense_qa,1,last_label_token,12,170,79,5.110315669995969,26,13.338776782311676,5,0.7513458132743835
national_parks,1,last_label_token,12,170,79,5.451103739889075,30,14.92644231381894,6,0.6829516887664795
capitalize,1,last_label_token,12,170,79,13.923239115740902,35,30.893613858088244,12,0.4805195927619934
capitalize_first_letter,1,last_label_token,12,170,79,17.69238302463636,33,31.236398845528967,12,0.4044828414916992
commonsense_qa,1,last_label_token,13,170,78,5.164620944903345,26,13.423334602580283,5,0.7261572480201721
national_parks,1,last_label_token,13,170,78,7.0006458377963225,31,17.599914963481826,7,0.6479775905609131
capitalize,1,last_label_token,13,170,78,13.742952609492473,34,30.42999403715403,11,0.4818589389324188
capitalize_first_letter,1,last_label_token,13,170,78,17.576565213159334,33,30.772233072112638,11,0.3909950256347656
commonsense_qa,1,last_label_token,14,170,77,5.1324541486529744,26,13.270198554303986,5,0.7386749982833862
national_parks,1,last_label_token,14,170,77,7.533475195662859,31,18.264354814613647,7,0.6456131935119629
capitalize,1,last_label_token,14,170,77,13.497027902815733,34,30.015028007810983,11,0.4823582172393799
capitalize_first_letter,1,last_label_token,14,170,77,17.27221286498451,33,30.519410837969062,11,0.40031030774116516
commonsense_qa,1,last_label_token,15,170,75,5.054451481352135,25,13.074112780699377,5,0.7243990302085876
national_parks,1,last_label_token,15,170,75,7.025778361775011,30,17.546418676423308,7,0.6385638117790222
capitalize,1,last_label_token,15,170,75,13.82335987995576,33,29.61562087035067,11,0.4765290319919586
capitalize_first_letter,1,last_label_token,15,170,75,17.016642602671716,32,30.10650933175611,11,0.39074215292930603
commonsense_qa,1,last_label_token,16,170,74,4.9082505126856,25,12.719835135725718,5,0.732621967792511
national_parks,1,last_label_token,16,170,74,7.698563298813009,30,18.07317625955071,7,0.6567031741142273
capitalize,1,last_label_token,16,170,74,13.82047087565108,33,29.12887439366679,11,0.48186948895454407
capitalize_first_letter,1,last_label_token,16,170,74,17.019503637037037,32,29.851424853436693,11,0.3933534324169159
commonsense_qa,1,last_label_token,17,170,71,4.779522165449776,24,12.156617115547677,5,0.7501659989356995
national_parks,1,last_label_token,17,170,71,7.35673900245229,29,17.800494678208754,7,0.6766809225082397
capitalize,1,last_label_token,17,170,71,13.733938882595067,32,28.44781915542534,11,0.46275079250335693
capitalize_first_letter,1,last_label_token,17,170,71,16.935657318887593,30,29.064520547939342,11,0.38092952966690063
commonsense_qa,1,last_label_token,18,170,69,4.681298386845687,23,11.868408036265356,5,0.7550097107887268
national_parks,1,last_label_token,18,170,69,7.537075208636837,28,17.50245520700552,6,0.6845486164093018
capitalize,1,last_label_token,18,170,69,13.426878367442661,31,27.75665423617766,10,0.4503132700920105
capitalize_first_letter,1,last_label_token,18,170,69,16.578659045764045,30,28.399304232850636,11,0.3774169385433197
commonsense_qa,1,last_label_token,19,170,68,4.675775146687228,23,11.731200620095182,5,0.7721659541130066
national_parks,1,last_label_token,19,170,68,7.540617252074418,28,17.650104810584097,7,0.7165572643280029
capitalize,1,last_label_token,19,170,68,13.360429337005304,30,27.502834373190183,10,0.4491766095161438
capitalize_first_letter,1,last_label_token,19,170,68,16.396271404733803,29,28.13375143873231,11,0.37921273708343506
commonsense_qa,1,last_label_token,20,170,67,4.781811113907142,22,11.88308005240552,5,0.7859007716178894
national_parks,1,last_label_token,20,170,67,7.955760250206099,28,18.651278656215172,7,0.7261491417884827
capitalize,1,last_label_token,20,170,67,13.118532568165465,30,27.134895568248115,10,0.45911934971809387
capitalize_first_letter,1,last_label_token,20,170,67,16.128785918075263,29,27.850016035148375,10,0.3879055678844452
commonsense_qa,1,last_label_token,21,170,65,5.280342368265225,22,12.495997453863229,5,0.8178356885910034
national_parks,1,last_label_token,21,170,65,7.931241339512373,28,18.732295085670902,7,0.7588074803352356
capitalize,1,last_label_token,21,170,65,12.927279215045857,29,26.487800706467137,10,0.47234857082366943
capitalize_first_letter,1,last_label_token,21,170,65,15.371241381723012,28,27.17074715730912,10,0.4142819941043854
commonsense_qa,1,last_label_token,22,170,65,5.361512161552622,22,12.660016017086715,5,0.8284651637077332
national_parks,1,last_label_token,22,170,65,7.971017761978421,28,18.765490927946836,7,0.7609418034553528
capitalize,1,last_label_token,22,170,65,12.931264974424804,29,26.569243346634224,10,0.47209587693214417
capitalize_first_letter,1,last_label_token,22,170,65,15.159751306489394,28,27.08017309053597,10,0.4154726266860962
commonsense_qa,1,last_label_token,23,170,64,5.082961283712266,22,12.093177712805375,5,0.8338714838027954
national_parks,1,last_label_token,23,170,64,8.042260828358852,28,18.74017058986344,7,0.763975203037262
capitalize,1,last_label_token,23,170,64,12.560941443866387,28,26.12508445845497,10,0.4860226511955261
capitalize_first_letter,1,last_label_token,23,170,64,14.971428627983705,28,26.737359461980315,10,0.42524194717407227
commonsense_qa,1,last_label_token,24,170,65,5.062303861501604,22,12.189825912704682,5,0.8333051204681396
national_parks,1,last_label_token,24,170,65,8.243843909311886,28,18.83053870613508,7,0.7638942003250122
capitalize,1,last_label_token,24,170,65,12.948544903591527,29,26.622271978282583,10,0.48872309923171997
capitalize_first_letter,1,last_label_token,24,170,65,15.3797893905362,28,27.129997096944983,10,0.42326122522354126
commonsense_qa,1,last_label_token,25,170,66,4.7270580618011495,22,11.734494512474434,5,0.8452272415161133
national_parks,1,last_label_token,25,170,66,8.270664545752627,28,19.050038841081154,7,0.7730286121368408
capitalize,1,last_label_token,25,170,66,12.862480125433308,29,26.91130294410174,10,0.5056752562522888
capitalize_first_letter,1,last_label_token,25,170,66,15.432104090608458,29,27.52593094730976,10,0.4361758828163147
commonsense_qa,1,last_label_token,26,170,67,4.78500942697868,22,11.921444092087697,5,0.8616610765457153
national_parks,1,last_label_token,26,170,67,8.460046607635757,29,19.513510582091143,7,0.794391930103302
capitalize,1,last_label_token,26,170,67,13.101524033771277,30,27.415796978667917,10,0.5243139863014221
capitalize_first_letter,1,last_label_token,26,170,67,15.829818921570302,29,27.90332614586314,10,0.4338681995868683
commonsense_qa,1,last_label_token,27,170,69,4.564611367589129,23,11.603187647902706,5,0.8893123269081116
national_parks,1,last_label_token,27,170,69,6.692210407942175,29,17.017944613346007,7,0.8298393487930298
capitalize,1,last_label_token,27,170,69,13.25022132504538,31,28.034804936483823,11,0.5630714893341064
capitalize_first_letter,1,last_label_token,27,170,69,16.25746653387067,30,28.515711955634657,11,0.4473060965538025
commonsense_qa,1,last_label_token,28,170,69,4.562346010728493,22,11.551503441841811,5,0.8864206075668335
national_parks,1,last_label_token,28,170,69,6.54094883730012,28,17.010867550312977,7,0.8012031316757202
capitalize,1,last_label_token,28,170,69,12.047182773644877,30,26.877043083864635,10,0.5867661237716675
capitalize_first_letter,1,last_label_token,28,170,69,12.140791047250083,30,27.083079914491986,10,0.45537903904914856
commonsense_qa,2,pre_label_token,0,170,1,1.000001806239457,1,1.0000036124820657,1,0.16129350662231445
national_parks,2,pre_label_token,0,170,1,1.000001672331997,1,1.0000033446666827,1,0.8072097897529602
capitalize,2,pre_label_token,0,170,1,1.0000019635403372,1,1.0000039270843946,1,0.6751863360404968
capitalize_first_letter,2,pre_label_token,0,170,1,1.0000018363349676,1,1.0000036726731998,1,0.4298399090766907
commonsense_qa,2,pre_label_token,1,170,11,3.4425869394205724,7,5.73093792729555,3,0.9999471306800842
national_parks,2,pre_label_token,1,170,11,2.7183768742938264,7,4.773765273771145,2,0.9999487996101379
capitalize,2,pre_label_token,1,170,11,2.2263717227485667,6,3.922152357115155,2,0.9998632073402405
capitalize_first_letter,2,pre_label_token,1,170,11,2.2424171074523747,6,3.8837940806881135,2,0.9998610019683838
commonsense_qa,2,pre_label_token,2,170,22,2.3299577512710195,7,4.199741961190345,2,0.9993267059326172
national_parks,2,pre_label_token,2,170,22,2.799643108670166,8,5.5972374142277,3,0.9991515874862671
capitalize,2,pre_label_token,2,170,22,2.994908000412668,4,4.3180792308805245,2,0.9896546006202698
capitalize_first_letter,2,pre_label_token,2,170,22,3.2042765995226854,4,4.505103608131983,2,0.9899864196777344
commonsense_qa,2,pre_label_token,3,170,109,3.1012136888032784,28,7.65881771149474,4,0.9928404092788696
national_parks,2,pre_label_token,3,170,109,6.51391108604962,39,18.95265266651938,7,0.9904825091362
capitalize,2,pre_label_token,3,170,109,18.505778015895736,45,39.61421041069369,15,0.9552136659622192
capitalize_first_letter,2,pre_label_token,3,170,109,19.88219381585532,45,39.47350113762879,14,0.9575830698013306
commonsense_qa,2,pre_label_token,4,170,156,3.896196910184192,37,10.822842263003105,5,0.9752753376960754
national_parks,2,pre_label_token,4,170,156,5.900478587292232,42,16.932376555509798,7,0.9541388154029846
capitalize,2,pre_label_token,4,170,156,20.882074007028223,58,48.186229134121135,18,0.8830388188362122
capitalize_first_letter,2,pre_label_token,4,170,156,22.59043867595822,57,47.6483247109627,17,0.8864681124687195
commonsense_qa,2,pre_label_token,5,170,49,5.226533141050478,17,11.586871074322104,5,0.9786922931671143
national_parks,2,pre_label_token,5,170,49,7.126976544323536,22,16.578446615008943,6,0.9701632857322693
capitalize,2,pre_label_token,5,170,49,9.964280162157221,21,19.87818377550358,8,0.7569037675857544
capitalize_first_letter,2,pre_label_token,5,170,49,11.83884776257759,21,20.644362876894863,8,0.7631892561912537
commonsense_qa,2,pre_label_token,6,170,184,4.248510393439634,41,12.162671591322962,5,0.9368432760238647
national_parks,2,pre_label_token,6,170,184,6.504401508145768,46,19.50144418522022,8,0.8772163987159729
capitalize,2,pre_label_token,6,170,184,21.550810306733172,63,51.17698350973243,19,0.7778487801551819
capitalize_first_letter,2,pre_label_token,6,170,184,22.24974409174403,62,51.30000971379991,18,0.7670600414276123
commonsense_qa,2,pre_label_token,7,170,195,4.546466335440079,43,13.119469532590408,6,0.9182648062705994
national_parks,2,pre_label_token,7,170,195,6.787456268580498,48,20.3133638557243,8,0.8407237529754639
capitalize,2,pre_label_token,7,170,195,22.092245818321178,65,52.530566757250355,19,0.7431305646896362
capitalize_first_letter,2,pre_label_token,7,170,195,23.97288370208301,64,52.94908522276243,19,0.7162494659423828
commonsense_qa,2,pre_label_token,8,170,57,4.464482124512062,20,10.710934698569545,4,0.9393009543418884
national_parks,2,pre_label_token,8,170,57,7.163590787378348,26,18.59780950592027,7,0.9181414842605591
capitalize,2,pre_label_token,8,170,57,11.447087807367081,25,23.044508853208256,9,0.5964922904968262
capitalize_first_letter,2,pre_label_token,8,170,57,13.670427594397093,25,23.936597384618466,9,0.5954246520996094
commonsense_qa,2,pre_label_token,9,170,221,4.997103284530531,46,14.85356254291749,6,0.8727227449417114
national_parks,2,pre_label_token,9,170,221,7.275634484972447,51,22.41863019732943,9,0.7535797357559204
capitalize,2,pre_label_token,9,170,221,22.574286310736035,70,55.55916606960033,20,0.68755042552948
capitalize_first_letter,2,pre_label_token,9,170,221,24.365869664800776,69,56.014939109983445,20,0.6412718296051025
commonsense_qa,2,pre_label_token,10,170,68,3.7993246012733652,21,9.553235512477505,4,0.8978942036628723
national_parks,2,pre_label_token,10,170,68,7.993676242513143,30,19.883382432829016,8,0.8637735843658447
capitalize,2,pre_label_token,10,170,68,12.238848094401153,30,26.843719887292853,10,0.5556830763816833
capitalize_first_letter,2,pre_label_token,10,170,68,14.611680238978613,29,26.95621184790198,10,0.5360103845596313
commonsense_qa,2,pre_label_token,11,170,67,3.73223730876334,21,9.390143350875315,4,0.892962634563446
national_parks,2,pre_label_token,11,170,67,7.5095508349340525,29,19.3675686454179,8,0.8599731922149658
capitalize,2,pre_label_token,11,170,67,12.397511085131734,29,26.572804851340056,10,0.5436111092567444
capitalize_first_letter,2,pre_label_token,11,170,67,14.279344814245894,28,26.746367561138133,10,0.5393213033676147
commonsense_qa,2,pre_label_token,12,170,72,4.0680208037518755,23,10.52134926497263,4,0.8780719041824341
national_parks,2,pre_label_token,12,170,72,8.102973482916777,31,21.134972587755765,8,0.8333820700645447
capitalize,2,pre_label_token,12,170,72,12.501968211071675,31,27.755711349250568,10,0.5298305153846741
capitalize_first_letter,2,pre_label_token,12,170,72,15.66651987593973,30,28.195171764059477,11,0.5252087116241455
commonsense_qa,2,pre_label_token,13,170,74,4.1586192221817075,24,10.76964468201332,5,0.8469209671020508
national_parks,2,pre_label_token,13,170,74,8.291894117566223,31,20.771108360607798,8,0.7884204983711243
capitalize,2,pre_label_token,13,170,74,12.642414030535962,32,28.135305809339066,11,0.4911171793937683
capitalize_first_letter,2,pre_label_token,13,170,74,16.463001346365825,31,28.82205328719136,11,0.47139936685562134
commonsense_qa,2,pre_label_token,14,170,76,5.140057953746799,25,13.260299229822914,5,0.8396559357643127
national_parks,2,pre_label_token,14,170,76,8.568938933018213,32,21.874564189352856,8,0.783835768699646
capitalize,2,pre_label_token,14,170,76,13.020904754867628,32,29.243041213288617,11,0.4844461977481842
capitalize_first_letter,2,pre_label_token,14,170,76,16.706169450833965,32,29.61747300667627,11,0.47990891337394714
commonsense_qa,2,pre_label_token,15,170,78,5.227689384839761,26,13.7594828237357,5,0.8322078585624695
national_parks,2,pre_label_token,15,170,78,8.231454522230633,32,21.260803548554343,8,0.7694711685180664
capitalize,2,pre_label_token,15,170,78,13.44164508186033,33,29.80346308910907,11,0.4690901041030884
capitalize_first_letter,2,pre_label_token,15,170,78,16.078197789612407,32,30.104908259693758,11,0.44429537653923035
commonsense_qa,2,pre_label_token,16,170,79,5.7141839773715395,27,14.852066598350925,6,0.8348721265792847
national_parks,2,pre_label_token,16,170,79,7.988717813519595,32,21.0707853216659,8,0.7472520470619202
capitalize,2,pre_label_token,16,170,79,13.78744110678008,34,30.320151789069676,11,0.4629703760147095
capitalize_first_letter,2,pre_label_token,16,170,79,16.226253275012688,33,30.310503037316728,11,0.4306209087371826
commonsense_qa,2,pre_label_token,17,170,78,5.639261287679911,26,14.605560129762466,6,0.823574960231781
national_parks,2,pre_label_token,17,170,78,6.6990688654337225,30,18.002191325810042,7,0.7087637186050415
capitalize,2,pre_label_token,17,170,78,13.479431427674234,33,29.92568550829251,11,0.4612747132778168
capitalize_first_letter,2,pre_label_token,17,170,78,16.150742545382904,32,30.114042634986834,11,0.42940813302993774
commonsense_qa,2,pre_label_token,18,170,252,4.80441719884192,49,14.672479140291296,7,0.7409735918045044
