icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2,test_r2,test_r2_testmean_baseline,train_r2
1,pre_label_token,0,4096,4096,0.1,0.3663851320743561,True,3400,1190,0.3306625783443451,0.3328462392342191,1354.3939208984375,1363.3382090336133,-4.4844147506495347e-08,-0.19073776288615774,0.0
1,pre_label_token,1,4096,4096,316227.7660168379,0.3234192728996277,False,3400,1190,0.18538619577884674,0.2981716524653074,759.3418579101562,1221.311081932773,0.10417595066549068,-0.06669147660932295,0.4393493309491181
1,pre_label_token,2,4096,4096,316227.7660168379,0.31545379757881165,False,3400,1190,0.1744200885295868,0.29685649711544776,714.4246826171875,1215.9242581407564,0.10812719076921684,-0.061986586018572654,0.47251337177940544
1,pre_label_token,3,4096,4096,31622.776601683792,0.30938220024108887,False,3400,1190,0.11505855619907379,0.3101575707187172,471.27978515625,1270.4053965336134,0.06816557296531256,-0.10957039126985024,0.6520363544759691
1,pre_label_token,4,4096,4096,100000.0,0.30460092425346375,False,3400,1190,0.13180367648601532,0.300855192617208,539.8677978515625,1232.3029149159663,0.09611354840306552,-0.0762916830122582,0.6013952436167187
1,pre_label_token,5,4096,4096,100000.0,0.30203449726104736,False,3400,1190,0.13060200214385986,0.3032454691013368,534.94580078125,1242.0934283088236,0.08893222468789297,-0.08484275596395863,0.6050293843416001
1,pre_label_token,6,4096,4096,100000.0,0.3015703856945038,False,3400,1190,0.12761907279491425,0.300819834540872,522.7277221679688,1232.1580422794118,0.09621977786806701,-0.07616519158242219,0.6140504515693506
1,pre_label_token,7,4096,4096,100000.0,0.2991844117641449,False,3400,1190,0.12618272006511688,0.3019717785490661,516.8444213867188,1236.8764115021008,0.09275888835192792,-0.08028620323766256,0.6183943139349961
1,pre_label_token,8,4096,4096,100000.0,0.29666322469711304,False,3400,1190,0.12569187581539154,0.30237321773496995,514.8339233398438,1238.520686712185,0.09155280831680523,-0.08172232821614434,0.6198787403015449
1,pre_label_token,9,4096,4096,100000.0,0.29674187302589417,False,3400,1190,0.12523819506168365,0.30243825351490694,512.9756469726562,1238.7870798319327,0.09135741544409892,-0.08195498987784111,0.6212507756736136
1,pre_label_token,10,4096,4096,100000.0,0.2958265244960785,False,3400,1190,0.12361663579940796,0.3017254260407776,506.333740234375,1235.867312237395,0.09349902746211503,-0.07940489168889542,0.626154745364998
1,pre_label_token,11,4096,4096,100000.0,0.2941972613334656,False,3400,1190,0.12263689935207367,0.30122995136164815,502.32080078125,1233.8379004726892,0.09498762683006512,-0.07763236028715648,0.6291176946416894
1,pre_label_token,12,4096,4096,100000.0,0.29418981075286865,False,3400,1190,0.12157244980335236,0.3015991980288209,497.96075439453125,1235.3502757352942,0.09387826568907454,-0.07895331843117526,0.6323368359005859
1,pre_label_token,13,4096,4096,100000.0,0.291067898273468,False,3400,1190,0.11902933567762375,0.3027311036566726,487.5441589355469,1239.9866137079832,0.09047757929040812,-0.08300264396421198,0.6400278003225721
1,pre_label_token,14,4096,4096,100000.0,0.28922054171562195,False,3400,1190,0.11686757206916809,0.30358987375467766,478.6895446777344,1243.5041228991597,0.08789749865470187,-0.08607484327066861,0.6465654727113854
1,pre_label_token,15,4096,4096,100000.0,0.288780152797699,False,3400,1190,0.11743330210447311,0.3043941930562508,481.0068054199219,1246.7986016281513,0.08548100946890647,-0.08895224806876656,0.6448545744351497
1,pre_label_token,16,4096,4096,100000.0,0.28869783878326416,False,3400,1190,0.11779782921075821,0.3044663068627109,482.4999084472656,1247.094006039916,0.08526435144128419,-0.08921023095231972,0.643752160281996
1,pre_label_token,17,4096,4096,31622.776601683792,0.28812167048454285,False,3400,1190,0.09255857020616531,0.31540487754244767,379.119873046875,1291.8983390231092,0.052400614733806083,-0.12834232152461666,0.720081508256502
1,pre_label_token,18,4096,4096,31622.776601683792,0.2887152433395386,False,3400,1190,0.0926845595240593,0.3151365007672991,379.6358642578125,1290.7991399684875,0.05320692333984944,-0.12738221946191586,0.7197004874632668
1,pre_label_token,19,4096,4096,31622.776601683792,0.287898451089859,False,3400,1190,0.09218361973762512,0.3155253706859941,377.5840759277344,1292.39190519958,0.05203860629042667,-0.12877337862930172,0.7212154450642823
1,pre_label_token,20,4096,4096,31622.776601683792,0.2880910634994507,False,3400,1190,0.09227624535560608,0.3175869452853163,377.9635009765625,1300.8361081932774,0.04584483136145412,-0.13614854000131404,0.7209353238045839
1,pre_label_token,21,4096,4096,31622.776601683792,0.2877624034881592,False,3400,1190,0.09222155064344406,0.31728677509211695,377.7394714355469,1299.6065913865546,0.04674665980737802,-0.13507469886326318,0.7211007332453373
1,pre_label_token,22,4096,4096,31622.776601683792,0.28857147693634033,False,3400,1190,0.09277680516242981,0.317827945997735,380.0137634277344,1301.8232274159664,0.04512077113538493,-0.13701070581643537,0.7194215153496626
1,pre_label_token,23,4096,4096,31622.776601683792,0.28832221031188965,False,3400,1190,0.0927463248372078,0.3178304656213071,379.888916015625,1301.833587184874,0.045113201202520825,-0.13701971962095527,0.7195136948922485
1,pre_label_token,24,4096,4096,31622.776601683792,0.28834131360054016,False,3400,1190,0.09242842346429825,0.317713314344903,378.5868225097656,1301.3537486869748,0.04546516937234957,-0.13660061784860034,0.7204751020599458
1,pre_label_token,25,4096,4096,31622.776601683792,0.28860315680503845,False,3400,1190,0.09240882843732834,0.3179033519841042,378.5065612792969,1302.1321165966388,0.04489422211405858,-0.13728046627917667,0.7205343619467707
1,pre_label_token,26,4096,4096,31622.776601683792,0.289026141166687,False,3400,1190,0.09235891699790955,0.31826441468310956,378.3021240234375,1303.6109965861344,0.04380944880843962,-0.1385721467604235,0.7206853056661013
1,pre_label_token,27,4096,4096,31622.776601683792,0.2889522910118103,False,3400,1190,0.09266822785139084,0.31860520819655985,379.5690612792969,1305.0069524684875,0.04278557204925815,-0.13979131542744994,0.7197498782130463
1,pre_label_token,28,4096,4096,31622.776601683792,0.2902258038520813,False,3400,1190,0.0936400443315506,0.31892713658949906,383.54962158203125,1306.3255777310924,0.04181837347697903,-0.14094299524002607,0.7168108807461249
