icl_example_index,token_role,layer,activation_k,fv_k,feature_dim,train_sample_count,test_sample_count,pca_train_mse,pca_test_mse,fv_train_mse,fv_test_mse,fv_recon_floor_test_mse
3,pre_label_token,6,32,16,48,2600,1170,3.0300722122192383,8.189023971557617,0.03956424072384834,0.28358522057533264,0.1967194378376007
3,pre_label_token,7,32,16,48,2600,1170,2.8155155181884766,8.168984413146973,0.0362933948636055,0.27607500553131104,0.1967194378376007
3,pre_label_token,8,32,16,48,2600,1170,2.725290298461914,7.46140718460083,0.03553437069058418,0.2728637754917145,0.1967194378376007
3,pre_label_token,9,32,16,48,2600,1170,2.556218385696411,8.02278995513916,0.030765606090426445,0.2578897774219513,0.1967194378376007
3,pre_label_token,10,32,16,48,2600,1170,2.47055983543396,6.947017669677734,0.02975580096244812,0.24852466583251953,0.1967194378376007
3,pre_label_token,11,32,16,48,2600,1170,2.372257947921753,6.268246650695801,0.029572630301117897,0.24786277115345,0.1967194378376007
3,pre_label_token,12,32,16,48,2600,1170,2.241161584854126,5.806899547576904,0.02868245355784893,0.24511870741844177,0.1967194378376007
3,pre_label_token,13,32,16,48,2600,1170,2.1472666263580322,5.660983085632324,0.027441678568720818,0.24417534470558167,0.1967194378376007
3,pre_label_token,14,32,16,48,2600,1170,2.374223470687866,6.081575870513916,0.029203778132796288,0.2435320019721985,0.1967194378376007
3,pre_label_token,15,32,16,48,2600,1170,2.2630224227905273,5.610080242156982,0.028924619778990746,0.24352437257766724,0.1967194378376007
3,pre_label_token,16,32,16,48,2600,1170,2.2226624488830566,5.758265495300293,0.02824057638645172,0.24401076138019562,0.1967194378376007
3,pre_label_token,17,32,16,48,2600,1170,2.416264057159424,5.998866558074951,0.03019951470196247,0.24849194288253784,0.1967194378376007
3,pre_label_token,18,32,16,48,2600,1170,2.3343324661254883,5.828875541687012,0.029794281348586082,0.24867188930511475,0.1967194378376007
3,pre_label_token,19,32,16,48,2600,1170,2.3749043941497803,6.15148401260376,0.030283479019999504,0.25125423073768616,0.1967194378376007
3,pre_label_token,20,32,16,48,2600,1170,2.5060267448425293,5.746061325073242,0.03217006102204323,0.2509717047214508,0.1967194378376007
3,pre_label_token,21,32,16,48,2600,1170,2.5415568351745605,5.67317533493042,0.03274338319897652,0.25260987877845764,0.1967194378376007
3,pre_label_token,22,32,16,48,2600,1170,2.532283067703247,5.58065128326416,0.03282292187213898,0.25290706753730774,0.1967194378376007
3,pre_label_token,23,32,16,48,2600,1170,2.517479181289673,5.528314113616943,0.03276020288467407,0.25268104672431946,0.1967194378376007
3,pre_label_token,24,32,16,48,2600,1170,2.5118296146392822,5.486363410949707,0.03280387446284294,0.25261133909225464,0.1967194378376007
3,pre_label_token,25,32,16,48,2600,1170,2.497789144515991,5.5805535316467285,0.03266698122024536,0.25325801968574524,0.1967194378376007
3,pre_label_token,26,32,16,48,2600,1170,2.487427234649658,5.68999719619751,0.03255031257867813,0.25455406308174133,0.1967194378376007
3,pre_label_token,27,32,16,48,2600,1170,2.542874574661255,5.853951930999756,0.033205509185791016,0.25612983107566833,0.1967194378376007
3,pre_label_token,28,32,16,48,2600,1170,2.598052740097046,5.908539295196533,0.03397078439593315,0.25729382038116455,0.1967194378376007
3,first_label_token,0,32,16,48,2600,1170,8.454915046691895,8.918754577636719,0.10386761277914047,0.29886162281036377,0.1967194378376007
