direction,arm,layer,alpha,mean_logit_diff,ci95,mean_dlogp_tgt,mean_dlogp_src,flip_rate,clean_logit_diff,clean_flip_rate,n
antonym_to_synonym,replace_both,0,0.5,-0.027011718600988388,0.5447687768936157,-0.012072240933775902,-0.01419139839708805,0.53,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,0,1.0,-0.026503905653953552,0.5451507949829102,-0.0009968829108402133,-0.0036238515749573708,0.52,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,0,2.0,-0.02128906175494194,0.546189416885376,0.02356323041021824,0.01572144217789173,0.53,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,0,4.0,0.0008300781482830644,0.5489391994476318,0.07907415181398392,0.04911322519183159,0.52,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,0,8.0,0.10404296964406967,0.555073218345642,0.2122560441493988,0.0790821984410286,0.56,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,1,0.5,-0.03769531100988388,0.545663423538208,-0.03725354000926018,-0.028689101338386536,0.54,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,1,1.0,-0.03134765475988388,0.5457373037338257,-0.005198772065341473,-0.0029819905757904053,0.53,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,1,2.0,-0.009580078534781933,0.5462040433883667,0.05176963284611702,0.03221884369850159,0.51,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,1,4.0,0.07795898616313934,0.5463242330551148,0.1460058093070984,0.03891593590378761,0.52,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,1,8.0,0.39881837368011475,0.5301445169448853,0.2709965407848358,-0.15695267915725708,0.53,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,2,0.5,-0.03572265803813934,0.5463188591003418,-0.08378319442272186,-0.07719139754772186,0.54,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,2,1.0,-0.018613280728459358,0.5476320667266846,-1.7931461115949787e-05,-0.010535516776144505,0.54,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,2,2.0,0.034443359822034836,0.5496084203720093,0.1506580114364624,0.08708379417657852,0.52,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,2,4.0,0.19092772901058197,0.5510779867172241,0.3800669014453888,0.16000835597515106,0.52,-0.029130859300494194,0.52,100
antonym_to_synonym,replace_both,2,8.0,0.6095995903015137,0.5246556062698364,0.6115081906318665,-0.027222318574786186,0.59,-0.029130859300494194,0.52,100
