icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
4,pre_label_token,1,2,2,2600,1170,22.148292541503906,15.216269493103027,44.29658508300781,30.432538986206055
4,pre_label_token,2,4,4,2600,1170,20.117002487182617,13.052791595458984,80.46800231933594,52.21116638183594
4,pre_label_token,3,6,6,2600,1170,14.675688743591309,11.816536903381348,88.05413818359375,70.89921569824219
4,pre_label_token,4,8,8,2600,1170,12.982463836669922,10.091898918151855,103.85971069335938,80.73519134521484
4,pre_label_token,5,10,10,2600,1170,8.788212776184082,9.048779487609863,87.88214111328125,90.48779296875
4,pre_label_token,6,12,12,2600,1170,7.144371032714844,9.053290367126465,85.73243713378906,108.63947296142578
4,pre_label_token,7,14,14,2600,1170,6.725811004638672,9.205820083618164,94.1613540649414,128.8814697265625
4,pre_label_token,8,16,16,2600,1170,5.642082691192627,8.126350402832031,90.27332305908203,130.0216064453125
4,pre_label_token,9,18,18,2600,1170,5.27671480178833,8.992340087890625,94.98086547851562,161.86212158203125
4,pre_label_token,10,20,20,2600,1170,4.943142890930176,8.487510681152344,98.86286926269531,169.7501983642578
4,first_label_token,1,2,2,2600,1170,22.529136657714844,12.800300598144531,45.05827713012695,25.600601196289062
4,first_label_token,2,4,4,2600,1170,21.523658752441406,14.865852355957031,86.09464263916016,59.463409423828125
4,first_label_token,3,6,6,2600,1170,16.474531173706055,13.204017639160156,98.84718322753906,79.22410583496094
4,first_label_token,4,8,8,2600,1170,15.608757972717285,11.879583358764648,124.87006378173828,95.03666687011719
4,first_label_token,5,10,10,2600,1170,12.176630973815918,9.86985969543457,121.76631164550781,98.69860076904297
4,first_label_token,6,12,12,2600,1170,9.915765762329102,10.54445743560791,118.98919677734375,126.53349304199219
4,first_label_token,7,14,14,2600,1170,9.082010269165039,9.867847442626953,127.14814758300781,138.14988708496094
4,first_label_token,8,16,16,2600,1170,7.269906044006348,8.794373512268066,116.31848907470703,140.70999145507812
4,first_label_token,9,18,18,2600,1170,6.327399730682373,7.776672840118408,113.89319610595703,139.98013305664062
4,first_label_token,10,20,20,2600,1170,5.761335372924805,7.418839454650879,115.2267074584961,148.37680053710938
4,last_label_token,1,2,2,2600,1170,26.527177810668945,23.558185577392578,53.05436325073242,47.116371154785156
4,last_label_token,2,4,4,2600,1170,21.167869567871094,17.796831130981445,84.67147064208984,71.18733215332031
4,last_label_token,3,6,6,2600,1170,17.06446075439453,13.592850685119629,102.38676452636719,81.5571060180664
4,last_label_token,4,8,8,2600,1170,14.847746849060059,12.714808464050293,118.78197479248047,101.71846771240234
4,last_label_token,5,10,10,2600,1170,11.408254623413086,10.057708740234375,114.08255004882812,100.57709503173828
4,last_label_token,6,12,12,2600,1170,8.726393699645996,10.861856460571289,104.71672058105469,130.34228515625
4,last_label_token,7,14,14,2600,1170,7.767154216766357,9.05825138092041,108.74014282226562,126.81552124023438
4,last_label_token,8,16,16,2600,1170,6.427496910095215,7.431751728057861,102.8399658203125,118.90801239013672
4,last_label_token,9,18,18,2600,1170,5.320069313049316,6.486900329589844,95.7612533569336,116.76420593261719
4,last_label_token,10,20,20,2600,1170,5.340420246124268,6.205154895782471,106.80838775634766,124.10309600830078
