layer,train_accuracy,test_accuracy,train_log_loss,test_log_loss
0,1.0,0.5225631768953068,0.0015324080273741423,0.7834557756251648
1,1.0,0.516245487364621,0.0015445105617375504,0.8243780414155241
2,1.0,0.5568592057761733,0.0015278700030000344,0.7955919421381129
3,1.0,0.5685920577617328,0.0015407976853084938,0.8349885168732717
4,1.0,0.572202166064982,0.0015308166776642081,0.8200379028403985
5,1.0,0.6660649819494585,0.001512585851913147,0.6953900128672817
6,1.0,0.7274368231046932,0.0014623513293667552,0.5800180050843747
7,1.0,0.8185920577617328,0.0014096817206368446,0.42828037155303206
8,1.0,0.8754512635379061,0.0012048152543802531,0.2929792072150579
9,1.0,0.9115523465703971,0.0011622562291593744,0.2289705519084091
10,1.0,0.9151624548736462,0.0011187730342478036,0.21728237260934063
11,1.0,0.9314079422382672,0.001047453907707206,0.16772832822638223
12,1.0,0.9503610108303249,0.0010376707858272716,0.1485968516553586
13,1.0,0.9503610108303249,0.001013190401625183,0.14026515247985502
14,1.0,0.9548736462093863,0.0010282077556947287,0.13694551912056785
15,1.0,0.953971119133574,0.0010249820177836823,0.13948963260629443
16,1.0,0.9548736462093863,0.0010456861048369918,0.13860481883425524
17,1.0,0.953971119133574,0.0010800040164393818,0.14227026371763327
18,1.0,0.9557761732851986,0.0010865112280275678,0.1465508997463746
19,1.0,0.9566787003610109,0.0011059466395920256,0.15389410032411963
20,1.0,0.9611913357400722,0.001111812920957789,0.14761949789863688
21,1.0,0.9548736462093863,0.0011370311043897403,0.15605667380624813
22,1.0,0.9548736462093863,0.001157997227513341,0.1606888941546462
23,1.0,0.9476534296028881,0.0011678341276085424,0.1687151408296772
24,1.0,0.9593862815884476,0.00116817268967037,0.16594710082051659
25,1.0,0.9566787003610109,0.0011739699316214824,0.1691093284271056
26,1.0,0.9476534296028881,0.001180070001051938,0.17545662456284192
27,1.0,0.9422382671480144,0.0011919182418260253,0.1809861810700524
28,1.0,0.9476534296028881,0.0012025114570662731,0.18109961138979255
