train_accuracy,test_accuracy,train_log_loss,test_log_loss,icl_example_index,layer,train_records,test_records
0.9358419057931782,0.9259927797833934,0.18782819754084612,0.19133610518983127,2,9,3694,1108
0.9526258798050893,0.9512635379061372,0.143649126610619,0.1360157381158913,2,10,3694,1108
0.9561451001624256,0.953971119133574,0.13075967532750868,0.12588711263051064,2,11,3694,1108
0.9607471575527883,0.9648014440433214,0.10972175555486187,0.10845600527517363,2,12,3694,1108
0.9534380075798592,0.9584837545126353,0.12828070003204095,0.11344076272323729,2,13,3694,1108
0.9463995668651868,0.9530685920577617,0.14417609825092262,0.12894406683570456,2,14,3694,1108
0.9401732539252843,0.9422382671480144,0.1668590955329897,0.1520261030269699,2,15,3694,1108
0.9298863021115322,0.9350180505415162,0.19276907002607824,0.16750439590858124,2,16,3694,1108
0.926367081754196,0.9287003610108303,0.2054767444659114,0.18219834990872233,2,17,3694,1108
0.9128316188413643,0.927797833935018,0.22796945897155144,0.19995108957772526,2,18,3694,1108
0.9052517596101787,0.9205776173285198,0.2404744216382996,0.2128360346626426,2,19,3694,1108
0.9090416892257716,0.9151624548736462,0.2366919521605005,0.2149234776061037,2,20,3694,1108
0.9103952355170547,0.907942238267148,0.2319238932813977,0.21890027391782108,2,21,3694,1108
0.9060638873849486,0.9142599277978339,0.2287450323239607,0.21626578905872518,2,22,3694,1108
0.9038982133188955,0.9115523465703971,0.23098011383611117,0.21721777830852732,2,23,3694,1108
0.9044396318354088,0.907942238267148,0.234255065602347,0.22231298643851957,2,24,3694,1108
0.9063345966432051,0.907942238267148,0.23620675679348857,0.22824432877904063,2,25,3694,1108
0.9047103410936654,0.8953068592057761,0.24476649986595916,0.24168587024107727,2,26,3694,1108
0.8900920411478073,0.8889891696750902,0.2740890274750338,0.27326006066849495,2,27,3694,1108
0.8752030319436924,0.8736462093862816,0.30903601470477404,0.30331129825510794,2,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6887242459760916,0.6887905219123485,3,0,3694,1108
0.5416892257715213,0.5415162454873647,0.6879348765601552,0.6889367738272809,3,1,3694,1108
0.5519761775852734,0.5379061371841155,0.683287725504907,0.6856939673125024,3,2,3694,1108
0.5514347590687602,0.5604693140794224,0.6846072465568664,0.6864681124367504,3,3,3694,1108
0.5517054683270168,0.5631768953068592,0.6845239611281109,0.682962211382791,3,4,3694,1108
0.6765024363833243,0.6823104693140795,0.6063338302596256,0.5960275078949848,3,5,3694,1108
0.755549539794261,0.7563176895306859,0.5157027023456835,0.5130642783458109,3,6,3694,1108
0.8115863562533838,0.7933212996389891,0.4169408855496983,0.42034860363483256,3,7,3694,1108
0.8868435300487276,0.8907942238267148,0.2593828305886507,0.2650836840293634,3,8,3694,1108
0.9566865186789388,0.9584837545126353,0.12310172111911374,0.11672392819925845,3,9,3694,1108
0.9729290741743367,0.9774368231046932,0.08429514095429474,0.06593105526907984,3,10,3694,1108
0.9794260963724959,0.983754512635379,0.06240158714143292,0.04851070338961292,3,11,3694,1108
0.9802382241472658,0.9810469314079422,0.05698699574468766,0.04924161486645779,3,12,3694,1108
0.9756361667569031,0.9819494584837545,0.07482004476879338,0.06644180133931364,3,13,3694,1108
0.9694098538170005,0.9693140794223827,0.08662358657411748,0.07456036249759407,3,14,3694,1108
0.9626421223605848,0.9638989169675091,0.10489782001352181,0.0942216815404575,3,15,3694,1108
0.9569572279371954,0.9620938628158845,0.11979491158674754,0.10833662789108775,3,16,3694,1108
0.9518137520303195,0.953971119133574,0.1331751037544953,0.11855841775683185,3,17,3694,1108
0.9355711965349215,0.9377256317689531,0.1595344928651388,0.1468153189503134,3,18,3694,1108
0.9312398484028154,0.9386281588447654,0.1779463899368689,0.15800948903256243,3,19,3694,1108
0.9355711965349215,0.9422382671480144,0.17352814244546644,0.15505851126801434,3,20,3694,1108
0.9399025446670276,0.9431407942238267,0.16072068176359963,0.14413727825558337,3,21,3694,1108
0.9388197076340011,0.9449458483754513,0.15978396280855378,0.14383558657971457,3,22,3694,1108
0.9401732539252843,0.944043321299639,0.15944496615062415,0.14294446339674208,3,23,3694,1108
0.9385489983757445,0.9422382671480144,0.16461484416822542,0.14932084170427679,3,24,3694,1108
0.9369247428262046,0.9476534296028881,0.16568554318286763,0.14778115116127227,3,25,3694,1108
0.9325933946940985,0.9386281588447654,0.17442157955377977,0.15711264275633913,3,26,3694,1108
0.924201407688143,0.9323104693140795,0.2021774656003542,0.180580535699443,3,27,3694,1108
0.8990254466702762,0.9097472924187726,0.24662649732874242,0.23896665249317775,3,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6886283087805725,0.6887620805819897,4,0,3694,1108
0.5465619924201408,0.546028880866426,0.6886290942216895,0.6893580015434213,4,1,3694,1108
0.5406063887384949,0.5415162454873647,0.6849289242807165,0.689003467669768,4,2,3694,1108
0.5514347590687602,0.5514440433212996,0.686295210009975,0.6886489112650458,4,3,3694,1108
0.550081212777477,0.5478339350180506,0.6850402542771151,0.6890394204920405,4,4,3694,1108
0.6781266919328641,0.6832129963898917,0.5978703205840471,0.6183165194460832,4,5,3694,1108
0.7609637249593936,0.7472924187725631,0.5007834176914053,0.5167994163354727,4,6,3694,1108
0.834325933946941,0.8285198555956679,0.3741157828696205,0.3768185094156866,4,7,3694,1108
0.9033567948023823,0.9052346570397112,0.23561073904357613,0.24262746816889383,4,8,3694,1108
0.9680563075257174,0.9629963898916968,0.09427835747479969,0.10512977241298241,4,9,3694,1108
0.9802382241472658,0.9792418772563177,0.06089283905618638,0.06566764674350997,4,10,3694,1108
0.9834867352463454,0.9828519855595668,0.04522105221050126,0.04479709149425077,4,11,3694,1108
0.9826746074715755,0.9864620938628159,0.04871210116170875,0.04254361041751474,4,12,3694,1108
0.9780725500812127,0.9792418772563177,0.05930728123925734,0.05679668242084553,4,13,3694,1108
0.9769897130481863,0.9819494584837545,0.06711441427445121,0.05820526770945447,4,14,3694,1108
0.968327016783974,0.9747292418772563,0.08735766245858383,0.07701303016072691,4,15,3694,1108
0.969139144558744,0.9675090252707581,0.09259815531348423,0.083439755642823,4,16,3694,1108
0.9656199242014077,0.9629963898916968,0.10110283925053659,0.09781249384874943,4,17,3694,1108
0.9556036816459123,0.9512635379061372,0.12297796602250306,0.12583152674643144,4,18,3694,1108
0.9485652409312398,0.9377256317689531,0.14088255991355098,0.1478189588152319,4,19,3694,1108
0.952896589063346,0.9422382671480144,0.13411026885060642,0.14554370559244537,4,20,3694,1108
0.9566865186789388,0.9512635379061372,0.12100226032117263,0.12671084256430407,4,21,3694,1108
0.9561451001624256,0.9521660649819494,0.12191053810185314,0.13020165176989304,4,22,3694,1108
0.9547915538711423,0.9530685920577617,0.12118544193789219,0.13305692412604755,4,23,3694,1108
0.9501894964807797,0.9512635379061372,0.12944529595248758,0.14369225598732013,4,24,3694,1108
0.9501894964807797,0.9458483754512635,0.1280873399342943,0.14402960382173471,4,25,3694,1108
0.9472116946399567,0.9395306859205776,0.1335027909173736,0.15263676596274245,4,26,3694,1108
0.9371954520844613,0.9341155234657039,0.1652867330831626,0.18015568059533574,4,27,3694,1108
0.9133730373578777,0.9043321299638989,0.21937130920412704,0.24311262392638494,4,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6886151670912891,0.6895470348454424,5,0,3694,1108
0.5443963183540877,0.5252707581227437,0.6867181058682468,0.6895457470835892,5,1,3694,1108
0.5625338386572821,0.5252707581227437,0.6818614385783683,0.6852729513603679,5,2,3694,1108
0.5568489442338928,0.5415162454873647,0.6820938862178484,0.6894011424836202,5,3,3694,1108
0.5544125609095831,0.5361010830324909,0.6800565923985307,0.691377921323255,5,4,3694,1108
0.7060097455332972,0.6669675090252708,0.5786841675399519,0.6063240907503573,5,5,3694,1108
0.7828911748781808,0.7608303249097473,0.48025778574846284,0.49764347559293143,5,6,3694,1108
0.8551705468327017,0.8312274368231047,0.33588923657141867,0.36256658068064423,5,7,3694,1108
0.9136437466161342,0.8998194945848376,0.214883654144328,0.23594209329071256,5,8,3694,1108
0.9750947482403898,0.973826714801444,0.07031396132671747,0.07644307221471777,5,9,3694,1108
0.988900920411478,0.9864620938628159,0.04085300828370719,0.03787997185074518,5,10,3694,1108
0.9921494315105577,0.9918772563176895,0.02711811372068089,0.02120955821793603,5,11,3694,1108
0.9924201407688142,0.9918772563176895,0.02814592564006891,0.025824668236131092,5,12,3694,1108
0.989713048186248,0.9855595667870036,0.039380930027598515,0.036593701910812085,5,13,3694,1108
0.9856524093123985,0.9846570397111913,0.04530286661769867,0.0384346999562025,5,14,3694,1108
0.9783432593394694,0.9774368231046932,0.06378061840121069,0.05499835880688985,5,15,3694,1108
0.9734704926908501,0.9783393501805054,0.06905791249152743,0.05414947283145682,5,16,3694,1108
0.9723876556578235,0.9693140794223827,0.07666840709885682,0.06731456218331348,5,17,3694,1108
0.9639956686518679,0.9629963898916968,0.10072582896971373,0.091268057310159,5,18,3694,1108
0.9564158094206822,0.953971119133574,0.11291123127467612,0.10918376028549867,5,19,3694,1108
0.9621007038440714,0.9602888086642599,0.10239816534048046,0.10081056520602304,5,20,3694,1108
0.9664320519761775,0.9666064981949458,0.08885179984861052,0.08268560648091926,5,21,3694,1108
0.9675148890092041,0.9648014440433214,0.09214738303175739,0.08480309814288295,5,22,3694,1108
0.966161342717921,0.9648014440433214,0.09281133866193003,0.08575367819597597,5,23,3694,1108
0.9642663779101245,0.9629963898916968,0.09768492881502157,0.0960929929401227,5,24,3694,1108
0.9637249593936112,0.9575812274368231,0.09912309415484308,0.10516834997920312,5,25,3694,1108
0.9593936112615051,0.9566787003610109,0.10596955099618413,0.11497828579724918,5,26,3694,1108
0.9453167298321603,0.9449458483754513,0.13598568473077985,0.1448849050791497,5,27,3694,1108
0.9195993502977802,0.9205776173285198,0.1946515607588968,0.2036415278258319,5,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6889111933723682,0.6893123339746211,6,0,3694,1108
0.5441256090958311,0.5333935018050542,0.687534661634128,0.6886170847439052,6,1,3694,1108
0.5557661072008663,0.5451263537906137,0.6827734329071012,0.6830322565707286,6,2,3694,1108
0.5519761775852734,0.5523465703971119,0.6832402946453692,0.6838406332006634,6,3,3694,1108
0.556036816459123,0.5424187725631769,0.6812482582543923,0.6827582997259036,6,4,3694,1108
0.6935571196534922,0.6832129963898917,0.5797110418413548,0.5963575627046032,6,5,3694,1108
0.7753113156469952,0.7545126353790613,0.48813193505765823,0.49771259262211315,6,6,3694,1108
0.8632918245804007,0.8492779783393501,0.3237094761477012,0.3384866647531678,6,7,3694,1108
0.9228478613968598,0.9196750902527075,0.1999082989748018,0.21994858718598667,6,8,3694,1108
0.9856524093123985,0.9774368231046932,0.04711283307774528,0.05405472792942456,6,9,3694,1108
0.9916080129940444,0.9882671480144405,0.02978558885094452,0.028554774092179158,6,10,3694,1108
0.9940443963183541,0.9927797833935018,0.018693100850816248,0.019884700171765617,6,11,3694,1108
0.9937736870600975,0.9954873646209387,0.02019982607037864,0.01927165439831579,6,12,3694,1108
0.9932322685435842,0.9909747292418772,0.02741291705044198,0.03010409239136238,6,13,3694,1108
0.9932322685435842,0.9909747292418772,0.02739298964259794,0.030542098018599088,6,14,3694,1108
0.9886302111532215,0.9846570397111913,0.04040801188136043,0.04439426618157689,6,15,3694,1108
0.9886302111532215,0.9846570397111913,0.04135474160609007,0.04504224213244354,6,16,3694,1108
0.9851109907958853,0.9819494584837545,0.05186463738174628,0.053207444272656806,6,17,3694,1108
0.9748240389821332,0.9747292418772563,0.07202635594835786,0.07299320956432159,6,18,3694,1108
0.9667027612344342,0.9629963898916968,0.08587408050312696,0.08588045953772071,6,19,3694,1108
0.9702219815917704,0.9693140794223827,0.08210746845287983,0.08263795386884785,6,20,3694,1108
0.9780725500812127,0.9756317689530686,0.06370335434387692,0.06389546116970217,6,21,3694,1108
0.9778018408229562,0.9756317689530686,0.06703095027888047,0.06725452987614655,6,22,3694,1108
0.9759068760151597,0.9747292418772563,0.06978856584259094,0.06568985981413528,6,23,3694,1108
0.9721169463995669,0.9729241877256317,0.07562008330097274,0.07153051104870348,6,24,3694,1108
0.9723876556578235,0.9693140794223827,0.07819807478149503,0.07344248387442777,6,25,3694,1108
0.9702219815917704,0.9693140794223827,0.08660776053475602,0.0868924085295278,6,26,3694,1108
0.9599350297780184,0.9575812274368231,0.11078245229835992,0.11430604061547502,6,27,3694,1108
0.9369247428262046,0.9332129963898917,0.17041263379165764,0.17401146631152245,6,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6889279862220036,0.6891280081289083,7,0,3694,1108
0.5441256090958311,0.5451263537906137,0.6883799326911032,0.6886639408048832,7,1,3694,1108
0.5462912831618841,0.5505415162454874,0.6847570834981925,0.6859018124175589,7,2,3694,1108
0.5484569572279372,0.5469314079422383,0.6861318796241391,0.6856563212311916,7,3,3694,1108
0.5617217108825122,0.5586642599277978,0.6831895909893937,0.6843699855448306,7,4,3694,1108
0.7073632918245804,0.6958483754512635,0.5785687669889672,0.5868625091597146,7,5,3694,1108
0.7850568489442339,0.7806859205776173,0.47265723836499574,0.4829328732078612,7,6,3694,1108
0.865186789388197,0.8808664259927798,0.30723250210076264,0.31004911525258966,7,7,3694,1108
0.9195993502977802,0.9160649819494585,0.19856867193131877,0.20509774584686813,7,8,3694,1108
0.986735246345425,0.9873646209386282,0.04550744841066136,0.0396601200112085,7,9,3694,1108
0.9926908500270709,0.9927797833935018,0.023709492862694144,0.027536650400667762,7,10,3694,1108
0.9962100703844071,0.9963898916967509,0.01619807399695362,0.01823915208792718,7,11,3694,1108
0.9959393611261506,0.9954873646209387,0.017539401762469157,0.01679694603800933,7,12,3694,1108
0.9926908500270709,0.990072202166065,0.024835474122677243,0.030161007951461295,7,13,3694,1108
0.991878722252301,0.9891696750902527,0.0272820624775564,0.028769495770116966,7,14,3694,1108
0.9875473741201949,0.9855595667870036,0.04014864479718611,0.04101862961780133,7,15,3694,1108
0.9878180833784516,0.9873646209386282,0.04196893885113236,0.03774494643377803,7,16,3694,1108
0.9829453167298322,0.9864620938628159,0.05160738623281975,0.04036841200278617,7,17,3694,1108
0.9718462371413102,0.9792418772563177,0.07411894436842345,0.06179642315132843,7,18,3694,1108
0.9710341093665403,0.9774368231046932,0.08517102906338873,0.08273666251339076,7,19,3694,1108
0.9718462371413102,0.973826714801444,0.08112636233997622,0.08085454184763116,7,20,3694,1108
0.9775311315646995,0.9792418772563177,0.067823412247461,0.06440478093153708,7,21,3694,1108
0.9769897130481863,0.9756317689530686,0.07053650038992654,0.06942407440665661,7,22,3694,1108
0.9788846778559827,0.9774368231046932,0.0715681868408856,0.07107799175174438,7,23,3694,1108
0.9761775852734164,0.9729241877256317,0.07562766378139396,0.07658249507440612,7,24,3694,1108
0.9710341093665403,0.9711191335740073,0.07774828705121602,0.07898347726480419,7,25,3694,1108
0.9696805630752572,0.973826714801444,0.08448122711268911,0.08673134294086085,7,26,3694,1108
0.9669734704926909,0.9593862815884476,0.10174469395701423,0.11579557067322938,7,27,3694,1108
0.9463995668651868,0.9404332129963899,0.1488407079791921,0.16890909736988524,7,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6888544188395834,0.689279787565045,8,0,3694,1108
0.5446670276123443,0.5361010830324909,0.6879239837906465,0.6882074569143188,8,1,3694,1108
0.5489983757444504,0.5478339350180506,0.6850076924002662,0.6849761946307297,8,2,3694,1108
0.5476448294531673,0.5676895306859205,0.6854501635139907,0.6839898049435741,8,3,3694,1108
0.5549539794260964,0.5649819494584838,0.6832538067580112,0.6824191328645447,8,4,3694,1108
0.7027612344342177,0.6931407942238267,0.5771475063835604,0.594619485348209,8,5,3694,1108
0.7858689767190038,0.7806859205776173,0.4655082321390908,0.4792909591044082,8,6,3694,1108
0.8670817541959935,0.871841155234657,0.2987580902447633,0.3092557915422641,8,7,3694,1108
0.9298863021115322,0.9323104693140795,0.17480148125674494,0.17201266173560628,8,8,3694,1108
0.9910665944775311,0.9864620938628159,0.032930860887891406,0.03976131936181101,8,9,3694,1108
0.9932322685435842,0.990072202166065,0.021048225332690646,0.025846029860274913,8,10,3694,1108
0.9967514889009204,0.9945848375451264,0.01282211661544743,0.01606188854887948,8,11,3694,1108
0.9975636166756903,0.9954873646209387,0.01310469730305655,0.01938271005663506,8,12,3694,1108
0.9956686518678939,0.9927797833935018,0.018508738520779285,0.022490016197085846,8,13,3694,1108
0.9945858148348673,0.9945848375451264,0.020601204577152636,0.02029874388586549,8,14,3694,1108
0.991878722252301,0.9936823104693141,0.033306759207499016,0.03092478012562613,8,15,3694,1108
0.9913373037357878,0.9945848375451264,0.03125489128415049,0.03189477244057555,8,16,3694,1108
0.9878180833784516,0.9945848375451264,0.03945509379663378,0.038474605984479326,8,17,3694,1108
0.9818624796968056,0.9864620938628159,0.056647360277117594,0.05606002346616049,8,18,3694,1108
0.9740119112073633,0.98014440433213,0.07144991294846383,0.0704078096274978,8,19,3694,1108
0.9745533297238765,0.9774368231046932,0.06718330704156042,0.0665028193855769,8,20,3694,1108
0.9802382241472658,0.9873646209386282,0.052370235454155166,0.053299863362045716,8,21,3694,1108
0.9810503519220357,0.983754512635379,0.05628390765596708,0.057981001570072375,8,22,3694,1108
0.9813210611802924,0.9810469314079422,0.055229208590614955,0.06011539453624708,8,23,3694,1108
0.9807796426637791,0.98014440433213,0.05736637670597109,0.064868410750839,8,24,3694,1108
0.9810503519220357,0.9783393501805054,0.05972429056698454,0.06771861397373112,8,25,3694,1108
0.9788846778559827,0.9747292418772563,0.06741082410076468,0.07613677302735572,8,26,3694,1108
0.9669734704926909,0.9629963898916968,0.09015231458317131,0.0996601950341091,8,27,3694,1108
0.9455874390904169,0.9485559566787004,0.14051971240441644,0.13685682073397237,8,28,3694,1108
0.5454791553871142,0.5451263537906137,0.68862991695812,0.6874043827549875,9,0,3694,1108
0.5422306442880347,0.5270758122743683,0.6875257240638152,0.6893095039109218,9,1,3694,1108
0.5614510016242555,0.5523465703971119,0.6821216562589185,0.6892543899380775,9,2,3694,1108
0.5590146182999458,0.5433212996389891,0.683527601868994,0.6906100432509477,9,3,3694,1108
0.5587439090416892,0.5712996389891697,0.6820794184595331,0.6869018154573211,9,4,3694,1108
0.6954520844612886,0.6814079422382672,0.5814497605008432,0.5950672696545272,9,5,3694,1108
0.7815376285868977,0.7707581227436823,0.47012554595119566,0.49881212963531124,9,6,3694,1108
0.8871142393069843,0.8727436823104693,0.27931389394335215,0.3000567936280299,9,7,3694,1108
0.9353004872766648,0.9232851985559567,0.16967800804350344,0.17799241330038365,9,8,3694,1108
0.989713048186248,0.9927797833935018,0.03172547588885153,0.028250572125819426,9,9,3694,1108
0.9924201407688142,0.9963898916967509,0.020315197542524956,0.01678144762720304,9,10,3694,1108
0.9978343259339469,0.9990974729241877,0.010392371146828833,0.009203855146418884,9,11,3694,1108
0.9967514889009204,0.9981949458483754,0.012796539246053592,0.011848504338640015,9,12,3694,1108
0.9951272333513806,0.9936823104693141,0.017385788069537424,0.021474432161933576,9,13,3694,1108
0.9959393611261506,0.9945848375451264,0.018790151055460565,0.023383477598313898,9,14,3694,1108
0.9913373037357878,0.9927797833935018,0.030577942992869176,0.032743236941303995,9,15,3694,1108
0.9894423389279914,0.9891696750902527,0.030908708583653455,0.03562602154008835,9,16,3694,1108
0.9870059556036817,0.9855595667870036,0.03786260651361384,0.044336421550159384,9,17,3694,1108
0.9807796426637791,0.9792418772563177,0.05480554988470942,0.0645389779696633,9,18,3694,1108
0.976448294531673,0.9675090252707581,0.06878577896109496,0.0816491728370871,9,19,3694,1108
0.9802382241472658,0.9666064981949458,0.06297202180514344,0.07730913647285431,9,20,3694,1108
0.9856524093123985,0.9810469314079422,0.04691302865567389,0.0581982992995758,9,21,3694,1108
0.9851109907958853,0.9765342960288809,0.04977380607261498,0.0649290495536374,9,22,3694,1108
0.9861938278289117,0.9747292418772563,0.04880386562305333,0.0643612083882785,9,23,3694,1108
0.9834867352463454,0.9729241877256317,0.05152839184669331,0.06962159977264697,9,24,3694,1108
0.9824038982133189,0.9711191335740073,0.05637291552278987,0.07460015052718931,9,25,3694,1108
0.9786139685977261,0.970216606498195,0.06509737593116159,0.08397972358644482,9,26,3694,1108
0.9704926908500271,0.9602888086642599,0.08989616919350699,0.10105100963010125,9,27,3694,1108
0.9485652409312398,0.9467509025270758,0.13956554373451469,0.1447455533814339,9,28,3694,1108
0.5457498646453709,0.5451263537906137,0.6889022930408926,0.6891294985214175,10,0,3694,1108
0.5446670276123443,0.5379061371841155,0.6880983853400144,0.6913626889148641,10,1,3694,1108
0.5427720628045479,0.5406137184115524,0.6851317197133431,0.6873955965968512,10,2,3694,1108
0.5473741201949107,0.5324909747292419,0.6841658875586158,0.686730340972888,10,3,3694,1108
0.5549539794260964,0.5433212996389891,0.6817808925659485,0.6897251537384571,10,4,3694,1108
0.7192744991878722,0.6832129963898917,0.5656892213449158,0.6176731765359035,10,5,3694,1108
0.7931781266919329,0.7608303249097473,0.454186133404097,0.512355175484216,10,6,3694,1108
0.8849485652409312,0.8745487364620939,0.2672825058007213,0.284148361491067,10,7,3694,1108
0.9374661613427179,0.9341155234657039,0.1531829321402632,0.1684580687142204,10,8,3694,1108
0.9916080129940444,0.9891696750902527,0.028560338243820142,0.03434408323078009,10,9,3694,1108
0.9945858148348673,0.9936823104693141,0.017357897791531258,0.01726899808284088,10,10,3694,1108
0.9986464537087169,0.9972924187725631,0.009489822554557789,0.009381229684783932,10,11,3694,1108
0.9983757444504602,0.9981949458483754,0.010067585412499675,0.010799595932401413,10,12,3694,1108
0.9964807796426638,0.9918772563176895,0.01597846240279154,0.026219054076763535,10,13,3694,1108
0.9962100703844071,0.9909747292418772,0.016756859920176576,0.026224828282274907,10,14,3694,1108
0.9924201407688142,0.983754512635379,0.025946630757274547,0.038020219808708365,10,15,3694,1108
0.9945858148348673,0.9891696750902527,0.023410071492699247,0.03237205537033668,10,16,3694,1108
0.9913373037357878,0.9864620938628159,0.030676667531894974,0.03988362374849829,10,17,3694,1108
0.9859231185706551,0.9774368231046932,0.046629319372797295,0.05790514920897231,10,18,3694,1108
0.9788846778559827,0.9765342960288809,0.05915493427409902,0.06907634834047278,10,19,3694,1108
0.9813210611802924,0.9792418772563177,0.055461321126142424,0.061034609921316624,10,20,3694,1108
0.9870059556036817,0.9846570397111913,0.042478066386264356,0.04676933576318032,10,21,3694,1108
0.9859231185706551,0.9819494584837545,0.04633785097409782,0.05023586054024815,10,22,3694,1108
0.9856524093123985,0.983754512635379,0.04559669821190041,0.05138155623619399,10,23,3694,1108
0.9840281537628587,0.9774368231046932,0.04869568990111451,0.05449131634464111,10,24,3694,1108
0.9842988630211154,0.98014440433213,0.05190860020460304,0.05478600953964766,10,25,3694,1108
0.9810503519220357,0.9756317689530686,0.05837044985731209,0.06229960810278151,10,26,3694,1108
0.9726583649160802,0.970216606498195,0.07946341082128462,0.07882226076456691,10,27,3694,1108
0.9534380075798592,0.9512635379061372,0.12762302647048485,0.13375532116870895,10,28,3694,1108
