icl_index,token_role,layer,old_test_mse_fv,old_test_r2_fv,new_test_mse_fv,new_test_r2_fv,new_test_mse_pp,new_test_r2_pp,new_train_mse,new_train_r2,new_best_alpha,alpha_pinned
1,first_label_token,10,0.23816505400072627,0.28445919885114956,0.24543551597274652,0.2626158266966466,0.5974380941951976,0.17757988509318468,0.19335345923900604,0.6563243198174031,31622.776601683792,False
1,first_label_token,11,0.2399251705458184,0.27917112160541413,0.24738325712059725,0.25676405137218083,0.5997404659495634,0.17441049087279348,0.1930660456418991,0.6568351824824323,31622.776601683792,False
1,first_label_token,12,0.2408870023839614,0.27628140326733586,0.24811208869228843,0.2545743566010762,0.6012754167829241,0.1722975113808357,0.19355812668800354,0.6559605341110482,31622.776601683792,False
1,first_label_token,13,0.23927093313521697,0.2811367061992055,0.24655002946613216,0.2592673927599426,0.5989915543243665,0.17544142611250102,0.19359751045703888,0.6558905315175354,31622.776601683792,False
1,first_label_token,14,0.23973084137219342,0.2797549623085166,0.2471419262284992,0.2574891036518274,0.6001924915474002,0.17378824239596258,0.19359183311462402,0.6559006226973041,31622.776601683792,False
1,first_label_token,15,0.24104493325497925,0.2758069172750546,0.2485128899582294,0.25337019301874597,0.6024541646492582,0.17067487304374984,0.19369176030158997,0.6557230073389628,31622.776601683792,False
1,first_label_token,16,0.24197689825747193,0.27300693057119385,0.24930344749899472,0.25099504932230277,0.6042286496202485,0.16823215613647236,0.19402270019054413,0.6551347789623746,31622.776601683792,False
1,first_label_token,17,0.2422065959257238,0.2723168291024769,0.24987295775854287,0.2492840180143019,0.6051227024623326,0.16700142269603102,0.19407255947589874,0.6550461566854568,31622.776601683792,False
1,first_label_token,18,0.24372756220713382,0.2677472526123962,0.2517577644155807,0.24362132248660662,0.6074245164374343,0.1638327963022832,0.19483231008052826,0.6536957396469263,31622.776601683792,False
1,first_label_token,19,0.24386779881325088,0.2673259270996655,0.2517796588545086,0.24355554303865334,0.6075050289891347,0.16372196449784315,0.19507230818271637,0.6532691555488881,31622.776601683792,False
1,first_label_token,20,0.24533539459484965,0.26291669642670257,0.2533545822656455,0.23882385784250493,0.6097056797572544,0.16069259714552386,0.1960168331861496,0.6515903116622467,31622.776601683792,False
1,first_label_token,21,0.24659522080621799,0.2591316866553359,0.25508440081812755,0.23362680712948414,0.6119800663795791,0.1575617266412006,0.19637295603752136,0.6509573218845852,31622.776601683792,False
1,first_label_token,22,0.24841200083243747,0.2536733701910391,0.2568216820724872,0.22840733554459902,0.6144656590053014,0.15414011460688315,0.19718940556049347,0.6495061254785497,31622.776601683792,False
1,first_label_token,23,0.24920045628267176,0.25130454220786613,0.25789181524965943,0.2251922374156824,0.6157641819545201,0.15235259653014543,0.1977495402097702,0.6485105153801234,31622.776601683792,False
1,first_label_token,24,0.24943477566502675,0.2506005553056798,0.258203197126629,0.22425672461094093,0.6162775472432626,0.15164590918653797,0.19830860197544098,0.6475168122762989,31622.776601683792,False
1,first_label_token,25,0.2506246069900128,0.24702583749880158,0.2596117885172868,0.22002476578458363,0.6181727529573842,0.14903701076455234,0.19818969070911407,0.6477281708446799,31622.776601683792,False
1,first_label_token,26,0.2509954035783014,0.24591181978969434,0.2600233350481306,0.21878831922867514,0.6185593420717896,0.14850484070880898,0.1982346773147583,0.6476482095015794,31622.776601683792,False
1,first_label_token,27,0.2513234515150054,0.24492623571889405,0.2602934957552357,0.21797665092191765,0.6188147793297006,0.1481532114085622,0.1983281373977661,0.647482089082922,31622.776601683792,False
1,first_label_token,28,0.25361200541007417,0.23805052637345492,0.26272892671472886,0.21065966487943033,0.6220004233993403,0.14376792398336957,0.19832317531108856,0.647490908932956,31622.776601683792,False
1,last_label_token,0,0.27947076428838136,0.16036071952025277,0.2952986725238191,0.11280742457528803,0.6603435997201615,0.09098555241708783,0.21803221106529236,0.6124591267490318,31622.776601683792,False
1,last_label_token,1,0.27052926856930515,0.18722446339376542,0.2861470318641983,0.1403025283520094,0.6487874648150276,0.1068934730684512,0.20763830840587616,0.6309337461340981,31622.776601683792,False
1,last_label_token,2,0.25511742279309185,0.23352766484438858,0.26892929878555427,0.19203132490386432,0.6277650175976153,0.13583251064264013,0.194410040974617,0.6544463009390041,31622.776601683792,False
1,last_label_token,3,0.26163800343745897,0.21393729497336667,0.26824921038972227,0.19407457613238444,0.6273182652577632,0.13644750006873452,0.19047918915748596,0.6614331848420203,31622.776601683792,False
1,last_label_token,4,0.2465704990034344,0.25920596060221635,0.2549551635229287,0.23401508645288394,0.610221490940126,0.15998254283795754,0.18107780814170837,0.6781436488180448,31622.776601683792,False
1,last_label_token,5,0.2369017432717716,0.2882546774736908,0.2442716903045398,0.26611241367110516,0.5946041139234014,0.1814810798837745,0.1743689626455307,0.6900682714661908,31622.776601683792,False
1,last_label_token,6,0.23343451203418378,0.29867159370819585,0.24252497248288965,0.2713602363906775,0.5935590727990415,0.1829196604663137,0.17257782816886902,0.693251919496011,31622.776601683792,False
1,last_label_token,7,0.22958624222699334,0.31023329856211435,0.23791803151619534,0.28520128683001345,0.5869394061946067,0.19203214763839105,0.17168736457824707,0.6948346720435439,31622.776601683792,False
1,last_label_token,8,0.22769419325499976,0.31591775232428987,0.2335614148308249,0.29829026533505676,0.5830711396802374,0.1973571180782545,0.17063450813293457,0.6967060694129084,31622.776601683792,False
1,last_label_token,9,0.22432718998243828,0.32603354462315537,0.22949490827672622,0.3105076396695833,0.5776635049771862,0.20480114884406697,0.17115718126296997,0.6957770452093329,31622.776601683792,False
1,last_label_token,10,0.2255373690308643,0.32239769431137255,0.23133143176551627,0.3049900056418984,0.5788838426605994,0.20312125888129218,0.17128120362758636,0.6955566019305566,31622.776601683792,False
1,last_label_token,11,0.2262266519690762,0.3203268192709694,0.23151006939030494,0.3044533084293797,0.579545224614504,0.20221081505822092,0.17128992080688477,0.6955411075994158,31622.776601683792,False
1,last_label_token,12,0.22811954081559382,0.31463984219783925,0.23333925359389363,0.29895772448164903,0.5823682608724642,0.19832468555590776,0.17107591032981873,0.6959215000504294,31622.776601683792,False
1,last_label_token,13,0.2271091028421867,0.3176755923419421,0.2327208134306579,0.300815760335579,0.5811526194340041,0.19999811077136975,0.1715143471956253,0.695142201409142,31622.776601683792,False
1,last_label_token,14,0.22766407557896207,0.3160082375809584,0.23334856113465893,0.29892976099305,0.5822843022707129,0.19844026111690827,0.17184077203273773,0.6945619983015034,31622.776601683792,False
1,last_label_token,15,0.2289835064351058,0.31204415218721004,0.23430191969671169,0.2960654994278289,0.5843091371680508,0.19565291801790619,0.17212215065956116,0.6940618624811101,31622.776601683792,False
1,last_label_token,16,0.23085414581939953,0.30642402118472445,0.236259653588303,0.2901837019973408,0.5872077557219176,0.19166274359263202,0.1722874492406845,0.6937680528822316,31622.776601683792,False
1,last_label_token,17,0.23132398909881335,0.3050124285479425,0.2374544480267693,0.2865940727385756,0.5886627902503775,0.18965977512490928,0.1729823797941208,0.6925328501009012,31622.776601683792,False
1,last_label_token,18,0.23275532922824893,0.30071212400817704,0.23912381404588204,0.28157864505254804,0.5904491296335429,0.18720073969506368,0.17322540283203125,0.692100889337527,31622.776601683792,False
1,last_label_token,19,0.23297959015149028,0.3000383566439607,0.2392075250128738,0.2813271446046728,0.5908164721577107,0.1866950640713101,0.17319492995738983,0.6921550532814291,31622.776601683792,False
1,last_label_token,20,0.23458440444048714,0.29521686800507574,0.2411845455650522,0.2753874025111378,0.5933446836070854,0.18321478390353085,0.17376446723937988,0.6911427304941997,31622.776601683792,False
1,last_label_token,21,0.23640932916593152,0.2897340816846409,0.24347105266667213,0.2685178419171955,0.596427757199071,0.17897069273756205,0.17423570156097412,0.6903051360873725,31622.776601683792,False
1,last_label_token,22,0.23814895693995372,0.28450756070595506,0.24516636824407498,0.26342445162045336,0.5989176133099724,0.17554321168350007,0.17468270659446716,0.6895106079753057,31622.776601683792,False
1,last_label_token,23,0.23934671738568475,0.2809090207248537,0.24643420932673607,0.25961536170568367,0.600356453006007,0.17356253666521337,0.1749422252178192,0.6890493271699267,31622.776601683792,False
1,last_label_token,24,0.23950724000690363,0.28042674810315693,0.24685913855288208,0.2583387083049228,0.6009733248157662,0.17271336452571617,0.17504720389842987,0.6888627330453347,31622.776601683792,False
1,last_label_token,25,0.24029546465192522,0.27805861354894856,0.24779357028608562,0.2555313103276341,0.6023183357815782,0.17086185206977844,0.17480334639549255,0.6892961770267327,31622.776601683792,False
1,last_label_token,26,0.24142345620804473,0.2746696865498077,0.24927839231090385,0.2510703248955388,0.6040973374823563,0.16841291753180887,0.17471927404403687,0.689445611242623,31622.776601683792,False
1,last_label_token,27,0.24224454575226087,0.2722028130080598,0.2504449155150341,0.24756563346933014,0.6055846847405955,0.16636546807233776,0.174709290266037,0.6894633568868356,31622.776601683792,False
1,last_label_token,28,0.2431263050111402,0.26955366395818703,0.25118165857651653,0.24535216949214234,0.6067132709407005,0.16481188117958545,0.1748470813035965,0.6892184405106677,31622.776601683792,False
1,pre_label_token,0,0.3328462392342191,-4.4844147506495347e-08,0.3455448278859884,-0.03815165559923428,0.726439096146271,-5.143666270690517e-08,0.5626044273376465,0.0,0.1,True
1,pre_label_token,1,0.2981716524653074,0.10417595066549068,0.31133399290197034,0.06463105770420141,0.6839480744690455,0.05849215264243346,0.386694997549057,0.3126698284637167,316227.7660168379,False
1,pre_label_token,2,0.29685649711544776,0.10812719076921684,0.30993848367899407,0.06882371258808473,0.6817725814691111,0.0614868883654629,0.3737814724445343,0.33562294521331637,316227.7660168379,False
1,pre_label_token,3,0.3101575707187172,0.06816557296531256,0.3306239248323841,0.006676566263909667,0.6952430596872539,0.04294372489521536,0.2928948998451233,0.4793946054936701,31622.776601683792,False
1,pre_label_token,4,0.300855192617208,0.09611354840306552,0.3178250625353901,0.04512934868493612,0.6852793525247013,0.05665954460798894,0.3184181749820709,0.4340283163271792,100000.0,False
1,pre_label_token,5,0.3032454691013368,0.08893222468789297,0.3214154171342609,0.034342520840313084,0.6888447224592962,0.05175153492500273,0.3166704475879669,0.4371348105337296,100000.0,False
1,pre_label_token,6,0.300819834540872,0.09621977786806701,0.318854602845777,0.04203620738609737,0.6856333948984867,0.056172177678160407,0.31312096118927,0.4434438373138667,100000.0,False
1,pre_label_token,7,0.3019717785490661,0.09275888835192792,0.3203352791922433,0.037587677191347035,0.6869612685772551,0.05434425603391779,0.31132054328918457,0.446643986144201,100000.0,False
1,pre_label_token,8,0.30237321773496995,0.09155280831680523,0.3209875699852695,0.03562794082123488,0.6876115366190422,0.05344911137735364,0.3106609582901001,0.4478163640478122,100000.0,False
1,pre_label_token,9,0.30243825351490694,0.09135741544409892,0.3213816105818548,0.034444088930812966,0.6875205737202107,0.0535743288993632,0.3099423944950104,0.4490935736824574,100000.0,False
1,pre_label_token,10,0.3017254260407776,0.09349902746211503,0.32040086954581637,0.03739061814528977,0.6866942269461496,0.054711859658582274,0.30770760774612427,0.45306579046621354,100000.0,False
1,pre_label_token,11,0.30122995136164815,0.09498762683006512,0.31982182254310415,0.039130301555437064,0.6862079780642726,0.055381219154054806,0.30630260705947876,0.45556310584159065,100000.0,False
1,pre_label_token,12,0.3015991980288209,0.09387826568907454,0.3204908435084239,0.037120301211845064,0.686577811361361,0.05487211478718723,0.30477336049079895,0.45828126178628603,100000.0,False
1,pre_label_token,13,0.3027311036566726,0.09047757929040812,0.321829465657723,0.033098557321135647,0.6879587958840763,0.052971081925554886,0.3015536665916443,0.4640040996146175,100000.0,False
1,pre_label_token,14,0.30358987375467766,0.08789749865470187,0.34032934012533234,-0.02248229285227077,0.7028015521394104,0.03253887074978512,0.26132041215896606,0.5355166090754298,31622.776601683792,False
1,pre_label_token,15,0.3043941930562508,0.08548100946890647,0.3408689370676249,-0.024103452869118414,0.7036102166696757,0.03142568097771714,0.26100510358810425,0.5360770536001092,31622.776601683792,False
1,pre_label_token,16,0.3044663068627109,0.08526435144128419,0.34066358774649996,-0.023486503285452986,0.7034647003943179,0.03162599547567668,0.26166439056396484,0.5349052054172208,31622.776601683792,False
1,pre_label_token,17,0.31540487754244767,0.052400614733806083,0.3395665946126986,-0.020190707353549664,0.7024029996214795,0.03308750936318772,0.2612563371658325,0.5356304990308229,31622.776601683792,False
1,pre_label_token,18,0.3151365007672991,0.05320692333984944,0.3393189935123219,-0.019446816918676557,0.701925415551963,0.033744941068908685,0.2613990008831024,0.535376921720838,31622.776601683792,False
1,pre_label_token,19,0.3155253706859941,0.05203860629042667,0.33997197030973036,-0.02140861431395158,0.7026599531414128,0.032733792810054285,0.26028531789779663,0.5373564350897178,31622.776601683792,False
1,pre_label_token,20,0.3175869452853163,0.04584483136145412,0.3425243297544848,-0.029076899206152085,0.7055843834115677,0.028708086544943057,0.2599976062774658,0.5378678274754697,31622.776601683792,False
1,pre_label_token,21,0.31728677509211695,0.04674665980737802,0.34208751005284926,-0.027764522171815686,0.7047887209082851,0.02980337801318833,0.25993701815605164,0.5379755196984066,31622.776601683792,False
1,pre_label_token,22,0.317827945997735,0.04512077113538493,0.342791046014353,-0.029878219047781318,0.7057416963977974,0.028491532954757925,0.26055076718330383,0.536884612841956,31622.776601683792,False
1,pre_label_token,23,0.3178304656213071,0.045113201202520825,0.3427507977525727,-0.029757297545764283,0.7055830434590828,0.028709931094005547,0.2602865397930145,0.5373542632347544,31622.776601683792,False
1,pre_label_token,24,0.317713314344903,0.04546516937234957,0.34264402629948465,-0.02943651438870698,0.7053821403439305,0.028986489895083123,0.2596316635608673,0.538518271550946,31622.776601683792,False
1,pre_label_token,25,0.3179033519841042,0.04489422211405858,0.34278797822840074,-0.029869002220300978,0.705686514718192,0.02856749483888077,0.25963762402534485,0.5385076771364907,31622.776601683792,False
1,pre_label_token,26,0.31826441468310956,0.04380944880843962,0.3432581300495052,-0.03128152196324896,0.7061009126551011,0.027997043770893404,0.25951334834098816,0.5387285706778815,31622.776601683792,False
1,pre_label_token,27,0.31860520819655985,0.04278557204925815,0.34384004608923646,-0.033029825081436925,0.7067830061712185,0.027058088867694452,0.2599807381629944,0.5378978096683779,31622.776601683792,False
1,pre_label_token,28,0.31892713658949906,0.04181837347697903,0.3443406193196273,-0.03453374262249298,0.7074948671485196,0.02607815673340641,0.2613430917263031,0.5354762973284277,31622.776601683792,False
2,first_label_token,0,0.28309522997431397,0.1494714096190578,0.3016833986554827,0.09362521298009296,0.6674518136417165,0.0812005417742322,0.2439684420824051,0.5663588300630495,31622.776601683792,False
2,first_label_token,1,0.2777399752320362,0.16556068554042758,0.2955792082457983,0.11196458567068268,0.6597815313259092,0.09175928338248462,0.2362738698720932,0.5800355304877584,31622.776601683792,False
2,first_label_token,2,0.26669766963029107,0.1987360824514247,0.2814655223814379,0.1543676117449948,0.6435379861783581,0.11411978967851988,0.22333943843841553,0.6030258071460597,31622.776601683792,False
2,first_label_token,3,0.2677973554915741,0.195432196810032,0.28174522223592807,0.15352728411287164,0.6432198147813813,0.11455777741215145,0.22012436389923096,0.6087404343031884,31622.776601683792,False
2,first_label_token,4,0.2537603482478807,0.23760484657608028,0.2653708065257353,0.20272242583444178,0.6222035928934562,0.1434882453349542,0.2054046243429184,0.6349040029511801,31622.776601683792,False
2,first_label_token,5,0.24908367605770335,0.2516553955943247,0.24988472561876313,0.249248662764897,0.5990735446705537,0.17532856000873598,0.1945868581533432,0.6541320176341909,31622.776601683792,False
2,first_label_token,6,0.24677518475957277,0.25859100468206453,0.257852418082101,0.22531060189816332,0.6024080164292279,0.17073839966648907,0.15834961831569672,0.7185418197559555,10000.0,False
2,first_label_token,7,0.23981328371192226,0.27950727333472625,0.24658660728390477,0.2591574987056424,0.5878914552576402,0.19072157787823585,0.15392452478408813,0.7264071925055959,10000.0,False
2,first_label_token,8,0.2357792076944303,0.29162721258258395,0.23966160621963628,0.27996290726545114,0.5804004637133173,0.20103351176143947,0.15279515087604523,0.728414595670529,10000.0,False
2,first_label_token,9,0.2274638480499011,0.316609799246491,0.23568973541259766,0.29189595884483677,0.575856037300174,0.20728926901762434,0.1523604393005371,0.729187272802782,10000.0,False
2,first_label_token,10,0.22650139992978394,0.3195013691362144,0.23226361475070986,0.302189363782141,0.5716720036097935,0.21304891759351918,0.15182428061962128,0.7301402668690624,10000.0,False
2,first_label_token,11,0.2249912518413127,0.3240384435513166,0.2280573548389082,0.3148266118000982,0.5676664240220014,0.21856291018432994,0.15107816457748413,0.7314664491845267,10000.0,False
2,first_label_token,12,0.22577359255622415,0.3216879866202279,0.23069670701227268,0.3068969667660483,0.570321264186827,0.21490831571733937,0.15082283318042755,0.7319202874137509,10000.0,False
2,first_label_token,13,0.2250527221615575,0.3238537627114705,0.2296983109802759,0.3098965384855913,0.5692918152368369,0.21632543245624114,0.1499861776828766,0.7334073988847896,10000.0,False
2,first_label_token,14,0.22549090986492254,0.3225372757833822,0.22980221259493788,0.3095843774443142,0.5700146106110902,0.21533044827206682,0.1487370878458023,0.735627590864055,10000.0,False
2,first_label_token,15,0.22888280163292124,0.31234670872782844,0.22968001886576164,0.3099514951437,0.5708240989877397,0.2142161244112213,0.14806409180164337,0.7368238062001904,10000.0,False
2,first_label_token,16,0.22951669692993165,0.3104422397847654,0.2301918109925855,0.3084138716549174,0.5725283967346705,0.21187002568988944,0.14759857952594757,0.7376512299691406,10000.0,False
2,first_label_token,17,0.22918945921569311,0.311425389630971,0.2307310473017332,0.306793795120924,0.5733807796189765,0.21069665419505723,0.146912083029747,0.738871441654017,10000.0,False
2,first_label_token,18,0.22932531613261758,0.31101722241439245,0.23159008907670733,0.3042128980304528,0.5752942061223904,0.2080626734360579,0.14689244329929352,0.7389063502496468,10000.0,False
2,first_label_token,19,0.2307668894278903,0.3066861734494546,0.2336473336740702,0.2980321315643736,0.5778526498490021,0.20454077618165345,0.14589925110340118,0.7406716975303149,10000.0,False
2,first_label_token,20,0.23092755550096014,0.3062034698423943,0.23459878408608317,0.2951736028273214,0.5792930090126871,0.2025580094976832,0.14512330293655396,0.7420509048901274,10000.0,False
2,first_label_token,21,0.23191556930541993,0.3032350906561384,0.235439677198394,0.29264723140955695,0.5804984757880203,0.20089859049926573,0.14494214951992035,0.7423728956314568,10000.0,False
2,first_label_token,22,0.23269508265647568,0.3008931282298668,0.2362786525437812,0.29012662171283765,0.5814490662903345,0.19959002856165486,0.14448094367980957,0.7431926649359631,10000.0,False
2,first_label_token,23,0.23376641073146787,0.29767444044928737,0.23780392238071987,0.2855441152515459,0.5833692021730568,0.19694681181895224,0.14392150938510895,0.744187030190691,10000.0,False
2,first_label_token,24,0.23445136927756943,0.29561655757101357,0.2384480652688932,0.2836088583707216,0.5844088033467781,0.19551571975258353,0.14339514076709747,0.7451226229312287,10000.0,False
2,first_label_token,25,0.23652797907340425,0.28937761104202075,0.24078326505773207,0.27659300592179437,0.5872178278049501,0.19164887858508495,0.1427018642425537,0.7463548857625478,10000.0,False
2,first_label_token,26,0.23781511483072232,0.28551055273305537,0.24205471327324876,0.2727730787707422,0.5890652504287848,0.1891057573122069,0.14220422506332397,0.7472394134254114,10000.0,False
2,first_label_token,27,0.2393357204789875,0.28094205972573194,0.24415768294775186,0.26645493630969885,0.5911957780854041,0.18617291988989726,0.14181333780288696,0.7479341951253828,10000.0,False
2,first_label_token,28,0.24147804324366465,0.27450568578418877,0.24688908552923122,0.25824873588870334,0.5943233522046514,0.1818675702787449,0.14180003106594086,0.747957847155654,10000.0,False
2,last_label_token,0,0.27903686331099825,0.16166432744996617,0.295132060010894,0.11330799365396571,0.6593168114413734,0.09239900653464528,0.2199666053056717,0.6090208419677812,31622.776601683792,False
2,last_label_token,1,0.2700464633332581,0.18867499880858285,0.2856367864528624,0.14183550490321706,0.6468574748319738,0.10955025474851854,0.2080933004617691,0.6301250215066614,31622.776601683792,False
2,last_label_token,2,0.25874806251846444,0.22261980571838924,0.2719927763738552,0.18282744143194862,0.6306419949571626,0.13187212700856588,0.1950221061706543,0.6533583870046369,31622.776601683792,False
2,last_label_token,3,0.25819550682516657,0.2242798987371598,0.26984918979035705,0.18926761295526018,0.6278572274857208,0.13570557654267545,0.19099070131778717,0.6605239986795122,31622.776601683792,False
2,last_label_token,4,0.25094261169433596,0.24607042721892147,0.2557604204706785,0.23159577999530023,0.6086681782698431,0.1621207988299883,0.18115483224391937,0.6780067424972476,31622.776601683792,False
2,last_label_token,5,0.24104936583703304,0.27579360006809817,0.24417459343661782,0.26640413059479173,0.5920522545566078,0.18499391325355075,0.17574860155582428,0.6876160353243205,31622.776601683792,False
2,last_label_token,6,0.23829929287694082,0.2840558928605419,0.24634739851751247,0.25987617529062645,0.5902127947126116,0.18752607313917669,0.1437399983406067,0.7445096565968876,10000.0,False
2,last_label_token,7,0.22655994832014836,0.31932546691444175,0.23445353788488052,0.2956099791584925,0.5748520089798614,0.20867139227789866,0.14254213869571686,0.7466387895839107,10000.0,False
2,last_label_token,8,0.22347967804980878,0.32857980133491915,0.2293801211509384,0.31085250503888184,0.5688111345307166,0.21698712692367117,0.14227277040481567,0.7471175776591769,10000.0,False
2,last_label_token,9,0.22128520132112903,0.335172866145079,0.22579819174373852,0.32161402031628916,0.5644432452546448,0.22299986704725883,0.14282986521720886,0.7461273707121227,10000.0,False
2,last_label_token,10,0.22239385652942817,0.33184203308364335,0.22514586568880482,0.323573862626947,0.5635695545613265,0.22420257040242375,0.14331933856010437,0.7452573573970626,10000.0,False
2,last_label_token,11,0.22129213028595227,0.33515204882970273,0.22148503856498655,0.3345724174677345,0.5601414912888983,0.2289215667600566,0.14343872666358948,0.7450451512755252,10000.0,False
2,last_label_token,12,0.2216012401741092,0.33422336205009573,0.2226165499005999,0.3311729153724987,0.5610892031373096,0.22761696751397253,0.14332985877990723,0.7452386582555491,10000.0,False
2,last_label_token,13,0.22176990509033204,0.3337166267954793,0.222701218548943,0.33091853767571044,0.56118654523577,0.2274829685263302,0.14357595145702362,0.7448012413687306,10000.0,False
2,last_label_token,14,0.22296793320599725,0.3301172826293981,0.22399019433670686,0.3270459508502005,0.5630929321801963,0.22485867826910455,0.14345519244670868,0.7450158842055927,10000.0,False
2,last_label_token,15,0.22497653640618845,0.324082654463292,0.22469253059194869,0.32493585836053007,0.564876303151876,0.22240372908909622,0.14364539086818695,0.7446778164403276,10000.0,False
2,last_label_token,16,0.22623188114967666,0.320311108770989,0.2264371615498006,0.3196943053950746,0.5672670765083377,0.21911264317133916,0.14379851520061493,0.7444056459329738,10000.0,False
2,last_label_token,17,0.22642835889543805,0.3197208129183926,0.22758077252812747,0.3162584512462079,0.5685241859500147,0.21738213401646644,0.14402994513511658,0.7439942913057149,10000.0,False
2,last_label_token,18,0.22690199763834978,0.31829781722752537,0.22834301395576542,0.313968380215743,0.570212946018251,0.21505742412122653,0.1442401260137558,0.7436207057659889,10000.0,False
2,last_label_token,19,0.22818663300586348,0.3144382710656771,0.229960193954596,0.309109739721949,0.5725830398687796,0.2117948051556291,0.1438443809747696,0.7443241219137411,10000.0,False
2,last_label_token,20,0.22904201796074874,0.3118683607214525,0.23136166324134635,0.3048991784780938,0.5742843627929688,0.209452801509728,0.14362183213233948,0.7447196908634617,10000.0,False
2,last_label_token,21,0.23057807633856767,0.30725344168184976,0.23278972401338466,0.3006087260240433,0.5763234627347033,0.20664582146496413,0.14386601746082306,0.7442856641892688,10000.0,False
2,last_label_token,22,0.23158693233457933,0.3042224444154422,0.2339289104237276,0.29718616500592887,0.577490227963744,0.20503967816231838,0.14380769431591034,0.7443893305347128,10000.0,False
2,last_label_token,23,0.23240469123135093,0.30176557743889254,0.23536776694930903,0.29286327789070055,0.5793102681135931,0.20253425099970968,0.14350105822086334,0.7449343601863601,10000.0,False
2,last_label_token,24,0.23310954630875788,0.29964791761303056,0.23616627124177308,0.2904642590476283,0.5805293459852202,0.2008560952660775,0.14311501383781433,0.7456205339245865,10000.0,False
2,last_label_token,25,0.23501237981459674,0.29393106290093385,0.23827754910252674,0.284121155549362,0.58306029183524,0.19737205098262722,0.14251935482025146,0.7466792867331657,10000.0,False
2,last_label_token,26,0.2361910138811384,0.29038998602979904,0.23962157353633592,0.28008318108549535,0.5850514580221737,0.1946310554884203,0.14201398193836212,0.747577560648785,10000.0,False
2,last_label_token,27,0.23718558880461363,0.2874018946805793,0.2410984295756877,0.2756461285857813,0.5866134387104451,0.19248086729384117,0.14162032306194305,0.7482772687514779,10000.0,False
2,last_label_token,28,0.2384684161979611,0.283547780378954,0.24269710508715206,0.27084308280111025,0.5886296087954225,0.18970545198459066,0.14163877069950104,0.748244479038739,10000.0,False
2,pre_label_token,0,0.3328462392342191,-4.4844147506495347e-08,0.3455448278859884,-0.03815165559923428,0.726439096146271,-5.143666270690517e-08,0.5626044273376465,0.0,0.1,True
2,pre_label_token,1,0.2922124173460888,0.12207981943133839,0.30675357530096997,0.07839242159121451,0.6759100777762277,0.06955708175886843,0.3148565888404846,0.44035884976866035,100000.0,False
2,pre_label_token,2,0.29117746273008716,0.12518922714101977,0.3078111151687237,0.07521515868356943,0.6715358990581096,0.07557847978977839,0.25682586431503296,0.5435054332395092,31622.776601683792,False
2,pre_label_token,3,0.2881164326387293,0.13438575655252716,0.3093726502747095,0.07052369718645124,0.6681213090399735,0.08027892916245882,0.20195890963077545,0.6410285809756524,10000.0,False
2,pre_label_token,4,0.2751255291850627,0.173415502137518,0.2973086156764952,0.10676877012811592,0.6514518769849248,0.10322570199021452,0.18134962022304535,0.677660517032852,10000.0,False
2,pre_label_token,5,0.2626529805800494,0.21088790739295915,0.27706375122070315,0.16759225193435257,0.6323094408051306,0.12957675779925204,0.2056480050086975,0.6344714065229387,31622.776601683792,False
2,pre_label_token,6,0.26311508467217454,0.2094995662961482,0.2820979527064732,0.15246754397953788,0.6306732498297171,0.13182910223976152,0.1720435917377472,0.6942014968636295,10000.0,False
