icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
1,pre_label_token,0,16,16,0.01,55.73133850097656,True,3400,1190,0.19782810098984663,0.21711736246317376,810.3039039522059,889.312762605042
1,pre_label_token,1,16,16,1000.0,48.06657791137695,False,3400,1190,0.10688086804221658,0.196244653333135,437.78401826746324,803.818106617647
1,pre_label_token,2,16,16,1000.0,47.762454986572266,False,3400,1190,0.09932579391142901,0.19695316442922384,406.8384535845588,806.7201418067227
1,pre_label_token,3,16,16,1000.0,46.90675735473633,False,3400,1190,0.09417019339168772,0.19537405927642054,385.7211207490809,800.2521139705882
1,pre_label_token,4,16,16,1000.0,47.81623458862305,False,3400,1190,0.09348346640081967,0.1992443004576098,382.9082881433824,816.1046678046218
1,pre_label_token,5,16,16,1000.0,48.15229415893555,False,3400,1190,0.0942862611658433,0.19829843985934217,386.1965228630515,812.2304096638655
1,pre_label_token,6,16,16,1000.0,48.22283172607422,False,3400,1190,0.09288083104526296,0.19569036018948596,380.4398845358456,801.5476956407563
1,pre_label_token,7,16,16,1000.0,47.92607498168945,False,3400,1190,0.09235076792099897,0.1965534001839261,378.2687448299632,805.0827337184874
1,pre_label_token,8,16,16,1000.0,48.124359130859375,False,3400,1190,0.09251039140364703,0.19836076047240186,378.92256204044116,812.4857011554622
1,pre_label_token,9,16,16,1000.0,47.91607666015625,False,3400,1190,0.09213074908537024,0.19662718732817835,377.3675482536765,805.3849461659664
1,pre_label_token,10,16,16,1000.0,47.999820709228516,False,3400,1190,0.09191520550671746,0.19796109079312876,376.484677734375,810.8486410189075
1,pre_label_token,11,16,16,1000.0,47.76655578613281,False,3400,1190,0.0907110442834742,0.1975653640362395,371.5524431295956,809.2277245273109
1,pre_label_token,12,16,16,1000.0,47.67295837402344,False,3400,1190,0.08901471348369823,0.1989445678326262,364.6042543658088,814.8769629726891
1,pre_label_token,13,16,16,1000.0,46.716461181640625,False,3400,1190,0.08702689563526826,0.20206155857118238,356.4621633731618,827.6441373424369
1,pre_label_token,14,16,16,1000.0,46.58925247192383,False,3400,1190,0.08603798122966991,0.20278411031771107,352.4115745634191,830.6037092962185
1,pre_label_token,15,16,16,1000.0,46.132728576660156,False,3400,1190,0.08534352288526648,0.2081980248459247,349.5670749080882,852.7791032037815
1,pre_label_token,16,16,16,1000.0,46.20494842529297,False,3400,1190,0.08597820969188914,0.20615875340309464,352.16675034466914,844.4262408088235
1,pre_label_token,17,16,16,1000.0,46.38932800292969,False,3400,1190,0.08643707696129294,0.2079168351758428,354.0462655101103,851.6273700105043
1,pre_label_token,18,16,16,1000.0,46.47800827026367,False,3400,1190,0.08630353801390704,0.20762038831951238,353.4992853860294,850.4131171218487
1,pre_label_token,19,16,16,1000.0,46.94139862060547,False,3400,1190,0.08815002946292652,0.20569654031961906,361.0625218290441,842.5330291491597
1,pre_label_token,20,16,16,1000.0,46.682273864746094,False,3400,1190,0.08694689456154318,0.2117250073857668,356.13447782628674,867.2256236869748
1,pre_label_token,21,16,16,1000.0,47.26826095581055,False,3400,1190,0.08716948495191686,0.20655579767307314,357.04619829963235,846.0525538340336
1,pre_label_token,22,16,16,1000.0,47.28011703491211,False,3400,1190,0.08663703715100007,0.209490404209169,354.8653050321691,858.0727087710084
1,pre_label_token,23,16,16,1000.0,47.37834930419922,False,3400,1190,0.08589504333103404,0.20973912086807378,351.8260983455882,859.0914522058823
1,pre_label_token,24,16,16,1000.0,47.26879119873047,False,3400,1190,0.08514204691438114,0.20925011354334214,348.7418258846507,857.0884453781513
1,pre_label_token,25,16,16,1000.0,47.15776443481445,False,3400,1190,0.08568096897181343,0.21071063770967371,350.94923770680145,863.0707851890757
1,pre_label_token,26,16,16,1000.0,47.57231903076172,False,3400,1190,0.08617529434316298,0.20975498552081964,352.97400735294116,859.1564141281513
1,pre_label_token,27,16,16,1000.0,47.450260162353516,False,3400,1190,0.08667726593859056,0.21429727057448955,355.0300830078125,877.7616137079832
1,pre_label_token,28,16,16,1000.0,47.77076721191406,False,3400,1190,0.08921559361850515,0.21204039309205128,365.4270714613971,868.517456670168
1,first_label_token,0,16,16,3162.2776601683795,51.86847686767578,False,3400,1190,0.12933200359344482,0.193287325306099,529.7438913143383,791.7048975840336
1,first_label_token,1,16,16,3162.2776601683795,49.074623107910156,False,3400,1190,0.11222703597124885,0.1866429192679269,459.6819370404412,764.4894170168067
1,first_label_token,2,16,16,1000.0,45.47170639038086,False,3400,1190,0.08126088184468887,0.17020313839952486,332.8445743336397,697.152081144958
1,first_label_token,3,16,16,1000.0,45.134521484375,False,3400,1190,0.0784319062092725,0.1707609481170398,321.25709300321694,699.4368631827731
1,first_label_token,4,16,16,1000.0,42.095848083496094,False,3400,1190,0.06670445890987621,0.16621325356619698,273.22146455652575,680.809506302521
1,first_label_token,5,16,16,1000.0,40.7960090637207,False,3400,1190,0.05893449299475726,0.16190472290295513,241.39568474264706,663.1617811186975
1,first_label_token,6,16,16,1000.0,41.31562805175781,False,3400,1190,0.05670427911421832,0.16240583307602827,232.26072380514705,665.2142660189076
1,first_label_token,7,16,16,316.22776601683796,41.38939666748047,False,3400,1190,0.045134258165079,0.15388493257410385,184.8699233111213,630.3126674107143
1,first_label_token,8,16,16,316.22776601683796,41.866024017333984,False,3400,1190,0.04393214092535131,0.1513742583138602,179.94605181525736,620.0289390756302
1,first_label_token,9,16,16,1000.0,42.74323654174805,False,3400,1190,0.051022197078256046,0.1522930545967166,208.9869175091912,623.7923450630252
1,first_label_token,10,16,16,1000.0,42.506568908691406,False,3400,1190,0.04988213644308202,0.15213875409935704,204.3172305836397,623.1603269432773
1,first_label_token,11,16,16,1000.0,43.15683364868164,False,3400,1190,0.04975297598277821,0.15324729791208475,203.78818646599265,627.7009453781512
1,first_label_token,12,16,16,1000.0,43.5905647277832,False,3400,1190,0.051256145028507005,0.15628163794509503,209.9451726217831,640.1296087184874
1,first_label_token,13,16,16,1000.0,43.91820526123047,False,3400,1190,0.05036135484190548,0.15527881654370732,206.28011287913603,636.0220259978992
1,first_label_token,14,16,16,1000.0,43.5866584777832,False,3400,1190,0.04996803213568295,0.15644143529298926,204.66906106387867,640.784109112395
