icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2,test_r2,test_r2_testmean_baseline,train_r2
1,pre_label_token,0,16,16,0.01,55.73133850097656,True,3400,1190,0.19782810098984663,0.21711736246317376,810.3039039522059,889.312762605042,9.954497570685561e-08,-0.14167278159544217,-9.393319011508083e-09
1,pre_label_token,1,16,16,1000.0,48.06657791137695,False,3400,1190,0.10688086804221658,0.196244653333135,437.78401826746324,803.818106617647,0.09613569559066604,-0.03191737732202404,0.4597285799570595
1,pre_label_token,2,16,16,1000.0,47.762454986572266,False,3400,1190,0.09932579391142901,0.19695316442922384,406.8384535845588,806.7201418067227,0.09287243272894874,-0.035642956081300525,0.49791867612617025
1,pre_label_token,3,16,16,1000.0,46.90675735473633,False,3400,1190,0.09417019339168772,0.19537405927642054,385.7211207490809,800.2521139705882,0.10014548071413298,-0.027339514330812165,0.5239796884008323
1,pre_label_token,4,16,16,1000.0,47.81623458862305,False,3400,1190,0.09348346640081967,0.1992443004576098,382.9082881433824,816.1046678046218,0.08231991046945653,-0.047690484721413906,0.5274510202989935
1,pre_label_token,5,16,16,1000.0,48.15229415893555,False,3400,1190,0.0942862611658433,0.19829843985934217,386.1965228630515,812.2304096638655,0.08667635849084576,-0.042716846095857575,0.5233929781475111
1,pre_label_token,6,16,16,1000.0,48.22283172607422,False,3400,1190,0.09288083104526296,0.19569036018948596,380.4398845358456,801.5476956407563,0.09868866087259265,-0.029002726057151484,0.5304972779246904
1,pre_label_token,7,16,16,1000.0,47.92607498168945,False,3400,1190,0.09235076792099897,0.1965534001839261,378.2687448299632,805.0827337184874,0.09471366827532746,-0.03354086736424167,0.5331766906400268
1,pre_label_token,8,16,16,1000.0,48.124359130859375,False,3400,1190,0.09251039140364703,0.19836076047240186,378.92256204044116,812.4857011554622,0.08638932199524285,-0.043044547882833184,0.532369810912886
1,pre_label_token,9,16,16,1000.0,47.91607666015625,False,3400,1190,0.09213074908537024,0.19662718732817835,377.3675482536765,805.3849461659664,0.09437381919062049,-0.033928863852724866,0.5342888624528004
1,pre_label_token,10,16,16,1000.0,47.999820709228516,False,3400,1190,0.09191520550671746,0.19796109079312876,376.484677734375,810.8486410189075,0.08823012198909763,-0.04094295642428514,0.5353784123175515
1,pre_label_token,11,16,16,1000.0,47.76655578613281,False,3400,1190,0.0907110442834742,0.1975653640362395,371.5524431295956,809.2277245273109,0.09005276165737275,-0.0388620981172203,0.5414653192257673
1,pre_label_token,12,16,16,1000.0,47.67295837402344,False,3400,1190,0.08901471348369823,0.1989445678326262,364.6042543658088,814.8769629726891,0.08370042003233202,-0.04611439437185472,0.5500400909959176
1,pre_label_token,13,16,16,1000.0,46.716461181640625,False,3400,1190,0.08702689563526826,0.20206155857118238,356.4621633731618,827.6441373424369,0.06934417328673104,-0.06250453215873142,0.5600882987942838
