icl_example_index,token_role,layer,target_mode,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,train_r2,test_mse_fv,test_r2_fv,test_r2_fv_testmean_baseline,test_mse_pp,test_r2_pp,test_r2_pp_testmean_baseline
8,pre_label_token,0,perprompt,0.1,0.604552149772644,True,3400,1190,0.5626044273376465,0.0,0.3455448278859884,-0.03815165559923428,-0.23616634560151195,0.726439096146271,-5.143666270690517e-08,-0.0936764862374746
8,pre_label_token,1,perprompt,100000.0,0.5025855898857117,False,3400,1190,0.24513418972492218,0.5642867744839037,0.3047389551371086,0.08444512760713663,-0.09018573028260302,0.6738942442821856,0.07233203372445474,-0.014568589565280066
8,pre_label_token,2,perprompt,10000.0,0.48781248927116394,False,3400,1190,0.1799820363521576,0.6800913259714867,0.3130410731339655,0.059502321789012824,-0.11988607025792275,0.6748653251583837,0.07099526518969546,-0.01603058180408845
8,pre_label_token,3,perprompt,10000.0,0.4694661796092987,False,3400,1190,0.17311044037342072,0.6923052291063314,0.3028815181315446,0.09002559400941124,-0.083540858387398,0.6614535932781316,0.08945755974577807,0.0041611945952916285
8,pre_label_token,4,perprompt,10000.0,0.4290505349636078,False,3400,1190,0.16288885474205017,0.7104735639694982,0.2827553292282489,0.15049252809344071,-0.011540598566748717,0.6320170939469538,0.12997919604185915,0.04847875311663519
8,pre_label_token,5,perprompt,10000.0,0.40936529636383057,False,3400,1190,0.155333012342453,0.7239036793977627,0.2499353585123014,0.249096541772156,0.10587092083260341,0.5870074616760766,0.1919384639623175,0.11624214406020572
8,pre_label_token,6,perprompt,10000.0,0.39801648259162903,False,3400,1190,0.15373419225215912,0.7267454986451862,0.24668512745063845,0.25886150563629096,0.11749843173599928,0.5811510743213301,0.20000023773942766,0.12505911602408137
8,pre_label_token,7,perprompt,10000.0,0.3841966986656189,False,3400,1190,0.1508321315050125,0.7319037601272007,0.2364060890774767,0.28974375258049023,0.15427108835420678,0.5657550074473149,0.22119412411973538,0.14823837001794904
8,pre_label_token,8,perprompt,10000.0,0.37367716431617737,False,3400,1190,0.1488703340291977,0.7353907527289093,0.226462319317986,0.3196187216311599,0.1898443411801708,0.5537714661670332,0.2376904029685022,0.16627996137726275
8,pre_label_token,9,perprompt,3162.2776601683795,0.34215712547302246,False,3400,1190,0.12087918817996979,0.7851435532564264,0.1933960313556575,0.41896276854578696,0.30813704607484693,0.49539206048019796,0.31805420634772197,0.25417195895685607
