icl_example_index,token_role,layer,test_mse,test_mse_seed0,test_mse_seed1,test_mse_seed2,test_r2,test_r2_seed0,test_r2_seed1,test_r2_seed2,test_r2_testmean_baseline,test_r2_testmean_baseline_seed0,test_r2_testmean_baseline_seed1,test_r2_testmean_baseline_seed2,train_mse,train_mse_seed0,train_mse_seed1,train_mse_seed2,train_r2,train_r2_seed0,train_r2_seed1,train_r2_seed2
1,pre_label_token,14,0.2170394448673024,0.216687853196088,0.21808605194091796,0.2163444294649012,0.0003589726780641733,0.0019783348157874636,-0.004461493808620487,0.0035600770270255433,-0.14126306586656412,-0.13941428400634215,-0.1467664617968405,-0.1376084517965097,0.19708710412184396,0.197331964969635,0.19653768837451935,0.19739165902137756,0.003745650961582192,0.002507905419538825,0.006522889128133924,0.002206158337073827
1,pre_label_token,15,0.21701693494780727,0.2166675215007878,0.21806215879296054,0.2163211245496734,0.00046264894328318373,0.002071978608460756,-0.004351446664956349,0.003667414886345144,-0.14114470148468347,-0.1393073734264394,-0.14664082395571998,-0.137485907071891,0.19708380103111267,0.19732977449893951,0.19653387367725372,0.19738775491714478,0.003762347733910302,0.002518978015924822,0.006542172017078296,0.0022258931687277883
1,pre_label_token,16,0.21702103280887552,0.21667792055787158,0.21807775577577224,0.2163074220929827,0.00044377500057379837,0.002024082595306287,-0.004423283302442016,0.003730525708857124,-0.14116624935350117,-0.13936205500644805,-0.14672283789762286,-0.13741385515643256,0.19708526134490967,0.1973322033882141,0.19654127955436707,0.19738230109214783,0.003754966002986304,0.0025067002389798088,0.006504736095963692,0.002253461674015411
1,pre_label_token,17,0.21703399476550875,0.2167115107303908,0.21805053037755628,0.21633994318857913,0.00038407477579268284,0.001869372862310148,-0.004297888468989042,0.0035807399340569424,-0.14123440748197372,-0.13953868291524008,-0.1465796780150661,-0.137584861515615,0.1970702956120173,0.19732601940631866,0.19651000201702118,0.1973748654127121,0.0038306161909931933,0.0025379596097293566,0.006662840720550345,0.002291048242699878
1,pre_label_token,18,0.21704762990401238,0.21671464423171613,0.21808410933037767,0.21634413614994338,0.0003212740076198317,0.001854940571046737,-0.004452546526261925,0.0035614279780746827,-0.14130610541679708,-0.13955515987099165,-0.14675624692708555,-0.13760690945231402,0.19706796606381735,0.1973251849412918,0.19650565087795258,0.19737306237220764,0.003842391809371959,0.002542177741685969,0.006684835265752476,0.002300162420677432
1,pre_label_token,19,0.2170745892351081,0.2167290631462546,0.21811575689235654,0.21637894766671317,0.0001971046270314488,0.0017885298844966258,-0.004598308976899057,0.0034010929734967776,-0.141447866233034,-0.13963097915178047,-0.1469226599661222,-0.13778995958119933,0.1970587521791458,0.19732166826725006,0.19649118185043335,0.19736340641975403,0.0038889670163924825,0.0025599541549314875,0.00675797466092809,0.0023489722333178698
1,pre_label_token,20,0.21706608737550193,0.2167762419756721,0.2179925806382123,0.21642943951262145,0.00023626252146872564,0.0015712334684667706,-0.004030983358693119,0.003168537454632525,-0.14140316072632012,-0.13987906058019517,-0.14627495968503945,-0.13805546191372575,0.19704159597555795,0.1973223239183426,0.19644805788993835,0.19735440611839294,0.003975689800785405,0.002556639908394276,0.006975961694541066,0.002394467799420874
1,pre_label_token,21,0.21705038620978176,0.21676312775171103,0.21797172642555557,0.21641630445207868,0.0003085790049553265,0.0016316350066342133,-0.003934932953768344,0.00322903496200011,-0.14132059895724422,-0.13981010178123854,-0.14616530154115948,-0.13798639354933462,0.1970362663269043,0.1973198503255844,0.1964365839958191,0.1973523646593094,0.00400263060786521,0.0025691436566940284,0.007033961008944045,0.0024047871579575553
1,pre_label_token,22,0.2170553394392425,0.2167784314195649,0.21794883503633386,0.2164387518618287,0.0002857654035396025,0.0015611493201977966,-0.003829499713960738,0.003125646604381749,-0.1413466446276234,-0.1398905733789455,-0.14604493126901352,-0.13810442923491117,0.19703192015488943,0.19732265174388885,0.1964206099510193,0.19735249876976013,0.0040246000451390485,0.002554982785125559,0.007114708106398471,0.0024041092438931155
1,pre_label_token,23,0.21705863055060892,0.2167853411506204,0.21793553648876543,0.2164550140124409,0.0002706071914028163,0.0015293244569567488,-0.0037682492174837545,0.0030507463347354546,-0.14136395034756033,-0.1399269069627027,-0.14597500323736567,-0.1381899408426126,0.19702768325805664,0.1973211169242859,0.19641131162643433,0.1973506212234497,0.004046017107989981,0.0025627411349742335,0.007161710148200329,0.002413600040795383
