token_role,layer,old_test_mse_fv,old_test_r2_fv,new_test_mse_fv,new_test_r2_fv,new_test_mse_pp,new_test_r2_pp,new_train_mse,new_train_r2,new_best_alpha,alpha_pinned
first_label_token,0,0.28539964371368665,0.14254805110969349,0.30415224828639953,0.0862078241931089,0.6672417103743353,0.08148976530212693,0.23605124652385712,0.5804312318676597,31622.776601683792,False
first_label_token,1,0.27352212056392383,0.17823276760138917,0.2906793914923147,0.12668554939015775,0.6520555127568606,0.10239475028870637,0.2216912806034088,0.6059553216591362,31622.776601683792,False
first_label_token,2,0.257930218672552,0.22507692791532186,0.26981218321984557,0.1893787951502871,0.6260870733180968,0.1381423317614756,0.20736905932426453,0.6314123223210752,31622.776601683792,False
first_label_token,3,0.26005102846802786,0.21870518733185873,0.2708292592473391,0.186323101426632,0.626246457139985,0.13792292750455726,0.20439696311950684,0.6366950681729382,31622.776601683792,False
first_label_token,4,0.2482060785053157,0.2542920412531786,0.25962644544970087,0.21998073063364598,0.6020307396640296,0.17125775054752723,0.15324784815311432,0.7276099498926574,10000.0,False
first_label_token,5,0.240050428855319,0.27879479674320184,0.2476734930727662,0.25589206918653506,0.5828436522924599,0.19767027220319833,0.14795246720314026,0.7370222130969,10000.0,False
first_label_token,6,0.233379847262086,0.29883582802454245,0.23743459236722034,0.2866537268967926,0.5673920591338342,0.21894059484328499,0.14347633719444275,0.7449783005203129,10000.0,False
first_label_token,7,0.22630367439334131,0.32009541383915097,0.22350544328449154,0.3285023323868296,0.5483913165180623,0.24509659841454767,0.14023669064044952,0.7507366031510332,10000.0,False
first_label_token,8,0.21971109213949253,0.3399021046542706,0.21208270577823415,0.36282069833125996,0.5345941719888639,0.2640894435299478,0.13936583697795868,0.7522845000750085,10000.0,False
first_label_token,9,0.21486339649232497,0.3544664749043641,0.20566340534626937,0.38210678463156467,0.5113823241546375,0.296042361746085,0.10828914493322372,0.807521697890525,3162.2776601683795,False
first_label_token,10,0.21311407810499688,0.35972211026860745,0.1944704592728815,0.41573476733994585,0.4979618296903722,0.31451671868222164,0.10677335411310196,0.8102159369445878,3162.2776601683795,False
first_label_token,11,0.21051873038796817,0.36751954802661246,0.189420713697161,0.43090617581351986,0.490721957423106,0.3244829673024685,0.1061817854642868,0.8112674193362472,3162.2776601683795,False
first_label_token,12,0.21078986159893645,0.36670496402004316,0.19400902355418487,0.4171211005061757,0.49524012333204764,0.31826335967767283,0.10507375746965408,0.8132368812544126,3162.2776601683795,False
first_label_token,13,0.21046338682415106,0.36768582169828223,0.19134516195088874,0.4251243814427422,0.4937662557393563,0.32029225332659805,0.10510309040546417,0.813184743492275,3162.2776601683795,False
first_label_token,14,0.2106407149499204,0.36715305878009685,0.19261409855690323,0.4213120001478352,0.49726507202917786,0.3154758599243843,0.10413593798875809,0.814903806424792,3162.2776601683795,False
first_label_token,15,0.21102335312787224,0.3660034643127197,0.19263609156889075,0.4212459245479018,0.4977862382135471,0.314758434039763,0.10395434498786926,0.8152265785041873,3162.2776601683795,False
first_label_token,16,0.21142055767924844,0.36481010677290693,0.19121712195773086,0.42550906360306573,0.4970012248063288,0.31583906619703705,0.10296794027090073,0.8169798613953946,3162.2776601683795,False
first_label_token,17,0.2120834591008034,0.36281849210780703,0.1960286172498174,0.41105345205782307,0.50377941612436,0.3065083573975841,0.10212092846632004,0.8184853806615491,3162.2776601683795,False
first_label_token,18,0.21226977340313566,0.3622587312070499,0.197392115873449,0.4069569695198253,0.5066542008343865,0.30255099211652126,0.10183645039796829,0.8189910255774592,3162.2776601683795,False
first_label_token,19,0.21254514325566654,0.3614314126664735,0.19994313536571856,0.3992927103683632,0.5102660203180394,0.29757904100789656,0.10049834847450256,0.8213694318935948,3162.2776601683795,False
first_label_token,20,0.21263237159793116,0.3611693446726245,0.20158611986817432,0.3943565430647359,0.5133152649182231,0.2933815180865631,0.09976436197757721,0.8226740545756428,3162.2776601683795,False
first_label_token,21,0.21433904792080408,0.35604182271733986,0.19857970886871595,0.4033889762097901,0.5107682925312459,0.29688762414761705,0.09928242117166519,0.8235306791994352,3162.2776601683795,False
first_label_token,22,0.21566400047109907,0.352061147998708,0.20041357088489692,0.3978793382855699,0.51436430666627,0.29193743033361697,0.09859446436166763,0.824753486515853,3162.2776601683795,False
first_label_token,23,0.21658238803639132,0.3493019532167886,0.20177059974990974,0.39380229342997775,0.5168582243077895,0.28850435826600873,0.09776650369167328,0.8262251433848052,3162.2776601683795,False
first_label_token,24,0.2179096879077559,0.34531422622927654,0.20473565253890863,0.38489411650639216,0.5206886644122981,0.2832314588283904,0.09700313955545425,0.8275819832870993,3162.2776601683795,False
first_label_token,25,0.21967281213327616,0.3400171127373455,0.20665852923353178,0.3791170437131195,0.5232123511178153,0.2797574073232949,0.09613130986690521,0.8291316150464416,3162.2776601683795,False
first_label_token,26,0.22093168306751412,0.3362349729914158,0.2081951349723239,0.3745004797741083,0.5251276224601169,0.2771208869997368,0.09548056870698929,0.8302882734876049,3162.2776601683795,False
first_label_token,27,0.22276470280495012,0.3307278660946895,0.21111892732251591,0.3657162653277507,0.5284237725394113,0.2725834794368409,0.09502693265676498,0.8310945878857532,3162.2776601683795,False
first_label_token,28,0.22421433825452788,0.326372595270778,0.21311862368543608,0.3597083962400782,0.5310930075765657,0.26890906930581804,0.09499600529670715,0.8311495596537576,3162.2776601683795,False
last_label_token,0,0.2800951252464487,0.15848489545355238,0.2965275676310563,0.10911534358556163,0.6590023040771484,0.09283195044153392,0.2136247307062149,0.6202931930039572,31622.776601683792,False
last_label_token,1,0.26694671646887513,0.19798784852117102,0.2821278820518686,0.15237762453359116,0.6411504280667345,0.11740644956108615,0.19970101118087769,0.6450418776014585,31622.776601683792,False
last_label_token,2,0.25446154249816383,0.23549818530407418,0.2658229274910037,0.20136407782646804,0.6205458120137703,0.14577030996191465,0.18695521354675293,0.6676968675282893,31622.776601683792,False
last_label_token,3,0.2538138758234617,0.2374440288420281,0.2634214256991859,0.20857912739428508,0.6173878196908646,0.15011753260190652,0.18309006094932556,0.6745669744979731,31622.776601683792,False
last_label_token,4,0.24627548185717157,0.2600923072834087,0.2575329243635931,0.22627048584390708,0.5994510554465927,0.17480888699353136,0.14068417251110077,0.7499412274858098,10000.0,False
last_label_token,5,0.2393883376562295,0.28078397718370707,0.24699735881901588,0.25792344062749284,0.5830542235815225,0.19738040440697047,0.13791975378990173,0.7548548374520179,10000.0,False
last_label_token,6,0.23273405026988822,0.3007760543063348,0.23578337901780586,0.2916146168714149,0.5673843127338826,0.21895125836675333,0.1360086053609848,0.7582518040168934,10000.0,False
last_label_token,7,0.21962825711033926,0.3401509734203968,0.22077056259668174,0.3367189823980197,0.5459691696808118,0.2484308723745906,0.1345386505126953,0.7608645720237959,10000.0,False
last_label_token,8,0.21589104948925372,0.3513790041089082,0.21166666575840543,0.3640706450835327,0.5345951817616695,0.2640880534989557,0.13432513177394867,0.7612440904356169,10000.0,False
last_label_token,9,0.21109048378567735,0.3658017776090635,0.2026681835911855,0.39110560091526014,0.5091523771526433,0.2991120576483637,0.10230006277561188,0.8181669787781165,3162.2776601683795,False
last_label_token,10,0.21139082948700721,0.36489942186819757,0.19460047633708025,0.4153441452858412,0.4985014699086422,0.3137738618496393,0.10154291242361069,0.819512774003341,3162.2776601683795,False
last_label_token,11,0.2098521689406964,0.3695221588378288,0.18939147596599676,0.4309940173801259,0.49137518105386685,0.32358375404725437,0.10159149020910263,0.8194264295255312,3162.2776601683795,False
last_label_token,12,0.20994816146978812,0.36923375980523865,0.1931133606854607,0.41981202166888965,0.4946703982954266,0.3190476306082273,0.10116831958293915,0.8201785932227954,3162.2776601683795,False
last_label_token,13,0.20962553585276883,0.37020305311084856,0.19153446550128841,0.4245556396228731,0.4933183397565569,0.3209088445979309,0.10157888382673264,0.819448836712104,3162.2776601683795,False
last_label_token,14,0.21218024902984875,0.36252769737445356,0.19318849178923278,0.4195862984819875,0.4970291650595785,0.31580060426012435,0.10171519219875336,0.8192065556965319,3162.2776601683795,False
last_label_token,15,0.2128508752133666,0.36051287450869307,0.19289473445475602,0.42046886027577035,0.4974605047402262,0.3152068315610467,0.10216709226369858,0.8184033269215937,3162.2776601683795,False
