token_role,layer,old_test_mse_fv,old_test_r2_fv,new_test_mse_fv,new_test_r2_fv,new_test_mse_pp,new_test_r2_pp,new_train_mse,new_train_r2,new_best_alpha,alpha_pinned
last_label_token,16,0.21310715635283656,0.35974290591432856,0.19109348409316118,0.42588052004934795,0.4958693864966641,0.3173971298721435,0.10186286270618439,0.8189440790784046,3162.2776601683795,False
last_label_token,17,0.21336718647419906,0.3589616739147675,0.19546516722991686,0.41274627603839265,0.5020580644367122,0.3088779321978943,0.1018647626042366,0.818940702108797,3162.2776601683795,False
last_label_token,18,0.21340890932483833,0.35883632218297,0.19561713723575366,0.41228969877133836,0.5033363502566554,0.30711827210735787,0.102006696164608,0.8186884226145829,3162.2776601683795,False
last_label_token,19,0.21319157255797827,0.35948928667824676,0.19689304688397577,0.4084563677335089,0.5055052140179802,0.30413266204811173,0.10149727761745453,0.8195938874890136,3162.2776601683795,False
last_label_token,20,0.2130051324347488,0.36004942559409925,0.19715451152384783,0.4076708258099776,0.5064804269486115,0.3027902054182766,0.10124563425779343,0.8200411704242936,3162.2776601683795,False
last_label_token,21,0.21379644810652532,0.35767200438879143,0.19401316041705988,0.4171086717539674,0.5034120607776802,0.30701405067252496,0.10132701694965363,0.8198965169379261,3162.2776601683795,False
last_label_token,22,0.21479390088249656,0.35467526684716855,0.1956540644669733,0.4121787549425393,0.506428681702173,0.3028614367842295,0.10113100707530975,0.820244914257285,3162.2776601683795,False
last_label_token,23,0.21529836253959592,0.35315966708890745,0.19737020861200927,0.40702278749161325,0.5092195046048205,0.29901965147696397,0.10069310665130615,0.8210232594012715,3162.2776601683795,False
last_label_token,24,0.21574172332507222,0.351827638202601,0.1996370027045242,0.4002124524782257,0.5122996482528558,0.294779593607271,0.10019658505916595,0.8219058006114248,3162.2776601683795,False
last_label_token,25,0.2172039600981384,0.34743450808341114,0.2014092870119239,0.39488781804750395,0.5148147358613856,0.29131737942959257,0.09957920014858246,0.8230031700606932,3162.2776601683795,False
last_label_token,26,0.21800362883495683,0.3450319910097055,0.20298525385495994,0.39015299797429714,0.5169988359723773,0.28831079534715387,0.09908197075128555,0.8238869693575632,3162.2776601683795,False
last_label_token,27,0.219025288910425,0.341962525289936,0.20527681462904987,0.3832682541739568,0.5195439314641872,0.28480727297862674,0.09876822680234909,0.8244446328484482,3162.2776601683795,False
last_label_token,28,0.219828918200581,0.3395481091678161,0.2070088057958779,0.3780646760786741,0.5218534838251707,0.28162799409340256,0.09897977858781815,0.8240686105933974,3162.2776601683795,False
last_prompt_token,0,0.3328462392342191,-4.4844147506495347e-08,0.3455448278859884,-0.03815165559923428,0.726439096146271,-5.143666270690517e-08,0.5626044273376465,0.0,0.1,True
last_prompt_token,1,0.2905391164186622,0.12710706866904686,0.3332552164542575,-0.001228861724477337,0.6694503784179687,0.07844936154500981,0.16279307007789612,0.7106438162097931,10000.0,False
last_prompt_token,2,0.29398639903349033,0.1167500858851952,0.3319486345563616,0.002696620733978694,0.626789945714614,0.13717477310941606,0.12486760318279266,0.7780543537958092,3162.2776601683795,False
last_prompt_token,3,0.2839343111054236,0.1469504823264196,0.3272175316049271,0.016910702281345058,0.5951604378323595,0.18071525665024424,0.11141066998243332,0.8019733500682704,3162.2776601683795,False
last_prompt_token,4,0.2682508164093274,0.19406982318330368,0.310868255230559,0.06603031561701311,0.5567009004224248,0.23365780832758531,0.10181376338005066,0.8190313505674792,3162.2776601683795,False
last_prompt_token,5,0.23886915094712202,0.2823438167468172,0.26266464425736114,0.21085279449433614,0.4998506754386325,0.3119165752490881,0.0956590473651886,0.8299710369897624,3162.2776601683795,False
last_prompt_token,6,0.23813550452224347,0.2845479770205406,0.26363106415051374,0.20794929158787256,0.48673984303193935,0.3299646582207,0.09081149101257324,0.8385873153499505,3162.2776601683795,False
last_prompt_token,7,0.2338338715689523,0.2974717617569733,0.27784153112844256,0.16525549723930644,0.4368603105304622,0.3986277234820862,0.060597777366638184,0.8922906141115905,1000.0,False
last_prompt_token,8,0.2266561436052082,0.31903645872376807,0.25772286423114166,0.22569983227873525,0.41290100802894397,0.43160957132178523,0.058012157678604126,0.8968864181301791,1000.0,False
last_prompt_token,9,0.20228671226180903,0.3922517442330543,0.21045314965127898,0.36771652154887313,0.34056032966164984,0.5311921550125881,0.0545150451362133,0.9031023531148002,1000.0,False
last_prompt_token,10,0.19788403470977015,0.40547910639163676,0.19776251336105732,0.40584415076533,0.3097230206016733,0.5736421151121139,0.051240406930446625,0.9089228515798815,1000.0,False
last_prompt_token,11,0.1967068519912848,0.4090158228466084,0.19601148877825056,0.41110491267792204,0.30574420480167164,0.5791192652624377,0.04856943339109421,0.9136703676134683,1000.0,False
last_prompt_token,12,0.19662898889108865,0.40924975399712105,0.2004317500010258,0.39782472111875533,0.2799357758850611,0.6146465797765142,0.043269310146570206,0.9230910599987117,1000.0,False
last_prompt_token,13,0.19543683348583574,0.41283145424843504,0.19443059328223478,0.41585454035013736,0.26703203345547205,0.6324095872492237,0.03876335546374321,0.9311001592234549,1000.0,False
last_prompt_token,14,0.19876292733585132,0.40283856982581456,0.21240419820577155,0.36185480948276383,0.25614888808306524,0.6473910853403012,0.03452979028224945,0.9386251003291048,1000.0,False
last_prompt_token,15,0.19968367744894588,0.40007227702796533,0.2164124368619518,0.34981249467687325,0.2645306835655405,0.6358528903862136,0.03387010842561722,0.939797650391951,1000.0,False
last_prompt_token,16,0.19947580289439995,0.4006968133434309,0.20428122031588514,0.3862594084355919,0.2467551399679745,0.6603223119883537,0.03287860378623009,0.9415599981290264,1000.0,False
last_prompt_token,17,0.2014032892820214,0.3949058917500473,0.2461753909327403,0.2603929532728042,0.23471003460283038,0.676903338599673,0.017870379611849785,0.9682363331258947,316.22776601683796,False
last_prompt_token,18,0.20386745949753193,0.3875025624179105,0.21573253118691324,0.3518551969407471,0.25545711677615385,0.6483433624770407,0.030865738168358803,0.9451377616873342,1000.0,False
last_prompt_token,19,0.20557579553427816,0.3823700540342031,0.22028784230977547,0.3381692627223093,0.26465298628606715,0.6356845311562846,0.030935784801840782,0.9450132574529587,1000.0,False
last_prompt_token,20,0.20757920080874145,0.3763510424662384,0.2256260863873137,0.3221310920427074,0.27751117353679755,0.6179842339389063,0.031768690794706345,0.9435328105307632,1000.0,False
last_prompt_token,21,0.20963767075738987,0.3701665951199362,0.22338145600647485,0.3288748386076106,0.28481596938702236,0.6079286129450601,0.031672026962041855,0.9437046254471902,1000.0,False
last_prompt_token,22,0.21091057833503274,0.36634228381735423,0.22702248356923335,0.31793576938326285,0.29862358509993353,0.5889213534289112,0.03205595165491104,0.9430222193476044,1000.0,False
last_prompt_token,23,0.21208945362507797,0.36280048221664174,0.22905028206961495,0.3118434704961054,0.309752719141856,0.5736012327561562,0.03236343711614609,0.9424756799918974,1000.0,False
last_prompt_token,24,0.21440796892182165,0.3558347571237287,0.23403641035576828,0.29686319321350585,0.32041358787472507,0.5589257157888232,0.032451700419187546,0.9423187965783432,1000.0,False
last_prompt_token,25,0.21704274345846736,0.3479188658074809,0.23818933983810808,0.2843861706400397,0.32954078161415934,0.5463614220203215,0.032607387751340866,0.9420420704727737,1000.0,False
last_prompt_token,26,0.2197911334638836,0.3396616292679042,0.2412296824094628,0.2752517937970961,0.3380953716630695,0.534585361873901,0.032681502401828766,0.9419103355505324,1000.0,False
last_prompt_token,27,0.22235502675801766,0.3319586928759881,0.2489427037599708,0.25207886444465877,0.34891675420168067,0.5196888851387778,0.03330688923597336,0.9407987430998579,1000.0,False
last_prompt_token,28,0.2244576854866092,0.32564148518356817,0.25590298596550437,0.2311674575533459,0.3610961994203199,0.5029229292455436,0.03465931862592697,0.9383948704599756,1000.0,False
pre_label_token,0,0.3328462392342191,-4.4844147506495347e-08,0.3455448278859884,-0.03815165559923428,0.726439096146271,-5.143666270690517e-08,0.5626044273376465,0.0,0.1,True
pre_label_token,1,0.29161958454035913,0.12386092061991938,0.3069142237430861,0.07790977091120688,0.6748345254849987,0.0710376633413542,0.23669278621673584,0.5792909285538116,100000.0,False
pre_label_token,2,0.29177198329893483,0.12340305525313466,0.31169963804613643,0.06353251684598571,0.6713644171963219,0.07581453794182158,0.17575450241565704,0.6876055468540099,10000.0,False
pre_label_token,3,0.2839099146738774,0.14702377873107897,0.3018899789377421,0.09300456510828481,0.6584429476441456,0.09360194818083745,0.16938740015029907,0.6989227387493675,10000.0,False
pre_label_token,4,0.2690155606309907,0.1917722329875513,0.2828046510199539,0.1503443461628099,0.629297509714335,0.1337229157658284,0.15994779765605927,0.7157011394080859,10000.0,False
pre_label_token,5,0.24190862960174303,0.2732120362648842,0.24442575919527967,0.2656495305338391,0.5773195218639213,0.20527466841753572,0.15205025672912598,0.72973860613103,10000.0,False
pre_label_token,6,0.23899969052867728,0.2819516248815598,0.2417005090152516,0.27383724673734056,0.5714513634433266,0.2133526459844971,0.15044039487838745,0.7326000515312319,10000.0,False
pre_label_token,7,0.2344351648282604,0.2956652420629068,0.2302428974824793,0.30826038788151966,0.5530929629542246,0.23862441553928482,0.14752937853336334,0.7377742311209654,10000.0,False
pre_label_token,8,0.22822531852401606,0.3143220446664352,0.221890223527155,0.3333550835493756,0.5342333945907465,0.2645860817458541,0.12050627171993256,0.7858063927968153,3162.2776601683795,False
pre_label_token,9,0.20381408979912766,0.3876629058272888,0.17751155901355903,0.4666859289853661,0.4639013482742951,0.3614036268190828,0.11683239787817001,0.7923365117636141,3162.2776601683795,False
pre_label_token,10,0.1989783487400087,0.4021913598278486,0.16513522733159425,0.5038692643704823,0.4446594029915433,0.3878916646663999,0.11644444614648819,0.7930260757144661,3162.2776601683795,False
pre_label_token,11,0.1976713461034438,0.4061181059980421,0.1612107757760697,0.5156598499932283,0.44024345013273863,0.39397056805881503,0.1149229109287262,0.7957305251354602,3162.2776601683795,False
pre_label_token,12,0.1975504498521821,0.4064813255343702,0.15769074063341157,0.526235410719965,0.4397314023570854,0.39467544174293756,0.11334685981273651,0.798531873719665,3162.2776601683795,False
pre_label_token,13,0.19633592156802906,0.41013024264820575,0.1528394819307728,0.5408104870847208,0.43696373851359394,0.39848534679971825,0.11319375783205032,0.7988040044979646,3162.2776601683795,False
pre_label_token,14,0.1996215403580866,0.4002589611070426,0.160173158886052,0.5187772564925236,0.4492733867228532,0.3815401563388404,0.1125396117568016,0.7999667149983853,3162.2776601683795,False
pre_label_token,15,0.20017089683468603,0.3986084797841989,0.16272977780895073,0.5110961744639442,0.4545855882788907,0.37422749674017564,0.11089564859867096,0.8028887736922891,3162.2776601683795,False
pre_label_token,16,0.20002901894705635,0.3990347363473449,0.1532651981385816,0.5395314692835977,0.4391442643494165,0.3954836829857121,0.1097589060664177,0.8049092742020922,3162.2776601683795,False
pre_label_token,17,0.2028477885142094,0.39056605212833884,0.16093239022904082,0.5164962289322825,0.4532234368204069,0.3761026044206054,0.11068468540906906,0.8032637497489123,3162.2776601683795,False
pre_label_token,18,0.20425523870131548,0.38633752230189367,0.16489691934665712,0.5045852346560704,0.4607439505953749,0.36575003088526825,0.10834992676973343,0.8074136613491182,3162.2776601683795,False
pre_label_token,19,0.20633731489421941,0.38008215258204014,0.17171496623704413,0.4841011582179652,0.47183051870650605,0.3504885055348279,0.10706552118062973,0.8096966252340306,3162.2776601683795,False
pre_label_token,20,0.2081190990800617,0.3747289772845086,0.1776916720286137,0.46614479912410345,0.4818689426454175,0.33666983235422976,0.10676576942205429,0.810229418336982,3162.2776601683795,False
pre_label_token,21,0.21064100505925026,0.367152187178412,0.17868118045710715,0.4631719292375692,0.48582307831579896,0.3312266563264725,0.10536995530128479,0.81271040507108,3162.2776601683795,False
pre_label_token,22,0.2118308379870503,0.3635774645560549,0.18260316047347894,0.4513887690839845,0.49223531995500835,0.3223997057905633,0.10448895394802094,0.8142763389856653,3162.2776601683795,False
pre_label_token,23,0.21302513475177667,0.35998933082490225,0.18446772198717135,0.4457868978759887,0.49677337197696464,0.316152723380816,0.10364130139350891,0.8157829971513738,3162.2776601683795,False
pre_label_token,24,0.21513380563559653,0.35365406027104884,0.1883746339493439,0.43404900804379554,0.5031044118544634,0.30743755340065904,0.10268040746450424,0.8174909359487128,3162.2776601683795,False
pre_label_token,25,0.21793309059463628,0.3452439154215483,0.19225640256865686,0.4223866586362027,0.5087546019994912,0.29965962615854236,0.10186273604631424,0.8189443042097118,3162.2776601683795,False
pre_label_token,26,0.22018323545696356,0.33848360180523696,0.19427564043958648,0.4163200792242663,0.5110655423973789,0.29647843653230355,0.1010829359292984,0.820330358209866,3162.2776601683795,False
pre_label_token,27,0.222581955565124,0.3312769101471075,0.19935826614123434,0.401049886007258,0.5169585893134109,0.2883661980109836,0.10114142298698425,0.8202264005180244,3162.2776601683795,False
pre_label_token,28,0.22548790458871537,0.3225463048063595,0.20527998579650367,0.38325872674805816,0.5224747874155766,0.2807727212623288,0.10239236801862717,0.8180029110272599,3162.2776601683795,False
