task,arm,row,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
prev_number,preimage_matched,cue1,0,-0.0022970866411924362,0.002014864903504783,170,-0.005491779185831547,0.0034859900859305517,40
prev_number,preimage_matched,cue1,1,-0.004502719268202782,0.002199356763156352,170,-0.006959049962460995,0.004135455444496086,40
prev_number,preimage_matched,cue1,2,0.001619228394702077,0.002449844900121194,170,-0.002235576743260026,0.004047503255520441,40
prev_number,preimage_matched,cue1,3,0.0029157919343560934,0.0013383531320463483,170,0.0017451930325478315,0.002266350753267674,40
prev_number,preimage_matched,cue1,4,0.003783823223784566,0.001361055468581705,170,0.002995625603944063,0.002444182405033359,40
prev_number,preimage_matched,cue1,5,0.0031774374656379223,0.0013563302854130712,170,0.0018655331805348396,0.002322192363450499,40
prev_number,preimage_matched,cue1,6,0.0005096035310998559,0.0012693391147024114,170,-0.00026296815485693514,0.0021193691772499437,40
prev_number,preimage_matched,cue1,7,0.001483736326918006,0.000957743527846155,170,0.0009082408505491912,0.0016733740434806581,40
prev_number,preimage_matched,cue1,8,0.0009265264961868525,0.0007883932259416993,170,-0.0007494725286960602,0.0013828129243710786,40
prev_number,preimage_matched,cue1,9,-0.0013914004666730762,0.0007834819697570674,170,-0.0030985649209469557,0.001562056899116122,40
prev_number,preimage_matched,cue1,10,0.000440087664173916,0.0005672876967886707,170,-0.0007707139593549073,0.0011272735423423432,40
prev_number,preimage_matched,cue1,11,-0.002138082403689623,0.0004019483219593861,170,-0.0026229892391711473,0.0007641717982959777,40
prev_number,preimage_matched,cue1,12,-0.0008581418078392744,0.0003374963078205335,170,-0.0015809580218046904,0.0007336888293343377,40
prev_number,preimage_matched,cue1,13,-0.001395384781062603,0.0002911450373884923,170,-0.0021791192702949047,0.0006280071349145475,40
prev_number,preimage_matched,cue1,14,-0.002336329547688365,0.0002954472705202827,170,-0.0029675629921257496,0.0005787340193514722,40
prev_number,preimage_matched,cue1,15,-0.0023436464834958315,0.0002814177044026517,170,-0.0032174449879676104,0.0006352959643204799,40
prev_number,preimage_matched,cue1,16,-0.0024363675620406866,0.0003185676463363028,170,-0.002999449847266078,0.0006868052579342066,40
prev_number,preimage_matched,cue1,17,-0.0009310038876719773,0.00024983573854195666,170,-0.00168620643671602,0.0006061757670210727,40
prev_number,preimage_matched,cue1,18,-0.0007966309785842896,0.00023538111522664837,170,-0.0013820519670844078,0.0005126497543301527,40
prev_number,preimage_matched,cue1,19,-0.000421218981500715,0.00023441476769682832,170,-0.0008942465065047145,0.0004315206271049591,40
prev_number,preimage_matched,cue1,20,-0.0002857543877325952,0.00021044559892529854,170,-0.0009699055808596313,0.00039768418256312085,40
prev_number,preimage_matched,cue1,21,-0.00035753895645029843,0.0002198339647336274,170,-0.0008884735289029777,0.0004205481763446942,40
prev_number,preimage_matched,cue1,22,1.803417399059981e-05,0.0002131137645451007,170,-0.0005016443319618702,0.0004710317650566668,40
prev_number,preimage_matched,cue1,23,0.0002209587546531111,0.00021610080788531303,170,-6.396779645001516e-05,0.00036226356842354086,40
prev_number,preimage_matched,cue1,24,-0.0006665651453658938,0.00016181266617079277,170,-0.0009336394141428173,0.0003964800781942108,40
prev_number,preimage_matched,cue1,25,0.00014286623627413064,0.00015926466229040036,170,-0.0003491128736641258,0.0003815779061130558,40
prev_number,preimage_matched,cue1,26,0.00022532089496962726,0.00013018561063971433,170,0.00025684043066576123,0.00024071096631003353,40
prev_number,preimage_matched,cue1,27,0.0,0.0,170,0.0,0.0,40
prev_number,preimage_matched,target1,0,-0.11979300528764725,0.012915843901956311,170,-0.10486507415771484,0.025373273658867553,40
prev_number,preimage_matched,target1,1,-0.12010804563760757,0.012920832515943757,170,-0.10642477124929428,0.025527516822110925,40
prev_number,preimage_matched,target1,2,-0.12169317156076431,0.012929030300166422,170,-0.10815262794494629,0.025804365700211756,40
prev_number,preimage_matched,target1,3,-0.1273745745420456,0.013971750052961899,170,-0.11661338806152344,0.029267450560952726,40
prev_number,preimage_matched,target1,4,-0.12752379477024078,0.013247805591131326,170,-0.11754900217056274,0.028147921234192276,40
prev_number,preimage_matched,target1,5,-0.1267116516828537,0.012822303675374335,170,-0.11734633147716522,0.027434544837131345,40
prev_number,preimage_matched,target1,6,-0.13331012427806854,0.012831696898366959,170,-0.12307941913604736,0.02772437336247361,40
prev_number,preimage_matched,target1,7,-0.14397864043712616,0.013181778742128667,170,-0.13491734862327576,0.0274285603927688,40
prev_number,preimage_matched,target1,8,-0.11761332303285599,0.01015010944977475,170,-0.10705840587615967,0.02056188170284363,40
prev_number,preimage_matched,target1,9,-0.1084858626127243,0.009338968815484605,170,-0.09991279989480972,0.019485104634028264,40
prev_number,preimage_matched,target1,10,-0.10693523287773132,0.009077698586535562,170,-0.09960544109344482,0.018775562757912225,40
prev_number,preimage_matched,target1,11,-0.06625937670469284,0.005718286498141715,170,-0.06437385082244873,0.012254887441641878,40
