task,group,d_cos_task_a0.0,d_cos_task_a0.5,d_cos_task_a1.0,d_cos_task_a2.0,d_cos_task_a4.0,d_cos_gen_a0.0,d_cos_gen_a0.5,d_cos_gen_a1.0,d_cos_gen_a2.0,d_cos_gen_a4.0,d_proj_task_a0.0,d_proj_task_a0.5,d_proj_task_a1.0,d_proj_task_a2.0,d_proj_task_a4.0,d_proj_gen_a0.0,d_proj_gen_a0.5,d_proj_gen_a1.0,d_proj_gen_a2.0,d_proj_gen_a4.0
city-country,train,0.0,0.02237,0.05058,0.06372,0.03152,0.0,-0.00097,0.01332,0.06098,-0.00375,0.0,5.8399,15.75163,11.59284,10.62472,0.0,-0.03208,6.26556,10.78249,1.67709
commonsense_qa,train,0.0,0.00686,-0.01164,-0.05666,-0.03082,0.0,-0.02732,-0.05667,-0.10288,-0.07446,0.0,-0.58581,-4.46431,-14.3002,-9.37952,0.0,-8.36924,-14.83279,-25.06183,-19.37032
compound_first,train,0.0,-0.00084,-0.01531,0.03094,0.0729,0.0,-0.01188,-0.04356,0.00274,0.04669,0.0,-4.34476,-9.5609,4.84373,19.66431,0.0,-7.48997,-16.86259,-2.19743,13.40874
compound_head,train,0.0,0.03474,0.0304,0.04303,0.06942,0.0,-0.01235,-0.02196,-0.01048,0.02294,0.0,4.83948,4.96589,7.79251,16.39142,0.0,-6.8772,-7.98679,-5.42361,4.98776
concrete_abstract,train,0.0,0.08317,0.14678,0.14258,0.14771,0.0,0.04879,0.07748,0.06806,0.07501,0.0,18.38778,38.19784,37.62339,38.64965,0.0,9.63392,21.20004,19.32946,20.84443
contains_letter_e,heldout,0.0,0.04942,0.10533,0.10929,0.11811,0.0,0.01801,0.0164,0.01602,0.01782,0.0,11.45878,26.02751,25.45815,28.71738,0.0,3.86921,4.67974,3.09225,4.65022
count_digits,heldout,0.0,0.02277,0.03739,0.05472,0.05653,0.0,-0.00867,-0.00538,0.01389,0.01302,0.0,2.9688,8.21097,14.21576,15.97205,0.0,-4.85397,-1.82281,4.96088,6.29378
count_words,train,0.0,0.02983,0.06394,0.05778,0.06752,0.0,0.00289,0.01117,0.00454,0.00991,0.0,7.05501,16.05502,14.26046,16.72541,0.0,0.74224,3.66582,1.75288,3.17757
country-capital,train,0.0,-0.02541,0.0129,0.00884,0.01835,0.0,-0.06807,0.0026,-0.07002,-0.06213,0.0,-6.05429,-3.13907,6.44603,13.03617,0.0,-17.12634,-7.46428,-14.03717,-7.9206
day_after_textual_date,train,0.0,0.05856,0.07096,0.0902,0.0959,0.0,0.07172,0.08599,0.09238,0.10139,0.0,11.28511,10.47827,13.51479,16.68792,0.0,13.95203,12.74817,12.53546,16.77765
double_no_carry,heldout,0.0,0.02968,0.0423,0.04658,0.05004,0.0,0.02627,0.0296,0.02583,0.03161,0.0,1.18322,4.16281,7.47565,10.74223,0.0,-0.82108,0.13303,2.04925,6.26496
double_number,train,0.0,0.04347,0.04435,0.03959,0.04588,0.0,0.03678,0.03377,0.0117,0.0282,0.0,-1.25041,-2.44774,0.71879,6.63347,0.0,-5.29232,-7.58891,-7.35178,1.62251
ends_with_ing,train,0.0,0.05484,0.11184,0.11362,0.11976,0.0,0.02287,0.02266,0.02159,0.01946,0.0,12.83021,28.17623,26.72478,29.9071,0.0,5.13503,6.77016,4.66602,5.83152
english-french,train,0.0,-0.00677,0.00059,0.03481,0.04919,0.0,-0.01557,-0.04984,-0.04369,-0.03733,0.0,-1.93993,-3.60251,6.06757,15.68626,0.0,-4.09499,-15.82822,-12.59911,-4.99821
english-german,train,0.0,-0.02098,-0.01235,-0.00506,0.01484,0.0,-0.02184,-0.04143,-0.09194,-0.08374,0.0,-6.80516,-8.19435,-4.5714,6.01208,0.0,-7.38937,-15.79906,-25.23606,-17.66803
english-italian,train,0.0,-0.01031,0.01708,0.01784,0.01736,0.0,-0.01878,-0.04405,-0.10572,-0.1203,0.0,-2.26793,-0.01224,0.90552,5.90401,0.0,-4.29371,-15.59636,-29.47314,-28.14603
english-portuguese,train,0.0,-0.00866,0.01756,0.03803,0.02793,0.0,-0.02053,-0.04545,-0.0619,-0.08263,0.0,-2.23388,-0.92741,8.42937,10.47173,0.0,-5.18618,-16.66842,-16.1703,-17.0092
english-spanish,train,0.0,-0.00285,0.0181,0.05415,0.05389,0.0,-0.01833,-0.05174,-0.03372,-0.04014,0.0,-1.00916,-0.82009,13.19775,17.72006,0.0,-4.75668,-17.54507,-7.83801,-5.04409
first_digit,train,0.0,0.02647,0.03863,0.05582,0.05517,0.0,0.00909,0.00729,0.03504,0.03182,0.0,5.81797,9.9085,16.42302,15.26015,0.0,1.71175,2.71014,11.99921,10.10282
first_letter_second_word,heldout,0.0,0.01844,0.0166,0.00971,0.0395,0.0,-0.0306,-0.02282,-0.03426,-0.01215,0.0,0.5043,1.08788,-0.04097,6.3391,0.0,-11.71623,-8.7915,-10.91558,-6.41026
first_three_letters,train,0.0,0.00839,-0.02905,-0.00497,0.03065,0.0,-0.05146,-0.12417,-0.12105,-0.08262,0.0,-0.13677,-13.74144,-9.66408,0.92441,0.0,-14.46617,-36.47374,-36.89468,-25.72746
first_two_letters,train,0.0,-0.00185,-0.00594,-0.01159,0.01491,0.0,-0.07765,-0.12345,-0.14974,-0.12176,0.0,-1.43496,-6.75535,-8.28385,-2.06726,0.0,-19.3638,-34.58282,-40.59209,-34.07477
first_vowel,train,0.0,0.00487,0.01618,0.01419,0.03033,0.0,-0.04988,-0.04006,-0.04479,-0.02927,0.0,-1.69724,-2.29903,-3.52537,2.41152,0.0,-15.23081,-16.6666,-18.58125,-12.45581
french-english,heldout,0.0,0.07311,0.07258,0.10283,0.12339,0.0,0.05841,0.05395,0.07799,0.0959,0.0,18.88784,13.72211,27.82339,45.97559,0.0,15.27343,9.06515,21.79267,39.38087
french_noun_gender,heldout,0.0,0.11124,0.147,0.10204,0.1529,0.0,0.03806,0.05498,0.0459,0.06332,0.0,29.06989,41.01094,22.58864,39.64061,0.0,11.18909,18.79206,8.55347,17.95805
german-english,train,0.0,0.06699,0.07324,0.10966,0.12383,0.0,0.0526,0.05555,0.08803,0.09738,0.0,16.49842,16.27484,30.34839,45.07245,0.0,13.06935,12.04757,25.23584,38.72217
german_noun_gender,train,0.0,0.04548,0.03756,0.05544,0.06728,0.0,0.01371,5e-05,0.00551,0.01691,0.0,7.58037,4.0731,6.84644,10.68658,0.0,-0.47895,-5.48161,-5.60661,-1.77911
gerund_to_base,train,0.0,0.02133,0.05102,0.12081,0.13519,0.0,0.00082,-0.00383,0.0569,0.07381,0.0,3.20113,9.06105,32.90427,42.25716,0.0,-1.91454,-4.12992,17.67228,27.71604
gerund_to_past,train,0.0,0.03298,0.11111,0.12472,0.12939,0.0,-0.00752,0.03863,0.04724,0.0542,0.0,1.43433,23.07664,30.28823,35.24626,0.0,-8.64915,5.83779,11.84367,17.32259
halve_even_number,train,0.0,0.04116,0.03691,0.02966,0.03511,0.0,0.03416,0.0261,0.00252,0.0204,0.0,0.13735,-2.58659,-0.6625,4.0572,0.0,-3.52117,-7.43474,-8.39419,-0.25186
hypernym_category,train,0.0,0.09627,0.11235,0.11889,0.10791,0.0,0.06214,0.07256,0.07859,0.05792,0.0,25.20662,29.08801,32.43552,39.8167,0.0,16.69717,19.13512,22.27959,26.57924
initials_two_words,train,0.0,0.04854,0.09453,0.08847,0.10644,0.0,0.00487,0.01214,0.00687,0.00682,0.0,9.99444,22.66737,20.25333,24.16934,0.0,-0.87577,2.78401,0.44557,0.03012
iso_date_to_month,train,0.0,0.13512,0.12997,0.12679,0.12772,0.0,0.10219,0.0944,0.07917,0.0876,0.0,21.3783,21.78459,22.07095,26.12217,0.0,12.86838,12.79381,10.4698,16.32753
iso_date_year_plus_one,train,0.0,0.07203,0.09825,0.09941,0.08497,0.0,0.0588,0.08492,0.09153,0.0961,0.0,12.03673,14.90671,16.48121,15.06545,0.0,7.72391,9.93568,12.94256,16.29397
landmark-country,train,0.0,0.03431,0.0403,0.05031,0.04988,0.0,-0.00268,-0.00709,0.02026,0.00864,0.0,10.18798,14.00012,12.18233,16.24662,0.0,0.98901,2.03553,4.79388,5.8996
language_identification,train,0.0,0.07772,0.11597,0.09355,0.01506,0.0,0.03197,0.04119,0.01832,0.00511,0.0,17.93787,30.31635,23.20148,2.44505,0.0,7.15146,12.57814,5.46519,-0.01161
larger_of_pair,train,0.0,-0.01931,0.01289,0.05573,0.05626,0.0,-0.01829,0.00922,0.04397,0.03881,0.0,-11.2645,-7.14225,5.02195,7.96416,0.0,-12.15742,-9.58526,1.14735,3.10626
larger_than_1000,train,0.0,0.07423,0.11551,0.10511,0.0823,0.0,0.02045,0.02153,0.01311,-0.02063,0.0,20.79813,37.47376,32.93787,26.83279,0.0,8.62796,15.89806,11.79448,2.94833
largest_digit,heldout,0.0,0.03325,0.02937,0.05045,0.04925,0.0,-0.01022,-0.02373,0.00095,0.00234,0.0,5.39494,5.97717,11.1308,11.40775,0.0,-5.02479,-6.57738,-0.5824,0.32693
last_digit,heldout,0.0,0.03465,0.04124,0.06118,0.06337,0.0,-0.00761,-0.01308,0.01606,0.01925,0.0,5.79684,8.41615,13.78722,14.2752,0.0,-4.30286,-4.34956,3.20192,3.92632
last_two_letters,heldout,0.0,-0.0126,-0.03006,-0.05693,-0.06492,0.0,-0.05791,-0.1106,-0.16514,-0.18365,0.0,-4.63063,-12.30466,-18.35315,-19.38126,0.0,-15.70097,-31.94944,-44.07199,-47.40772
last_vowel,train,0.0,-0.01069,-0.01088,-0.02055,-0.00539,0.0,-0.06283,-0.08042,-0.0957,-0.08259,0.0,-3.84637,-8.08875,-11.53329,-7.31845,0.0,-16.404,-25.05738,-29.81763,-25.97606
lowercase_first_letter,train,0.0,0.02379,0.05341,0.05004,0.07221,0.0,-0.02593,-0.00137,0.00287,0.02053,0.0,2.79499,9.08553,7.51556,13.30808,0.0,-9.64709,-4.57689,-4.53728,0.31771
lowercase_last_letter,train,0.0,0.00881,0.01787,0.00744,0.01649,0.0,-0.03876,-0.05002,-0.06487,-0.0556,0.0,-0.1636,-0.00385,-4.67867,-1.93834,0.0,-12.02377,-16.85655,-22.83116,-19.95742
lowercase_word,train,0.0,0.00062,0.03169,0.06827,0.11589,0.0,-0.01063,0.00649,0.04439,0.09924,0.0,0.0682,7.02106,17.36253,32.71346,0.0,-2.50563,1.27988,12.14127,29.61804
national_parks,train,0.0,0.02456,0.04716,0.03994,0.05047,0.0,-0.02143,0.00836,-0.01664,0.05124,0.0,7.43748,8.96799,15.63306,5.94968,0.0,-4.19337,-0.51968,0.81313,6.16793
nato_first_letter,train,0.0,-0.00012,0.04785,0.01697,-0.03405,0.0,-0.05362,-0.08275,-0.16593,-0.2694,0.0,-1.75814,16.82693,20.30625,25.07905,0.0,-15.18224,-14.41753,-23.81412,-37.69863
natural_manmade,heldout,0.0,0.04129,0.13544,0.11567,0.13953,0.0,0.02162,0.07333,0.06008,0.06291,0.0,12.15408,38.99429,26.73416,37.61781,0.0,7.56369,23.78133,13.04567,18.73977
next_in_group,heldout,0.0,-0.00974,0.04266,0.0343,0.04376,0.0,-0.03672,-0.00226,-0.03409,-0.00967,0.0,-0.29132,5.39835,3.27232,5.68302,0.0,-6.66296,-6.53046,-14.27147,-8.32866
next_in_period,train,0.0,-0.00938,0.03388,0.03033,0.04027,0.0,-0.03323,-0.00098,-0.01435,0.00377,0.0,0.14177,4.36914,-1.42768,2.44426,0.0,-5.46181,-4.92169,-13.55217,-7.67863
next_item,train,0.0,-0.01995,-0.03852,-0.01677,-0.0016,0.0,-0.03556,-0.06938,-0.05234,-0.03454,0.0,-4.18124,-9.84768,-3.96648,1.59029,0.0,-7.70586,-17.13732,-12.13708,-5.6263
next_month_of_date,train,0.0,0.09073,0.10962,0.12002,0.11846,0.0,0.06071,0.08419,0.09619,0.1052,0.0,15.7966,23.2915,26.98211,26.89595,0.0,8.10748,17.0102,21.24607,23.63778
next_number_digits,train,0.0,0.04241,0.06652,0.07432,0.07915,0.0,0.03858,0.04948,0.03169,0.0413,0.0,7.36278,9.12554,14.42478,17.59812,0.0,5.67459,3.5079,3.90083,8.5497
number_word_to_digits,heldout,0.0,0.04807,0.06828,0.03794,0.03897,0.0,0.03571,0.04502,-0.00353,-0.00069,0.0,2.39555,3.63454,-2.728,-3.28348,0.0,-2.74284,-4.54913,-14.77402,-15.08659
park-country,heldout,0.0,-0.0197,-0.01567,-0.00351,0.00634,0.0,-0.04695,-0.05621,-0.0366,-0.02225,0.0,0.4615,1.72682,0.69009,5.75978,0.0,-6.5429,-8.69272,-7.50888,-1.47063
past_to_base,heldout,0.0,0.00653,0.08031,0.14167,0.14962,0.0,-0.02241,0.01977,0.07165,0.08561,0.0,-0.19146,20.10626,40.28519,45.36005,0.0,-7.11787,6.06676,24.07572,30.70197
person-instrument,train,0.0,0.06978,0.09597,0.00469,0.00502,0.0,0.01919,0.04306,0.02798,0.02855,0.0,27.19261,26.1241,-0.74679,-0.90948,0.0,14.94622,13.35606,4.52689,4.37392
person-sport,heldout,0.0,0.08721,0.10709,0.10372,0.0981,0.0,0.01544,0.02684,0.0199,0.01171,0.0,26.55402,39.39982,34.21143,35.7298,0.0,8.9124,19.15881,13.30313,13.94323
person_place_thing,train,0.0,0.06813,0.11374,0.10415,0.11015,0.0,0.03796,0.06322,0.05356,0.05213,0.0,18.39189,30.8588,26.13184,30.84279,0.0,11.13854,18.55228,13.77682,16.67032
plural_to_singular,train,0.0,0.03023,0.08565,0.10783,0.11326,0.0,0.018,0.04625,0.06456,0.0779,0.0,4.39647,22.72389,36.028,39.59853,0.0,1.0146,13.34567,26.15354,31.9683
pos_label,train,0.0,0.04525,0.0914,0.09928,0.10977,0.0,-0.03394,0.01874,0.03059,0.03512,0.0,16.89906,27.87212,28.79116,29.88094,0.0,-1.86444,10.78818,12.67984,12.23003
present-past,train,0.0,0.02882,0.12741,0.1267,0.11831,0.0,-0.00459,0.0663,0.06264,0.06241,0.0,2.287,31.85612,34.37245,32.8269,0.0,-5.95445,17.04604,18.75624,19.23138
prev_item,train,0.0,-0.02705,-0.0371,-0.00997,0.01567,0.0,-0.04458,-0.0691,-0.04167,-0.01174,0.0,-4.8692,-9.72205,-4.44564,1.78659,0.0,-8.64488,-17.2591,-12.02521,-4.75088
prev_number_digits,train,0.0,0.05194,0.06568,0.07007,0.07934,0.0,0.0423,0.04746,0.02858,0.03537,0.0,8.96603,7.15878,11.007,17.24738,0.0,6.08424,1.49879,0.68822,6.83479
product-company,heldout,0.0,0.01847,0.03634,0.0449,0.05519,0.0,-0.01454,-0.02115,-0.01247,0.04219,0.0,6.68739,14.49348,16.58602,16.1743,0.0,-1.52679,-0.01424,2.1004,13.0218
remove_first_letter,train,0.0,0.00872,0.00103,-0.0364,-0.05803,0.0,-0.03904,-0.05747,-0.12851,-0.17441,0.0,1.13165,-4.24841,-11.05759,-13.91893,0.0,-10.28305,-18.6505,-32.92215,-41.43076
remove_last_letter,train,0.0,-0.0184,-0.02625,0.00219,0.0496,0.0,-0.07098,-0.11039,-0.11682,-0.06383,0.0,-6.74052,-15.09063,-12.23123,2.33735,0.0,-19.40443,-35.18825,-39.50267,-23.91892
round_up_to_ten,train,0.0,0.03996,0.04765,0.03141,0.04071,0.0,0.04438,0.03586,0.00129,0.03625,0.0,3.68005,2.1444,2.86346,8.26012,0.0,2.83854,-3.24532,-5.46949,6.76094
second_digit,train,0.0,0.03268,0.03996,0.05845,0.05879,0.0,-0.00234,-0.00877,0.01555,0.01733,0.0,5.75772,8.19905,13.77132,13.9836,0.0,-2.50432,-3.15539,3.79051,4.34439
sentiment,train,0.0,0.1024,0.09946,0.08268,0.10484,0.0,0.04256,0.01647,-0.00218,0.027,0.0,26.49839,34.9155,26.11845,27.83808,0.0,13.37421,16.49405,7.24655,10.63023
singular-plural,heldout,0.0,0.02479,0.10688,0.13071,0.13447,0.0,0.00608,0.06025,0.07279,0.07856,0.0,2.21877,23.68733,34.25796,38.43428,0.0,-2.87217,12.0239,19.92483,24.64301
singular_or_plural,train,0.0,0.04019,0.10877,0.12306,0.14107,0.0,-0.00066,0.04501,0.04305,0.06132,0.0,9.84206,26.18324,29.53509,34.19948,0.0,0.05026,10.97383,10.46712,15.21025
smaller_of_pair,train,0.0,-0.02938,-0.00636,0.05373,0.05483,0.0,-0.03006,-0.01287,0.04229,0.03757,0.0,-13.00199,-11.24622,4.29786,7.78109,0.0,-14.18968,-14.28594,0.49297,3.00776
spanish-english,train,0.0,0.08244,0.08587,0.11874,0.1287,0.0,0.06619,0.06653,0.09293,0.09956,0.0,21.07478,17.57648,31.48273,46.45026,0.0,17.0587,12.78646,25.15924,39.22769
spanish_noun_gender,train,0.0,0.12656,0.16274,0.10287,0.15317,0.0,0.0459,0.0659,0.04535,0.06898,0.0,35.94694,47.92252,21.94851,37.51305,0.0,16.46317,24.55604,7.52526,16.99136
starts_with_vowel,heldout,0.0,0.02019,0.0455,0.06337,0.08801,0.0,-0.01571,-0.01559,-0.01299,0.01124,0.0,2.12868,5.94908,10.97688,19.83074,0.0,-7.18374,-9.55045,-7.72459,1.58355
strip_prefix,train,0.0,0.01021,-0.00898,-0.00223,0.0268,0.0,-0.0154,-0.04596,-0.04258,-0.01213,0.0,-0.35913,-3.54205,1.21396,12.53565,0.0,-6.64553,-12.5239,-8.61111,3.02228
synonym,train,0.0,-0.01311,0.01174,0.05674,0.08836,0.0,-0.02446,-0.01044,0.02518,0.05528,0.0,-6.69731,-1.59315,14.17652,28.49728,0.0,-9.51207,-6.91955,6.53584,20.28859
third_person_to_base,train,0.0,0.01243,0.07094,0.1244,0.13613,0.0,-0.00566,0.02215,0.07289,0.08896,0.0,1.75826,16.74863,32.76645,38.26404,0.0,-2.66663,5.13086,20.54716,27.16794
times_five,train,0.0,0.03908,0.03212,0.02054,0.02947,0.0,0.04938,0.04012,0.00716,0.0253,0.0,-1.51653,-5.45641,-3.41157,3.39513,0.0,-2.14581,-7.27931,-8.585,1.46522
titlecase_phrase,train,0.0,0.01522,0.06979,0.09597,0.1106,0.0,0.01093,0.04166,0.05428,0.06564,0.0,2.31577,19.90198,24.01669,29.24748,0.0,1.22706,13.2156,14.05802,18.44084
uppercase_word,train,0.0,0.01383,0.07115,0.09214,0.12984,0.0,-0.01833,-0.04649,-0.0398,-0.00864,0.0,2.93106,13.6289,17.80762,31.97128,0.0,-4.69877,-14.14338,-13.15533,-0.71832
us-city-state,train,0.0,0.04265,0.06105,0.07233,0.07369,0.0,0.01607,0.0227,0.04599,0.03346,0.0,12.7812,19.98189,14.89939,21.86924,0.0,6.15922,10.21956,8.45776,11.72471
verb_to_third_person,heldout,0.0,-0.01719,0.0653,0.09757,0.10652,0.0,-0.05793,-0.00363,0.01727,0.02893,0.0,-8.06059,8.01483,18.33521,22.56251,0.0,-18.18357,-8.6273,-0.92718,3.91856
word_polarity,train,0.0,0.12119,0.13785,0.11589,0.131,0.0,0.07376,0.06652,0.03698,0.0512,0.0,26.07141,35.72735,25.77507,29.60128,0.0,14.44016,18.40324,6.61743,10.24802
