task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,0,-2.5704517364501953,0.09011682823341764,170,-2.620018482208252,0.1906401580348329,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,1,-2.8469197750091553,0.08610586830082337,170,-3.0414645671844482,0.21777085802397916,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,2,-2.5021917819976807,0.08296423692750361,170,-2.741820812225342,0.18555784745522017,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,3,-1.9126378297805786,0.07441787830250791,170,-2.0538668632507324,0.1596965659193919,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,4,-1.787821650505066,0.08313120520908657,170,-1.8689613342285156,0.20111538599295706,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,5,-1.1522138118743896,0.0536852534283015,170,-1.2939746379852295,0.11460188335895148,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,6,-0.5738686919212341,0.046847627095131496,170,-0.5654476284980774,0.07989405689082803,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,7,-1.0285671949386597,0.05160031678414342,170,-1.1004657745361328,0.11814193194392346,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,8,-0.6204802393913269,0.032075562785955754,170,-0.5446118116378784,0.06372315992753975,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,9,-0.37052491307258606,0.026524539429055364,170,-0.27480021119117737,0.035979725874163405,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,10,-0.1985369324684143,0.017422480063264505,170,-0.1806744784116745,0.030704310940238094,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,11,-0.035428643226623535,0.010498878139476534,170,0.0022229738533496857,0.017129736890673094,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,12,-0.19019415974617004,0.01882163028541167,170,-0.1634427011013031,0.029925454355096942,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,13,-0.09046443551778793,0.011863318351219879,170,-0.053470999002456665,0.015137047680412076,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,14,0.02523265779018402,0.009708365109736074,170,0.008287864737212658,0.022858760926876782,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,15,0.014134337194263935,0.006031705743413112,170,0.017571179196238518,0.0089083614152637,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,16,0.012694179080426693,0.0036242326333456383,170,0.018940448760986328,0.006587239301361108,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,17,0.022694189101457596,0.006180747586347721,170,-0.0006816439563408494,0.0061354667637995,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,18,-0.004620217718183994,0.0029538471998665147,170,0.0044418079778552055,0.00675487324788578,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,19,0.012425156310200691,0.002806621658141424,170,0.011794591322541237,0.003941791226564758,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,20,0.04395591467618942,0.0043154208157257816,170,0.03004457987844944,0.007987932667580652,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,21,0.028855212032794952,0.0037759904994511886,170,0.021055256947875023,0.007146209965627088,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,22,0.040216587483882904,0.005627661153570042,170,0.030436675995588303,0.0069977421446056395,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,23,-0.012386820279061794,0.0045388084357763595,170,-0.006067960523068905,0.005007751824508911,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,24,0.03491126745939255,0.004617787395276086,170,0.02300438843667507,0.0056253400035019665,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,25,-0.056869011372327805,0.010679683110531654,170,-0.040246300399303436,0.012549025238141265,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,26,0.0006200901698321104,0.0017269265899020698,170,0.002225639531388879,0.004171780609462636,40
landmark-country,pcasub_matched_k0_zero,cue1,0,zero,27,0.0,0.0,170,0.0,0.0,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,0,-5.196383476257324,0.11942752400316353,170,-5.762293815612793,0.22805322666015834,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,1,-5.313353061676025,0.11639472098685187,170,-5.819670677185059,0.22549433479666645,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,2,-5.368885040283203,0.11580000962753498,170,-5.6391496658325195,0.21673286321753765,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,3,-4.752964019775391,0.09912657824027016,170,-4.961863040924072,0.2007015828700114,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,4,-4.7436347007751465,0.09970435688370206,170,-4.96105432510376,0.21778246878847468,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,5,-4.389756202697754,0.09523497018303367,170,-4.623385429382324,0.2118821270739507,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,6,-4.259616374969482,0.09549073465072624,170,-4.440210819244385,0.2093431959240964,40
landmark-country,pcasub_matched_k0_zero,target1,0,zero,7,-3.799180269241333,0.09133950380716682,170,-3.9185798168182373,0.2237249372215822,40
