pairwise_cos_pearson,pairwise_cos_spearman,centered_norm_pearson,gram_cka,max_principal_cos,median_principal_cos,k90_read,k90_fv,matched_cos_mean,mismatched_cos_mean,n_matched_above_mism_p95,read_centered_norm_median,fv_centered_norm_median
0.9317,0.9061,0.7799,0.9244,0.2577,0.0900,32,28,0.0636,-0.0004,36,28.15,47.71
